Globalisering (1);Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 forskarvolym//NN|NEU|SIN|IND|NOM//nmod//2 IX//RG|NOM//ROOT//2
Demokratin och systemkapitalismen;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//162 har//VB|PRS|AKT//aux//162 varit//VB|SUP|AKT//cop//162 högst//AB|SUV//advmod//162 indirekt//JJ|POS|UTR|SIN|IND|NOM//parataxis//4 och//KN//cc//165 ofta//AB|POS//advmod//165 svag//JJ|POS|UTR|SIN|IND|NOM//conj//162 ,//MID//punct//170 men//KN//cc//170 har//VB|PRS|AKT//aux//170 ändå//AB//advmod//170 funnits//VB|SUP|SFO//conj//162 .//MAD//punct//4
Demokratin och systemkapitalismen;Samtidigt//AB//advmod//175 kan//VB|PRS|AKT//aux//175 man//PN|UTR|SIN|IND|SUB//nsubj//175 hävda//VB|INF|AKT//advcl//4 att//SN//mark//182 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//178 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//182 och//KN//cc//181 ofta//AB|POS//advmod//181 ofruktbara//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//178 deltagande//NN|NEU|SIN|IND|NOM//ccomp//175 i//PP//case//184 massor//NN|UTR|PLU|IND|NOM//nmod//182 av//PP//case//186 sammanhang//NN|NEU|PLU|IND|NOM//nmod//184 har//VB|PRS|AKT//aux//188 bidragit//VB|SUP|AKT//conj//4 till//PP//case//191 en//DT|UTR|SIN|IND//det//191 överbelastning//NN|UTR|SIN|IND|NOM//obl//188 på//PP//case//195 den//DT|UTR|SIN|DEF//det//195 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//195 apparaten//NN|UTR|SIN|DEF|NOM//nmod//191 ,//MID//punct//198 vilket//HP|NEU|SIN|IND//nsubj//198 medverkat//VB|SUP|AKT//advcl//4 till//PP//case//201 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//201 trötthet//NN|UTR|SIN|IND|NOM//obl//198 och//KN//cc//204 försämrade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//204 rykte//NN|NEU|SIN|IND|NOM//conj//201 .//MAD//punct//4
Demokratin och systemkapitalismen;Sådan//JJ|POS|UTR|SIN|IND|NOM//amod//1 samverkan//NN|UTR|SIN|IND|NOM//nsubj//5 med//PP//case//3 systemkapitalismen//NN|UTR|SIN|DEF|NOM//nmod//1 har//VB|PRS|AKT//aux//5 utgjort//VB|SUP|AKT//ROOT//5 baslinjen//NN|UTR|SIN|DEF|NOM//obj//5 i//PP//case//8 mötena//NN|NEU|PLU|DEF|NOM//obl//5 mellan//PP//case//10 politik//NN|UTR|SIN|IND|NOM//nmod//8 och//KN//cc//12 ekonomi//NN|UTR|SIN|IND|NOM//conj//10 i//PP//case//14 Sverige//PM|NOM//nmod//12 ,//MID//punct//5 långt//AB|POS//advmod//17 mera//AB|KOM//advmod//5 än//KN//case//20 några//DT|UTR/NEU|PLU|IND//det//20 försök//NN|NEU|PLU|IND|NOM//nmod//17 att//IE//mark//22 tämja//VB|INF|AKT//acl//20 ”//PM|NOM//punct//24 marknaden//NN|UTR|SIN|DEF|NOM//obj//22 ”//PM|NOM//punct//5 .//MAD//punct//5
Demokratin och systemkapitalismen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//31 är//VB|PRS|AKT//cop//31 inte//AB//advmod//31 heller//AB//advmod//31 svårt//JJ|POS|NEU|SIN|IND|NOM//parataxis//5 att//IE//mark//33 se//VB|INF|AKT//csubj//31 att//SN//mark//42 en//DT|UTR|SIN|IND//det//36 föreställning//NN|UTR|SIN|IND|NOM//nsubj//42 om//PP//case//39 den//DT|UTR|SIN|DEF//det//39 fungerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//36 och//KN//cc//41 ”//PAD//conj//39 rättvisa//NN|UTR|SIN|IND|NOM//csubj//48 ”//PAD//punct//44 marknaden//NN|UTR|SIN|DEF|NOM//obj//42 i//PP//case//47 själva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//47 verket//NN|NEU|SIN|DEF|NOM//nmod//44 står//VB|PRS|AKT//ccomp//33 i//PP//case//50 motsättning//NN|UTR|SIN|IND|NOM//obl//48 till//PP//case//52 systemkapitalismen//NN|UTR|SIN|DEF|NOM//nmod//50 .//MAD//punct//56
Demokratin och systemkapitalismen;Endast//AB//advmod//55 mycket//AB|POS//advmod//56 konsekventa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//31 och//KN//cc//59 starka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 politiker//NN|UTR|PLU|IND|NOM//conj//56 ,//MID//punct//59 som//HP|-|-|-//case//63 Margaret//PM|NOM//nmod//63 Thatcher//PM|NOM//dep//56 ,//MID//punct//56 kan//VB|PRS|AKT//aux//66 röra//VB|INF|AKT//conj//31 om//PP//compound:prt//66 i//PP//case//69 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//66 och//KN//cc//71 börja//VB|INF|AKT//conj//31 bryta//VB|INF|AKT//xcomp//71 ner//PL//compound:prt//72 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//75 strukturer//NN|UTR|PLU|IND|NOM//obj//72 (//PAD//punct//75 och//KN//cc//82 inte//AB//advmod//81 ens//AB//advmod//81 för//PP//case//81 henne//PN|UTR|SIN|DEF|OBJ//obl//82 lyckades//VB|PRT|SFO//conj//31 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//82 särskilt//AB//advmod//85 bra//AB|POS//xcomp//82 )//PAD//punct//82 .//MAD//punct//92
Demokratin och systemkapitalismen;Framgångsrika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//89 attacker//NN|UTR|PLU|IND|NOM//nsubj//92 på//PP//case//91 systemkapitalismen//NN|UTR|SIN|DEF|NOM//nmod//89 förutsätter//VB|PRS|AKT//conj//31 en//DT|UTR|SIN|IND//det//95 viss//JJ|POS|UTR|SIN|IND|NOM//amod//95 grad//NN|UTR|SIN|IND|NOM//obj//92 av//PP//case//97 populism//NN|UTR|SIN|IND|NOM//obl//92 ://MID//punct//92
Demokratin och systemkapitalismen;folket//NN|NEU|SIN|DEF|NOM//nsubj:pass//101 måste//VB|PRS|AKT//aux//101 mobiliseras//VB|INF|SFO//parataxis//92 för//PP//mark//104 att//IE//mark//104 bryta//VB|INF|AKT//advcl//101 de//DT|UTR/NEU|PLU|DEF//det//107 etablerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//107 systemens//NN|NEU|PLU|DEF|GEN//nmod:poss//109 formidabla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//109 övertag//NN|NEU|SIN|IND|NOM//obj//104 i//PP//case//111 makt//NN|UTR|SIN|IND|NOM//obl//104 och//KN//cc//113 agitation//NN|UTR|SIN|IND|NOM//conj//111 .//MAD//punct//31
Demokratin och systemkapitalismen;Nu//AB//advmod//1 föregår//VB|PRS|AKT//ROOT//1 ett//DT|NEU|SIN|IND//det//3 systemskifte//NN|NEU|SIN|IND|NOM//nsubj//1 inom//PP//case//6  //_SP////4 systemkapitalismen//NN|UTR|SIN|DEF|NOM//obl//1 .//MAD//punct//1
Demokratin och systemkapitalismen;På//PP//case//11 den//DT|UTR|SIN|DEF//det//11 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 scenen//NN|UTR|SIN|DEF|NOM//obl//12 förändras//VB|PRS|SFO//parataxis//1 bilden//NN|UTR|SIN|DEF|NOM//nsubj:pass//12 på//PP//case//16 så//AB//amod//16 sätt//NN|NEU|SIN|IND|NOM//obl//12 att//SN//mark//21 där//HA//advmod//21 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//21 tidigare//AB|KOM//advmod//21 suttit//VB|SUP|AKT//acl//16 riksdagsmän//NN|UTR|PLU|IND|NOM//obj//21 ,//MID//punct//24 ombudsmän//NN|UTR|PLU|IND|NOM//conj//22 och//KN//cc//27 regionala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 representanter//NN|UTR|PLU|IND|NOM//conj//22 skall//VB|PRS|AKT//aux//32 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//32 nu//AB//advmod//32 bara//AB//advmod//32 finnas//VB|INF|SFO//conj//21 ”//PAD//punct//34 experter//NN|UTR|PLU|IND|NOM//appos//32 ”//RG|NOM//punct//12 .//MID//punct//1
Demokratin och systemkapitalismen;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//38 innebär//VB|PRS|AKT//parataxis//1 –//RG|NOM//punct//38 i//PP//case//42 varje//DT|UTR/NEU|SIN|IND//det//42 fall//NN|NEU|SIN|IND|NOM//obl//38 i//PP//case//45 en//DT|UTR|SIN|IND//det//45 dimension//NN|UTR|SIN|IND|NOM//nmod//42 –//RG|NOM//punct//48 ett//DT|NEU|SIN|IND//det//48 uttåg//NN|NEU|SIN|IND|NOM//conj//42 ur//PP//case//52 den//DT|UTR|SIN|DEF//det//52 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//52 samförståndstraditionen//NN|UTR|SIN|DEF|NOM//nmod//48 .//MAD//punct//48
Demokratin och systemkapitalismen;I//PP//mark//58 stället//NN|NEU|SIN|DEF|NOM//fixed//54 för//PP//fixed//54 att//IE//mark//58 bryta//VB|INF|AKT//advcl//61 ner//PL//compound:prt//58 systemkapitalismen//NN|UTR|SIN|DEF|NOM//obj//58 stärker//VB|PRS|AKT//advcl//38 man//PN|UTR|SIN|IND|SUB//nsubj//61 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//61 ,//MID//punct//61 och//KN//cc//66 sluter//VB|PRS|AKT//conj//61 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//66 samtidigt//AB//advmod//66 för//PP//case//70 kritik//NN|UTR|SIN|IND|NOM//obl//66 .//MAD//punct//38
Demokratin och systemkapitalismen;Den//DT|UTR|SIN|DEF//det//2 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 traditionen//NN|UTR|SIN|DEF|NOM//nsubj//10 för//PP//case//4 mötet//NN|NEU|SIN|DEF|NOM//nmod//2 mellan//PP//case//6 ekonomi//NN|UTR|SIN|IND|NOM//nmod//4 och//KN//cc//8 demokrati//NN|UTR|SIN|IND|NOM//conj//6 har//VB|PRS|AKT//aux//10 inneburit//VB|SUP|AKT//ROOT//10 att//SN//mark//13 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//13 lirkats//VB|SUP|SFO//ccomp//10 in//PL//advmod//13 lite//AB|POS//advmod//16 mer//AB|KOM//advmod//13 av//PP//case//21 demokratiskt//JJ|POS|NEU|SIN|IND|NOM//amod//21 och//KN//cc//20 fackligt//JJ|POS|NEU|SIN|IND|NOM//conj//18 inflytande//NN|NEU|SIN|IND|NOM//nmod//16 i//PP//case//24 systemkapitalismens//NN|UTR|SIN|DEF|GEN//nmod:poss//24 ordningar//NN|UTR|PLU|IND|NOM//nmod//21 .//MAD//punct//10
Demokratin och systemkapitalismen;Men//KN//cc//28 nu//AB//advmod//28 håller//VB|PRS|AKT//conj//10 maktbalansen//NN|UTR|SIN|DEF|NOM//obj//28 och//KN//cc//31 debattklimatet//NN|NEU|SIN|DEF|NOM//conj//29 på//PP//mark//34 att//IE//mark//34 skifta//VB|INF|AKT//acl//31 .//MAD//punct//28
Demokratin och systemkapitalismen;Även//AB//advmod//39 den//DT|UTR|SIN|DEF//det//39 begränsade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//39 kontroll//NN|UTR|SIN|IND|NOM//appos//28 som//HP|-|-|-//nsubj:pass//43 förr//AB//advmod//43 kunde//VB|PRT|AKT//aux//43 utövas//VB|INF|SFO//acl:relcl//39 ,//MID//punct//45 motiverad//PC|PRF|UTR|SIN|IND|NOM//conj//43 av//PP//case//47 samhällsnyttan//NN|UTR|SIN|DEF|NOM//obl:agent//45 ,//MID//punct//50 har//VB|PRS|AKT//aux//50 fallit//VB|SUP|AKT//conj//28 i//PP//case//52 vanrykte//NN|NEU|SIN|IND|NOM//obl//50 .//MAD//punct//28
Demokratin och systemkapitalismen;Samtidigt//AB//advmod//55 har//VB|PRS|AKT//aux//60 en//DT|UTR|SIN|IND//det//58 lång//JJ|POS|UTR|SIN|IND|NOM//amod//58 rad//NN|UTR|SIN|IND|NOM//nmod//59 forskare//NN|UTR|PLU|IND|NOM//nsubj//60 ondgjort//VB|SUP|AKT//parataxis//28 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//60 över//PP//case//65 ”//PAD//punct//65 social//JJ|POS|UTR|SIN|IND|NOM//amod//65 ingenjörskonst//NN|UTR|SIN|IND|NOM//obl//60 ”//PM|NOM//punct//60 ,//MID//punct//28 och//KN//cc//71 därigenom//AB//advmod//71 aktivt//AB|POS//advmod//71 bidragit//VB|SUP|AKT//conj//28 till//PP//case//74 en//DT|UTR|SIN|IND//det//74 utfasning//NN|UTR|SIN|IND|NOM//obl//71 av//PP//case//76 politiken//NN|UTR|SIN|DEF|NOM//nmod//74 –//RG|NOM//punct//82 vilket//HP|NEU|SIN|IND//nsubj//82 möjligen//AB//advmod//82 inte//AB//advmod//82 var//VB|PRT|AKT//cop//82 avsikten//NN|UTR|SIN|DEF|NOM//appos//74 .//MAD//punct//10
Demokratin och systemkapitalismen;Slutsatsen//NN|UTR|SIN|DEF|NOM//nsubj//6 av//PP//case//3 detta//DT|NEU|SIN|DEF//det//3 resonemang//NN|NEU|SIN|IND|NOM//nmod//0 om//PP//case//5 systemkapitalism//NN|UTR|SIN|IND|NOM//nmod//3 är//VB|PRS|AKT//ROOT//6 att//SN//mark//16 mötena//NN|NEU|PLU|DEF|NOM//nsubj//16 mellan//PP//case//10 demokrati//NN|UTR|SIN|IND|NOM//nmod//8 och//KN//cc//12 ekonomi//NN|UTR|SIN|IND|NOM//conj//10 till//PP//case//15 stor//JJ|POS|UTR|SIN|IND|NOM//amod//15 del//NN|UTR|SIN|IND|NOM//nmod//10 sker//VB|PRS|AKT//ccomp//6 inne//AB//compound:prt//16 i//PP//case//20 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 system//NN|NEU|PLU|IND|NOM//obl//16 ,//MID//punct//56 och//KN//cc//56 via//PP//case//24 systemsamband//NN|NEU|PLU|IND|NOM//obl//30 som//HP|-|-|-//nsubj//29 är//VB|PRS|AKT//cop//29 både//KN//cc//29 ”//PAD//punct//29 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//30 ”//PAD//obl//56 ,//MID//punct//32 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//cc//30 ,//MID//punct//34 legala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//32 och//KN//cc//36 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//32 till//PP//case//39 sin//PS|UTR|SIN|DEF//nmod:poss//39 natur//NN|UTR|SIN|IND|NOM//obl//32 .//MAD//punct//32
Demokratin och systemkapitalismen;I//PP//case//43 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//43 mötespunkter//NN|UTR|PLU|IND|NOM//obl//46 (//PAD//punct//43 jag//PN|UTR|SIN|DEF|SUB//nsubj//46 påminner//VB|PRS|AKT//conj//30 om//PP//case//49 listan//NN|UTR|SIN|DEF|NOM//nmod//49 M1//PM|NOM//obl//46  //_SP////49 till//PP//case//52 M5//PM|NOM//obl//46  //_SP////52 ovan//AB//advmod//46 )//PAD//punct//46 uppstår//VB|PRS|AKT//conj//16 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//56 och//KN//cc//60 i//PP//case//60 grunden//NN|UTR|SIN|DEF|NOM//conj//57 mera//AB|KOM//advmod//62 intressanta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 relationer//NN|UTR|PLU|IND|NOM//nsubj//56 än//KN//case//67 en//DT|UTR|SIN|IND//det//67 traditionell//JJ|POS|UTR|SIN|IND|NOM//amod//67 förståelse//NN|UTR|SIN|IND|NOM//nmod//63 av//PP//case//69 ekonomi//NN|UTR|SIN|IND|NOM//nmod//67 och//KN//cc//71 politik//NN|UTR|SIN|IND|NOM//conj//69 förmår//VB|PRS|AKT//advcl//56 beskriva//VB|INF|AKT//xcomp//72 .//MAD//punct//56
Demokratin och systemkapitalismen;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//80 i//PP//case//78 populärpolitiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 sammanhang//NN|NEU|SIN|IND|NOM//nmod//75 ofta//AB|POS//advmod//80 utnyttjade//VB|PRT|AKT//parataxis//56 dikotomin//NN|UTR|SIN|DEF|NOM//obj//80 plan//JJ|POS|UTR|SIN|IND|NOM//nmod//84 contra//UO//amod//84 marknad//NN|UTR|SIN|IND|NOM//obj//80 framstår//VB|PRS|AKT//advcl//80 som//KN//mark//87 meningslös//JJ|POS|UTR|SIN|IND|NOM//xcomp//85 och//KN//cc//89 föråldrad//PC|PRF|UTR|SIN|IND|NOM//conj//87 när//HA//mark//92 man//PN|UTR|SIN|IND|SUB//nsubj//92 söker//VB|PRS|AKT//advcl//85 lägga//VB|INF|AKT//xcomp//92 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//93 över//PP//case//98 de//DT|UTR/NEU|PLU|DEF//det//98 komplexa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//98 relationerna//NN|UTR|PLU|DEF|NOM//obl//93 mellan//PP//case//100 företag//NN|NEU|PLU|IND|NOM//nmod//98 och//KN//cc//102 stat//NN|UTR|SIN|IND|NOM//conj//100 i//PP//case//105 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//105 värld//NN|UTR|SIN|IND|NOM//nmod//98 .//MAD//punct//6

Ekonomistiska frontförkortningar;Med//PP//case//2 denna//DT|UTR|SIN|DEF//det//2 regeringsförklaring//NN|UTR|SIN|IND|NOM//obl//3 fastläggs//VB|PRS|SFO//ROOT//3 att//SN//mark//7 uppgiften//NN|UTR|SIN|DEF|NOM//nsubj//7 att//IE//mark//7 föra//VB|INF|AKT//ccomp//3 en//DT|UTR|SIN|IND//det//11 ansvarsfull//JJ|POS|UTR|SIN|IND|NOM//amod//11 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//11 politik//NN|UTR|SIN|IND|NOM//obj//7 överordnas//VB|PRS|SFO//conj//3 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 krav//NN|NEU|PLU|IND|NOM//nsubj:pass//12 .//MAD//punct//3
Ekonomistiska frontförkortningar;Dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 statsministern//NN|UTR|SIN|DEF|NOM//nmod//19 Ingvar//PM|NOM//dep//3 Carlsson//PM|NOM//flat:name//19 i//PP//case//23 Sveriges//PM|GEN//nmod:poss//23 Riksdag//NN|UTR|SIN|IND|NOM//nmod//19 ,//MID//punct//25 oktober//NN|UTR|SIN|IND|NOM//nmod//19 1989//RG|NOM//nummod//25 .//MAD//punct//3
Ekonomistiska frontförkortningar;Ännu//AB//advmod//4 har//VB|PRS|AKT//aux//4 jag//PN|UTR|SIN|DEF|SUB//nsubj//4 inte//AB//advmod//4 gjort//VB|SUP|AKT//ROOT//4 något//DT|NEU|SIN|IND//det//6 problem//NN|NEU|SIN|IND|NOM//obj//4 kring//PP//mark//15 hur//HA//advmod//15 ”//PAD//punct//12 den//DT|UTR|SIN|DEF//det//12 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 sfären//NN|UTR|SIN|DEF|NOM//nsubj:pass//15 ”//PM|NOM//punct//12 skall//VB|PRS|AKT//aux//15 avgränsas//VB|INF|SFO//advcl//4 .//MAD//punct//4
Ekonomistiska frontförkortningar;Och//KN//cc//24 om//PP//mark//24 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 frågor//NN|UTR|PLU|IND|NOM//nsubj//24 i//PP//case//22 politiken//NN|UTR|SIN|DEF|NOM//nmod//20 är//VB|PRS|AKT//cop//24 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//csubj//70 –//RG|NOM//punct//32 då//AB//advmod//32 måste//VB|PRS|AKT//aux//32 ju//AB//advmod//32 några//DT|UTR/NEU|PLU|IND//det//30 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//32 vara//VB|INF|AKT//cop//32 icke-ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//appos//24 ?//MID//punct//32
Ekonomistiska frontförkortningar;Eftersom//SN//mark//39 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//39 inte//AB//advmod//39 är//VB|PRS|AKT//cop//39 en//DT|UTR|SIN|IND//det//39 övning//NN|UTR|SIN|IND|NOM//obl//48 i//PP//case//42 akademisk//JJ|POS|UTR|SIN|IND|NOM//amod//42 exakthet//NN|UTR|SIN|IND|NOM//nmod//39 skulle//VB|PRT|AKT//aux//48 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//45 problem//NN|NEU|PLU|IND|NOM//nsubj//48 inte//AB//advmod//48 behöva//VB|INF|AKT//aux//48 oroa//VB|INF|AKT//conj//24 oss//PN|UTR|PLU|DEF|OBJ//obj//48 nämnvärt//AB|POS//advmod//48 –//RG|NOM//punct//61 om//SN//fixed//51 inte//AB//advmod//54 förskjutningen//NN|UTR|SIN|DEF|NOM//fixed//52 mellan//PP//case//58 ”//PM|NOM//punct//57 ekonomiskt//AB|POS//amod//58 ”//PAD//nmod//54 och//KN//cc//60 “//NN|AN//conj//58 ickeekonomiskt//AB|POS//advmod//64 ”//PM|NOM//punct//61 i//PP//case//64 politiken//NN|UTR|SIN|DEF|NOM//obl//24 och//KN//cc//66 samhällsdebatten//NN|UTR|SIN|DEF|NOM//conj//64 vore//VB|KON|PRT|AKT//cop//70 en//DT|UTR|SIN|IND//det//70 väsentlig//JJ|POS|UTR|SIN|IND|NOM//amod//70 del//NN|UTR|SIN|IND|NOM//obj//4 av//PP//case//74 det//DT|NEU|SIN|DEF//det//74 demokratiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//74 dilemmat//NN|NEU|SIN|DEF|NOM//nmod//70 .//MAD//punct//4
Ekonomistiska frontförkortningar;Men//KN//cc//78 så//AB//advmod//78 anser//VB|PRS|AKT//conj//4 jag//PN|UTR|SIN|DEF|SUB//nsubj//78 att//SN//mark//82 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//82 är//VB|PRS|AKT//ccomp//78 .//MAD//punct//4
Ekonomistiska frontförkortningar;Kerstin//PM|NOM//nsubj//3 Jacobsson//PM|NOM//flat:name//0 har//VB|PRS|AKT//aux//3 presenterat//VB|SUP|AKT//ROOT//3 en//PN|UTR|SIN|IND|SUB/OBJ//det//10 ,//MID//punct//10 med//PP//case//10 rätta//NN|UTR|-|-|-//amod//10 ,//MID//punct//9 uppmärksammad//PC|PRF|UTR|SIN|IND|NOM//amod//10 avhandling//NN|UTR|SIN|IND|NOM//obj//3 om//PP//case//12 demokratifrågan//NN|UTR|SIN|DEF|NOM//nmod//10 i//PP//case//14 EU-debatten//NN|UTR|SIN|DEF|NOM//nmod//12 (//PAD//punct//3 Så//AB//advmod//19 gott//AB|POS//fixed//16 som//KN//mark//19 demokrati//NN|UTR|SIN|IND|NOM//appos//3 ,//MID//punct//21 Jacobsson//PM|NOM//conj//19 1997//RG|NOM//nummod//21 )//PAD//punct//19 .//MAD//punct//3
Ekonomistiska frontförkortningar;Praktiskt//AB|POS//advmod//33 och//KN//cc//27 teoretiskt//AB|POS//conj//25 är//VB|PRS|AKT//cop//33 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//33 en//DT|UTR|SIN|IND//det//33 mycket//AB|POS//advmod//32 intressant//JJ|POS|UTR|SIN|IND|NOM//amod//33 situation//NN|UTR|SIN|IND|NOM//conj//3 som//HP|-|-|-//obj//36 Jacobsson//PM|NOM//nsubj//36 studerar//VB|PRS|AKT//acl:relcl//33 ,//MID//punct//40 nämligen//AB//advmod//40 ett//DT|NEU|SIN|IND//det//40 EU//PM|NOM//conj//33 som//HP|-|-|-//nsubj//45 enligt//PP//case//44 sin//PS|UTR|SIN|DEF//nmod:poss//44 konstitution//NN|UTR|SIN|IND|NOM//obl//45 har//VB|PRS|AKT//acl:relcl//40 två//RG|NOM//nummod//47 beslutsvägar//NN|UTR|PLU|IND|NOM//obj//45 ://MID//punct//47
Ekonomistiska frontförkortningar;den//DT|UTR|SIN|DEF//det//50 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//53 är//VB|PRS|AKT//cop//53 traditionellt//AB|POS//advmod//53 demokratisk//JJ|POS|UTR|SIN|IND|NOM//appos//47 men//KN//cc//55 svag//JJ|POS|UTR|SIN|IND|NOM//conj//53 (//PAD//punct//53 EU-parlamentet//NN|NEU|SIN|DEF|NOM//appos//53 )//PAD//punct//47 medan//SN//mark//63 den//DT|UTR|SIN|DEF//det//61 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//63 bara//AB//advmod//63 indirekt//AB|POS//advcl//45 och//KN//cc//68 på//PP//case//67 långt//JJ|POS|NEU|SIN|IND|NOM//amod//67 håll//NN|NEU|SIN|IND|NOM//obl//68 relaterar//VB|PRS|AKT//conj//63 till//PP//case//70 folkstyret//NN|NEU|SIN|DEF|NOM//obl//68 ,//MID//punct//74 genom//PP//case//74 regeringarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//74 inflytande//NN|NEU|SIN|IND|NOM//obl//45 på//PP//case//76 sekretariatet//NN|NEU|SIN|DEF|NOM//nmod//74 och//KN//cc//79 i//PP//case//79 ministerrådet//NN|NEU|SIN|DEF|NOM//conj//76 .//MAD//punct//3
Ekonomistiska frontförkortningar;Dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//82 har//VB|PRS|AKT//conj//3 å//PP//advmod//82 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//fixed//83 sidan//NN|UTR|SIN|DEF|NOM//fixed//83 mycket//AB|POS//advmod//87 starkare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//88 makt//NN|UTR|SIN|IND|NOM//obj//82 och//KN//cc//91 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//91 befogenheter//NN|UTR|PLU|IND|NOM//conj//88 .//MAD//punct//82
