2.2 Behovet av nya regler för beskattning av handels- och ;3.1//RG|NOM//dislocated//13 Huvuddragen//NN|NEU|PLU|DEF|NOM//obj//0 i//PP//case//4 ett//DT|NEU|SIN|IND//det//4 system//NN|NEU|SIN|IND|NOM//obl//0 för//PP//case//6 beskattningen//NN|UTR|SIN|DEF|NOM//nmod//4 av//PP//case//8 3.2//RG|NOM//nmod//6 Vad//HP|NEU|SIN|IND//obl//13 är//VB|PRS|AKT//cop//13 den//DT|UTR|SIN|DEF//det//13 materiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 innebörden//NN|UTR|SIN|DEF|NOM//ROOT//13 av//PP//case//18 att//SN//mark//18 handelsbolaget//NN|NEU|SIN|DEF|NOM//nmod//18 7.2//RG|NOM//amod//18 Beskattningen//NN|UTR|SIN|DEF|NOM//nmod//13 av//PP//case//20 kommanditbolag//NN|NEU|PLU|IND|NOM//nmod//18 och//KN//cc//22 delägare//NN|UTR|PLU|IND|NOM//conj//20 i//PP//case//25 15.1//RG|NOM//nummod//25 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//18 till//PP//case//27 lagen//NN|UTR|SIN|DEF|NOM//nmod//18 om//PP//case//29 ändring//NN|UTR|SIN|IND|NOM//nmod//18 i//PP//case//31 inkomstskattelagen//NN|UTR|SIN|DEF|NOM//nmod//32 15.2//RG|NOM//nummod//33 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//29 till//PP//case//35 lagen//NN|UTR|SIN|DEF|NOM//nmod//29 om//PP//case//37 ändring//NN|UTR|SIN|IND|NOM//nmod//35 i//PP//case//41 kupongskattelagen//NN|UTR|SIN|DEF|NOM//nmod//40 15.3//RG|NOM//nummod//41 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//37 till//PP//case//43 lagen//NN|UTR|SIN|DEF|NOM//nmod//37 om//PP//case//45 ändring//NN|UTR|SIN|IND|NOM//nmod//43 i//PP//case//47 lagen//NN|UTR|SIN|DEF|NOM//nmod//45 (//PAD//punct//49 1980:1102//RG|NOM//nmod//29 )//PAD//punct//49 om//PP//case//53 15.4//RG|NOM//nummod//53 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//29 till//PP//case//55 lagen//NN|UTR|SIN|DEF|NOM//nmod//53 om//PP//case//57 ändring//NN|UTR|SIN|IND|NOM//nmod//55 i//PP//case//59 taxeringslagen//NN|UTR|SIN|DEF|NOM//nmod//57 15.5//RG|NOM//nummod//61 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//57 till//PP//case//63 lagen//NN|UTR|SIN|DEF|NOM//nmod//61 om//PP//case//65 ändring//NN|UTR|SIN|IND|NOM//nmod//63 i//PP//case//67 mervärdesskattelagen//NN|UTR|SIN|DEF|NOM//nmod//65 15.6//RG|NOM//nummod//69 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//65 till//PP//case//71 lagen//NN|UTR|SIN|DEF|NOM//nmod//69 om//PP//case//73 ändring//NN|UTR|SIN|IND|NOM//nmod//71 i//PP//case//77 årsredovisningslagen//NN|UTR|SIN|DEF|NOM//nmod//76 15.7//RG|NOM//nmod//77 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//73 till//PP//case//79 lagen//NN|UTR|SIN|DEF|NOM//nmod//73 om//PP//case//81 ändring//NN|UTR|SIN|IND|NOM//nmod//79 i//PP//case//83 skattebetalningslagen//NN|UTR|SIN|DEF|NOM//nmod//81 15.8//RG|NOM//nummod//85 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//81 till//PP//case//87 lagen//NN|UTR|SIN|DEF|NOM//nmod//85 om//PP//case//89 ändring//NN|UTR|SIN|IND|NOM//nmod//87 i//PP//case//91 lagen//NN|UTR|SIN|DEF|NOM//nmod//89 (//PAD//punct//93 1998:674//RG|NOM//nmod//89 )//PAD//punct//93 om//PP//case//97 15.9//RG|NOM//nmod//97 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//89 till//PP//case//99 lagen//NN|UTR|SIN|DEF|NOM//nmod//97 om//PP//case//101 ändring//NN|UTR|SIN|IND|NOM//nmod//99 i//PP//case//103 bokföringslagen//NN|UTR|SIN|DEF|NOM//nmod//101
2.2 Behovet av nya regler för beskattning av handels- och  / Kapitalvinstbeskattning av näringsfastigheter;Det//DT|NEU|SIN|DEF//det//38 faktum//NN|NEU|SIN|IND|NOM//nsubj//53 att//SN//mark//42 avyttringen//NN|UTR|SIN|DEF|NOM//nsubj//42 inte//AB//advmod//42 utgör//VB|PRS|AKT//csubj//38 avkastning//NN|UTR|SIN|IND|NOM//obj//42 av//PP//case//45 produktion//NN|UTR|SIN|IND|NOM//nmod//43 utan//KN//cc//48 istället//AB//advmod//48 innebär//VB|PRS|AKT//conj//38 överlåtelse//NN|UTR|SIN|IND|NOM//obj//48 av//PP//case//52 ett//DT|NEU|SIN|IND//det//52 produktionsmedel//NN|NEU|SIN|IND|NOM//nmod//49 talar//VB|PRS|AKT//parataxis//4 starkt//AB|POS//advmod//53 för//PP//mark//57 att//IE//mark//57 fråga//VB|INF|AKT//advcl//53 är//VB|PRS|AKT//cop//57 om//SN//case//61 en//DT|UTR|SIN|IND//det//61 kapitalinkomst//NN|UTR|SIN|IND|NOM//obl//57 .//MAD//punct//4
2.2 Behovet av nya regler för beskattning av handels- och  / Kapitalvinstbeskattning av näringsfastigheter;Märk//JJ|POS|MAS|SIN|DEF|NOM//parataxis//4 skillnaden//NN|UTR|SIN|DEF|NOM//obj//63 mot//PP//case//66 anläggningstillgångar//NN|UTR|PLU|IND|NOM//nmod//64 av//PP//case//70 lös//JJ|POS|UTR|SIN|IND|NOM//amod//69 egendoms//NN|UTR|SIN|IND|GEN//nmod:poss//70 natur//NN|UTR|SIN|IND|NOM//nmod//66 som//HP|-|-|-//nsubj//76 normalt//AB|POS//advmod//76 sett//PC|PRF|NEU|SIN|IND|NOM//fixed//72 är//VB|PRS|AKT//cop//76 mer//AB|KOM//advmod//76 knutna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//70 till//PP//case//80 den//DT|UTR|SIN|DEF//det//80 bedrivna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//80 verksamheten//NN|UTR|SIN|DEF|NOM//obl//76 och//KN//cc//85 dessutom//AB//advmod//85 i//PP//advmod//85 regel//NN|UTR|SIN|IND|NOM//fixed//83 har//VB|PRS|AKT//conj//76 en//DT|UTR|SIN|IND//det//88 kortare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//88 innehavstid//NN|UTR|SIN|IND|NOM//obj//85 .//MAD//punct//4
2.2 Behovet av nya regler för beskattning av handels- och  / Kapitalvinstbeskattning av näringsfastigheter;I//PP//case//3 det//DT|NEU|SIN|DEF//det//3 andra//RO|NOM//amod//3 fallet//NN|NEU|SIN|DEF|NOM//obl//4 utgör//VB|PRS|AKT//ROOT//4 inkomst//NN|UTR|SIN|IND|NOM//obj//4 i//PP//case//10 form//NN|UTR|SIN|IND|NOM//fixed//6 av//PP//fixed//6 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 avkastning//NN|UTR|SIN|IND|NOM//obl//4 till//PP//case//15 sin//PS|UTR|SIN|DEF//nmod:poss//14 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 natur//NN|UTR|SIN|IND|NOM//nmod:poss//15 kapitalinkomst//NN|UTR|SIN|IND|NOM//obl//4 ,//MID//punct//24 men//KN//cc//24 om//SN//mark//21 ägaren//NN|UTR|SIN|DEF|NOM//nsubj//21 själv//JJ|POS|UTR|SIN|IND|NOM//nmod//19 arbetar//VB|PRS|AKT//advcl//24 i//PP//case//23 företaget//NN|NEU|SIN|DEF|NOM//obl//21 utgör//VB|PRS|AKT//conj//4 inkomsten//NN|UTR|SIN|DEF|NOM//nsubj//24 till//PP//case//29 viss//JJ|POS|UTR|SIN|IND|NOM//amod//28 del//NN|UTR|SIN|IND|NOM//nmod//29 förvärvsinkomst//NN|UTR|SIN|IND|NOM//obl//24 .//MAD//punct//24
2.2 Behovet av nya regler för beskattning av handels- och  / Kapitalvinstbeskattning av näringsfastigheter;Även//AB//advmod//35 för//PP//case//35 denna//DT|UTR|SIN|DEF//det//34 kategori//NN|UTR|SIN|IND|NOM//amod//35 fastigheter//NN|UTR|PLU|IND|NOM//nsubj//36 utgör//VB|PRS|AKT//parataxis//24 dock//AB//advmod//36 avyttringsvinsten//NN|UTR|SIN|DEF|NOM//obj//36 typiskt//AB|POS//advmod//40 sett//PC|PRF|NEU|SIN|IND|NOM//advcl//36 en//DT|UTR|SIN|IND//det//42 kapitalinkomst//NN|UTR|SIN|IND|NOM//obj//40 .//MAD//punct//4
2.2 Behovet av nya regler för beskattning av handels- och  / Kapitalvinstbeskattning av näringsfastigheter;Av//PP//case//1 det//DT|NEU|SIN|DEF//det//3 nu//AB//advmod//3 sagda//PC|PRF|UTR/NEU|SIN|DEF|NOM//nsubj//4 följer//VB|PRS|AKT//ROOT//4 att//SN//mark//11 avyttringar//NN|UTR|PLU|IND|NOM//nsubj//11 av//PP//case//10 nu//AB//advmod//10 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 fastigheter//NN|UTR|PLU|IND|NOM//nmod//6 genererar//VB|PRS|AKT//ccomp//4 en//DT|UTR|SIN|IND//det//13 kapitalinkomst//NN|UTR|SIN|IND|NOM//obj//11 .//MAD//punct//4
2.2 Behovet av nya regler för beskattning av handels- och  / Kapitalvinstbeskattning av näringsfastigheter;Här//AB//advmod//17 kan//VB|PRS|AKT//aux//17 hänvisas//VB|INF|SFO//advcl//4 till//PP//case//19 Fastighetsbeskattningskommittén//NN|UTR|SIN|DEF|NOM//obl//17 som//HP|-|-|-//nsubj//35 i//PP//case//22 betänkandet//NN|NEU|SIN|DEF|NOM//obl//24 ”//RG|NOM//punct//24 Likformig//JJ|POS|UTR|SIN|IND|NOM//amod//27 och//KN//cc//26 neutral//JJ|POS|UTR|SIN|IND|NOM//amod//27 fastighetsbeskattning//NN|UTR|SIN|IND|NOM//nsubj//35 ”//PAD//punct//27 (//PAD//punct//27 SOU//PM|NOM//appos//27 2000:34//RG|NOM//case//33 s.//NN|AN//nmod//33 150//RG|NOM//nmod//30 )//PAD//punct//27 anger//VB|PRS|AKT//acl:relcl//19 att//SN//mark//41 värdeförändringar//NN|UTR|PLU|IND|NOM//nsubj//41 alltid//AB//advmod//41 är//VB|PRS|AKT//cop//41 att//IE//mark//41 betrakta//VB|INF|AKT//ccomp//35 som//KN//case//43 kapitalinkomst//NN|UTR|SIN|IND|NOM//obl//41 .//MAD//punct//17
2.2 Behovet av nya regler för beskattning av handels- och  / Kapitalvinstbeskattning av näringsfastigheter;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 torde//VB|PRT|AKT//aux//3 vidare//AB|KOM//advmod//1 vara//VB|INF|AKT//ROOT//3 så//AB//advmod//3 att//SN//fixed//4 den//DT|UTR|SIN|DEF//det//7 värdestegring//NN|UTR|SIN|IND|NOM//nsubj//20 som//HP|-|-|-//nsubj//10 kan//VB|PRS|AKT//aux//10 uppkomma//VB|INF|AKT//acl:relcl//7 genom//PP//case//13 avdragsgilla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 åtgärder//NN|UTR|PLU|IND|NOM//obl//10 vid//PP//case//17 den//DT|UTR|SIN|DEF//det//17 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 inkomstbeskattningen//NN|UTR|SIN|DEF|NOM//nmod//13 normalt//AB|POS//advmod//20 inte//AB//advmod//20 medför//VB|PRS|AKT//ccomp//3 att//SN//mark//25 arbetsinkomst//NN|UTR|SIN|IND|NOM//nsubj:pass//25 därigenom//AB//advmod//25 kan//VB|PRS|AKT//aux//25 omvandlas//VB|INF|SFO//ccomp//20 till//PP//case//27 kapitalinkomst//NN|UTR|SIN|IND|NOM//obl//25 .//MAD//punct//3
2.2 Behovet av nya regler för beskattning av handels- och  / Kapitalvinstbeskattning av näringsfastigheter;Sålunda//AB//advmod//30 medför//VB|PRS|AKT//parataxis//3 återföringsreglerna//NN|UTR|PLU|DEF|NOM//nsubj//30 vad//HP|NEU|SIN|IND//nsubj//33 gäller//VB|PRS|AKT//advcl//30 reparation//NN|UTR|SIN|IND|NOM//obj//33 och//KN//cc//36 underhåll//NN|NEU|SIN|IND|NOM//conj//34 en//DT|UTR|SIN|IND//det//39 neutraliserande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 effekt//NN|UTR|SIN|IND|NOM//obj//36 .//MAD//punct//30
2.2 Behovet av nya regler för beskattning av handels- och  / Kapitalvinstbeskattning av näringsfastigheter;En//DT|UTR|SIN|IND//det//2 typisk//JJ|POS|UTR|SIN|IND|NOM//amod//2 kapitalinkomst//NN|UTR|SIN|IND|NOM//nsubj//9 som//KN//case//5 en//DT|UTR|SIN|IND//det//5 försäljning//NN|UTR|SIN|IND|NOM//nmod//2 av//PP//case//8 en//DT|UTR|SIN|IND//det//8 fastighet//NN|UTR|SIN|IND|NOM//nmod//5 representerar//VB|PRS|AKT//nsubj:pass//13 borde//VB|PRT|AKT//aux//13 därför//AB//advmod//13 kunna//VB|INF|AKT//aux//13 tas//VB|INF|SFO//ROOT//13 ut//PL//compound:prt//13 av//PP//case//16 ägaren//NN|UTR|SIN|DEF|NOM//obl:agent//13 till//PP//case//18 fåmansföretaget//NN|NEU|SIN|DEF|NOM//obl//13 med//PP//case//20 beskattning//NN|UTR|SIN|IND|NOM//nmod//18 såsom//KN//advmod//24 för//PP//case//24 en//DT|UTR|SIN|IND//det//24 kapitalinkomst//NN|UTR|SIN|IND|NOM//obl//13 .//MAD//punct//13
2.2 Behovet av nya regler för beskattning av handels- och  / Kapitalvinstbeskattning av näringsfastigheter;Beräkningen//NN|UTR|SIN|DEF|NOM//nsubj//30 av//PP//case//29 lättnadsrespektive//NN|UTR|SIN|DEF|GEN//nmod:poss//29 gränsbelopp//NN|NEU|SIN|IND|NOM//nmod//26 tar//VB|PRS|AKT//parataxis//13 dock//AB//advmod//30 inte//AB//advmod//30 hänsyn//NN|UTR|SIN|IND|NOM//obj//30 till//PP//case//38 en//DT|UTR|SIN|IND//det//38 så//AB//advmod//37 oregelbunden//JJ|POS|UTR|SIN|IND|NOM//amod//38 inkomst//NN|UTR|SIN|IND|NOM//obl//30 som//KN//obj//42 en//DT|UTR|SIN|IND//det//41 fastighetsavyttring//NN|UTR|SIN|IND|NOM//nsubj//42 medför//VB|PRS|AKT//acl:relcl//38 med//PP//case//45 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//45 inslag//NN|NEU|SIN|IND|NOM//obl//42 av//PP//case//47 inflationskompensation//NN|UTR|SIN|IND|NOM//nmod//45 och//KN//cc//49 förväntningsvinst//NN|UTR|SIN|IND|NOM//conj//47 .//MAD//punct//30
2.2 Behovet av nya regler för beskattning av handels- och  / Kapitalvinstbeskattning av näringsfastigheter;En//DT|UTR|SIN|IND//det//53 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//53 vinst//NN|UTR|SIN|IND|NOM//nsubj//54 går//VB|PRS|AKT//conj//30 därför//AB//advmod//54 utanför//PP//case//59 den//DT|UTR|SIN|DEF//det//59 lagreglerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//59 kapitalinkomstramen//NN|UTR|SIN|DEF|NOM//obl//54 .//MAD//punct//13
2.2 Behovet av nya regler för beskattning av handels- och  / Kapitalvinstbeskattning av näringsfastigheter;Enligt//PP//case//2 min//PS|UTR|SIN|DEF//nmod:poss//2 uppfattning//NN|UTR|SIN|IND|NOM//obl//7 är//VB|PRS|AKT//cop//7 således//AB//advmod//7 aktieägarens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 hittillsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 beskattning//NN|UTR|SIN|IND|NOM//ROOT//7 av//PP//case//9 vinster//NN|UTR|PLU|IND|NOM//nmod//7 på//PP//case//11 fastighetsförsäljningar//NN|UTR|PLU|IND|NOM//nmod//9 alltför//AB//advmod//13 hög//JJ|POS|UTR|SIN|IND|NOM//amod//7 .//MAD//punct//7
2.2 Behovet av nya regler för beskattning av handels- och  / Kapitalvinstbeskattning av näringsfastigheter;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//16 finns//VB|PRS|SFO//parataxis//7 därför//AB//advmod//16 ingen//DT|UTR|SIN|IND//det//19 anledning//NN|UTR|SIN|IND|NOM//nsubj//16 att//IE//mark//21 låta//VB|INF|AKT//acl//19 aktiebolagens//NN|UTR|SIN|DEF|GEN//nmod:poss//24 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 regler//NN|UTR|PLU|IND|NOM//obj//21 på//PP//case//27 denna//DT|UTR|SIN|DEF//det//27 punkt//NN|UTR|SIN|IND|NOM//obl//21 stå//VB|INF|AKT//conj//16 modell//NN|UTR|SIN|IND|NOM//obj//28 för//PP//case//32 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 regler//NN|UTR|PLU|IND|NOM//obl//28 för//PP//case//35 skattesubjektet//NN|NEU|SIN|DEF|NOM//nmod//35 handelsbolag//NN|NEU|SIN|IND|NOM//nmod//32 .//MAD//punct//16
2.2 Behovet av nya regler för beskattning av handels- och  / Kapitalvinstbeskattning av näringsfastigheter;En//DT|UTR|SIN|IND//det//1 teknik//NN|UTR|SIN|IND|NOM//ROOT//1 för//PP//mark//4 att//IE//mark//4 åstadkomma//VB|INF|AKT//acl//1 en//DT|UTR|SIN|IND//det//8 principiellt//AB|POS//advmod//7 riktigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 beskattning//NN|UTR|SIN|IND|NOM//obj//4 är//VB|PRS|AKT//cop//1 då//AB//mark//12 att//IE//mark//12 föra//VB|INF|AKT//csubj//1 vinsten//NN|UTR|SIN|DEF|NOM//obj//12 till//PP//case//17 ägarens//NN|UTR|SIN|DEF|GEN//nmod:poss//17 tillskjutna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//17 kapital//NN|NEU|SIN|IND|NOM//obl//12 .//MAD//punct//1
2.2 Behovet av nya regler för beskattning av handels- och  / Kapitalvinstbeskattning av näringsfastigheter;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//20 ger//VB|PRS|AKT//parataxis//1 ett//DT|NEU|SIN|IND//det//22 skatteuttag//NN|NEU|SIN|IND|NOM//obj//20 på//PP//case//25 28//RG|NOM//nummod//25 %//NN|AN//nmod//22 ,//MID//punct//30 vilket//HP|NEU|SIN|IND//nsubj//30 är//VB|PRS|AKT//cop//30 fullt//AB|POS//advmod//30 jämförbart//JJ|POS|NEU|SIN|IND|NOM//advcl//20 med//PP//case//33 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//33 nivå//NN|UTR|SIN|IND|NOM//obl//30 .//MAD//punct//20

2.2 Behovet av nya regler för beskattning av handels- och  / Återföring av vissa avdrag;När//HA//mark//4 marksubstans//NN|UTR|SIN|DEF|GEN//nsubj:pass//4 och//KN//cc//3 skog//NN|UTR|SIN|IND|NOM//conj//1 avyttras//VB|PRS|SFO//advcl//5 medges//VB|INF|SFO//ROOT//5 substansminskningsavdrag//NN|NEU|PLU|IND|NOM//nsubj:pass//5 och//KN//cc//8 skogsavdrag//NN|NEU|SIN|IND|NOM//conj//6 ,//MID//punct//5 därigenom//AB//advmod//12 undviks//VB|PRS|SFO//amod//12 beskattning//NN|UTR|SIN|IND|NOM//obl//5 av//PP//case//14 kapitaluttag//NN|NEU|PLU|IND|NOM//nmod//12 .//MAD//punct//12
2.2 Behovet av nya regler för beskattning av handels- och  / Återföring av vissa avdrag;I//PP//advmod//5 samband//NN|NEU|SIN|IND|NOM//fixed//16 med//PP//case//19 försäljning//NN|UTR|SIN|IND|NOM//fixed//16 av//PP//case//21 fastigheten//NN|UTR|SIN|DEF|NOM//nmod//19 medför//VB|PRS|AKT//conj//5 återföringsreglerna//NN|UTR|PLU|DEF|NOM//obj//22 i//PP//case//26 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 fall//NN|NEU|PLU|IND|NOM//obl//22 att//SN//mark//29 kapitaluttag//NN|NEU|SIN|IND|NOM//nsubj:pass//29 beskattas//VB|PRS|SFO//advcl//22 samtidigt//AB//mark//35 som//HA//fixed//30 kompensationsavdraget//NN|NEU|SIN|DEF|NOM//nsubj//35 vid//PP//case//34 kapitalvinstberäkningen//NN|UTR|SIN|DEF|NOM//nmod//32 innebär//VB|PRS|AKT//advcl//29 att//SN//mark//42 vederlaget//NN|NEU|SIN|DEF|NOM//nsubj//42 för//PP//case//39 fastigheten//NN|UTR|SIN|DEF|NOM//nmod//37 exklusive//AB//advmod//41 tidigare//AB|KOM//advmod//42 försåld//PC|PRF|UTR|SIN|IND|NOM//amod//43 marksubstans//NN|UTR|SIN|DEF|GEN//obj//35 och//KN//cc//45 skog//NN|UTR|SIN|IND|NOM//conj//43 även//AB//advmod//47 minskas//VB|INF|SFO//advcl//35 med//PP//case//49 anskaffningskostnaden//NN|UTR|SIN|DEF|NOM//obl//47 för//PP//case//52 denna//DT|UTR|SIN|DEF//det//52 marksubstans//NN|UTR|SIN|DEF|GEN//nmod//49 respektive//AB//amod//54 skog//NN|UTR|SIN|IND|NOM//conj//52 .//MAD//punct//5
2.2 Behovet av nya regler för beskattning av handels- och  / Återföring av vissa avdrag;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 torde//VB|PRT|AKT//aux//4 vidare//AB|KOM//advmod//4 vara//VB|INF|AKT//cop//4 otvistigt//JJ|POS|NEU|SIN|IND|NOM//ROOT//4 att//SN//mark//11 byggnader//NN|UTR|PLU|IND|NOM//nsubj//11 på//PP//case//10 grund//NN|UTR|SIN|IND|NOM//fixed//7 av//PP//fixed//7 användande//NN|NEU|SIN|IND|NOM//nmod//6 genomgår//VB|PRS|AKT//csubj//4 en//DT|UTR|SIN|IND//det//13 värdeminskning//NN|UTR|SIN|IND|NOM//obj//11 .//MAD//punct//4
2.2 Behovet av nya regler för beskattning av handels- och  / Återföring av vissa avdrag;Till//PP//case//16 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//17 kommer//VB|PRS|AKT//parataxis//4 att//SN//mark//20 skattelagstiftningen//NN|UTR|SIN|DEF|NOM//nsubj//20 kopplar//VB|PRS|AKT//ccomp//17 avdragsrätten//NN|UTR|SIN|DEF|NOM//obj//20 för//PP//case//23 värdeminskningsavdrag//NN|NEU|PLU|IND|NOM//nmod//21 till//PP//case//27 byggnadens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//27 livstid//NN|UTR|SIN|IND|NOM//nmod//23 .//MAD//punct//17
2.2 Behovet av nya regler för beskattning av handels- och  / Återföring av vissa avdrag;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//30 talar//VB|PRS|AKT//parataxis//17 för//PP//mark//37 att//SN//mark//37 återföring//NN|UTR|SIN|IND|NOM//nsubj//37 av//PP//case//35 värdeminskningsavdrag//NN|NEU|PLU|IND|NOM//nmod//33 skall//VB|PRS|AKT//aux//37 ske//VB|INF|AKT//advcl//30 vid//PP//case//39 vinstberäkningen//NN|UTR|SIN|DEF|NOM//obl//37 .//MAD//punct//4
2.2 Behovet av nya regler för beskattning av handels- och  / Återföring av vissa avdrag;Det//DT|NEU|SIN|DEF//det//1 faktum//NN|NEU|SIN|IND|NOM//nsubj//15 att//SN//mark//11 fastigheten//NN|UTR|SIN|DEF|NOM//nsubj//11 trots//PP//case//5 värdeminskningen//NN|UTR|SIN|DEF|NOM//nmod//3 på//PP//case//7 byggnaderna//NN|UTR|PLU|DEF|NOM//nmod//5 i//PP//case//10 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 fall//NN|NEU|PLU|IND|NOM//nmod//7 stiger//VB|PRS|AKT//acl//1 i//PP//case//13 pris//NN|NEU|SIN|IND|NOM//obl//11 (//PAD//punct//1 mätt//PC|PRF|NEU|SIN|IND|NOM//advcl//21 i//PP//case//18 nominella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 tal//NN|NEU|PLU|IND|NOM//obl//15 )//PAD//punct//15 torde//VB|PRT|AKT//aux//21 ha//VB|INF|AKT//ROOT//21 sin//PS|UTR|SIN|DEF//nmod:poss//23 grund//NN|UTR|SIN|IND|NOM//obj//21 främst//AB|SUV//advmod//21 i//PP//case//26 värdestegring//NN|UTR|SIN|IND|NOM//obl//21 på//PP//case//28 marken//NN|UTR|SIN|DEF|NOM//nmod//26 ,//MID//punct//30 inflationskompensation//NN|UTR|SIN|IND|NOM//conj//28 och//KN//cc//32 förväntningsvärden//NN|UTR|SIN|DEF|NOM//conj//28 .//MID//punct//21
2.2 Behovet av nya regler för beskattning av handels- och  / Återföring av vissa avdrag;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//36 vill//VB|PRS|AKT//aux//36 säga//VB|INF|AKT//conj//21 faktorer//NN|UTR|PLU|IND|NOM//obj//36 som//HP|-|-|-//nsubj//40 bör//VB|PRS|AKT//aux//40 föranleda//VB|INF|AKT//acl:relcl//37 kapitalinkomstbeskattning//NN|UTR|SIN|IND|NOM//obj//40 .//MAD//punct//36
2.2 Behovet av nya regler för beskattning av handels- och  / Återföring av vissa avdrag;Till//PP//case//44 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//46 kan//VB|PRS|AKT//aux//46 läggas//VB|INF|SFO//parataxis//36 belägenhetsfaktorn//NN|UTR|SIN|DEF|NOM//nsubj:pass//46 .//MID//punct//46
2.2 Behovet av nya regler för beskattning av handels- och  / Återföring av vissa avdrag;Rent//AB|POS//advmod//50 generellt//AB|POS//advmod//46 torde//VB|PRT|AKT//fixed//50 således//AB//advmod//59 den//DT|UTR|SIN|DEF//det//55 nominella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//55 prisökningen//NN|UTR|SIN|DEF|NOM//nsubj//59 främst//AB|SUV//advmod//59 vara//VB|INF|AKT//cop//59 förbehållen//PC|PRF|UTR|SIN|IND|NOM//amod//59 storstadsområden//NN|NEU|PLU|IND|NOM//nsubj//50 med//PP//case//62 stor//JJ|POS|UTR|SIN|IND|NOM//amod//62 efterfrågan//NN|UTR|SIN|IND|NOM//nmod//59 relativt//AB|POS//advmod//64 landsbygden//NN|UTR|SIN|DEF|NOM//nmod//62 .//MAD//punct//50
2.2 Behovet av nya regler för beskattning av handels- och  / Återföring av vissa avdrag;Konstruktionen//NN|UTR|SIN|DEF|NOM//nsubj//4 av//PP//case//3 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 spärregel//NN|UTR|SIN|IND|NOM//nmod//0 leder//VB|PRS|AKT//ROOT//4 vidare//AB|KOM//advmod//4 till//PP//mark//11 att//SN//mark//11 erforderlig//JJ|POS|UTR|SIN|IND|NOM//amod//9 korrigering//NN|UTR|SIN|IND|NOM//nsubj//11 inte//AB//advmod//11 sker//VB|PRS|AKT//advcl//4 i//PP//case//13 normalfallet//NN|NEU|SIN|DEF|NOM//obl//11 .//MID//punct//4
