6 Svenska exportkontrollorganisationen ;Den//DT|UTR|SIN|DEF//det//2 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 organisationen//NN|UTR|SIN|DEF|NOM//nsubj//5 för//PP//case//4 exportkontroll//NN|UTR|SIN|IND|NOM//nmod//2 fungerar//VB|PRS|AKT//ROOT//5 i//PP//case//8 allt//DT|NEU|SIN|IND/DEF//advmod//8 väsentligt//JJ|POS|NEU|SIN|IND|NOM//advmod//9 väl//AB|POS//advmod//5 .//MAD//punct//5
6.1 Framväxt;Detta//DT|NEU|SIN|DEF//det//78 råd//NN|NEU|SIN|IND|NOM//nsubj:pass//79 sammankallas//VB|PRS|SFO//parataxis//51 av//PP//case//81 ISP//NN|AN//obl:agent//79 ://MID//punct//81 s//NN|NEU|SIN|IND|GEN//nummod//84 generaldirektör//NN|UTR|SIN|IND|NOM//appos//81 samt//KN//cc//86 har//VB|PRS|AKT//conj//79 både//KN//cc//91 en//DT|UTR|SIN|IND//det//91 bredare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//91 parlamentarisk//JJ|POS|UTR|SIN|IND|NOM//amod//91 sammansättning//NN|UTR|SIN|IND|NOM//obj//86 och//KN//cc//95 ett//DT|NEU|SIN|IND//det//95 vidare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//95 arbetsfält//NN|NEU|SIN|IND|NOM//conj//91 än//KN//mark//97 Rådgivande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//98 nämnden//NN|UTR|SIN|DEF|NOM//nmod//95 .//MAD//punct//51
6.1 Framväxt;Som//KN//case//1 motiv//NN|NEU|SIN|IND|NOM//obl//10 för//PP//mark//4 att//IE//mark//4 delegera//VB|INF|AKT//acl//1 ansvar//NN|NEU|SIN|IND|NOM//obj//4 till//PP//case//7 myndighetsnivå//NN|UTR|SIN|IND|NOM//obl//4 har//VB|PRS|AKT//aux//10 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//10 fört//VB|SUP|AKT//ROOT//10 fram//PL//compound:prt//10 behovet//NN|NEU|SIN|DEF|NOM//obj//10 av//PP//mark//15 att//IE//mark//15 minska//VB|INF|AKT//acl//12 regeringens//NN|UTR|SIN|DEF|GEN//obj//15 och//KN//cc//22 de//DT|UTR/NEU|PLU|DEF//det//20 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 statsrådens//NN|NEU|PLU|DEF|GEN//nmod:poss//22 växande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 arbetsbörda//NN|UTR|SIN|IND|NOM//conj//16 .//MAD//punct//10
6.1 Framväxt;Delegeringen//NN|UTR|SIN|DEF|NOM//nsubj//28 av//PP//case//26 krigsmaterielärenden//NN|UTR|SIN|DEF|NOM//nmod//24 är//VB|PRS|AKT//cop//28 villkorad//PC|PRF|UTR|SIN|IND|NOM//parataxis//10 mot//PP//mark//36 att//SN//mark//36 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//36 på//PP//case//34 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//34 initiativ//NN|NEU|SIN|IND|NOM//nmod//31 skall//VB|PRS|AKT//aux//36 överlämna//VB|INF|AKT//advcl//28 ärenden//NN|NEU|PLU|IND|NOM//obj//36 till//PP//case//39 regeringen//NN|UTR|SIN|DEF|NOM//obl//36 ,//MID//punct//43 om//SN//mark//43 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//43 har//VB|PRS|AKT//advcl//36 ”//PAD//punct//46 principiell//JJ|POS|UTR|SIN|IND|NOM//amod//46 betydelse//NN|UTR|SIN|IND|NOM//obj//43 eller//KN//cc//52 annars//AB//advmod//52 är//VB|PRS|AKT//cop//52 av//PP//case//52 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//52 vikt//NN|UTR|SIN|IND|NOM//conj//46 ”//PM|NOM//punct//43 .//MAD//punct//10
6.1 Framväxt;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//59 är//VB|PRS|AKT//cop//59 också//AB//advmod//59 ett//DT|NEU|SIN|IND//det//59 villkor//NN|NEU|SIN|IND|NOM//parataxis//10 att//SN//mark//64 tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//64 endast//AB//advmod//64 får//VB|PRS|AKT//aux//64 medges//VB|INF|SFO//acl//59 om//SN//mark//67 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//67 finns//VB|PRS|SFO//advcl//64 ”//PAD//punct//69 säkerhets-//NN|UTR|-|-|SMS//nsubj//67 och//KN//cc//71 försvarspolitiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//69 skäl//NN|NEU|PLU|IND|NOM//conj//69 för//PP//case//74 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//67 och//KN//cc//78 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//78 inte//AB//advmod//78 strider//VB|PRS|AKT//conj//67 mot//PP//case//81 Sveriges//PM|GEN//nmod:poss//81 utrikespolitik//NN|UTR|SIN|IND|NOM//obl//78 ”//RG|NOM//punct//78 .//MAD//punct//59
6.1 Framväxt;Därutöver//AB//advmod//87 får//VB|PRS|AKT//aux//87 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//87 meddela//VB|INF|AKT//parataxis//59 ”//PAD//obj//87 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//90 föreskrifter//NN|UTR|PLU|IND|NOM//obj//87 om//PP//mark//92 överlämnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl//90 av//PP//case//94 ärenden//NN|NEU|PLU|IND|NOM//obl//92 ”//RG|NOM//punct//87 .//MAD//punct//59
6.1 Framväxt;Dessa//DT|UTR/NEU|PLU|DEF//det//99 lagfästa//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//99 villkor//NN|NEU|PLU|IND|NOM//nsubj//100 syftar//VB|PRS|AKT//parataxis//59 till//PP//mark//103 att//IE//mark//103 säkerställa//VB|INF|AKT//xcomp//100 att//SN//mark//108 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//108 skall//VB|PRS|AKT//aux//108 kunna//VB|INF|AKT//aux//108 behålla//VB|INF|AKT//ccomp//103 det//DT|NEU|SIN|DEF//det//111 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//111 ansvaret//NN|NEU|SIN|DEF|NOM//obj//108 för//PP//case//113 praxisutvecklingen//NN|UTR|SIN|DEF|NOM//obl//108 .//MAD//punct//59
6.1 Framväxt;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 inom//PP//case//3 regeringen//NN|UTR|SIN|DEF|NOM//obl//1 en//DT|UTR|SIN|IND//det//5 ambition//NN|UTR|SIN|IND|NOM//obj//1 att//IE//mark//7 separera//VB|INF|AKT//acl//5 exportkontroll//NN|UTR|SIN|IND|NOM//obj//7 från//PP//case//10 exportfrämjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//7 när//HA//mark//13 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//13 gäller//VB|PRS|AKT//advcl//7 krigsmateriel//NN|UTR|SIN|IND|NOM//obj//13 .//MAD//punct//1
6.1 Framväxt;Samma//DT|UTR/NEU|SIN/PLU|IND//det//17 minister//NN|UTR|SIN|IND|NOM//nsubj//21 bör//VB|PRS|AKT//aux//21 inte//AB//advmod//21 vara//VB|INF|AKT//cop//21 ansvarig//JJ|POS|UTR|SIN|IND|NOM//parataxis//1 för//PP//case//23 exportkontroll//NN|UTR|SIN|IND|NOM//obl//21 ,//MID//punct//26 inklusive//PP//case//26 styrningen//NN|UTR|SIN|DEF|NOM//obl//21 av//PP//case//28 ISP//NN|AN//nmod//26 ,//MID//punct//31 och//KN//cc//31 främja//VB|INF|AKT//advcl//40 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 företags//NN|NEU|PLU|IND|GEN//nmod:poss//34 export//NN|UTR|SIN|IND|NOM//obj//31 av//PP//case//36 krigsmateriel//NN|UTR|SIN|IND|NOM//nmod//34 .//MAD//punct//31
6.1 Framväxt;Inom//PP//case//39 Regeringskansliet//NN|NEU|SIN|DEF|NOM//obl//40 handläggs//VB|PRS|SFO//conj//1 exportkontrollfrågorna//NN|UTR|PLU|DEF|NOM//nsubj:pass//40 sedan//PP//case//43 1996//RG|NOM//nmod//41 av//PP//case//45 UD-ESEK//PM|NOM//obl//40 .//MAD//punct//1

6.2 Utvärdering;Den//DT|UTR|SIN|DEF//det//2 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 exportkontrollorganisationen//NN|UTR|SIN|DEF|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 unik//JJ|POS|UTR|SIN|IND|NOM//ROOT//4 i//PP//case//8 ett//DT|NEU|SIN|IND//det//8 internationellt//JJ|POS|NEU|SIN|IND|NOM//amod//8 perspektiv//NN|NEU|SIN|IND|NOM//obl//4 .//MAD//punct//4
6.2 Utvärdering;I//PP//case//12 de//DT|UTR/NEU|PLU|DEF//det//12 länder//NN|NEU|PLU|IND|NOM//obl//4 som//HP|-|-|-//obl//15 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//15 studerat//VB|SUP|AKT//acl:relcl//12 prövas//VB|PRS|SFO//xcomp//15 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//18 ärenden//NN|NEU|PLU|IND|NOM//nsubj:pass//16 formellt//AB|POS//xcomp//16 av//PP//case//21 regeringarna//NN|UTR|PLU|DEF|NOM//obl:agent//16 och//KN//cc//24 utan//PP//case//24 involvering//NN|UTR|SIN|IND|NOM//conj//21 av//PP//case//26 parlamentariker//NN|UTR|PLU|IND|NOM//nmod//24 .//MAD//punct//12
6.2 Utvärdering;Företagen//NN|NEU|PLU|DEF|NOM//nsubj//29 skickar//VB|PRS|AKT//conj//4 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//31 ansökningar//NN|UTR|PLU|IND|NOM//obj//29 till//PP//case//34 ansvarigt//JJ|POS|NEU|SIN|IND|NOM//amod//34 departement//NN|NEU|SIN|IND|NOM//obl//29 ,//MID//punct//56 till//PP//advmod//38 exempel//NN|NEU|SIN|IND|NOM//fixed//36 Försvars-//PM|SMS//dep//56 ,//MID//punct//40 Handels-//PM|SMS//conj//38 eller//KN//cc//42 Näringsdepartementen//NN|UTR|SIN|DEF|NOM//conj//38 ,//MID//punct//38 som//HP|-|-|-//nsubj//46 sedan//AB//advmod//46 bereder//VB|PRS|AKT//acl:relcl//38 ansökningarna//NN|UTR|PLU|DEF|NOM//iobj//46 internt//AB|POS//obj//46 och//KN//cc//50 interdepartementalt//JJ|POS|NEU|SIN|IND|NOM//conj//48 .//MAD//punct//38
6.2 Utvärdering;Svåra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 eller//KN//cc//54 kontroversiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//52 ärenden//NN|NEU|PLU|IND|NOM//nsubj:pass//56 avgörs//VB|PRS|SFO//advcl//29 av//PP//case//60 den//DT|UTR|SIN|DEF//det//60 ansvariga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//60 ministern//NN|UTR|SIN|DEF|NOM//obl:agent//56 ,//MID//punct//62 grupper//NN|UTR|PLU|IND|NOM//conj//60 av//PP//case//64 ministrar//NN|UTR|PLU|IND|NOM//nmod//62 eller//KN//cc//68 av//PP//case//68 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//68 regeringen//NN|UTR|SIN|DEF|NOM//conj//64 .//MAD//punct//4
6.2 Utvärdering;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//71 förekommer//VB|PRS|AKT//parataxis//4 dock//AB//advmod//71 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//74 grader//NN|UTR|PLU|IND|NOM//nsubj//71 av//PP//case//76 delegering//NN|UTR|SIN|IND|NOM//nmod//74 till//PP//case//78 tjänstemän//NN|UTR|PLU|IND|NOM//nmod//76 inom//PP//case//80 departementen//NN|NEU|PLU|DEF|NOM//nmod//74 .//MAD//punct//4
6.2 Utvärdering;Den//DT|UTR|SIN|DEF//det//2 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 exportkontrollorganisationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 illustreras//VB|PRS|SFO//ROOT//3 översiktligt//AB|POS//advmod//3 i//PP//case//6 bilden//NN|UTR|SIN|DEF|NOM//obl//3 nedan//AB//advmod//3 .//MAD//punct//3
6.2 Utvärdering;Relationerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//16 mellan//PP//case//13 de//DT|UTR/NEU|PLU|DEF//det//13 inblandade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//13 institutionerna//NN|UTR|PLU|DEF|NOM//nmod//9 och//KN//cc//15 intressenterna//NN|UTR|PLU|DEF|NOM//conj//13 diskuteras//VB|PRS|SFO//parataxis//3 i//PP//case//19 detta//DT|NEU|SIN|DEF//det//19 kapitel//NN|NEU|SIN|IND|NOM//obl//16 i//PP//case//22 den//DT|UTR|SIN|DEF//det//22 sifferföljd//NN|UTR|SIN|IND|NOM//nmod//19 som//HP|-|-|-//nsubj//24 framgår//VB|PRS|AKT//acl:relcl//22 av//PP//case//26 bilden//NN|UTR|SIN|DEF|NOM//obl//24 .//MAD//punct//3
6.2 Utvärdering;Jämfört//PC|PRF|NEU|SIN|IND|NOM//nsubj//34 med//PP//fixed//28 organisationsbilden//NN|UTR|SIN|DEF|NOM//obj//28 i//PP//case//33 kapitel//NN|NEU|SIN|IND|NOM//nmod//33 2//RG|NOM//obl//28 framhävs//VB|PRS|SFO//conj//3 här//AB//advmod//34 särskilt//AB//advmod//37 ISP//NN|AN//xcomp//34 ://MID//punct//37 s//NN|AN//amod//40 relationer//NN|UTR|PLU|IND|NOM//appos//37 .//MAD//punct//3
6.2 Utvärdering;Bild//NN|UTR|SIN|IND|NOM//ROOT//0 6//RG|NOM//nummod//0 .//MAD//punct//0
6.2 Utvärdering;Illustration//NN|UTR|SIN|IND|NOM//appos//0 av//PP//case//7 den//DT|UTR|SIN|DEF//det//7 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//7 exportkontrollorganisationen//NN|UTR|SIN|DEF|NOM//nmod//3

6.2.1 Riksdag och regering;Relationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//8 mellan//PP//case//2 riksdagen//NN|UTR|SIN|DEF|NOM//nmod//0 och//KN//cc//4 regeringen//NN|UTR|SIN|DEF|NOM//conj//2 (//PAD//punct//0 1//RG|NOM//nmod//0 )//PAD//punct//0 regleras//VB|PRS|SFO//ROOT//8 i//PP//case//10 konstitutionen//NN|UTR|SIN|DEF|NOM//obl//8 .//MAD//punct//8
6.2.1 Riksdag och regering;Riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//13 antar//VB|PRS|AKT//parataxis//8 lagar//NN|UTR|PLU|IND|NOM//obj//13 om//PP//case//16 krigsmateriel//NN|UTR|SIN|IND|NOM//nmod//14 .//MAD//punct//8
6.2.1 Riksdag och regering;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//19 beslutar//VB|PRS|AKT//parataxis//8 om//PP//case//21 förordningar//NN|UTR|PLU|IND|NOM//obl//19 samt//KN//cc//23 utformar//VB|PRS|AKT//conj//21 och//KN//cc//25 driver//VB|PRS|AKT//conj//19 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//27 politik//NN|UTR|SIN|IND|NOM//obj//25 på//PP//case//29 exportkontrollområdet//NN|NEU|SIN|DEF|NOM//obl//25 .//MID//punct//8
6.2.1 Riksdag och regering;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//32 finns//VB|PRS|SFO//parataxis//8 i//PP//case//34 Sverige//PM|NOM//obl//32 en//DT|UTR|SIN|IND//det//36 tradition//NN|UTR|SIN|IND|NOM//nsubj//32 som//HP|-|-|-//nsubj//38 innebär//VB|PRS|AKT//acl:relcl//36 att//SN//mark//42 riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//42 även//AB//advmod//42 ges//VB|PRS|SFO//ccomp//38 möjlighet//NN|UTR|SIN|IND|NOM//obj//42 att//IE//mark//45 ta//VB|INF|AKT//acl//43 ställning//NN|UTR|SIN|IND|NOM//obj//45 till//PP//case//49 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//49 riktlinjer//NN|UTR|PLU|IND|NOM//obl//45 .//MAD//punct//32
6.2.1 Riksdag och regering;Riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//52 utövar//VB|PRS|AKT//parataxis//32 kontroll//NN|UTR|SIN|IND|NOM//obj//52 över//PP//case//55 regeringen//NN|UTR|SIN|DEF|NOM//nmod//53 och//KN//cc//57 utkräver//VB|PRS|AKT//conj//52 ansvar//NN|NEU|SIN|IND|NOM//obj//57 vid//PP//case//60 behov//NN|NEU|SIN|IND|NOM//nmod//58 .//MAD//punct//8
6.2.1 Riksdag och regering;Riksdagens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 möjligheter//NN|UTR|PLU|IND|NOM//ROOT//1 att//IE//mark//3 utkräva//VB|INF|AKT//acl//1 ansvar//NN|NEU|SIN|IND|NOM//obj//3
6.2.1 Riksdag och regering;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 huvudsak//NN|UTR|SIN|IND|NOM//fixed//2 två//RG|NOM//nummod//5 möjligheter//NN|UTR|PLU|IND|NOM//nsubj//1 för//PP//case//7 riksdagen//NN|UTR|SIN|DEF|NOM//nmod//5 att//IE//mark//9 kontrollera//VB|INF|AKT//acl//5 och//KN//cc//11 ställa//VB|INF|AKT//conj//9 regeringen//NN|UTR|SIN|DEF|NOM//obj//11 till//PP//case//14 ansvar//NN|NEU|SIN|IND|NOM//obl//11 i//PP//case//16 krigsmaterielfrågor//NN|UTR|PLU|IND|NOM//nmod//14 .//MAD//punct//1
6.2.1 Riksdag och regering;Den//DT|UTR|SIN|DEF//det//20 första//RO|NOM//amod//20 möjligheten//NN|UTR|SIN|DEF|NOM//nsubj//21 går//VB|PRS|AKT//parataxis//1 via//PP//case//23 konstitutionsutskottet//NN|NEU|SIN|DEF|NOM//obl//21 .//MID//punct//1
6.2.1 Riksdag och regering;Detta//DT|NEU|SIN|DEF//det//26 utskott//NN|NEU|SIN|IND|NOM//nsubj//27 har//VB|PRS|AKT//parataxis//1 till//PP//case//29 uppgift//NN|UTR|SIN|IND|NOM//obj//27 att//IE//mark//31 granska//VB|INF|AKT//acl//29 statsrådens//NN|NEU|PLU|DEF|GEN//nmod:poss//33 tjänsteutövning//NN|UTR|SIN|IND|NOM//obj//31 och//KN//cc//35 handläggning//NN|UTR|SIN|IND|NOM//conj//33 av//PP//case//37 regeringsärenden//NN|NEU|PLU|IND|NOM//nmod//35 ,//MID//punct//27 på//PP//case//41 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//41 initiativ//NN|NEU|SIN|IND|NOM//obl//27 eller//KN//cc//44 efter//PP//case//44 anmälan//NN|UTR|SIN|IND|NOM//conj//41 .//MAD//punct//1
6.2.1 Riksdag och regering;Konstitutionsutskottet//NN|NEU|SIN|DEF|NOM//nsubj//49 har//VB|PRS|AKT//aux//49 inte//AB//advmod//49 konstaterat//VB|SUP|AKT//parataxis//1 några//DT|UTR/NEU|PLU|IND//det//52 formella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 felaktigheter//NN|UTR|PLU|IND|NOM//obj//49 i//PP//case//55 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//55 handläggning//NN|UTR|SIN|IND|NOM//obl//49 eller//KN//cc//58 statsrådens//NN|NEU|PLU|DEF|GEN//nmod:poss//58 hantering//NN|UTR|SIN|IND|NOM//conj//55 av//PP//case//60 krigsmaterielärenden//NN|UTR|SIN|DEF|NOM//nmod//58 .//MAD//punct//49
6.2.1 Riksdag och regering;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//66 har//VB|PRS|AKT//aux//66 dock//AB//advmod//66 inte//AB//advmod//66 inträffat//VB|SUP|AKT//conj//49 så//AB//advmod//68 ofta//AB|POS//advmod//66 sedan//PP//advmod//66 1996//RG|NOM//obl//66 och//KN//cc//78 inte//AB//advmod//78 alls//AB//fixed//72 under//PP//case//78 de//DT|UTR/NEU|PLU|DEF//det//78 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//78 fyra//RG|NOM//nummod//78 åren//NN|NEU|PLU|DEF|NOM//conj//66 att//SN//mark//82 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//82 själv//JJ|POS|UTR|SIN|IND|NOM//acl//80 avgjort//VB|SUP|AKT//acl//78 ett//DT|NEU|SIN|IND//det//84 ärende//NN|NEU|SIN|IND|NOM//obj//82 .//MAD//punct//49
6.2.1 Riksdag och regering;Detta//DT|NEU|SIN|DEF//det//87 förhållande//NN|NEU|SIN|IND|NOM//nsubj:pass//88 kommenteras//VB|PRS|SFO//parataxis//49 i//PP//case//91 nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//91 avsnitt//NN|NEU|SIN|IND|NOM//obl//88 .//MAD//punct//49
6.2.1 Riksdag och regering;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj:pass//4 kan//VB|PRS|AKT//aux//4 formellt//AB|POS//advmod//4 inte//AB//advmod//4 ställas//VB|INF|SFO//ROOT//4 till//PP//case//6 ansvar//NN|NEU|SIN|IND|NOM//obl//4 av//PP//case//8 riksdagen//NN|UTR|SIN|DEF|NOM//nmod//6 om//SN//mark//12 ISP//PM|NOM//nsubj//12 inte//AB//advmod//12 överlämnar//VB|PRS|AKT//advcl//4 ett//DT|NEU|SIN|IND//det//15 visst//JJ|POS|NEU|SIN|IND|NOM//amod//15 ärende//NN|NEU|SIN|IND|NOM//obj//12 .//MAD//punct//4
6.2.1 Riksdag och regering;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 är//VB|PRS|AKT//cop//20 myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//20 generaldirektör//NN|UTR|SIN|IND|NOM//parataxis//4 som//HP|-|-|-//nsubj//23 själv//JJ|POS|UTR|SIN|IND|NOM//acl//21 tar//VB|PRS|AKT//acl:relcl//20 ställning//NN|UTR|SIN|IND|NOM//obj//23 till//PP//mark//30 om//SN//mark//30 det//DT|NEU|SIN|DEF//det//29 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 ärendet//NN|NEU|SIN|DEF|NOM//nsubj//30 har//VB|PRS|AKT//advcl//23 principiell//JJ|POS|UTR|SIN|IND|NOM//amod//32 betydelse//NN|UTR|SIN|IND|NOM//obj//30 eller//KN//cc//35 annars//AB//advmod//35 är//VB|PRS|AKT//conj//20 av//PP//case//38 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//38 vikt//NN|UTR|SIN|IND|NOM//obl//35 och//KN//cc//44 i//PP//case//42 så//AB//amod//42 fall//NN|NEU|SIN|IND|NOM//obl//44 bör//VB|PRS|AKT//aux//44 överlämnas//VB|INF|SFO//conj//35 .//MAD//punct//20
6.2.1 Riksdag och regering;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//50 kan//VB|PRS|AKT//aux//50 inte//AB//advmod//50 heller//AB//advmod//50 ändra//VB|INF|AKT//parataxis//20 ett//DT|NEU|SIN|IND//det//52 beslut//NN|NEU|SIN|IND|NOM//obj//50 om//PP//case//54 tillstånd//NN|NEU|SIN|IND|NOM//nmod//52 som//HP|-|-|-//obj//57 ISP//PM|NOM//nsubj//57 fattat//VB|SUP|AKT//acl:relcl//54 .//MAD//punct//20
6.2.1 Riksdag och regering;Myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//60 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//66 om//PP//case//62 tillstånd//NN|NEU|SIN|IND|NOM//nmod//60 kan//VB|PRS|AKT//aux//66 inte//AB//advmod//66 heller//AB//advmod//66 överprövas//VB|INF|SFO//parataxis//20 av//PP//case//68 domstol//NN|UTR|SIN|IND|NOM//obl:agent//66 .//MAD//punct//20
6.2.1 Riksdag och regering;Den//DT|UTR|SIN|DEF//det//2 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 kontrollmöjligheten//NN|UTR|SIN|DEF|NOM//nsubj//3 uppstår//VB|PRS|AKT//ROOT//3 i//PP//case//7 samband//NN|NEU|SIN|IND|NOM//fixed//4 med//PP//fixed//4 frågestunder//NN|UTR|PLU|IND|NOM//obl//3 ,//MID//punct//9 interpellationsdebatter//NN|UTR|PLU|IND|NOM//conj//7 och//KN//cc//16 med//PP//mark//16 att//SN//mark//16 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//16 på//PP//case//15 våren//NN|UTR|SIN|DEF|NOM//obl//16 överlämnar//VB|PRS|AKT//conj//7 sin//PS|UTR|SIN|DEF//nmod:poss//19 årliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 skrivelse//NN|UTR|SIN|IND|NOM//obj//16 om//PP//case//21 krigsmaterielexporten//NN|UTR|SIN|DEF|NOM//obl//16 .//MAD//punct//3
6.2.1 Riksdag och regering;Denna//DT|UTR|SIN|DEF//det//24 skrivelse//NN|UTR|SIN|IND|NOM//conj//3 ,//MID//punct//24 som//HP|-|-|-//nsubj:pass//27 bereds//VB|PRS|SFO//acl:relcl//24 av//PP//case//29 utrikesutskottet//NN|NEU|SIN|DEF|NOM//obl:agent//27 och//KN//cc//32 är//VB|PRS|AKT//cop//32 offentlig//JJ|POS|UTR|SIN|IND|NOM//conj//27 ,//MID//punct//34 innehåller//VB|PRS|AKT//conj//27 statistik//NN|UTR|SIN|IND|NOM//obj//34 och//KN//cc//37 beskriver//VB|PRS|AKT//conj//27 relevant//JJ|POS|UTR|SIN|IND|NOM//amod//39 utveckling//NN|UTR|SIN|IND|NOM//obj//37 på//PP//case//41 området//NN|NEU|SIN|DEF|NOM//nmod//39 .//MAD//punct//24
6.2.1 Riksdag och regering;I//PP//case//45 dessa//DT|UTR/NEU|PLU|DEF//det//45 riksdagsdebatter//NN|UTR|PLU|IND|NOM//obl//46 svarar//VB|PRS|AKT//conj//3 statsråden//NN|NEU|PLU|DEF|NOM//nsubj//46 inte//AB//advmod//46 för//PP//case//50 ISP//PM|NOM//obl//46 ://MID//punct//50 s//JJ|AN//amod//53 beslut//NN|NEU|SIN|IND|NOM//obl//46 i//PP//case//56 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 ärenden//NN|NEU|PLU|IND|NOM//nmod//53 utan//KN//cc//61 endast//AB//advmod//61 om//SN//fixed//58 exportkontrollpolitikens//NN|UTR|SIN|DEF|GEN//nmod:poss//61 inriktning//NN|UTR|SIN|IND|NOM//conj//53 i//PP//advmod//61 allmänhet//NN|UTR|SIN|IND|NOM//fixed//62 .//MAD//punct//46
