AVDELNING I;Uppdraget//NN|NEU|SIN|DEF|NOM//ROOT//0 ,//MID//punct//6 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//6 rätt//NN|UTR|SIN|IND|NOM//amod//6 och//KN//cc//5 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//3 överväganden//NN|NEU|PLU|IND|NOM//conj//0
5 Allmänna bestämmelser;Artikel//NN|UTR|SIN|IND|NOM//nmod//1 12//RG|NOM//nummod//3 första//RO|NOM//amod//3 stycket//NN|NEU|SIN|DEF|NOM//nsubj//4 lyder//VB|PRS|AKT//ROOT//4 ://MAD//punct//4
5 Allmänna bestämmelser;Detta//DT|NEU|SIN|DEF//det//1 direktiv//NN|NEU|SIN|IND|NOM//nsubj:pass//4 skall//VB|PRS|AKT//aux//4 inte//AB//advmod//4 tillämpas//VB|INF|SFO//ROOT//4 på//PP//case//7 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 kontrakt//NN|NEU|PLU|IND|NOM//obl//4 inom//PP//case//12 ramen//NN|UTR|SIN|DEF|NOM//fixed//8 för//PP//fixed//8 direktiv//NN|NEU|PLU|IND|NOM//nmod//12 2004/17//RG|NOM//obl//4 ///MID//cc//14 EG//PM|NOM//conj//12 som//HP|-|-|-//nsubj:pass//16 tilldelas//VB|PRS|SFO//acl:relcl//12 av//PP//case//19 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 myndigheter//NN|UTR|PLU|IND|NOM//obl//16 vilka//HP|UTR/NEU|PLU|IND//nsubj//21 utövar//VB|PRS|AKT//acl:relcl//19 en//RG|UTR|SIN|IND|NOM//obj//21 eller//KN//cc//24 flera//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//22 av//PP//case//27 de//DT|UTR/NEU|PLU|DEF//det//27 verksamheter//NN|UTR|PLU|IND|NOM//nmod//24 som//HP|-|-|-//nsubj:pass//29 anges//VB|PRS|SFO//acl:relcl//27 i//PP//case//32 artiklarna//NN|UTR|PLU|DEF|NOM//nmod//32 3–7//RG|NOM//obl//29 i//PP//case//35 det//DT|NEU|SIN|DEF//det//35 direktivet//NN|NEU|SIN|DEF|NOM//nmod//32 i//PP//case//37 syfte//NN|NEU|SIN|IND|NOM//nmod//35 att//IE//mark//39 utöva//VB|INF|AKT//acl//35 denna//DT|UTR|SIN|DEF//det//41 verksamhet//NN|UTR|SIN|IND|NOM//obj//39 ,//MID//punct//46 eller//KN//cc//46 på//PP//case//46 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 kontrakt//NN|NEU|PLU|IND|NOM//conj//4 som//HP|-|-|-//nsubj:pass//61 enligt//PP//case//50 artikel//NN|UTR|SIN|IND|NOM//nmod//50 5.2//RG|NOM//obl//61 och//KN//cc//52 artiklarna//NN|UTR|PLU|DEF|NOM//conj//50 19//RG|NOM//nummod//52 ,//MID//punct//53 26//RG|NOM//nummod//50 och//KN//cc//57 30//RG|NOM//conj//50 i//PP//case//60 det//DT|NEU|SIN|DEF//det//60 direktivet//NN|NEU|SIN|DEF|NOM//obl//61 undantas//VB|PRS|SFO//acl:relcl//46 från//PP//case//64 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//64 tillämpningsområde//NN|NEU|SIN|IND|NOM//obl//61 .//MAD//punct//4
5 Allmänna bestämmelser;Att//SN//mark//13 undantaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//13 i//PP//case//6 artikel//NN|UTR|SIN|IND|NOM//nmod//4 12//RG|NOM//nummod//6 första//RO|NOM//amod//6 stycket//NN|NEU|SIN|DEF|NOM//nmod//1 och//KN//cc//10 i//PP//case//10 2//RG|NOM//nummod//10 §//NN|AN//conj//6 i//PP//case//12 lagen//NN|UTR|SIN|DEF|NOM//nmod//10 begränsas//VB|PRS|SFO//advcl//20 till//PP//case//15 upphandling//NN|UTR|SIN|IND|NOM//obl//13 som//HP|-|-|-//nsubj:pass//17 görs//VB|PRS|SFO//acl:relcl//15 av//PP//case//19 myndigheter//NN|UTR|PLU|IND|NOM//obl:agent//17 föranleds//VB|PRS|SFO//ROOT//20 av//PP//mark//26 att//SN//mark//26 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//26 endast//AB//advmod//26 är//VB|PRS|AKT//cop//26 myndigheter//NN|UTR|PLU|IND|NOM//obl:agent//20 som//HP|-|-|-//nsubj//30 har//VB|PRS|AKT//aux//30 att//IE//mark//30 tillämpa//VB|INF|AKT//acl:relcl//26 bestämmelserna//NN|UTR|PLU|DEF|NOM//obj//30 om//PP//case//33 upphandling//NN|UTR|SIN|IND|NOM//nmod//31 inom//PP//case//37 den//DT|UTR|SIN|DEF//det//37 klassiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 sektorn//NN|UTR|SIN|DEF|NOM//nmod//33 .//MAD//punct//20
5 Allmänna bestämmelser;De//DT|UTR/NEU|PLU|DEF//det//1 undantag//NN|NEU|PLU|IND|NOM//nsubj//9 som//HP|-|-|-//nsubj:pass//3 avses//VB|PRS|SFO//acl:relcl//1 i//PP//case//5 punkt//NN|UTR|SIN|IND|NOM//obl//3 2//RG|NOM//nummod//5 i//PP//case//8 paragrafen//NN|UTR|SIN|DEF|NOM//obl//3 gäller//VB|PRS|AKT//ROOT//9 upphandling//NN|UTR|SIN|IND|NOM//obj//9 som//HP|-|-|-//nsubj:pass//12 görs//VB|PRS|SFO//acl:relcl//10 för//PP//case//15 konkurrensutsatt//PC|PRF|UTR|SIN|IND|NOM//amod//15 busstransportverksamhet//NN|UTR|SIN|IND|NOM//obl//12 (//PAD//punct//15 4//RG|NOM//nummod//18 kap.//NN|AN//nmod//20 5//RG|NOM//nummod//20 §//NN|AN//nmod//15 tredje//RO|NOM//amod//22 stycket//NN|NEU|SIN|DEF|NOM//conj//15 ,//MID//punct//22 artikel//NN|UTR|SIN|IND|NOM//nmod//25 5.2//RG|NOM//nmod//22 i//PP//case//27 försörjningsdirektivet//NN|NEU|SIN|DEF|NOM//nmod//25 )//PAD//punct//15 ,//MID//punct//31 för//PP//case//31 återförsäljning//NN|UTR|SIN|IND|NOM//obl//9 eller//KN//cc//33 uthyrning//NN|UTR|SIN|IND|NOM//conj//31 som//HP|-|-|-//nsubj:pass//35 utövas//VB|PRS|SFO//acl:relcl//33 av//PP//case//37 någon//DT|UTR|SIN|IND//obl//35 utan//PP//cc//40 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//40 rättighet//NN|UTR|SIN|IND|NOM//obl//35 eller//KN//cc//42 ensamrätt//NN|UTR|SIN|IND|NOM//conj//40 (//PAD//punct//31 5//RG|NOM//nummod//45 kap.//NN|AN//appos//31 2//RG|NOM//nummod//47 §//NN|AN//conj//31 ,//MID//punct//47 artikel//NN|UTR|SIN|IND|NOM//nmod//50 19//RG|NOM//nmod//47 i//PP//case//52 försörjningsdirektivet//NN|NEU|SIN|DEF|NOM//nmod//31 )//PAD//punct//31 ,//MID//punct//31 för//PP//case//56 verksamhet//NN|UTR|SIN|IND|NOM//conj//31 som//HP|-|-|-//nsubj//58 avser//VB|PRS|AKT//acl:relcl//56 bl.a.//AB|AN//advmod//58 tillhandahållande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//58 av//PP//case//62 nät//NN|NEU|SIN|IND|NOM//nmod//60 för//PP//case//64 gas//NN|UTR|SIN|IND|NOM//obl//58 ,//MID//punct//66 värme//NN|UTR|SIN|IND|NOM//conj//64 ,//MID//punct//31 el//NN|NEU|SIN|IND|NOM//cc//70 eller//KN//cc//70 vatten//NN|NEU|SIN|IND|NOM//conj//31 ,//MID//punct//31 om//SN//mark//74 upphandlingen//NN|UTR|SIN|DEF|NOM//nsubj//74 gäller//VB|PRS|AKT//advcl//9 vatten//NN|NEU|SIN|IND|NOM//obj//74 ,//MID//punct//77 energi//NN|UTR|SIN|IND|NOM//conj//75 eller//KN//cc//79 bränslen//NN|NEU|PLU|IND|NOM//conj//75 (//PAD//punct//74 5//RG|NOM//nummod//82 kap.//NN|AN//nmod//83 13//RG|NOM//nummod//84 §//NN|AN//obl//74 ,//MID//punct//84 artikel//NN|UTR|SIN|IND|NOM//nmod//87 26//RG|NOM//appos//84 i//PP//case//89 försörjningsdirektivet//NN|NEU|SIN|DEF|NOM//obl//74 )//PAD//punct//74 och//KN//cc//93 för//PP//case//93 verksamhet//NN|UTR|SIN|IND|NOM//conj//74 som//HP|-|-|-//nsubj//96 är//VB|PRS|AKT//cop//96 konkurrensutsatt//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//93 (//PAD//punct//96 5//RG|NOM//nummod//99 kap.//NN|AN//nmod//101 14//RG|NOM//nummod//101 §//NN|AN//nmod//96 ,//MID//punct//101 artikel//NN|UTR|SIN|IND|NOM//nmod//104 30//RG|NOM//nmod//101 i//PP//case//106 försörjningsdirektivet//NN|NEU|SIN|DEF|NOM//nmod//101 )//PAD//punct//96 .//MAD//punct//9
5 Allmänna bestämmelser;I//PP//case//1 försörjningsdirektivet//NN|NEU|SIN|DEF|NOM//obl//2 finns//VB|PRS|SFO//ROOT//2 även//AB//advmod//2 undantag//NN|NEU|PLU|IND|NOM//nsubj//2 från//PP//case//7 direktivets//NN|NEU|SIN|DEF|GEN//nmod:poss//7 tillämpningsområde//NN|NEU|SIN|IND|NOM//obl//2 som//HP|-|-|-//nsubj//9 motsvarar//VB|PRS|AKT//acl:relcl//7 undantag//NN|NEU|PLU|IND|NOM//obj//9 som//HP|-|-|-//nsubj:pass//12 görs//VB|PRS|SFO//acl:relcl//10 i//PP//case//16 det//DT|NEU|SIN|DEF//det//16 klassiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 direktivet//NN|NEU|SIN|DEF|NOM//obl//12 .//MAD//punct//2
5 Allmänna bestämmelser;Dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//19 avser//VB|PRS|AKT//parataxis//2 ://MID//punct//19 –//PAD//punct//22
5 Allmänna bestämmelser;bygg-//NN|-|-|-|SMS//appos//19 eller//KN//cc//24 tjänstekoncessioner//NN|UTR|PLU|IND|NOM//conj//22 som//HP|-|-|-//nsubj:pass//26 beviljas//VB|PRS|SFO//acl:relcl//24 av//PP//case//30 en//DT|UTR|SIN|IND//det//30 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 enhet//NN|UTR|SIN|IND|NOM//obl:agent//26 som//HP|-|-|-//nsubj//32 utför//VB|PRS|AKT//acl:relcl//30 en//RG|UTR|SIN|IND|NOM//obj//32 eller//KN//cc//35 flera//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//33 av//PP//case//38 de//DT|UTR/NEU|PLU|DEF//det//38 verksamheter//NN|UTR|PLU|IND|NOM//nmod//35 som//HP|-|-|-//nsubj:pass//40 avses//VB|PRS|SFO//acl:relcl//38 i//PP//case//43 artiklarna//NN|UTR|PLU|DEF|NOM//nmod//43 3–7//RG|NOM//obl//40 ,//MID//punct//22 om//SN//mark//47 koncessionerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//47 tilldelas//VB|PRS|SFO//advcl//19 för//PP//case//49 utövande//NN|NEU|SIN|IND|NOM//obl//47 av//PP//case//52 dessa//DT|UTR/NEU|PLU|DEF//det//52 verksamheter//NN|UTR|PLU|IND|NOM//nmod//49 (//PAD//punct//55 artikel//NN|UTR|SIN|IND|NOM//nmod//55 18//RG|NOM//appos//52 i//PP//case//57 försörjningsdirektivet//NN|NEU|SIN|DEF|NOM//nmod//55 och//KN//cc//60 5//RG|NOM//nummod//60 kap.//NN|AN//conj//55 1//RG|NOM//nummod//62 §//NN|AN//obl//55 i//PP//case//65 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//65 lag//NN|NEU|SIN|IND|NOM//nmod//62 respektive//AB//cc//68 artikel//NN|UTR|SIN|IND|NOM//nmod//68 17//RG|NOM//conj//62 och//KN//cc//70 artikel//NN|UTR|SIN|IND|NOM//conj//68 57//RG|NOM//nummod//73 första//RO|NOM//amod//73 stycket//NN|NEU|SIN|DEF|NOM//obl//47 1//RG|NOM//nummod//73 i//PP//case//78 det//DT|NEU|SIN|DEF//det//78 klassiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//78 direktivet//NN|NEU|SIN|DEF|NOM//obl//47 och//KN//cc//83 15//RG|NOM//nummod//81 kap.//NN|AN//nmod//82 2//RG|NOM//nummod//83 §//NN|AN//conj//78 i//PP//case//86 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//86 lag//NN|NEU|SIN|IND|NOM//nmod//83 ,//MID//punct//83 –//RG|NOM//punct//89 upphandling//NN|UTR|SIN|IND|NOM//appos//78 av//PP//case//91 försvarsprodukter//NN|UTR|PLU|IND|NOM//nmod//89 m.m.//AB|AN//conj//89 (//PAD//punct//89 artikel//NN|UTR|SIN|IND|NOM//nmod//95 21//RG|NOM//nmod//89 i//PP//case//97 försörjningsdirektivet//NN|NEU|SIN|DEF|NOM//nmod//95 och//KN//cc//100 5//RG|NOM//nummod//100 kap.//NN|AN//nmod//102 4//RG|NOM//nummod//102 §//NN|AN//nmod//89 i//PP//case//105 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//105 lag//NN|NEU|SIN|IND|NOM//nmod//102 respektive//AB//cc//108 artikel//NN|UTR|SIN|IND|NOM//nmod//108 14//RG|NOM//conj//102 i//PP//case//112 det//DT|NEU|SIN|DEF//det//112 klassiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//112 direktivet//NN|NEU|SIN|DEF|NOM//nmod//102 och//KN//cc//117 3//RG|NOM//nummod//115 kap.//NN|AN//nmod//116 2//RG|NOM//nummod//117 §//NN|AN//conj//102 i//PP//case//120 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//120 lag//NN|UTR|SIN|IND|NOM//nmod//117 )//PAD//punct//89 ,//MID//punct//19 –//RG|NOM//punct//124 upphandling//NN|UTR|SIN|IND|NOM//appos//19 enligt//PP//case//127 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//127 avtal//NN|NEU|PLU|IND|NOM//nmod//124 (//PAD//punct//124 artikel//NN|UTR|SIN|IND|NOM//nmod//130 22//RG|NOM//nmod//124 i//PP//case//132 försörjningsdirektivet//NN|NEU|SIN|DEF|NOM//nmod//130 och//KN//cc//135 5//RG|NOM//nummod//135 kap.//NN|AN//nmod//137 5//RG|NOM//nummod//137 §//NN|AN//nmod//124 i//PP//case//140 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//140 lag//NN|NEU|SIN|IND|NOM//nmod//137 respektive//AB//cc//143 artikel//NN|UTR|SIN|IND|NOM//nmod//143 15//RG|NOM//conj//124 i//PP//case//147 det//DT|NEU|SIN|DEF//det//147 klassiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//147 direktivet//NN|NEU|SIN|DEF|NOM//nmod//143 och//KN//cc//152 3//RG|NOM//nummod//150 kap.//NN|AN//nmod//151 3//RG|NOM//nummod//152 §//NN|AN//conj//124 i//PP//case//155 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//155 lag//NN|UTR|SIN|IND|NOM//nmod//152 )//PAD//punct//124 ,//MID//punct//124 –//RG|NOM//punct//159 förvärv//NN|NEU|PLU|IND|NOM//conj//124 av//PP//case//161 fastigheter//NN|UTR|PLU|IND|NOM//nmod//159 m.m.//AB|AN//conj//159 eller//KN//cc//168 av//PP//case//168 t.ex.//AB|AN//advmod//168 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//168 finansiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//168 tjänster//NN|UTR|PLU|IND|NOM//conj//162 (//PAD//punct//168 artikel//NN|UTR|SIN|IND|NOM//nmod//171 24//RG|NOM//appos//168 i//PP//case//173 försörjningsdirektivet//NN|NEU|SIN|DEF|NOM//nmod//171 och//KN//cc//178 5//RG|NOM//nummod//176 kap.//NN|AN//nmod//177 11//RG|NOM//nummod//178 §//NN|AN//conj//171 i//PP//case//181 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//181 lag//NN|NEU|SIN|IND|NOM//nmod//178 respektive//AB//cc//184 artikel//NN|UTR|SIN|IND|NOM//nmod//184 16//RG|NOM//conj//159 i//PP//case//188 det//DT|NEU|SIN|DEF//det//188 klassiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//188 direktivet//NN|NEU|SIN|DEF|NOM//nmod//184 och//KN//cc//193 3//RG|NOM//nummod//191 kap.//NN|AN//nmod//192 4//RG|NOM//nummod//193 §//NN|AN//conj//159 i//PP//case//196 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//196 lag//NN|UTR|SIN|IND|NOM//nmod//193 )//PAD//punct//159 ,//MID//punct//124 och//KN//cc//201 –//RG|NOM//punct//201 upphandling//NN|UTR|SIN|IND|NOM//conj//124 av//PP//case//203 tjänster//NN|UTR|PLU|IND|NOM//nmod//201 från//PP//case//208 en//DT|UTR|SIN|IND//det//208 annan//JJ|POS|UTR|SIN|IND|NOM//amod//208 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//208 enhet//NN|UTR|SIN|IND|NOM//nmod//203 som//HP|-|-|-//nsubj//210 har//VB|PRS|AKT//acl:relcl//208 ensamrätt//NN|UTR|SIN|IND|NOM//obj//210 att//IE//mark//213 utföra//VB|INF|AKT//acl//211 tjänsten//NN|UTR|SIN|DEF|NOM//obj//213 (//PAD//punct//201 artikel//NN|UTR|SIN|IND|NOM//nmod//217 25//RG|NOM//nmod//201 i//PP//case//219 försörjningsdirektivet//NN|NEU|SIN|DEF|NOM//nmod//217 och//KN//cc//224 5//RG|NOM//nummod//222 kap.//NN|AN//nmod//223 12//RG|NOM//nummod//224 §//NN|AN//conj//217 i//PP//case//227 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//227 lag//NN|NEU|SIN|IND|NOM//nmod//224 respektive//AB//cc//230 artikel//NN|UTR|SIN|IND|NOM//nmod//230 18//RG|NOM//nmod//201 i//PP//case//234 det//DT|NEU|SIN|DEF//det//234 klassiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//234 direktivet//NN|NEU|SIN|DEF|NOM//nmod//230 och//KN//cc//239 3//RG|NOM//nummod//237 kap.//NN|AN//nmod//238 6//RG|NOM//nummod//239 §//NN|AN//conj//201 i//PP//case//242 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//242 lag//NN|UTR|SIN|IND|NOM//nmod//239 )//PAD//punct//124 .//MAD//punct//2
5 Allmänna bestämmelser;Enligt//PP//case//1 försörjningsdirektivet//NN|NEU|SIN|DEF|NOM//obl//5 är//VB|PRS|AKT//cop//5 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 upphandlingar//NN|UTR|PLU|IND|NOM//nsubj//5 undantagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//5 från//PP//case//8 direktivets//NN|NEU|SIN|DEF|GEN//nmod:poss//8 tillämpningsområde//NN|NEU|SIN|IND|NOM//obl//5 .//MAD//punct//5
5 Allmänna bestämmelser;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//11 gäller//VB|PRS|AKT//parataxis//5 –//RG|NOM//punct//13 upphandling//NN|UTR|SIN|IND|NOM//obj//11 som//KN//obj//18 en//DT|UTR|SIN|IND//det//17 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 enhet//NN|UTR|SIN|IND|NOM//nsubj//18 gör//VB|PRS|AKT//acl:relcl//13 för//PP//case//21 något//DT|NEU|SIN|IND//det//21 annat//JJ|POS|NEU|SIN|IND|NOM//obl//18 än//KN//case//23 utövande//NN|NEU|SIN|IND|NOM//acl//21 av//PP//case//26 en//DT|UTR|SIN|IND//det//26 verksamhet//NN|UTR|SIN|IND|NOM//nmod//23 som//HP|-|-|-//nsubj:pass//28 avses//VB|PRS|SFO//acl:relcl//26 i//PP//case//30 försörjningsdirektivet//NN|NEU|SIN|DEF|NOM//obl//28 eller//KN//cc//34 för//PP//case//34 viss//JJ|POS|UTR|SIN|IND|NOM//amod//34 verksamhet//NN|UTR|SIN|IND|NOM//conj//30 som//HP|-|-|-//nsubj:pass//36 bedrivs//VB|PRS|SFO//acl:relcl//34 utanför//PP//case//39 gemenskapens//NN|UTR|SIN|DEF|GEN//nmod:poss//39 område//NN|NEU|SIN|IND|NOM//obl//36 (//PAD//punct//13 artikel//NN|UTR|SIN|IND|NOM//nmod//42 20//RG|NOM//appos//13 i//PP//case//44 försörjningsdirektivet//NN|NEU|SIN|DEF|NOM//nmod//42 och//KN//cc//47 5//RG|NOM//nummod//47 kap.//NN|AN//conj//42 3//RG|NOM//nummod//49 §//NN|AN//nmod//51 första//RO|NOM//amod//51 stycket//NN|NEU|SIN|DEF|NOM//nmod//13 i//PP//case//54 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//54 lag//NN|UTR|SIN|IND|NOM//nmod//51 )//PAD//punct//51 ,//MID//punct//13 och//KN//cc//59 –//RG|NOM//punct//59 upphandling//NN|UTR|SIN|IND|NOM//conj//13 från//PP//case//62 anslutna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//62 företag//NN|NEU|PLU|IND|NOM//nmod//59 eller//KN//cc//64 samriskföretag//NN|NEU|PLU|IND|NOM//conj//62 (//PAD//punct//59 artikel//NN|UTR|SIN|IND|NOM//nmod//67 23//RG|NOM//nmod//59 i//PP//case//69 försörjningsdirektivet//NN|NEU|SIN|DEF|NOM//nmod//67 och//KN//cc//72 5//RG|NOM//nummod//72 kap.//NN|AN//conj//59 6//RG|NOM//nummod//74 §//NN|AN//nmod//59 i//PP//case//77 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//77 lag//NN|UTR|SIN|IND|NOM//nmod//74 )//PAD//punct//59 .//MAD//punct//5
5 Allmänna bestämmelser;Med//PP//case//2 den//DT|UTR|SIN|DEF//det//2 teknik//NN|UTR|SIN|IND|NOM//obl//12 som//HP|-|-|-//nsubj:pass//4 valts//VB|SUP|SFO//acl:relcl//2 i//PP//case//7 artikel//NN|UTR|SIN|IND|NOM//nmod//7 12//RG|NOM//obl//4 i//PP//case//11 det//DT|NEU|SIN|DEF//det//11 klassiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 direktivet//NN|NEU|SIN|DEF|NOM//obl//4 uppkommer//VB|PRS|AKT//ROOT//12 naturligt//AB|POS//amod//14 frågan//NN|UTR|SIN|DEF|NOM//nsubj//12 om//PP//case//17 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//17 upphandling//NN|UTR|SIN|IND|NOM//nmod//14 som//HP|-|-|-//nsubj//20 är//VB|PRS|AKT//cop//20 undantagen//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//17 enligt//PP//case//22 försörjningsdirektivet//NN|NEU|SIN|DEF|NOM//nmod//20 men//KN//cc//27 som//HP|-|-|-//nsubj:pass//27 inte//AB//advmod//27 särskilt//AB//advmod//27 anges//VB|PRS|SFO//conj//12 i//PP//case//29 artikeln//NN|UTR|SIN|DEF|NOM//obl//27 i//PP//advmod//33 stället//NN|NEU|SIN|DEF|NOM//fixed//30 skall//VB|PRS|AKT//aux//33 omfattas//VB|INF|SFO//advcl//27 av//PP//case//37 det//DT|NEU|SIN|DEF//det//37 klassiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 direktivet//NN|NEU|SIN|DEF|NOM//obl:agent//33 ,//MID//punct//44 om//SN//mark//44 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 förutsättningar//NN|UTR|PLU|IND|NOM//nsubj//44 härför//AB//amod//41 är//VB|PRS|AKT//cop//44 uppfyllda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//33 .//MAD//punct//12
5 Allmänna bestämmelser;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//48 kan//VB|PRS|AKT//aux//48 konstateras//VB|INF|SFO//parataxis//12 att//SN//mark//54 artikel//NN|UTR|SIN|IND|NOM//nmod//51 20//RG|NOM//nsubj//54 i//PP//case//53 försörjningsdirektivet//NN|NEU|SIN|DEF|NOM//nmod//51 reglerar//VB|PRS|AKT//advcl//48 två//RG|NOM//nummod//56 situationer//NN|UTR|PLU|IND|NOM//obj//54 .//MAD//punct//48
5 Allmänna bestämmelser;Den//DT|UTR|SIN|DEF//det//59 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//60 avser//VB|PRS|AKT//parataxis//48 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//60 fallet//NN|NEU|SIN|DEF|NOM//obj//60 att//SN//mark//69 en//DT|UTR|SIN|IND//det//66 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//66 enhet//NN|UTR|SIN|IND|NOM//nsubj//69 inom//PP//case//68 försörjningssektorerna//NN|UTR|PLU|DEF|NOM//nmod//66 gör//VB|PRS|AKT//acl//62 en//DT|UTR|SIN|IND//det//71 upphandling//NN|UTR|SIN|IND|NOM//obj//69 för//PP//case//75 en//DT|UTR|SIN|IND//det//75 annan//JJ|POS|UTR|SIN|IND|NOM//amod//75 verksamhet//NN|UTR|SIN|IND|NOM//nmod//71 än//KN//mark//78 en//DT|UTR|SIN|IND//det//78 sådan//JJ|POS|UTR|SIN|IND|NOM//acl//75 som//HP|-|-|-//nsubj:pass//80 avses//VB|PRS|SFO//acl:relcl//78 i//PP//case//82 försörjningsdirektivet//NN|NEU|SIN|DEF|NOM//obl//80 .//MAD//punct//60
5 Allmänna bestämmelser;I//PP//case//86 den//DT|UTR|SIN|DEF//det//86 situationen//NN|UTR|SIN|DEF|NOM//obl//89 får//VB|PRS|AKT//aux//89 avsikten//NN|UTR|SIN|DEF|NOM//nsubj:pass//89 antas//VB|INF|SFO//advcl//60 vara//VB|INF|AKT//xcomp//89 att//SN//mark//100 den//DT|UTR|SIN|DEF//det//94 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//94 enheten//NN|UTR|SIN|DEF|NOM//nsubj//100 ,//MID//punct//94 om//SN//mark//98 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//98 är//VB|PRS|AKT//cop//100 att//IE//mark//100 anse//VB|INF|AKT//ccomp//90 som//KN//case//103 en//DT|UTR|SIN|IND//det//103 myndighet//NN|UTR|SIN|IND|NOM//obl//100 ,//MID//punct//106 skall//VB|PRS|AKT//aux//106 följa//VB|INF|AKT//conj//48 bestämmelserna//NN|UTR|PLU|DEF|NOM//obj//106 i//PP//case//111 det//DT|NEU|SIN|DEF//det//111 klassiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//111 direktivet//NN|NEU|SIN|DEF|NOM//obl//106 .//MAD//punct//48
