Promemoria;2011-01-19//RG|NOM//det//1 S2011/686//RG|NOM//ROOT//1 ///MID//cc//3 PBB//PM|NOM//conj//1

8. Begravningsclearing;Betänkandets//NN|NEU|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//ROOT//1 i//PP//case//3 sammandrag//NN|NEU|SIN|IND|NOM//nmod//1 ://MID//punct//1
8. Begravningsclearing;Clearingtransaktioner//NN|UTR|PLU|IND|NOM//nsubj//14 som//HP|-|-|-//nsubj//7 sker//VB|PRS|AKT//acl:relcl//5 mellan//PP//case//9 begravningshuvudmän//NN|UTR|PLU|IND|NOM//obl//7 inom//PP//case//12 en//DT|UTR|SIN|IND//det//12 kommun//NN|UTR|SIN|IND|NOM//nmod//9 ska//VB|PRS|AKT//aux//14 upphöra//VB|INF|AKT//parataxis//1 .//MAD//punct//1
8. Begravningsclearing;Kammarkollegiet//NN|NEU|SIN|DEF|NOM//nsubj//6 bör//VB|PRS|AKT//aux//6 också//AB//advmod//6 fortsättningsvis//AB//advmod//6 varje//DT|UTR/NEU|SIN|IND//det//5 år//NN|NEU|SIN|IND|NOM//obl//6 fastställa//VB|INF|AKT//ROOT//6 en//DT|UTR|SIN|IND//det//8 taxa//NN|UTR|SIN|IND|NOM//obj//6 enligt//PP//case//11 vilken//HD|UTR|SIN|IND//det//11 ersättning//NN|UTR|SIN|IND|NOM//nsubj:pass//13 ska//VB|PRS|AKT//aux//13 betalas//VB|INF|SFO//acl:relcl//8 vid//PP//case//16 en//DT|UTR|SIN|IND//det//16 begravningsclearingssituation//NN|UTR|SIN|IND|NOM//obl//13 .//MAD//punct//6
8. Begravningsclearing;Huvudmännens//NN|UTR|SIN|DEF|GEN//nmod:poss//19 roll//NN|UTR|SIN|IND|NOM//nsubj//26 vid//PP//case//21 fastställandet//NN|NEU|SIN|DEF|NOM//nmod//19 av//PP//case//23 taxan//NN|UTR|SIN|DEF|NOM//nmod//21 bör//VB|PRS|AKT//aux//26 dock//AB//advmod//26 bli//VB|INF|AKT//parataxis//6 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//26 .//MAD//punct//6
8. Begravningsclearing;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//31 bör//VB|PRS|AKT//aux//31 ske//VB|INF|AKT//conj//6 genom//PP//mark//36 att//SN//mark//36 huvudmännen//NN|UTR|SIN|DEF|NOM//nsubj//36 gemensamt//AB|POS//advmod//36 lämnar//VB|PRS|AKT//advcl//31 ett//DT|NEU|SIN|IND//det//38 förslag//NN|NEU|SIN|IND|NOM//obj//36 till//PP//case//40 taxa//NN|UTR|SIN|IND|NOM//nmod//38 till//PP//case//42 Kammarkollegiet//NN|NEU|SIN|DEF|NOM//nmod//40 .//MAD//punct//31
8. Begravningsclearing;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//46 ska//VB|PRS|AKT//aux//46 lämnas//VB|INF|SFO//parataxis//31 till//PP//case//48 Kammarkollegiet//NN|NEU|SIN|DEF|NOM//obl//46 senast//AB|SUV//case//52 den//DT|UTR|SIN|DEF//det//52 1//RO|NOM//nummod//52 april//NN|UTR|SIN|IND|NOM//obl//46 varje//DT|UTR/NEU|SIN|IND//det//54 år//NN|NEU|SIN|IND|NOM//nmod//52 .//MAD//punct//6
8. Begravningsclearing;Kammarkollegiet//NN|NEU|SIN|DEF|NOM//nsubj//1 får//VB|PRS|AKT//ROOT//1 till//PP//case//3 uppgift//NN|UTR|SIN|IND|NOM//obl//1 att//IE//mark//5 utfärda//VB|INF|AKT//acl//3 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 råd//NN|NEU|PLU|IND|NOM//obj//5 om//PP//case//9 tillämpningen//NN|UTR|SIN|DEF|NOM//obl//5 av//PP//case//11 taxan//NN|UTR|SIN|DEF|NOM//nmod//9 för//PP//case//13 begravningsclearing//NN|UTR|SIN|IND|NOM//nmod//11 .//MAD//punct//1
8. Begravningsclearing;Sammanfattningsvis//AB//advmod//1 framgår//VB|PRS|AKT//ROOT//1 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 att//SN//mark//7 av//PP//case//7 de//DT|UTR/NEU|PLU|DEF//det//7 47//RG|NOM//nummod//7 remissinstanser//NN|UTR|PLU|IND|NOM//ccomp//1 som//HP|-|-|-//nsubj//9 besvarat//VB|SUP|AKT//acl:relcl//7 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 förslag//NN|NEU|SIN|IND|NOM//obj//9 rörande//PP//case//13 begravningsclearing//NN|UTR|SIN|IND|NOM//nmod//11 tillstyrker//VB|PRS|AKT//conj//1 27//RG|NOM//nummod//16 instanser//NN|UTR|PLU|IND|NOM//nmod//18 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//18 förslag//NN|NEU|SIN|IND|NOM//obj//14 ,//MID//punct//23 medan//SN//mark//23 elva//RG|NOM//nummod//22 instanser//NN|UTR|PLU|IND|NOM//nsubj//23 avstyrker//VB|PRS|AKT//advcl//26 och//KN//cc//25 nio//RG|NOM//conj//23 ställer//VB|PRS|AKT//conj//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//26 tveksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//26 till//PP//case//31 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//31 förslag//NN|NEU|SIN|IND|NOM//obl//26 .//MID//punct//26
8. Begravningsclearing;De//DT|UTR/NEU|PLU|DEF//det//34 remissinstanser//NN|UTR|PLU|IND|NOM//nsubj//39 som//HP|-|-|-//nsubj//36 avstyrker//VB|PRS|AKT//acl:relcl//34 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//38 förslag//NN|NEU|SIN|IND|NOM//obj//36 menar//VB|PRS|AKT//parataxis//26 att//SN//mark//45 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//42 system//NN|NEU|SIN|IND|NOM//nsubj//45 med//PP//case//44 begravningsclearing//NN|UTR|SIN|IND|NOM//nmod//42 fungerar//VB|PRS|AKT//ccomp//39 .//MAD//punct//1
8. Begravningsclearing;Kammarkollegiet//NN|NEU|SIN|DEF|NOM//nsubj//2  //_SP////0 tillstyrker//VB|PRS|AKT//ROOT//2 förslaget//NN|NEU|SIN|DEF|NOM//obj//2 ,//MID//punct//8 men//KN//cc//8 med//PP//case//8 två//RG|NOM//nummod//8 undantag//NN|NEU|PLU|IND|NOM//conj//2 .//MAD//punct//8
8. Begravningsclearing;När//HA//mark//12 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 gäller//VB|PRS|AKT//advcl//16 fastställande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//12 av//PP//case//15 taxan//NN|UTR|SIN|DEF|NOM//obl//12 anser//VB|PRS|AKT//conj//2 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//16 att//SN//mark//37 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//20 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//37 om//PP//mark//32 att//SN//mark//32 huvudmännen//NN|UTR|PLU|DEF|NOM//nsubj//32 senast//AB|SUV//case//27 den//DT|UTR|SIN|DEF//det//27 1//RO|NOM//nummod//27 april//NN|UTR|SIN|IND|NOM//nmod//23 varje//DT|UTR/NEU|SIN|IND//det//29 år//NN|NEU|SIN|IND|NOM//nmod//23 gemensamt//AB|POS//advmod//32 ska//VB|PRS|AKT//aux//32 lämna//VB|INF|AKT//acl//20 förslag//NN|NEU|SIN|IND|NOM//obj//32 till//PP//case//35 taxa//NN|UTR|SIN|IND|NOM//nmod//33 ska//VB|PRS|AKT//aux//37 ändras//VB|INF|SFO//ccomp//16 så//SN//mark//47 att//SN//mark//47 huvudmännen//NN|UTR|SIN|DEF|NOM//nsubj//47 och//KN//cc//42 innehavare//NN|UTR|PLU|IND|NOM//conj//40 av//PP//case//45 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//45 begravningsplats//NN|UTR|SIN|IND|NOM//nmod//42 ska//VB|PRS|AKT//aux//47 lämna//VB|INF|AKT//advcl//37 motiverat//PC|PRF|NEU|SIN|IND|NOM//amod//49 förslag//NN|NEU|SIN|IND|NOM//obj//47 på//PP//case//51 taxa//NN|UTR|SIN|IND|NOM//nmod//49 för//PP//case//53 clearing//NN|UTR|SIN|IND|NOM//nmod//51 .//MID//punct//2
8. Begravningsclearing;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//59 bör//VB|PRS|AKT//aux//59 enligt//PP//case//58 myndigheten//NN|UTR|SIN|DEF|NOM//obl//59 ske//VB|INF|AKT//parataxis//2 senast//AB|SUV//case//63 den//DT|UTR|SIN|DEF//det//62 1//RO|NOM//nummod//63 mars//NN|UTR|SIN|IND|NOM//obl//59 varje//DT|UTR/NEU|SIN|IND//det//65 år//NN|NEU|SIN|IND|NOM//nmod//63 .//MAD//punct//59
8. Begravningsclearing;Myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//68 anser//VB|PRS|AKT//parataxis//59 att//SN//mark//81 samrådskyldigheten//NN|UTR|SIN|DEF|NOM//nsubj//81 i//PP//case//73 47//RG|NOM//nummod//73 §//NN|AN//nmod//70 första//RO|NOM//amod//75 stycket//NN|NEU|SIN|DEF|NOM//nmod//70 andra//RO|NOM//amod//77 meningen//NN|UTR|SIN|DEF|NOM//nmod//70 i//PP//case//79 begravningsförordningen//NN|UTR|SIN|DEF|NOM//nmod//77 ska//VB|PRS|AKT//aux//81 kvarstå//VB|INF|AKT//ccomp//68 ,//MID//punct//97 men//KN//cc//97 med//PP//case//86 det//DT|NEU|SIN|DEF//det//86 tillägg//NN|NEU|SIN|IND|NOM//obl//97 som//HP|-|-|-//nsubj:pass//88 angetts//VB|SUP|SFO//acl:relcl//86 ovan//AB//advmod//88 .//MID//punct//86
8. Begravningsclearing;När//HA//mark//97 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//91 gäller//VB|PRS|AKT//fixed//91 tillämpningen//NN|UTR|SIN|DEF|NOM//obj//93 av//PP//case//96 taxan//NN|UTR|SIN|DEF|NOM//obl//93 tillstyrker//VB|PRS|AKT//conj//81 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//97 inte//AB//advmod//97 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//101 förslag//NN|NEU|SIN|IND|NOM//obj//97 om//PP//case//103 tillägget//NN|NEU|SIN|DEF|NOM//nmod//101 i//PP//case//106 48//RG|NOM//nummod//106 §//NN|AN//nmod//110 första//RO|NOM//amod//108 stycket//NN|NEU|SIN|DEF|NOM//nmod//110 sista//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//110 meningen//NN|UTR|SIN|DEF|NOM//nmod//103 i//PP//case//112 begravningsförordningen//NN|UTR|SIN|DEF|NOM//nmod//110 .//MAD//punct//59
8. Begravningsclearing;Kammarkollegiet//NN|NEU|SIN|DEF|NOM//nsubj//115 ser//VB|PRS|AKT//conj//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//115 inte//AB//advmod//115 som//KN//mark//119 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//xcomp//115 att//IE//mark//121 föreskriva//VB|INF|AKT//acl//119 att//SN//mark//125 kollegiet//NN|NEU|SIN|DEF|NOM//nsubj//125 ska//VB|PRS|AKT//aux//125 utfärda//VB|INF|AKT//ccomp//121 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//127 råd//NN|NEU|PLU|IND|NOM//obj//125 om//PP//case//129 tillämpningen//NN|UTR|SIN|DEF|NOM//nmod//127 av//PP//case//131 taxan//NN|UTR|SIN|DEF|NOM//nmod//129 .//MAD//punct//115
8. Begravningsclearing;Samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//1 länsstyrelser//NN|UTR|PLU|IND|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 avstått//VB|SUP|AKT//ROOT//3 från//PP//mark//6 att//IE//mark//6 yttra//VB|INF|AKT//advcl//3 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//6 i//PP//case//9 frågan//NN|UTR|SIN|DEF|NOM//obl//6 .//MAD//punct//3
8. Begravningsclearing;Stockholms//PM|GEN//nmod:poss//1 kommun//NN|UTR|SIN|IND|NOM//nsubj//3  //_SP////1 anser//VB|PRS|AKT//ROOT//3 att//SN//mark//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 är//VB|PRS|AKT//cop//7 viktigt//JJ|POS|NEU|SIN|IND|NOM//ccomp//3 att//SN//mark//12 modellen//NN|UTR|SIN|DEF|NOM//nsubj//12 med//PP//case//11 begravningsclearing//NN|UTR|SIN|IND|NOM//nmod//9 blir//VB|PRS|AKT//csubj//7 kvar//PL//compound:prt//12 så//AB//mark//18 att//SN//fixed//14 man//PN|UTR|SIN|IND|SUB//nsubj//18 kan//VB|PRS|AKT//aux//18 behålla//VB|INF|AKT//advcl//12 den//DT|UTR|SIN|DEF//det//21 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 principen//NN|UTR|SIN|DEF|NOM//obj//18 att//SN//mark//26 den//DT|UTR|SIN|DEF//det//25 enskilde//JJ|POS|MAS|SIN|DEF|NOM//amod//25 medborgaren//NN|UTR|SIN|DEF|NOM//nsubj:pass//26 ges//VB|PRS|SFO//advcl//18 så//AB//advmod//28 stor//JJ|POS|UTR|SIN|IND|NOM//amod//29 valfrihet//NN|UTR|SIN|IND|NOM//obj//38 som//KN//mark//31 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl//29 att//IE//mark//34 få//VB|INF|AKT//aux//34 gravsättas//VB|INF|SFO//acl//29 var//HA//cop//38 man//PN|UTR|SIN|IND|SUB//nsubj//38 så//AB//advmod//38 önskar//VB|PRS|AKT//advcl//26 och//KN//cc//43 inte//AB//advmod//41 endast//AB//advmod//43 i//PP//case//43 hemförsamlingen//NN|UTR|SIN|DEF|NOM//conj//26 ///MID//cc//45 hemkommunen//NN|UTR|SIN|DEF|NOM//conj//43 .//MAD//punct//3
8. Begravningsclearing;Kommunen//NN|UTR|SIN|DEF|NOM//nsubj//48 anser//VB|PRS|AKT//parataxis//3 att//SN//mark//52 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//52 är//VB|PRS|AKT//cop//52 riktigt//JJ|POS|NEU|SIN|IND|NOM//ccomp//48 att//IE//mark//54 låta//VB|INF|AKT//csubj//52 Begravningsrådet//NN|NEU|SIN|DEF|NOM//obj//54 vara//VB|INF|AKT//cop//58 det//DT|NEU|SIN|DEF//det//58 organ//NN|NEU|SIN|IND|NOM//xcomp//54 som//HP|-|-|-//nsubj//60 får//VB|PRS|AKT//acl:relcl//58 i//PP//advmod//60 uppdrag//NN|NEU|SIN|IND|NOM//fixed//61 att//IE//mark//64 samordna//VB|INF|AKT//advcl//60 huvudmännens//NN|UTR|SIN|DEF|GEN//nmod:poss//66 förslag//NN|NEU|SIN|IND|NOM//obj//64 till//PP//case//68 clearingtaxa//NN|UTR|SIN|DEF|NOM//nmod//66 till//PP//case//70 Kammarkollegiet//NN|NEU|SIN|DEF|NOM//obl//64 .//MAD//punct//3
8. Begravningsclearing;Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//1 kyrkan//NN|UTR|SIN|DEF|NOM//nsubj//3  //_SP////1 ställer//VB|PRS|AKT//ROOT//3 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//3 positiv//JJ|POS|UTR|SIN|IND|NOM//xcomp//3 till//PP//case//7 clearingsystemet//NN|NEU|SIN|DEF|NOM//obl//3 som//KN//mark//9 sådant//JJ|POS|NEU|SIN|IND|NOM//xcomp//3 eftersom//SN//mark//12 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//12 underlättar//VB|PRS|AKT//advcl//3 för//PP//case//15 den//DT|UTR|SIN|DEF//det//15 enskilde//JJ|POS|MAS|SIN|DEF|NOM//obl//12 att//IE//mark//18 kunna//VB|INF|AKT//aux//18 välja//VB|INF|AKT//acl//15 var//HA//cop//22 man//PN|UTR|SIN|IND|SUB//nsubj//22 vill//VB|PRS|AKT//aux//22 bli//VB|INF|AKT//ccomp//3 begravd//PC|PRF|UTR|SIN|IND|NOM//xcomp//22 .//MAD//punct//3
8. Begravningsclearing;Kyrkan//NN|UTR|SIN|DEF|NOM//nsubj//26 menar//VB|PRS|AKT//parataxis//3 dock//AB//advmod//26 att//SN//mark//31 utredarna//NN|UTR|PLU|DEF|NOM//nsubj//31 inte//AB//advmod//31 klarlagt//VB|SUP|AKT//ccomp//26 hur//HA//advmod//33 stort//JJ|POS|NEU|SIN|IND|NOM//amod//34 problemet//NN|NEU|SIN|DEF|NOM//nsubj//37 är//VB|PRS|AKT//cop//37 beträffande//PP//case//37 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//31 som//HP|-|-|-//nsubj//39 bor//VB|PRS|AKT//acl:relcl//37 på//PP//case//41 äldreboende//NN|NEU|SIN|IND|NOM//obl//39 ,//MID//punct//45 trots//PP//case//45 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//45 enkätförfrågan//NN|UTR|SIN|IND|NOM//obl//39 i//PP//case//47 ärendet//NN|NEU|SIN|DEF|NOM//nmod//45 .//MAD//punct//3
8. Begravningsclearing;Kyrkan//NN|UTR|SIN|DEF|NOM//nsubj//50 tar//VB|PRS|AKT//parataxis//3 inte//AB//advmod//50 ställning//NN|UTR|SIN|IND|NOM//obj//50 till//PP//compound:prt//50 om//SN//case//55 clearingtransaktionerna//NN|UTR|PLU|DEF|NOM//obl//50 inom//PP//case//58 en//DT|UTR|SIN|IND//det//58 kommun//NN|UTR|SIN|IND|NOM//nmod//55 ska//VB|PRS|AKT//aux//60 upphöra//VB|INF|AKT//advcl//50 eller//KN//cc//62 ej//AB//advmod//60 .//MAD//punct//3
8. Begravningsclearing;Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//1 kyrkans//NN|UTR|SIN|DEF|GEN//nmod:poss//2 arbetsgivarorganisation//NN|UTR|SIN|IND|NOM//nsubj//4 vill//VB|PRS|AKT//aux//4 göra//VB|INF|AKT//ROOT//4 utredaren//NN|UTR|SIN|DEF|NOM//obj//4 uppmärksam//JJ|POS|UTR|SIN|IND|NOM//xcomp//4 på//PP//mark//11 att//SN//mark//11 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//10 clearingregler//NN|UTR|PLU|IND|NOM//nsubj:pass//11 styrs//VB|PRS|SFO//advcl//4 av//PP//mark//17 hos//PP//case//16 vilken//HD|UTR|SIN|IND//det//16 huvudman//NN|UTR|SIN|IND|NOM//amod//16 gravsättningen//NN|UTR|SIN|DEF|NOM//obl//17 sker//VB|PRS|AKT//obl:agent//11 (//PAD//punct//17 9//RG|NOM//nummod//20 kap.//NN|AN//nmod//21 7//RG|NOM//nummod//24 och//KN//cc//21 10//RG|NOM//nummod//21 §//NN|AN//nmod//26 §//NN|AN//nmod//26 begravningslagen//NN|UTR|SIN|DEF|NOM//obl//17 )//PAD//punct//4 .//MID//punct//4
8. Begravningsclearing;Problem//NN|NEU|PLU|IND|NOM//nsubj//30 uppstår//VB|PRS|AKT//conj//4 främst//AB|SUV//advmod//30 i//PP//case//35 samband//NN|NEU|SIN|IND|NOM//fixed//32 med//PP//fixed//32 urngravsättningar//NN|UTR|PLU|IND|NOM//obl//30 samt//KN//cc//53 i//PP//case//39 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//39 situationer//NN|UTR|PLU|IND|NOM//obl//53 där//HA//advmod//43 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//43 är//VB|PRS|AKT//cop//43 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//acl:relcl//39 än//KN//case//47 två//RG|NOM//nummod//46 huvudmän//NN|UTR|PLU|IND|NOM//amod//47 inblandande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//43 .//MAD//punct//39
8. Begravningsclearing;Om//PP//mark//53 clearingbestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//53 i//PP//case//52 begravningslagen//NN|UTR|SIN|DEF|NOM//nmod//50 tolkas//VB|PRS|SFO//conj//30 strikt//AB|POS//advmod//53 är//VB|PRS|AKT//cop//59 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//59 endast//AB//advmod//59 den//DT|UTR|SIN|DEF//det//59 huvudman//NN|UTR|SIN|IND|NOM//nsubj:pass//53 där//HA//advmod//62 gravsättningen//NN|UTR|SIN|DEF|NOM//nsubj//62 skett//VB|SUP|AKT//acl:relcl//59 som//HP|-|-|-//nsubj//64 har//VB|PRS|AKT//acl:cleft//62 rätt//PL//obj//64 att//IE//mark//67 begära//VB|INF|AKT//acl//65 clearingersättning//NN|UTR|SIN|IND|NOM//obj//67 för//PP//case//70 kostnader//NN|UTR|PLU|IND|NOM//obl//67 hänförliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//67 till//PP//case//74 utförda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//74 tjänster//NN|UTR|PLU|IND|NOM//obl//71 enligt//PP//case//77 9//RG|NOM//nummod//77 kap.//NN|AN//nmod//80 6//RG|NOM//nummod//79 §//NN|AN//nmod//80 begravningslagen//NN|UTR|SIN|DEF|NOM//obl//71 ,//MID//punct//82 framhåller//VB|PRS|AKT//conj//30 man//PN|UTR|SIN|IND|SUB//nsubj//82 .//MAD//punct//30
8. Begravningsclearing;De//DT|UTR/NEU|PLU|DEF//det//86 huvudmän//NN|UTR|PLU|IND|NOM//nsubj//112 som//HP|-|-|-//nsubj//93 enligt//PP//case//90 lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//90 mening//NN|UTR|SIN|IND|NOM//obl//93 inte//AB//advmod//93 är//VB|PRS|AKT//cop//93 förrättningshuvudmän//NN|UTR|PLU|IND|NOM//acl:relcl//86 ,//MID//punct//86 men//KN//cc//97 som//HP|-|-|-//nsubj//97 utfört//VB|SUP|AKT//conj//86 någon//PN|UTR|SIN|IND|SUB/OBJ//obj//97 av//PP//case//101 de//DT|UTR/NEU|PLU|DEF//det//101 tjänster//NN|UTR|PLU|IND|NOM//nmod//98 som//HP|-|-|-//nsubj:pass//103 anges//VB|PRS|SFO//acl:relcl//101 i//PP//case//106 9//RG|NOM//nummod//106 kap.//NN|AN//obl//103 6//RG|NOM//nummod//108 §//NN|AN//nmod//106 skulle//VB|PRT|AKT//aux//112 följaktligen//AB//advmod//112 inte//AB//advmod//112 ha//VB|INF|AKT//parataxis//30 rätt//PL//obj//112 att//IE//mark//115 begära//VB|INF|AKT//acl//113 någon//DT|UTR|SIN|IND//det//117 clearingersättning//NN|UTR|SIN|IND|NOM//obj//115 .//MAD//punct//30
8. Begravningsclearing;Samma//DT|UTR/NEU|SIN/PLU|IND//det//120 problematik//NN|UTR|SIN|IND|NOM//nsubj//121 gör//VB|PRS|AKT//conj//30 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//121 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//121 i//PP//case//126 de//DT|UTR/NEU|PLU|DEF//det//126 fall//NN|NEU|PLU|IND|NOM//obl//121 de//DT|UTR/NEU|PLU|DEF//det//128 anhöriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//129 bestämmer//VB|PRS|AKT//conj//121 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//129 för//PP//mark//133 att//IE//mark//133 sprida//VB|INF|AKT//advcl//129 askan//NN|UTR|SIN|DEF|NOM//obj//133 i//PP//case//136 naturen//NN|UTR|SIN|DEF|NOM//obl//133 eller//KN//cc//138 föra//VB|INF|AKT//conj//129 ut//PL//compound:prt//138 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//138 ur//PP//case//142 landet//NN|NEU|SIN|DEF|NOM//obl//138 ,//MID//punct//148 eftersom//SN//mark//148 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//148 då//AB//advmod//148 inte//AB//advmod//148 finns//VB|PRS|SFO//advcl//129 någon//DT|UTR|SIN|IND//det//150 förrättningshuvudman//NN|UTR|SIN|IND|NOM//nsubj//148 alls//AB//advmod//148 .//MAD//punct//121
8. Begravningsclearing;Vidare//AB|KOM//parataxis//121 ger//VB|PRS|AKT//conj//30 begravningslagen//NN|UTR|SIN|DEF|NOM//nsubj//154 anhöriga//JJ|POS|UTR/NEU|SIN|DEF|NOM//advmod//154 rätt//NN|UTR|SIN|IND|NOM//obj//154 att//IE//mark//159 avvakta//VB|INF|AKT//acl//157 med//PP//case//162 en//DT|UTR|SIN|IND//det//162 urngravsättning//NN|UTR|SIN|IND|NOM//obl//159 i//PP//advmod//162 upp//AB//fixed//163 till//PP//case//167 ett//RG|NEU|SIN|IND|NOM//det//167 år//NN|NEU|SIN|IND|NOM//obl//159 från//PP//case//169 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//167 att//SN//mark//172 stoftet//NN|NEU|SIN|DEF|NOM//nsubj:pass//172 kremerats//VB|SUP|SFO//ccomp//154 .//MAD//punct//30
8. Begravningsclearing;Har//VB|PRS|AKT//advcl//30 de//DT|UTR/NEU|PLU|DEF//det//176 anhöriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obj//174 då//HA//mark//182 inte//AB//advmod//182 redan//AB//advmod//181 från//PP//case//181 början//NN|UTR|SIN|DEF|NOM//obl//182 bestämt//PC|PRF|NEU|SIN|IND|NOM//advcl//174 var//HA//advmod//186 urnan//NN|UTR|SIN|DEF|NOM//nsubj:pass//186 ska//VB|PRS|AKT//aux//186 gravsättas//VB|INF|SFO//ccomp//182 tvingas//VB|INF|SFO//xcomp//186 alla//DT|UTR/NEU|PLU|IND/DEF//det//190 inblandade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//190 parter//NN|UTR|PLU|IND|NOM//nsubj:pass//187 ,//MID//punct//190 såväl//KN//advmod//193 huvudman//NN|UTR|SIN|IND|NOM//appos//190 som//KN//mark//195 begravningsbyrå//NN|UTR|SIN|IND|NOM//conj//193 ,//MID//punct//190 att//IE//mark//198 avvakta//VB|INF|AKT//acl//190 med//PP//case//200 faktureringen//NN|UTR|SIN|DEF|NOM//obl//198 .//MAD//punct//30
8. Begravningsclearing;Göteborgs//PM|GEN//nmod:poss//1 stift//NN|NEU|SIN|IND|NOM//nsubj//3  //_SP////1 tillstyrker//VB|PRS|AKT//ROOT//3 förslaget//NN|NEU|SIN|DEF|NOM//nsubj//3 om//PP//mark//11 att//SN//mark//11 Begravningsrådet//NN|NEU|SIN|DEF|NOM//nsubj//11 inom//PP//case//10 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 kyrkan//NN|UTR|SIN|DEF|NOM//nmod//7 får//VB|PRS|AKT//advcl//3 till//PP//case//13 uppgift//NN|UTR|SIN|IND|NOM//obj//11 att//IE//mark//15 föreslå//VB|INF|AKT//acl//13 taxor//NN|UTR|PLU|IND|NOM//obj//15 för//PP//case//18 begravningsclearingen//NN|UTR|SIN|DEF|NOM//nmod//16 .//MAD//punct//3
