Till statsrådet Lars-Erik Lövdén ;Statsrådet//NN|NEU|SIN|DEF|NOM//nmod//1 Lars-Erik//PM|NOM//nsubj//3 Lövdén//PM|NOM//flat:name//1 har//VB|PRS|AKT//ROOT//3 den//DT|UTR|SIN|DEF//det//6 24//RG|NOM//nummod//6 oktober//NN|UTR|SIN|IND|NOM//obj//3 2000//RG|NOM//nummod//6 gett//VB|SUP|AKT//conj//3 dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 generaldirektören//NN|UTR|SIN|DEF|NOM//nmod//11 Birger//PM|NOM//obj//8 Bäckström//PM|NOM//flat:name//11 uppdraget//NN|NEU|SIN|DEF|NOM//flat:name//11 att//IE//mark//15 följa//VB|INF|AKT//xcomp//8 upp//PL//compound:prt//15 och//KN//cc//18 stödja//VB|INF|AKT//conj//15 de//DT|UTR/NEU|PLU|DEF//det//20 kommuner//NN|UTR|PLU|IND|NOM//obj//18 och//KN//cc//22 landsting//NN|NEU|PLU|IND|NOM//conj//20 vars//HS|DEF//nmod:poss//24 ansökningar//NN|UTR|PLU|IND|NOM//nsubj:pass//25 beretts//VB|SUP|SFO//acl:relcl//20 av//PP//case//27 Kommundelegationen//NN|UTR|SIN|DEF|NOM//obl:agent//25 och//KN//cc//32 som//HP|-|-|-//nsubj:pass//32 av//PP//case//31 regeringen//NN|UTR|SIN|DEF|NOM//obl//32 beviljats//VB|SUP|SFO//conj//25 bidrag//NN|NEU|PLU|IND|NOM//obj//32 från//PP//case//36 anslaget//NN|NEU|SIN|DEF|NOM//nmod//36 Bidrag//NN|NEU|PLU|IND|NOM//nmod//33 till//PP//case//39 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//39 insatser//NN|UTR|PLU|IND|NOM//obl//32 i//PP//case//42 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 kommuner//NN|UTR|PLU|IND|NOM//nmod//39 och//KN//cc//44 landsting//NN|NEU|SIN|IND|NOM//conj//42 .//MAD//punct//3

3.4 Slutlig utbetalning 2002;Efter//PP//case//1 bokslutet//NN|NEU|SIN|DEF|NOM//obl//5 för//PP//case//4 år//NN|NEU|SIN|IND|NOM//nmod//4 2001//RG|NOM//nmod//1 ansökte//VB|PRT|AKT//ROOT//5 tio//RG|NOM//nummod//7 kommuner//NN|UTR|PLU|IND|NOM//nsubj//5 och//KN//cc//10 ett//DT|NEU|SIN|IND//det//10 landsting//NN|NEU|SIN|IND|NOM//conj//7 om//PP//case//13 slutlig//JJ|POS|UTR|SIN|IND|NOM//amod//13 utbetalning//NN|UTR|SIN|IND|NOM//nmod//10 av//PP//case//15 statsbidraget//NN|NEU|SIN|DEF|NOM//nmod//13 .//MID//punct//5
3.4 Slutlig utbetalning 2002;Samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//19 10//RG|NOM//nummod//19 kommuner//NN|UTR|PLU|IND|NOM//nsubj//23 och//KN//cc//21 landstinget//NN|NEU|SIN|DEF|NOM//conj//19 hade//VB|PRT|AKT//aux//23 kommit//VB|SUP|AKT//parataxis//5 in//PL//compound:prt//23 med//PP//case//26 redogörelser//NN|UTR|PLU|IND|NOM//obl//23 och//KN//cc//28 revisorsintyg//NN|NEU|PLU|IND|NOM//conj//26 .//MID//punct//5
3.4 Slutlig utbetalning 2002;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//33 var//VB|PRT|AKT//cop//33 Askersunds//PM|GEN//nmod:poss//33 kommun//NN|UTR|SIN|IND|NOM//parataxis//5 ,//MID//punct//36 Bjurholms//PM|GEN//nmod:poss//36 kommun//NN|UTR|SIN|IND|NOM//conj//33 ,//MID//punct//39 Dorotea//PM|GEN//nmod:poss//39 kommun//NN|UTR|SIN|IND|NOM//conj//33 ,//MID//punct//42 Håbo//PM|GEN//nmod:poss//42 kommun//NN|UTR|SIN|IND|NOM//conj//33 ,//MID//punct//44 Jokkmokk//PM|NOM//conj//33 kommun//NN|UTR|SIN|IND|NOM//flat//44 ,//MID//punct//48 Karlsborgs//PM|GEN//nmod:poss//48 kommun//NN|UTR|SIN|IND|NOM//conj//44 ,//MID//punct//50 Munkfors//PM|GEN//nmod:poss//51 kommun//NN|UTR|SIN|IND|NOM//conj//44 ,//MID//punct//53 Pajala//PM|NOM//amod//54 kommun//NN|UTR|SIN|IND|NOM//conj//44 ,//MID//punct//57 Rättviks//PM|GEN//nmod:poss//57 kommun//NN|UTR|SIN|IND|NOM//conj//44 ,//MID//punct//60 Bodens//PM|GEN//nmod:poss//60 kommun//NN|UTR|SIN|IND|NOM//conj//44 och//KN//cc//64 Norrbottens//PM|GEN//nmod:poss//63 läns//NN|NEU|SIN|IND|GEN//nmod:poss//64 landsting//NN|NEU|SIN|IND|NOM//conj//44 .//MAD//punct//33
3.4 Slutlig utbetalning 2002;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//5 som//HP|-|-|-//nsubj//2 ansökt//VB|SUP|AKT//acl:relcl//0 om//PP//case//4 utbetalning//NN|UTR|SIN|IND|NOM//obl//2 uppmanades//VB|PRT|SFO//ROOT//5 att//IE//mark//7 ange//VB|INF|AKT//xcomp//5 vilka//HD|UTR/NEU|PLU|IND//det//9 faktorer//NN|UTR|PLU|IND|NOM//nsubj//15 som//HP|-|-|-//obj//13 de//PN|UTR/NEU|PLU|DEF|SUB//det//12 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//fixed//10 ansåg//VB|PRT|AKT//acl:relcl//9 hade//VB|PRT|AKT//aux//15 lett//VB|SUP|AKT//ccomp//7 till//PP//case//17 framgång//NN|UTR|SIN|IND|NOM//obl//15 i//PP//case//19 arbetet//NN|NEU|SIN|DEF|NOM//obl//15 .//MAD//punct//5
3.4 Slutlig utbetalning 2002;Följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 faktorer//NN|UTR|PLU|IND|NOM//nsubj:pass//23 lyftes//VB|PRT|SFO//parataxis//5 fram//PL//advmod//23 i//PP//case//27 flertalet//NN|NEU|SIN|DEF|NOM//nmod//27 ansökningar//NN|UTR|PLU|IND|NOM//obl//23 ://MAD//punct//5
3.4 Slutlig utbetalning 2002;•//NN|UTR|SIN|IND|NOM//case//2 Politisk//JJ|POS|UTR|SIN|IND|NOM//amod//2 enighet//NN|UTR|SIN|IND|NOM//ROOT//2
3.4 Slutlig utbetalning 2002;•//NN|UTR|SIN|IND|NOM//case//2 Kontinuerlig//JJ|POS|UTR|SIN|IND|NOM//amod//2 uppföljning//NN|UTR|SIN|IND|NOM//ROOT//2 och//KN//cc//4 analys//NN|UTR|SIN|IND|NOM//conj//2 av//PP//case//6 ekonomi//NN|UTR|SIN|IND|NOM//nmod//4 och//KN//cc//8 åtgärder//NN|UTR|PLU|IND|NOM//conj//6 (//PAD//punct//2 månatligen//AB//appos//2 )//PAD//punct//2
3.4 Slutlig utbetalning 2002;•//PP//nmod//1 Information//NN|UTR|SIN|IND|NOM//ROOT//1
3.4 Slutlig utbetalning 2002;•//PM|NOM//nmod//1 Budgetdisciplin//PM|NOM//ROOT//1
3.4 Slutlig utbetalning 2002;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 förordade//VB|PRT|AKT//ROOT//1 utbetalning//NN|UTR|SIN|IND|NOM//obj//1 till//PP//case//6 de//DT|UTR/NEU|PLU|DEF//det//6 10//RG|NOM//nummod//6 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//2 .//MAD//punct//1
3.4 Slutlig utbetalning 2002;Den//DT|UTR|SIN|DEF//det//10 19//RG|NOM//nummod//10 juni//NN|UTR|SIN|IND|NOM//obl//12 2002//RG|NOM//nummod//10 beslutade//VB|PRT|AKT//parataxis//1 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//12 om//PP//case//15 utbetalning//NN|UTR|SIN|IND|NOM//obl//12 till//PP//case//18 dessa//DT|UTR/NEU|PLU|DEF//det//18 kommuner//NN|UTR|PLU|IND|NOM//nmod//15 .//MAD//punct//1


3.5.1 Enskilda träffar för samtliga;För//PP//mark//2 att//IE//mark//2 följa//VB|INF|AKT//advcl//12 genomförandet//NN|NEU|SIN|DEF|NOM//obj//2 av//PP//case//5 åtgärdsplanerna//NN|UTR|PLU|DEF|NOM//nmod//3 samt//KN//cc//7 utvecklingen//NN|UTR|SIN|DEF|NOM//conj//5 av//PP//case//11 den//DT|UTR|SIN|DEF//det//11 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 situationen//NN|UTR|SIN|DEF|NOM//nmod//7 inbjöds//VB|PRT|SFO//ROOT//12 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//14 kommuner//NN|UTR|PLU|IND|NOM//nsubj:pass//12 och//KN//cc//16 landsting//NN|NEU|SIN|IND|NOM//conj//14 i//PP//case//18 gruppen//NN|UTR|SIN|DEF|NOM//nmod//16 till//PP//case//21 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 träffar//NN|UTR|PLU|IND|NOM//obl//12 .//MAD//punct//12
3.5.1 Enskilda träffar för samtliga;Under//PP//case//24 oktober//NN|UTR|SIN|IND|NOM//obl//26 2002//RG|NOM//nummod//24 träffade//VB|PRT|AKT//conj//12 utredningen//NN|UTR|SIN|DEF|NOM//obj//26 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//29 kommuner//NN|UTR|PLU|IND|NOM//obj//26 och//KN//cc//31 landsting//NN|NEU|SIN|IND|NOM//conj//29 enskilt//AB|POS//advmod//26 med//PP//case//38 undantag//NN|NEU|SIN|IND|NOM//fixed//33 av//PP//fixed//33 Värmlands//PM|GEN//nmod:poss//38 läns//NN|NEU|SIN|IND|GEN//amod//38 landsting//NN|NEU|SIN|IND|NOM//obl//26 ,//MID//punct//38 som//HP|-|-|-//nsubj//41 hade//VB|PRT|AKT//acl:relcl//38 en//DT|UTR|SIN|IND//det//45 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//45 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//45 utredare//NN|UTR|SIN|IND|NOM//obj//41 .//MAD//punct//12
3.5.1 Enskilda träffar för samtliga;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//54 med//PP//case//49 mötena//NN|NEU|PLU|DEF|NOM//nmod//47 var//VB|PRT|AKT//cop//54 bland//PP//advmod//54 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//51 att//IE//mark//54 diskutera//VB|INF|AKT//parataxis//12 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 problem//NN|NEU|PLU|IND|NOM//obj//54 som//HP|-|-|-//nsubj//59 hade//VB|PRT|AKT//aux//59 uppstått//VB|SUP|AKT//acl:relcl//56 i//PP//case//61 arbetet//NN|NEU|SIN|DEF|NOM//obl//59 och//KN//cc//63 frågeställningar//NN|UTR|PLU|IND|NOM//conj//61 kring//PP//case//65 överenskommelsen//NN|UTR|SIN|DEF|NOM//nmod//63 .//MAD//punct//12
3.5.1 Enskilda träffar för samtliga;Inför//PP//case//1 mötena//NN|NEU|PLU|DEF|NOM//obl//2 hade//VB|PRT|AKT//aux//6 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//6 och//KN//cc//5 landstingen//NN|NEU|PLU|DEF|NOM//conj//3 förberett//VB|SUP|AKT//ROOT//6 en//DT|UTR|SIN|IND//det//8 genomgång//NN|UTR|SIN|IND|NOM//obj//6 av//PP//case//10 arbetsläget//NN|NEU|SIN|DEF|NOM//nmod//8 ,//MID//punct//13 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//13 delårsbokslut//NN|NEU|SIN|IND|NOM//conj//10 och//KN//cc//15 prognos//NN|UTR|SIN|IND|NOM//conj//10 ,//MID//punct//17 budget//NN|UTR|SIN|IND|NOM//conj//10 2003//RG|NOM//nummod//17 ,//MID//punct//20 framtidsbedömningar//NN|UTR|PLU|IND|NOM//conj//10 och//KN//cc//23 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 frågeställningar//NN|UTR|PLU|IND|NOM//conj//10 .//MAD//punct//6
3.5.1 Enskilda träffar för samtliga;Utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//13 bland//PP//case//4 de//DT|UTR/NEU|PLU|DEF//det//4 26//RG|NOM//nummod//4 kommuner//NN|UTR|PLU|IND|NOM//nmod//0 och//KN//cc//7 4//RG|NOM//nummod//7 landsting//NN|NEU|PLU|IND|NOM//conj//4 som//HP|-|-|-//nsubj//9 fanns//VB|PRT|SFO//acl:relcl//7 kvar//PL//advmod//9 i//PP//case//12 uppföljningen//NN|UTR|SIN|DEF|NOM//obl//9 såg//VB|PRT|AKT//ROOT//13 vid//PP//case//15 redovisningen//NN|UTR|SIN|DEF|NOM//obl//13 i//PP//case//17 oktober//NN|UTR|SIN|IND|NOM//nmod//15 2002//RG|NOM//nummod//17 mer//AB|KOM//advmod//20 positiv//JJ|POS|UTR|SIN|IND|NOM//xcomp//13 ut//AB//compound:prt//13 för//PP//case//23 flertalet//NN|NEU|SIN|DEF|NOM//obl//13 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//26 med//PP//case//26 läget//NN|NEU|SIN|DEF|NOM//nmod//23 i//PP//case//29 oktober//NN|UTR|SIN|IND|NOM//nmod//29 2001//RG|NOM//nmod//26 .//MAD//punct//13
3.5.1 Enskilda träffar för samtliga;Ett//DT|NEU|SIN|IND//det//33 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 förändringsarbete//NN|NEU|SIN|IND|NOM//nsubj//34 pågick//VB|PRT|AKT//conj//13 ute//AB//advmod//34 i//PP//case//37 kommuner//NN|UTR|PLU|IND|NOM//obl//34 och//KN//cc//39 landsting//NN|NEU|SIN|IND|NOM//conj//37 .//MAD//punct//13
3.5.1 Enskilda träffar för samtliga;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//45 som//HP|-|-|-//nsubj//43 lyckades//VB|PRT|SFO//acl:relcl//41 bäst//AB|SUV//advmod//43 satsade//VB|PRT|AKT//conj//13 på//PP//mark//48 att//IE//mark//48 genomföra//VB|INF|AKT//advcl//45 förändringen//NN|UTR|SIN|DEF|NOM//obj//48 snabbt//AB|POS//advmod//48 .//MID//punct//13
3.5.1 Enskilda träffar för samtliga;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//53 blev//VB|PRT|AKT//parataxis//13 därigenom//AB//advmod//53 också//AB//advmod//53 lättare//AB|KOM//xcomp//53 att//IE//mark//58 uppnå//VB|INF|AKT//acl//56 önskade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//60 effekter//NN|UTR|PLU|IND|NOM//obj//58 inom//PP//case//63 angiven//PC|PRF|UTR|SIN|IND|NOM//amod//63 tidsram//NN|UTR|SIN|IND|NOM//nmod//60 .//MAD//punct//13
3.5.1 Enskilda träffar för samtliga;Några//DT|UTR/NEU|PLU|IND//det//2 enstaka//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 kommuner//NN|UTR|PLU|IND|NOM//nsubj//5 och//KN//cc//4 landsting//NN|NEU|SIN|IND|NOM//conj//2 hade//VB|PRT|AKT//aux//11 av//PP//case//8 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 skäl//NN|NEU|PLU|IND|NOM//obl//5 ännu//AB//advmod//11 inte//AB//advmod//11 förmått//VB|SUP|AKT//ROOT//11 att//IE//mark//13 besluta//VB|INF|AKT//xcomp//11 om//PP//compound:prt//13 och//KN//cc//16 genomföra//VB|INF|AKT//conj//13 de//DT|UTR/NEU|PLU|DEF//det//19 strukturella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 förändringar//NN|UTR|PLU|IND|NOM//obj//16 som//HP|-|-|-//nsubj//22 var//VB|PRT|AKT//cop//22 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//19 för//PP//mark//26 att//IE//mark//26 långsiktigt//AB|POS//advmod//26 skapa//VB|INF|AKT//acl//22 förutsättningar//NN|UTR|PLU|IND|NOM//obj//26 för//PP//case//30 en//DT|UTR|SIN|IND//det//30 ekonomi//NN|UTR|SIN|IND|NOM//nmod//27 i//PP//case//32 balans//NN|UTR|SIN|IND|NOM//nmod//30 .//MID//punct//11
3.5.1 Enskilda träffar för samtliga;De//DT|UTR/NEU|PLU|DEF//det//36 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//36 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//39 och//KN//cc//38 landstingen//NN|NEU|PLU|DEF|NOM//conj//36 följde//VB|PRT|AKT//parataxis//11 den//DT|UTR|SIN|DEF//det//41 tidplan//NN|UTR|SIN|IND|NOM//obj//39 som//HP|-|-|-//obj//44 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//44 satt//VB|SUP|AKT//acl:relcl//41 upp//PL//compound:prt//44 för//PP//case//47 arbetet//NN|NEU|SIN|DEF|NOM//obl//44 med//PP//mark//50 att//IE//mark//50 genomföra//VB|INF|AKT//advcl//44 åtgärder//NN|UTR|PLU|IND|NOM//obj//50 inom//PP//case//55 ramen//NN|UTR|SIN|DEF|NOM//fixed//52 för//PP//fixed//52 åtgärdsplanen//NN|UTR|SIN|DEF|NOM//obl//50 .//MAD//punct//11
3.5.1 Enskilda träffar för samtliga;Landstingens//NN|NEU|PLU|DEF|GEN//nmod:poss//1 förändringsarbete//NN|NEU|SIN|IND|NOM//nsubj//2 verkade//VB|PRT|AKT//ROOT//2 fortfarande//AB//advmod//2 tyngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//2 att//IE//mark//6 genomföra//VB|INF|AKT//acl//4 vilket//HP|NEU|SIN|IND//nsubj//10 delvis//AB//advmod//10 kan//VB|PRS|AKT//aux//10 bero//VB|INF|AKT//advcl//2 på//PP//mark//16 att//SN//mark//16 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//16 är//VB|PRS|AKT//cop//16 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 organisationer//NN|UTR|PLU|IND|NOM//obl//2 att//IE//mark//18 förändra//VB|INF|AKT//acl//16 .//MAD//punct//2
3.5.1 Enskilda träffar för samtliga;De//DT|UTR/NEU|PLU|DEF//det//2 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//2 kommuner//NN|UTR|PLU|IND|NOM//nsubj//3 hade//VB|PRT|AKT//ROOT//3 fortsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//5 problem//NN|NEU|PLU|IND|NOM//obj//3 med//PP//case//7 underskott//NN|NEU|SIN|IND|NOM//obl//3 i//PP//case//12 förhållande//NN|NEU|SIN|IND|NOM//fixed//8 till//PP//fixed//8 lagd//PC|PRF|UTR|SIN|IND|NOM//amod//12 budget//NN|UTR|SIN|IND|NOM//nmod//7 inom//PP//case//16 den//DT|UTR|SIN|DEF//det//16 sociala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 sidan//NN|UTR|SIN|DEF|NOM//nmod//12 .//MAD//punct//3
3.5.1 Enskilda träffar för samtliga;Förklaringen//NN|UTR|SIN|DEF|NOM//nsubj//22 till//PP//case//20 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//18 var//VB|PRT|AKT//cop//22 framförallt//AB//parataxis//3 att//SN//mark//50 vårdtyngden//NN|UTR|SIN|DEF|NOM//nsubj//50 bland//PP//case//27 de//DT|UTR/NEU|PLU|DEF//det//27 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//24 och//KN//cc//38 att//SN//mark//38 antalet//NN|NEU|SIN|DEF|NOM//nsubj//32 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//32 fortsatte//VB|PRT|AKT//dep//38 att//IE//mark//34 öka//VB|INF|AKT//xcomp//32 .//MAD//punct//32
3.5.1 Enskilda träffar för samtliga;Många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 kommuner//NN|UTR|PLU|IND|NOM//nsubj//38 hade//VB|PRT|AKT//conj//24 också//AB//advmod//38 problem//NN|NEU|PLU|IND|NOM//obj//38 med//PP//case//43 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//43 kostnader//NN|UTR|PLU|IND|NOM//nmod//40 för//PP//case//45 LSS//PM|NOM//nmod//43 .//MAD//punct//24
3.5.1 Enskilda träffar för samtliga;En//DT|UTR|SIN|IND//det//49 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//49 andel//NN|UTR|SIN|IND|NOM//nsubj//50 sjukskrivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl//22 beskrevs//VB|PRT|SFO//xcomp//50 som//KN//case//55 ett//DT|NEU|SIN|IND//det//55 växande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//55 problem//NN|NEU|SIN|IND|NOM//obl//51 för//PP//case//58 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 kommuner//NN|UTR|PLU|IND|NOM//nmod//55 .//MAD//punct//3
3.5.1 Enskilda träffar för samtliga;En//DT|UTR|SIN|IND//det//2 minskande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 befolkning//NN|UTR|SIN|IND|NOM//nsubj//6 var//VB|PRT|AKT//cop//6 fortfarande//AB//advmod//6 ett//DT|NEU|SIN|IND//det//6 problem//NN|NEU|SIN|IND|NOM//ROOT//6 i//PP//case//9 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 kommuner//NN|UTR|PLU|IND|NOM//nmod//6 ,//MID//punct//14 även//AB//mark//14 om//SN//fixed//11 befolkningsminskningen//NN|UTR|SIN|DEF|NOM//nsubj//14 stannat//VB|SUP|AKT//conj//6 upp//PL//compound:prt//14 i//PP//case//17 några//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//14 av//PP//case//19 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//17 .//MAD//punct//6
3.5.1 Enskilda träffar för samtliga;Tio//RG|NOM//nummod//1 kommuner//NN|UTR|PLU|IND|NOM//nsubj//4 ///MID//cc//3 landsting//NN|NEU|SIN|IND|NOM//conj//1 bedömde//VB|PRT|AKT//ROOT//4 att//SN//mark//8 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//8 skulle//VB|PRT|AKT//aux//8 klara//VB|INF|AKT//ccomp//4 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 överenskommelsen//NN|UTR|SIN|DEF|NOM//obj//8 vid//PP//case//12 bokslutet//NN|NEU|SIN|DEF|NOM//obl//8 för//PP//case//14 2002//RG|NOM//nmod//12 .//MAD//punct//4
3.5.1 Enskilda träffar för samtliga;Ytterligare//AB|KOM//advmod//17 10//RG|NOM//nummod//18 aviserade//VB|PRT|AKT//parataxis//4 att//SN//mark//24 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//24 kommer//VB|PRS|AKT//aux//24 att//IE//mark//24 kunna//VB|INF|AKT//aux//24 nå//VB|INF|AKT//ccomp//18 balans//NN|UTR|SIN|IND|NOM//obj//24 ,//MID//punct//33 men//KN//cc//33 med//PP//case//31 en//DT|UTR|SIN|IND//det//31 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 bruttokostnadssänkning//NN|UTR|SIN|IND|NOM//obl//33 än//KN//mark//33 avtalat//PC|PRF|NEU|SIN|IND|NOM//conj//18 .//MID//punct//4
3.5.1 Enskilda träffar för samtliga;Fyra//RG|NOM//nummod//36 kommuner//NN|UTR|PLU|IND|NOM//nsubj//37 såg//VB|PRT|AKT//parataxis//4 inte//AB//advmod//37 ut//PL//compound:prt//37 att//IE//mark//41 uppnå//VB|INF|AKT//xcomp//37 ett//DT|NEU|SIN|IND//det//44 positivt//JJ|POS|NEU|SIN|IND|NOM//amod//44 resultat//NN|NEU|SIN|IND|NOM//obj//41 ,//MID//punct//48 men//KN//cc//48 skulle//VB|PRT|AKT//aux//48 hänvisa//VB|INF|AKT//conj//37 till//PP//case//51 synnerliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 skäl//NN|NEU|PLU|IND|NOM//obl//48 m//NN|AN//nummod//48 .//MAD//punct//37
3.5.1 Enskilda träffar för samtliga;m//PM|NOM//obl//37 .//MAD//punct//37
3.5.1 Enskilda träffar för samtliga;i//PP//case//57 bokslutet//NN|NEU|SIN|DEF|NOM//obl//37 .//MAD//punct//37
3.5.1 Enskilda träffar för samtliga;Fem//RG|NOM//nummod//1 kommuner//NN|UTR|PLU|IND|NOM//nsubj//4 ///MID//cc//3 landsting//NN|NEU|SIN|IND|NOM//conj//1 ansåg//VB|PRT|AKT//ROOT//4 att//SN//mark//10 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//10 inte//AB//advmod//10 skulle//VB|PRT|AKT//aux//10 kunna//VB|INF|AKT//aux//10 klara//VB|INF|AKT//ccomp//4 överenskommelsen//NN|UTR|SIN|DEF|NOM//obj//10 eller//KN//cc//16 i//PP//case//15 vart//DT|NEU|SIN|IND//det//15 fall//NN|NEU|SIN|IND|NOM//obl//16 få//VB|INF|AKT//conj//10 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 svårigheter//NN|UTR|PLU|IND|NOM//obj//16 att//IE//mark//20 göra//VB|INF|AKT//acl//18 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//20 .//MAD//punct//4
3.5.1 Enskilda träffar för samtliga;Orsakerna//NN|UTR|PLU|DEF|NOM//nsubj//24 varierade//VB|PRT|AKT//parataxis//4 ,//MID//punct//24 bland//PP//case//27 annat//PN|NEU|SIN|IND|SUB/OBJ//conj//24 hade//VB|PRT|AKT//conj//24 genomförandet//NN|NEU|SIN|DEF|NOM//obj//24 av//PP//case//31 åtgärder//NN|UTR|PLU|IND|NOM//nmod//29 för//PP//mark//34 att//IE//mark//34 minska//VB|INF|AKT//advcl//24 kostnader//NN|UTR|PLU|IND|NOM//nsubj:pass//38 inte//AB//advmod//38 kunnat//VB|SUP|AKT//aux//38 genomföras//VB|INF|SFO//advcl//24 enligt//PP//case//41 den//DT|UTR|SIN|DEF//det//41 tidplan//NN|UTR|SIN|IND|NOM//obl//38 som//HP|-|-|-//nsubj:pass//43 lagts//VB|SUP|SFO//acl:relcl//41 fast//PL//compound:prt//43 .//MAD//punct//24
3.5.1 Enskilda träffar för samtliga;Ibland//AB//advmod//50 hade//VB|PRT|AKT//aux//50 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//50 varit//VB|SUP|AKT//cop//50 svårt//JJ|POS|NEU|SIN|IND|NOM//conj//24 att//IE//mark//52 komma//VB|INF|AKT//acl//50 till//PP//case//54 beslut//NN|NEU|SIN|IND|NOM//obl//52 i//PP//case//56 tid//NN|UTR|SIN|IND|NOM//obl//52 och//KN//cc//61 ibland//AB//advmod//61 gav//VB|PRT|AKT//aux//61 inte//AB//advmod//61 vidtagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//24 åtgärder//NN|UTR|PLU|IND|NOM//nmod//63 effekt//NN|UTR|SIN|IND|NOM//obj//61 så//AB//advmod//65 snabbt//AB|POS//advmod//61 som//HA//nsubj:pass//67 beräknats//VB|SUP|SFO//advcl//61 .//MAD//punct//24
