Till statsrådet Lars-Erik Lövdén ;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 17//RG|NOM//nummod//4 september//NN|UTR|SIN|IND|NOM//obl//1 1998//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//12 uppgift//NN|UTR|SIN|IND|NOM//obl//7 att//IE//mark//14 utvärdera//VB|INF|AKT//acl//12 resegarantisystemet//NN|NEU|SIN|DEF|NOM//obj//14 och//KN//cc//17 analysera//VB|INF|AKT//conj//14 om//SN//mark//21 systemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//21 bör//VB|PRS|AKT//aux//21 ändras//VB|INF|SFO//ccomp//17 och//KN//cc//29 ,//MID//punct//29 om//SN//mark//27 så//AB//advmod//27 är//VB|PRS|AKT//cop//27 fallet//NN|NEU|SIN|DEF|NOM//advcl//29 ,//MID//punct//29 lämna//VB|INF|AKT//conj//21 förslag//NN|NEU|SIN|IND|NOM//obj//29 till//PP//case//33 ny//JJ|POS|UTR|SIN|IND|NOM//amod//33 lagstiftning//NN|UTR|SIN|IND|NOM//nmod//30 på//PP//case//35 området//NN|NEU|SIN|DEF|NOM//nmod//33 samt//KN//cc//39 slutligen//AB//mark//39 att//IE//mark//39 analysera//VB|INF|AKT//conj//21 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//42 frågor//NN|UTR|PLU|IND|NOM//obj//39 rörande//PP//case//44 tillämpningen//NN|UTR|SIN|DEF|NOM//obl//39 av//PP//case//46 resegarantilagen//NN|UTR|SIN|DEF|NOM//nmod//44 (//PAD//punct//48 1972:204//RG|NOM//appos//46 )//PAD//punct//48 .//MAD//punct//54
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//166 har//VB|PRS|AKT//aux//166 varit//VB|SUP|AKT//parataxis//139 att//IE//mark//168 undersöka//VB|INF|AKT//xcomp//166 om//SN//mark//171 arrangörerna//NN|UTR|PLU|DEF|NOM//nsubj//171 haft//VB|SUP|AKT//advcl//168 resegaranti//NN|UTR|SIN|IND|NOM//obj//171 .//MAD//punct//166
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;Dessa//DT|UTR/NEU|PLU|DEF//det//175 kontroller//NN|UTR|PLU|IND|NOM//nsubj//178 har//VB|PRS|AKT//aux//178 emellertid//AB//advmod//178 upphört//VB|SUP|AKT//parataxis//166 ,//MID//punct//178 eftersom//SN//mark//182 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//182 ansågs//VB|PRT|SFO//advcl//178 vara//VB|INF|AKT//cop//185 alltför//AB//advmod//185 resurskrävande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//182 i//PP//case//187 förhållande//NN|NEU|SIN|IND|NOM//nmod//185 till//PP//case//189 värdet//NN|NEU|SIN|DEF|NOM//nmod//187 av//PP//case//191 kontrollinsatsen//NN|UTR|SIN|DEF|NOM//nmod//189 .//MAD//punct//166
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;Enligt//PP//case//2 Kammarkollegiets//PM|GEN//nmod:poss//2 bedömning//NN|UTR|SIN|IND|NOM//obl//10 har//VB|PRS|AKT//aux//10 man//PN|UTR|SIN|IND|SUB//nsubj//10 inom//PP//case//6 myndigheten//NN|UTR|SIN|DEF|NOM//obl//10 så//AB//advmod//8 pass//NN|NEU|SIN|IND|NOM//advmod//9 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 kunskap//NN|UTR|SIN|IND|NOM//nsubj//98 om//PP//case//12 branschen//NN|UTR|SIN|DEF|NOM//nmod//10 att//SN//mark//17 man//PN|UTR|SIN|IND|SUB//nsubj//17 snabbt//AB|POS//advmod//17 kan//VB|PRS|AKT//aux//17 ingripa//VB|INF|AKT//csubj//10 om//SN//mark//20 någon//PN|UTR|SIN|IND|SUB/OBJ//nsubj//20 startar//VB|PRS|AKT//advcl//17 traditionell//JJ|POS|UTR|SIN|IND|NOM//amod//22 paketreseverksamhet//NN|UTR|SIN|IND|NOM//obj//20 av//PP//case//26 någon//DT|UTR|SIN|IND//det//26 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 omfattning//NN|UTR|SIN|IND|NOM//obl//20 utan//PP//mark//30 att//IE//mark//30 ha//VB|INF|AKT//aux//30 ställt//VB|SUP|AKT//advcl//20 säkerhet//NN|UTR|SIN|IND|NOM//obj//30 .//MAD//punct//10
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//35 är//VB|PRS|AKT//cop//35 svårare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//10 att//IE//mark//37 bedriva//VB|INF|AKT//csubj//35 egeninitierad//PC|PRF|UTR|SIN|IND|NOM//amod//39 tillsyn//NN|UTR|SIN|IND|NOM//obj//37 beträffande//PP//case//42 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 arrangörer//NN|UTR|PLU|IND|NOM//obl//37 med//PP//case//45 lokal//JJ|POS|UTR|SIN|IND|NOM//nmod:poss//45 marknad//NN|UTR|SIN|IND|NOM//nmod//42 .//MAD//punct//35
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;Från//PP//case//49 kollegiets//NN|NEU|SIN|DEF|GEN//nmod:poss//49 sida//NN|UTR|SIN|IND|NOM//obl//50 tror//VB|PRS|AKT//parataxis//35 man//PN|UTR|SIN|IND|SUB//nsubj//50 dock//AB//advmod//50 att//SN//mark//60 konkurrenter//NN|UTR|PLU|IND|NOM//nsubj//60 och//KN//cc//56 resenärer//NN|UTR|PLU|IND|NOM//conj//54 i//PP//case//59 dessa//DT|UTR/NEU|PLU|DEF//det//59 fall//NN|NEU|PLU|IND|NOM//obl//60 utövar//VB|PRS|AKT//ccomp//50 en//DT|UTR|SIN|IND//det//63 effektiv//JJ|POS|UTR|SIN|IND|NOM//amod//63 bevakning//NN|UTR|SIN|IND|NOM//obj//60 genom//PP//case//65 förfrågningar//NN|UTR|PLU|IND|NOM//obl//60 per//PP//case//67 telefon//NN|UTR|SIN|IND|NOM//nmod//65 hos//PP//case//69 kollegiet//NN|NEU|SIN|DEF|NOM//nmod//67 och//KN//cc//73 genom//PP//mark//73 att//IE//mark//73 tillsända//VB|INF|AKT//conj//60 myndigheten//NN|UTR|SIN|DEF|NOM//nmod//75 annonser//NN|UTR|PLU|IND|NOM//obj//73 .//MAD//punct//50
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;Mörkertalet//NN|NEU|SIN|DEF|NOM//parataxis//50 när//HA//case//81 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//78 gäller//VB|PRS|AKT//fixed//78 arrangörer//NN|UTR|PLU|IND|NOM//nmod//77 av//PP//case//83 paketresor//NN|UTR|PLU|IND|NOM//nmod//81 av//PP//case//88 det//DT|NEU|SIN|DEF//det//88 mera//AB|KOM//advmod//87 traditionella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//88 slaget//NN|NEU|SIN|DEF|NOM//nmod//83 (//PAD//punct//88 charter-//NN|UTR|-|-|SMS//appos//88 och//KN//cc//92 bussresor//NN|UTR|PLU|IND|NOM//conj//90 )//PAD//punct//35 torde//VB|PRT|AKT//aux//98 därför//AB//advmod//98 vara//VB|INF|AKT//cop//98 relativt//AB|POS//advmod//98 lågt//JJ|POS|NEU|SIN|IND|NOM//ROOT//98 .//MAD//punct//98
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;Däremot//AB//advmod//3 är//VB|PRS|AKT//cop//3 osäkerheten//NN|UTR|SIN|DEF|NOM//nsubj//3 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//3 vad//HP|NEU|SIN|IND//nsubj//5 gäller//VB|PRS|AKT//csubj//3 paketresor//NN|UTR|PLU|IND|NOM//obj//5 bestående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//6 av//PP//case//9 inkvartering//NN|UTR|SIN|IND|NOM//obl//7 och//KN//cc//11 turisttjänst//NN|UTR|SIN|IND|NOM//conj//9 .//MID//punct//3
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;Svårast//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//parataxis//3 är//VB|PRS|AKT//cop//13 att//IE//mark//19 bevaka//VB|INF|AKT//nsubj//19 är//VB|PRS|AKT//cop//19 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 företag//NN|NEU|PLU|IND|NOM//nsubj//13 med//PP//case//21 arrangemang//NN|NEU|PLU|IND|NOM//nmod//19 utan//PP//case//23 transport//NN|UTR|SIN|IND|NOM//nmod//21 ,//MID//punct//19 t.ex.//AB|AN//advmod//26 vildmarksturism//NN|UTR|SIN|IND|NOM//appos//19 med//PP//case//28 jakt-//NN|UTR|-|-|SMS//nmod//26 och//KN//cc//30 fisketurer//NN|UTR|PLU|IND|NOM//conj//28 .//MAD//punct//3
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;Tydliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 svårigheter//NN|UTR|PLU|IND|NOM//nsubj//2 föreligger//VB|PRS|AKT//ROOT//2 också//AB//advmod//2 i//PP//case//7 fråga//NN|UTR|SIN|IND|NOM//fixed//4 om//PP//case//7 bevakningen//NN|UTR|SIN|DEF|NOM//obl//2 av//PP//case//9 resebyråer//NN|UTR|PLU|IND|NOM//nmod//7 och//KN//cc//11 researrangörer//NN|UTR|PLU|IND|NOM//conj//9 som//HP|-|-|-//nsubj//13 säljer//VB|PRS|AKT//acl:relcl//11 hotell//NN|NEU|PLU|IND|NOM//obj//13 och//KN//cc//16 flygbiljett//NN|UTR|SIN|IND|NOM//conj//14 .//MAD//punct//2
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 är//VB|PRS|AKT//cop//20 svårt//JJ|POS|NEU|SIN|IND|NOM//parataxis//2 för//PP//case//24 alla//DT|UTR/NEU|PLU|IND/DEF//det//24 inblandade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//24 parter//NN|UTR|PLU|IND|NOM//obl//20 –//RG|NOM//punct//24 arrangörer//NN|UTR|PLU|IND|NOM//conj//24 ,//MID//punct//28 resenärer//NN|UTR|PLU|IND|NOM//conj//26 och//KN//cc//30 myndigheter//NN|UTR|PLU|IND|NOM//conj//26 –//RG|NOM//punct//24 att//IE//mark//33 tolka//VB|INF|AKT//csubj//20 paketresebegreppet//NN|NEU|SIN|DEF|NOM//obj//33 vid//PP//case//37 denna//DT|UTR|SIN|DEF//det//37 typ//NN|UTR|SIN|IND|NOM//obl//33 av//PP//case//39 försäljning//NN|UTR|SIN|IND|NOM//nmod//37 .//MAD//punct//20
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;Ett//DT|NEU|SIN|IND//det//42 hotell//NN|NEU|SIN|IND|NOM//nsubj//46 och//KN//cc//45 en//DT|UTR|SIN|IND//det//45 flygbiljett//NN|UTR|SIN|IND|NOM//conj//42 utgör//VB|PRS|AKT//conj//20 en//DT|UTR|SIN|IND//det//48 paketresa//NN|UTR|SIN|IND|NOM//obj//46 ,//MID//punct//46 t.ex.//AB|AN//advmod//52 om//SN//case//52 försäljning//NN|UTR|SIN|IND|NOM//nsubj//53 sker//VB|PRS|AKT//conj//46 till//PP//case//57 ett//DT|NEU|SIN|IND//det//57 gemensamt//JJ|POS|NEU|SIN|IND|NOM//amod//57 pris//NN|NEU|SIN|IND|NOM//obl//53 eller//KN//cc//61 till//PP//case//61 skilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//61 priser//NN|NEU|PLU|IND|NOM//conj//57 som//HP|-|-|-//nsubj//64 är//VB|PRS|AKT//cop//64 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//61 av//PP//case//66 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//64 .//MAD//punct//68
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;Hotellvistelse//NN|UTR|SIN|IND|NOM//nsubj//77 och//KN//cc//70 flygresa//NN|UTR|SIN|IND|NOM//conj//68 kan//VB|PRS|AKT//aux//77 emellertid//AB//advmod//77 också//AB//advmod//77 vara//VB|INF|AKT//cop//77 helt//AB|POS//advmod//76 separata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 tjänster//NN|UTR|PLU|IND|NOM//conj//46 ,//MID//punct//77 även//AB//mark//82 om//SN//fixed//79 tjänsterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//82 säljs//VB|PRS|SFO//advcl//77 vid//PP//case//85 samma//DT|UTR/NEU|SIN/PLU|IND//det//85 tillfälle//NN|NEU|SIN|IND|NOM//obl//82 .//MAD//punct//20
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//91 är//VB|PRS|AKT//cop//91 kanske//AB//advmod//91 först//AB//advmod//91 Resegarantinämnden//NN|UTR|SIN|DEF|NOM//parataxis//20 som//HP|-|-|-//nsubj//100 i//PP//fixed//92 efterhand//AB//fixed//93 –//RG|NOM//punct//100 när//HA//mark//100 den//DT|UTR|SIN|DEF//det//99 enskilde//JJ|POS|MAS|SIN|DEF|NOM//amod//99 resenären//NN|UTR|SIN|DEF|NOM//nsubj//100 inkommer//VB|PRS|AKT//acl:relcl//91 med//PP//case//104 sitt//PS|NEU|SIN|DEF//nmod:poss//104 individuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//104 resebevis//NN|NEU|SIN|IND|NOM//obl//100 och//KN//cc//106 kvitto//NN|NEU|SIN|IND|NOM//conj//104 –//RG|NOM//punct//109 kan//VB|PRS|AKT//aux//109 bedöma//VB|INF|AKT//parataxis//2 om//SN//mark//112 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//112 föreligger//VB|PRS|AKT//advcl//109 en//DT|UTR|SIN|IND//det//114 paketresa//NN|UTR|SIN|IND|NOM//nsubj//112 eller//KN//cc//116 inte//AB//conj//114 .//MAD//punct//2
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;Detsamma//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//119 gäller//VB|PRS|AKT//parataxis//2 för//PP//case//122 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//122 konferens-//NN|UTR|-|-|SMS//obl//119 och//KN//cc//124 företagsresor//NN|UTR|PLU|IND|NOM//conj//122 som//HP|-|-|-//nsubj//128 kan//VB|PRS|AKT//aux//128 vara//VB|INF|AKT//cop//128 paketresor//NN|UTR|PLU|IND|NOM//acl:relcl//124 men//KN//cc//132 också//AB//advmod//131 separata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//132 tjänster//NN|UTR|PLU|IND|NOM//conj//128 .//MAD//punct//2
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;Enligt//PP//case//2 12//RG|NOM//nummod//2 §//NN|AN//obl//3 verkställer//VB|PRS|AKT//ROOT//3 Kammarkollegiet//NN|NEU|SIN|DEF|NOM//nsubj//3 de//DT|UTR/NEU|PLU|DEF//det//6 utbetalningar//NN|UTR|PLU|IND|NOM//obj//3 ,//MID//punct//10 som//HP|-|-|-//obj//10 Resegarantinämnden//NN|UTR|SIN|DEF|NOM//nsubj//10 beslutat//VB|SUP|AKT//acl:relcl//6 .//MAD//punct//3
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;Kammarkollegiet//NN|NEU|SIN|DEF|NOM//nsubj//5 skall//VB|PRS|AKT//aux//5 enligt//PP//case//4 13//RG|NOM//nummod//4 §//NN|AN//obl//5 återlämna//VB|INF|AKT//ROOT//5 säkerhet//NN|UTR|SIN|IND|NOM//obj//5 som//HP|-|-|-//nsubj//10 inte//AB//advmod//10 längre//AB|KOM//advmod//10 fyller//VB|PRS|AKT//acl:relcl//6 något//DT|NEU|SIN|IND//det//12 ändamål//NN|NEU|SIN|IND|NOM//obj//10 .//MAD//punct//5
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;I//PP//advmod//5 regel//NN|UTR|SIN|IND|NOM//fixed//14 torde//VB|PRT|AKT//aux//18 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//18 ske//VB|INF|AKT//conj//5 efter//PP//case//20 ansökan//NN|UTR|SIN|IND|NOM//obl//18 av//PP//case//22 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//20 som//HP|-|-|-//nsubj//24 ställt//VB|SUP|AKT//acl:relcl//22 säkerheten//NN|UTR|SIN|DEF|NOM//obj//24 .//MAD//punct//5
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;Innan//SN//mark//29 säkerheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//29 lämnas//VB|PRS|SFO//advcl//33 ut//PL//compound:prt//29 bör//VB|PRS|AKT//aux//33 kollegiet//NN|NEU|SIN|DEF|NOM//nsubj//33 kontrollera//VB|INF|AKT//parataxis//5 att//SN//mark//38 reseföretaget//NN|NEU|SIN|DEF|NOM//nsubj//38 inte//AB//advmod//37 längre//AB|KOM//advmod//38 bedriver//VB|PRS|AKT//ccomp//33 någon//DT|UTR|SIN|IND//det//40 reseverksamhet//NN|UTR|SIN|IND|NOM//obj//38 som//HP|-|-|-//nsubj:pass//42 omfattas//VB|PRS|SFO//acl:relcl//40 av//PP//case//46 den//DT|UTR|SIN|DEF//det//46 ifrågavarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 säkerheten//NN|UTR|SIN|DEF|NOM//obl:agent//42 .//MAD//punct//5
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;Vidare//AB|KOM//advmod//5 bör//VB|PRS|AKT//aux//51 kollegiet//NN|NEU|SIN|DEF|NOM//nsubj//51 kontrollera//VB|INF|AKT//conj//5 att//SN//mark//57 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//54 förhållanden//NN|NEU|PLU|IND|NOM//dislocated//57 som//HP|-|-|-//nsubj//57 kan//VB|PRS|AKT//aux//57 föranleda//VB|INF|AKT//ccomp//51 att//SN//mark//60 säkerheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//60 tas//VB|PRS|SFO//ccomp//57 i//PP//case//62 anspråk//NN|NEU|SIN|IND|NOM//obl//60 inte//AB//advmod//65 har//VB|PRS|AKT//aux//65 förekommit//VB|SUP|AKT//conj//60 eller//KN//cc//68 kan//VB|PRS|AKT//aux//68 inträffa//VB|INF|AKT//conj//60 (//PAD//punct//5 jfr//VB|AN//parataxis//5 .//MAD//punct//5
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;prop//NN|UTR|SIN|IND|NOM//obj//5 .//MAD//punct//5
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;1967:106//RG|NOM//nummod//75 s.//NN|AN//nmod//76 39//RG|NOM//nummod//77 f.//NN|AN//obj//5 )//PAD//punct//5 .//MAD//punct//5
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;Därmed//AB//advmod//86 torde//VB|PRT|AKT//aux//86 säkerheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//86 normalt//AB|POS//advmod//86 sett//VB|SUP|AKT//aux//86 kunna//VB|INF|AKT//aux//86 återlämnas//VB|INF|SFO//conj//5 först//AB//advmod//89 efter//PP//case//89 utgången//NN|UTR|SIN|DEF|NOM//obl//86 av//PP//case//92 den//DT|UTR|SIN|DEF//det//92 ansökningsfrist//NN|UTR|SIN|IND|NOM//nmod//89 som//HP|-|-|-//nsubj:pass//94 föreskrivs//VB|PRS|SFO//acl:relcl//92 i//PP//case//97 8//RG|NOM//nummod//97 §//NN|AN//obl//94 .//MAD//punct//5
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;I//PP//case//1 resegarantilagen//NN|UTR|SIN|DEF|NOM//obl//2 saknas//VB|PRS|SFO//ROOT//2 uttryckliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 regler//NN|UTR|PLU|IND|NOM//nsubj:pass//2 om//PP//mark//7 vilken//HD|UTR|SIN|IND//det//7 myndighet//NN|UTR|SIN|IND|NOM//obl//2 –//RG|NOM//punct//9 Kammarkollegiet//NN|NEU|SIN|DEF|NOM//conj//7 eller//KN//cc//11 Resegarantinämnden//NN|UTR|SIN|DEF|NOM//conj//9 –//RG|NOM//punct//9 som//HP|-|-|-//nsubj//15 skall//VB|PRS|AKT//aux//15 pröva//VB|INF|AKT//acl:relcl//7 frågor//NN|UTR|PLU|IND|NOM//obj//15 om//PP//case//18 återkrav//NN|NEU|PLU|IND|NOM//nmod//16 av//PP//case//21 utbetalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//21 garantimedel//NN|NEU|PLU|IND|NOM//nmod//18 enligt//PP//case//24 6//RG|NOM//nummod//24 §//NN|AN//nmod//26 fjärde//RO|NOM//amod//26 stycket//NN|NEU|SIN|DEF|NOM//nmod//18 .//MAD//punct//2
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;Återkravsbestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//31 har//VB|PRS|AKT//aux//31 emellertid//AB//advmod//31 överförts//VB|SUP|SFO//parataxis//2 oförändrad//PC|PRF|UTR|SIN|IND|NOM//xcomp//31 från//PP//case//36 1967//RG|NOM//nummod//35 års//NN|NEU|SIN|IND|GEN//nmod:poss//36 lag//NN|UTR|SIN|IND|NOM//obl//31 .//MAD//punct//31
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;I//PP//case//39 förarbetena//NN|NEU|PLU|DEF|NOM//obl//43 till//PP//case//42 denna//DT|UTR|SIN|DEF//det//42 lag//NN|UTR|SIN|IND|NOM//nmod//39 anförs//VB|PRS|SFO//advcl//31 i//PP//case//45 anslutning//NN|UTR|SIN|IND|NOM//obl//43 till//PP//case//47 bestämmelsen//NN|UTR|SIN|DEF|NOM//obl//43 som//HP|-|-|-//nsubj//49 motsvarar//VB|PRS|AKT//acl:relcl//47 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//52 12//RG|NOM//nummod//52 §//NN|AN//obj//49 att//SN//mark//57 Resegarantinämnden//NN|UTR|SIN|DEF|NOM//nsubj:pass//57 inte//AB//advmod//57 bör//VB|PRS|AKT//aux//57 belastas//VB|INF|SFO//acl:relcl//52 med//PP//case//61 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//61 administrativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//61 uppgifter//NN|UTR|PLU|IND|NOM//obl//57 än//KN//mark//63 sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//acl//61 som//HP|-|-|-//case//66 direkt//AB|POS//advmod//66 sammanhänger//VB|PRS|AKT//nmod//63 med//PP//case//68 prövning//NN|UTR|SIN|IND|NOM//nmod//66 av//PP//case//68 om//SN//case//72 ställd//PC|PRF|UTR|SIN|IND|NOM//amod//72 säkerhet//NN|UTR|SIN|IND|NOM//nsubj:pass//74 får//VB|PRS|AKT//aux//74 tas//VB|INF|SFO//conj//31 i//PP//case//76 anspråk//NN|NEU|SIN|IND|NOM//obl//74 .//MAD//punct//31
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;I//PP//advmod//31 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//78 bör//VB|PRS|AKT//fixed//78 av//PP//case//83 praktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 skäl//NN|NEU|PLU|IND|NOM//obl//78 administrationen//NN|UTR|SIN|DEF|NOM//obj//31 av//PP//case//88 systemet//NN|NEU|SIN|DEF|NOM//nmod//88 åvila//VB|INF|AKT//amod//88 kollegiet//NN|NEU|SIN|DEF|NOM//nmod//84 (//PAD//punct//84 prop//NN|UTR|SIN|IND|NOM//appos//84 .//MAD//punct//31
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;1967:106//RG|NOM//nummod//93 s.//NN|AN//nmod//94 39//RG|NOM//obl//31 )//PAD//punct//31 .//MAD//punct//2
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;Mot//PP//case//99 denna//DT|UTR|SIN|DEF//det//99 bakgrund//NN|UTR|SIN|IND|NOM//obl//102 får//VB|PRS|AKT//aux//102 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//102 anses//VB|INF|SFO//conj//2 ankomma//VB|INF|AKT//xcomp//102 på//PP//case//105 Kammarkollegiet//NN|NEU|SIN|DEF|NOM//obl//103 att//IE//mark//107 hantera//VB|INF|AKT//xcomp//102 frågor//NN|UTR|PLU|IND|NOM//obj//107 om//PP//case//110 återkrav//NN|NEU|PLU|IND|NOM//obl//107 av//PP//case//113 utbetalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//113 garantimedel//NN|NEU|PLU|IND|NOM//nmod//110 enligt//PP//case//116 6//RG|NOM//nummod//116 §//NN|AN//nmod//118 fjärde//RO|NOM//amod//118 stycket//NN|NEU|SIN|DEF|NOM//nmod//110 .//MAD//punct//2
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;3.4.4//RG|NOM//case//121 Resegarantinämnden//NN|UTR|SIN|DEF|NOM//parataxis//2
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;Ärende//NN|NEU|SIN|IND|NOM//nsubj:pass//5 om//PP//mark//2 ianspråktagande//NN|NEU|SIN|IND|NOM//nmod//0 av//PP//case//4 säkerhet//NN|UTR|SIN|IND|NOM//nmod//2 prövas//VB|PRS|SFO//ROOT//5 enligt//PP//case//8 9//RG|NOM//nummod//8 §//NN|AN//obl//5 av//PP//case//10 Resegarantinämnden//PM|NOM//nmod//8 .//MAD//punct//5
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;I//PP//case//14 organisatoriskt//JJ|POS|NEU|SIN|IND|NOM//amod//14 hänseende//NN|NEU|SIN|IND|NOM//obl//15 tillhör//VB|PRS|AKT//parataxis//5 nämnden//NN|UTR|SIN|DEF|NOM//nmod//17 Kammarkollegiet//NN|NEU|SIN|DEF|NOM//obj//15 (//PAD//punct//19 se//VB|IMP|AKT//parataxis//15 t.ex.//AB|AN//advmod//19 prop//NN|UTR|SIN|IND|NOM//obj//19 .//MAD//punct//15
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;1993/94:138//RG|NOM//nummod//24 s.//NN|AN//nmod//26 9//RG|NOM//nummod//26 f.//NN|AN//obl//15 )//PAD//punct//15 .//MAD//punct//5
3.4 Resegarantilagen / Undantag från minimikraven i resegarantilagen;Nämnden//NN|UTR|SIN|DEF|NOM//nsubj//1 består//VB|PRS|AKT//ROOT//1 av//PP//case//4 en//DT|UTR|SIN|IND//det//4 ordförande//NN|UTR|SIN|IND|NOM//obl//1 och//KN//cc//8 fyra//RG|NOM//nummod//8 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 ledamöter//NN|UTR|PLU|IND|NOM//conj//4 .//MAD//punct//14
