3 Ekonomiska och materiella resurser ;Jan//PM|NOM//ROOT//0 O.//PM|NOM//flat:name//0 Jonsson//PM|NOM//flat:name//1
3.8 Sammanfattande diskussion;Nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//101 hälften//NN|UTR|SIN|DEF|NOM//obl//48 av//PP//case//103 barnen//NN|NEU|PLU|DEF|NOM//nmod//101 till//PP//case//106 ensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//106 mammor//NN|UTR|PLU|IND|NOM//nmod//101 eller//KN//cc//108 pappor//NN|UTR|PLU|IND|NOM//conj//106 bor//VB|PRS|AKT//conj//48 i//PP//case//111 hushåll//NN|NEU|PLU|IND|NOM//obl//109 där//HA//advmod//114 man//PN|UTR|SIN|IND|SUB//nsubj//114 haft//VB|SUP|AKT//acl:relcl//111 problem//NN|NEU|PLU|IND|NOM//obj//114 med//PP//case//118 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//118 utgifter//NN|UTR|PLU|IND|NOM//obl//114 (//PAD//punct//118 som//KN//mark//121 mat//NN|UTR|SIN|IND|NOM//appos//118 och//KN//cc//123 hyra//NN|UTR|SIN|IND|NOM//conj//121 )//PAD//punct//118 under//PP//case//128 det//DT|NEU|SIN|DEF//det//128 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//128 året//NN|NEU|SIN|DEF|NOM//obl//114 .//MAD//punct//48
3.8 Sammanfattande diskussion;Ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//131 tillgångar//NN|UTR|PLU|IND|NOM//nsubj//143 i//PP//case//135 form//NN|UTR|SIN|IND|NOM//fixed//132 av//PP//fixed//132 hus//NN|NEU|SIN|IND|NOM//nmod//131 ,//MID//punct//137 sommarstuga//NN|UTR|SIN|IND|NOM//conj//135 och//KN//cc//139 bil//NN|UTR|SIN|IND|NOM//conj//135 är//VB|PRS|AKT//cop//143 också//AB//advmod//143 snett//AB|POS//advmod//143 fördelade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//48 på//PP//case//146 samma//DT|UTR/NEU|SIN/PLU|IND//det//146 sätt//NN|NEU|SIN|IND|NOM//obl//143 –//RG|NOM//punct//143 bara//AB//advmod//149 17//RG|NOM//nummod//150 procent//NN|UTR|PLU|IND|NOM//appos//143 av//PP//case//152 barn//NN|NEU|PLU|IND|NOM//nmod//150 som//HP|-|-|-//nsubj//154 har//VB|PRS|AKT//acl:relcl//152 invandrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//156 föräldrar//NN|UTR|PLU|IND|NOM//obj//154 bor//VB|PRS|AKT//conj//143 t.ex.//AB|AN//advmod//157 i//PP//case//161 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//161 villa//NN|UTR|SIN|IND|NOM//obl//157 ///MID//cc//163 radhus//NN|NEU|SIN|IND|NOM//conj//161 medan//SN//mark//170 74//RG|NOM//nummod//166 procent//NN|UTR|PLU|IND|NOM//nsubj//170 av//PP//case//169 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//169 barn//NN|NEU|PLU|IND|NOM//nmod//166 gör//VB|PRS|AKT//advcl//157 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//170 .//MAD//punct//48
3.8 Sammanfattande diskussion;Eftersom//SN//mark//5 barnens//NN|NEU|PLU|DEF|GEN//nmod:poss//2 ekonomi//NN|UTR|SIN|IND|NOM//nsubj//5 inte//AB//advmod//5 är//VB|PRS|AKT//cop//5 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//9 av//PP//case//7 föräldrarnas//NN|UTR|PLU|DEF|GEN//obl//5 ,//MID//punct//9 slår//VB|PRS|AKT//advcl//63 dessa//DT|UTR/NEU|PLU|DEF//nsubj//9 gruppskillnader//NN|UTR|PLU|IND|NOM//obj//9 igenom//PL//compound:prt//9 även//AB//advmod//9 i//PP//case//15 måtten//NN|NEU|PLU|DEF|NOM//obl//9 på//PP//case//22 barns//NN|NEU|PLU|IND|GEN//nmod:poss//22 och//KN//cc//19 ungdomars//NN|UTR|PLU|IND|GEN//conj//17 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 resurser//NN|UTR|PLU|IND|NOM//nmod//15 .//MAD//punct//9
3.8 Sammanfattande diskussion;Emellertid//AB//advmod//28 är//VB|PRS|AKT//cop//28 detta//DT|NEU|SIN|DEF//det//27 genomslag//NN|NEU|SIN|IND|NOM//nsubj//28 mindre//AB|KOM//parataxis//9 än//KN//mark//32 vad//HP|NEU|SIN|IND//obj//32 man//PN|UTR|SIN|IND|SUB//nsubj//32 har//VB|PRS|AKT//acl//28 anledning//NN|UTR|SIN|IND|NOM//obj//32 att//IE//mark//35 befara//VB|INF|AKT//xcomp//32 ,//MID//punct//37 givet//PC|PRF|NEU|SIN|IND|NOM//conj//28 de//DT|UTR/NEU|PLU|DEF//det//40 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 skillnader//NN|UTR|PLU|IND|NOM//obj//37 som//HP|-|-|-//nsubj//42 finns//VB|PRS|SFO//acl:relcl//40 på//PP//case//44 hushållsnivå//NN|UTR|SIN|IND|NOM//obl//42 .//MAD//punct//28
3.8 Sammanfattande diskussion;I//PP//case//48 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//48 dimensioner//NN|UTR|PLU|IND|NOM//obl//9 –//RG|NOM//punct//52 när//HA//mark//52 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//52 gäller//VB|PRS|AKT//acl:relcl//48 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//54 buffert//NN|UTR|SIN|IND|NOM//obj//52 ,//MID//punct//56 fickpengar//NN|UTR|PLU|IND|NOM//conj//54 eller//KN//cc//61 de//DT|UTR/NEU|PLU|DEF//det//61 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//61 materiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//61 tillgångar//NN|UTR|PLU|IND|NOM//conj//54 –//RG|NOM//punct//63 skiljer//VB|PRS|AKT//advcl//134 varken//KN//cc//65 barn//NN|NEU|PLU|IND|NOM//obj//63 till//PP//case//67 ensamföräldrar//NN|UTR|PLU|IND|NOM//obl//63 eller//KN//cc//71 till//PP//case//71 utrikesfödda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//71 föräldrar//NN|UTR|PLU|IND|NOM//conj//67 ut//PL//compound:prt//63 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//63 från//PP//case//76 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 barn//NN|NEU|PLU|IND|NOM//obl//63 .//MAD//punct//63
3.8 Sammanfattande diskussion;De//DT|UTR/NEU|PLU|DEF//det//79 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//63 har//VB|PRS|AKT//advcl//63 dock//AB//advmod//80 mindre//AB|KOM//advmod//83 ofta//AB|POS//advmod//80 regelbundet//PC|PRF|NEU|SIN|IND|NOM//amod//85 lönearbete//NN|NEU|SIN|IND|NOM//obj//80 och//KN//cc//90 därför//AB//advmod//90 mindre//AB|KOM//advmod//89 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//90 utrymme//NN|NEU|SIN|IND|NOM//conj//85 .//MAD//punct//63
3.8 Sammanfattande diskussion;Arbetarbarn//NN|UTR|SIN|DEF|NOM//conj//63 saknar//VB|PRS|AKT//conj//63 oftare//AB|KOM//advmod//93 än//KN//case//96 barn//NN|NEU|PLU|IND|NOM//obl//93 från//PP//case//99 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//99 samhällsklasser//NN|UTR|PLU|IND|NOM//nmod//96 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//101 buffert//NN|UTR|SIN|IND|NOM//obj//63 och//KN//cc//103 har//VB|PRS|AKT//conj//63 något//DT|NEU|SIN|IND//det//108 mer//AB|KOM//advmod//106 sällan//AB//advmod//107 regelbunden//PC|PRF|UTR|SIN|IND|NOM//amod//108 inkomst//NN|UTR|SIN|IND|NOM//obj//103 ,//MID//punct//63 men//KN//cc//111 har//VB|PRS|AKT//conj//63 å//PP//advmod//111 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//fixed//112 sidan//NN|UTR|SIN|DEF|NOM//fixed//112 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//117 materiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//117 tillgångar//NN|UTR|PLU|IND|NOM//obj//111 (//PAD//punct//121 åtminstone//AB//advmod//121 av//PP//case//121 dem//PN|UTR/NEU|PLU|DEF|OBJ//appos//117 vi//PN|UTR|PLU|DEF|SUB//nsubj//123 mäter//VB|PRS|AKT//acl:relcl//121 )//PAD//punct//117 .//MID//punct//63
3.8 Sammanfattande diskussion;Någon//DT|UTR|SIN|IND//det//129 generell//JJ|POS|UTR|SIN|IND|NOM//amod//129 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//129 resursbrist//NN|UTR|SIN|IND|NOM//appos//63 i//PP//case//133 traditionellt//AB|POS//advmod//132 utsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//133 grupper//NN|UTR|PLU|IND|NOM//nmod//129 finner//VB|PRS|AKT//advcl//200 vi//PN|UTR|PLU|DEF|SUB//nsubj//134 alltså//AB//advmod//134 inte//AB//advmod//134 när//HA//mark//140 vi//PN|UTR|PLU|DEF|SUB//nsubj//140 studerar//VB|PRS|AKT//advcl//134 barnens//NN|NEU|PLU|DEF|GEN//nmod:poss//144 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//144 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//144 situation//NN|UTR|SIN|IND|NOM//obj//140 .//MAD//punct//134
3.8 Sammanfattande diskussion;Det//DT|NEU|SIN|DEF//det//148 direkta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//148 sambandet//NN|NEU|SIN|DEF|NOM//appos//134 mellan//PP//case//151 föräldrarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//151 ekonomi//NN|UTR|SIN|IND|NOM//nmod//148 och//KN//cc//157 barnens//NN|NEU|PLU|DEF|GEN//nsubj//157 är//VB|PRS|AKT//cop//157 i//PP//case//157 förväntad//PC|PRF|UTR|SIN|IND|NOM//amod//157 riktning//NN|UTR|SIN|IND|NOM//conj//151 ,//MID//punct//162 men//KN//cc//162 inte//AB//advmod//162 särskilt//AB//advmod//162 starkt//AB|POS//conj//134 (//PAD//punct//162 även//AB//mark//170 om//SN//fixed//164 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//170 troligen//AB//advmod//170 skulle//VB|PRT|AKT//aux//170 vara//VB|INF|AKT//cop//170 starkare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//162 om//SN//mark//173 vi//PN|UTR|PLU|DEF|SUB//nsubj//173 hade//VB|PRT|AKT//advcl//170 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//175 mått//NN|NEU|PLU|IND|NOM//obj//173 )//PAD//punct//162 .//MAD//punct//134
3.8 Sammanfattande diskussion;Däremot//AB//advmod//134 har//VB|PRS|AKT//xcomp//134 barn//NN|NEU|PLU|IND|NOM//nsubj//179 i//PP//case//182 hushåll//NN|NEU|SIN|IND|NOM//obl//179 med//PP//case//186 extrem//JJ|POS|UTR|SIN|IND|NOM//amod//186 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//186 utsatthet//NN|UTR|SIN|IND|NOM//nmod//182 påtagligt//AB|POS//advmod//188 mycket//AB|POS//advmod//189 sämre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//190 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//191 ekonomi//NN|UTR|SIN|IND|NOM//obj//179 än//KN//mark//194 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//194 barn//NN|NEU|PLU|IND|NOM//obl//179 .//MAD//punct//134
3.8 Sammanfattande diskussion;I//PP//case//199 något//AB//det//199 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//199 grad//NN|UTR|SIN|IND|NOM//obl//200 gäller//VB|PRS|AKT//ROOT//200 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//200 även//AB//advmod//200 barn//NN|NEU|PLU|IND|NOM//obj//200 med//PP//case//206 arbetslösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//206 föräldrar//NN|UTR|PLU|IND|NOM//nmod//203 ,//MID//punct//208 något//PN|NEU|SIN|IND|SUB/OBJ//conj//200 som//HP|-|-|-//nsubj//212 kan//VB|PRS|AKT//aux//212 vara//VB|INF|AKT//cop//212 oroande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//208 om//SN//mark//216 konjunkturen//NN|UTR|SIN|DEF|NOM//nsubj//216 skulle//VB|PRT|AKT//aux//216 vända//VB|INF|AKT//advcl//212 nedåt//AB//advmod//216 .//MAD//punct//200

4 Föräldrars tid och arbete;Viveca//PM|NOM//nmod//1 Östberg//PM|NOM//ROOT//1

4.1 Inledning;En//DT|UTR|SIN|IND//det//2 genomgripande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 förändring//NN|UTR|SIN|IND|NOM//nsubj//15 i//PP//case//5 barns//NN|NEU|PLU|IND|GEN//nmod:poss//5 liv//NN|NEU|SIN|IND|NOM//nmod//2 under//PP//case//10 de//DT|UTR/NEU|PLU|DEF//det//10 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//10 trettio//RG|NOM//nummod//10 åren//NN|NEU|PLU|DEF|NOM//nmod//2 har//VB|PRS|AKT//aux//15 varit//VB|SUP|AKT//cop//15 kvinnors//NN|UTR|PLU|IND|GEN//nmod:poss//15 ökade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//15 förvärvsarbete//NN|NEU|SIN|IND|NOM//nsubj:pass//64 och//KN//cc//19 den//DT|UTR|SIN|DEF//nsubj//19 därtill//AB//advmod//19 kopplade//PC|PRF|UTR/NEU|SIN|DEF|NOM//conj//15 utbyggnaden//NN|UTR|SIN|DEF|NOM//obj//19 av//PP//case//22 barnomsorgen//NN|UTR|SIN|DEF|NOM//nmod//20 .//MAD//punct//15
4.1 Inledning;Det//DT|NEU|SIN|DEF//det//26 ökade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//26 förvärvsarbetet//NN|NEU|SIN|DEF|NOM//nsubj//32 bland//PP//case//28 kvinnor//NN|UTR|PLU|IND|NOM//nmod//26 har//VB|PRS|AKT//aux//32 inte//AB//advmod//32 minst//AB|SUV//advmod//32 gällt//VB|SUP|AKT//conj//15 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//32 med//PP//case//35 barn//NN|NEU|PLU|IND|NOM//obl//32 i//PP//case//37 förskoleåldern//NN|UTR|SIN|DEF|NOM//nmod//35 .//MAD//punct//32
4.1 Inledning;I//PP//advmod//41 dag//NN|UTR|SIN|IND|NOM//fixed//39 lever//VB|PRS|AKT//advcl//56 de//DT|UTR/NEU|PLU|DEF//det//44 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//44 barn//NN|NEU|PLU|IND|NOM//nsubj//41 därför//AB//advmod//49 med//PP//case//49 två//RG|NOM//nummod//49 förvärvsarbetande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 föräldrar//NN|UTR|PLU|IND|NOM//obl//41 .//MAD//punct//41
4.1 Inledning;I//PP//case//55 den//DT|UTR|SIN|DEF//det//54 mån//NN|UTR|SIN|IND|NOM//fixed//52 föräldrars//NN|UTR|PLU|IND|GEN//nmod:poss//55 förvärvsarbete//NN|NEU|SIN|IND|NOM//obl//41 har//VB|PRS|AKT//conj//15 betydelse//NN|UTR|SIN|IND|NOM//obj//56 för//PP//case//59 barn//NN|NEU|PLU|IND|NOM//obl//56 kan//VB|PRS|AKT//aux//64 denna//DT|UTR|SIN|DEF//det//62 betydelse//NN|UTR|SIN|IND|NOM//nsubj:pass//64 alltså//AB//advmod//64 antas//VB|PRS|SFO//ROOT//64 ha//VB|INF|AKT//aux//66 ökat//VB|SUP|AKT//xcomp//64 .//MAD//punct//64
4.1 Inledning;I//PP//case//4 den//DT|UTR|SIN|DEF//det//4 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//3 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 forskningen//NN|UTR|SIN|DEF|NOM//obl//8 har//VB|PRS|AKT//aux//8 man//PN|UTR|SIN|IND|SUB//nsubj//8 ofta//AB|POS//advmod//8 utgått//VB|SUP|AKT//ROOT//8 ifrån//PP//compound:prt//8 att//SN//mark//14 mödrars//NN|UTR|PLU|IND|GEN//nmod:poss//12 förvärvsarbete//NN|NEU|SIN|IND|NOM//nsubj//14 kan//VB|PRS|AKT//aux//14 medföra//VB|INF|AKT//ccomp//8 problem//NN|NEU|PLU|IND|NOM//obj//14 för//PP//case//17 barn//NN|NEU|PLU|IND|NOM//nmod//15 .//MAD//punct//8
4.1 Inledning;När//HA//case//22 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//19 gäller//VB|PRS|AKT//fixed//19 fäderna//NN|UTR|PLU|DEF|NOM//obl//8 har//VB|PRS|AKT//aux//27 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//27 istället//AB//advmod//27 varit//VB|SUP|AKT//cop//27 arbetslösheten//NN|UTR|SIN|DEF|NOM//ccomp//8 som//HP|-|-|-//nsubj:pass//29 förutsatts//VB|SUP|SFO//acl:relcl//27 vara//VB|INF|AKT//cop//31 problematisk//JJ|POS|UTR|SIN|IND|NOM//xcomp//29 .//MAD//punct//8
4.1 Inledning;Därmed//AB//advmod//36 har//VB|PRS|AKT//aux//36 man//PN|UTR|SIN|IND|SUB//nsubj//36 sökt//VB|SUP|AKT//parataxis//8 efter//PP//case//39 negativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 konsekvenser//NN|UTR|PLU|IND|NOM//obl//36 hos//PP//case//41 barn//NN|NEU|PLU|IND|NOM//nmod//39 av//PP//case//44 mödrars//NN|UTR|PLU|IND|GEN//nmod:poss//44 förvärvsarbete//NN|NEU|SIN|IND|NOM//nmod//41 och//KN//cc//47 fäders//NN|UTR|PLU|IND|GEN//nmod:poss//47 arbetslöshet//NN|UTR|SIN|IND|NOM//conj//44 .//MID//punct//8
4.1 Inledning;"Dessa//DT|UTR/NEU|PLU|DEF//det//50 utgångspunkter//NN|UTR|PLU|IND|NOM//nsubj:pass//55 har//VB|PRS|AKT//aux//55 alltmer//AB//advmod//55 kommit//VB|SUP|AKT//aux//55 att//IE//mark//55 ifrågasättas//VB|INF|SFO//parataxis//8 (//PAD//punct//57 Menaghan//PM|NOM//appos//55 och//KN//cc//59 Parcel//PM|NOM//conj//57 1990//RG|NOM//nummod//59 ;//MID//punct//57"
4.1 Inledning;Demo//PM|NOM//appos//55 1992//RG|NOM//nummod//62 )//PAD//punct//62 till//PP//case//66 förmån//NN|UTR|SIN|IND|NOM//conj//55 för//PP//case//69 ett//DT|NEU|SIN|IND//det//69 synsätt//NN|NEU|SIN|IND|NOM//nmod//66 där//HA//advmod//75 arbete//NN|NEU|SIN|IND|NOM//nsubj:pass//75 i//PP//case//73 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//nmod//71 varken//KN//cc//75 ses//VB|INF|SFO//acl:relcl//69 som//KN//mark//77 positivt//JJ|POS|NEU|SIN|IND|NOM//xcomp//75 eller//KN//cc//79 negativt//JJ|POS|NEU|SIN|IND|NOM//conj//77 men//KN//cc//87 där//HA//advmod//87 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 aspekter//NN|UTR|PLU|IND|NOM//nsubj:pass//87 av//PP//case//85 förvärvsarbete//NN|NEU|SIN|IND|NOM//nmod//83 kan//VB|PRS|AKT//aux//87 utvärderas//VB|INF|SFO//conj//75 ur//PP//case//90 ett//DT|NEU|SIN|IND//det//90 barnperspektiv//NN|NEU|SIN|IND|NOM//obl//87 (//PAD//punct//90 Spitze//PM|NOM//appos//90 1988//RG|NOM//nummod//92 )//PAD//punct//55 .//MAD//punct//8
4.1 Inledning;Den//DT|UTR|SIN|DEF//det//1 forskning//NN|UTR|SIN|IND|NOM//nsubj//10 som//HP|-|-|-//nsubj//3 finns//VB|PRS|SFO//acl:relcl//1 om//PP//case//5 barn//NN|NEU|PLU|IND|NOM//obl//3 och//KN//cc//8 föräldrars//NN|UTR|PLU|IND|GEN//nmod:poss//8 arbete//NN|NEU|SIN|IND|NOM//conj//5 har//VB|PRS|AKT//aux//10 visat//VB|SUP|AKT//ROOT//10 på//PP//case//14 en//DT|UTR|SIN|IND//det//14 mångfald//NN|UTR|SIN|IND|NOM//amod//14 aspekter//NN|UTR|PLU|IND|NOM//obl//10 som//HP|-|-|-//nsubj//16 sätter//VB|PRS|AKT//acl:relcl//14 spår//NN|NEU|PLU|IND|NOM//obj//16 i//PP//case//19 familjelivet//NN|NEU|SIN|DEF|NOM//obl//16 .//MID//punct//10
4.1 Inledning;De//DT|UTR/NEU|PLU|DEF//det//25 kanske//AB//advmod//24 mest//AB|SUV//advmod//24 uppenbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 aspekterna//NN|UTR|PLU|DEF|NOM//parataxis//10 är//VB|PRS|AKT//cop//29 arbetets//NN|NEU|SIN|DEF|GEN//nmod:poss//29 tidsmässiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 omfattning//NN|UTR|SIN|IND|NOM//obj//10 och//KN//cc//31 förläggning//NN|UTR|SIN|IND|NOM//conj//29 ,//MID//punct//37 tillsammans//AB//advmod//37 med//PP//case//37 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//37 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 utdelning//NN|UTR|SIN|IND|NOM//conj//29 .//MAD//punct//10
4.1 Inledning;"Arbetets//NN|NEU|SIN|DEF|GEN//nmod:poss//40 inflytande//NN|NEU|SIN|IND|NOM//nsubj//47 på//PP//case//42 familjeliv//NN|NEU|SIN|IND|NOM//nmod//40 och//KN//cc//44 barn//NN|NEU|PLU|IND|NOM//conj//42 är//VB|PRS|AKT//cop//47 emellertid//AB//advmod//47 komplext//JJ|POS|NEU|SIN|IND|NOM//parataxis//10 ,//MID//punct//52 speciellt//AB|POS//advmod//50 då//AB//advmod//48 både//KN//cc//52 arbetsvillkor//NN|NEU|PLU|IND|NOM//conj//47 ,//MID//punct//55 arbetets//NN|NEU|SIN|DEF|GEN//nmod:poss//55 karaktär//NN|UTR|SIN|IND|NOM//conj//47 och//KN//cc//57 arbetsmiljön//NN|UTR|SIN|DEF|NOM//conj//47 kan//VB|PRS|AKT//aux//59 ha//VB|INF|AKT//conj//10 betydelse//NN|UTR|SIN|IND|NOM//obj//59 för//PP//mark//65 hur//HA//advmod//65 barns//NN|NEU|PLU|IND|GEN//nmod:poss//64 tillvaro//NN|UTR|SIN|IND|NOM//nsubj//65 gestaltar//VB|PRS|AKT//advcl//59 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//65 (//PAD//punct//65 se//VB|IMP|AKT//parataxis//65 t.ex.//AB|AN//advmod//68 Nordström//PM|NOM//obj//68 och//KN//cc//72 Hammarström//PM|NOM//conj//70 1983//RG|NOM//conj//70 ;//MID//punct//10"
4.1 Inledning;"Kihlblom//PM|NOM//obl//10 1991//RG|NOM//nummod//75 ;//MID//punct//75"
4.1 Inledning;"Björnberg//PM|NOM//conj//75 1992//RG|NOM//nummod//78 ;//MID//punct//75"
4.1 Inledning;Näsman//PM|NOM//conj//75 ,//MID//punct//83 Parcel//PM|NOM//conj//81 och//KN//cc//85 Menaghan//PM|NOM//conj//81 1994//RG|NOM//nummod//85 )//PAD//punct//81 .//MID//punct//75
4.1 Inledning;Björnberg//PM|NOM//conj//75 och//KN//cc//91 Bäck-Wiklund//PM|NOM//conj//89 (//PAD//punct//89 1987//RG|NOM//nummod//89 )//PAD//punct//75 menar//VB|PRS|AKT//conj//10 t.ex.//AB|AN//advmod//95 att//SN//mark//102 föräldrarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//99 karriärmöjligheter//NN|UTR|PLU|IND|NOM//nsubj//102 och//KN//cc//101 arbetsvillkor//NN|NEU|PLU|IND|NOM//conj//99 påverkar//VB|PRS|AKT//ccomp//95 den//DT|UTR|SIN|DEF//det//104 livsform//NN|UTR|SIN|IND|NOM//obj//102 som//HP|-|-|-//obj//107 familjen//NN|UTR|SIN|DEF|NOM//nsubj//107 utvecklar//VB|PRS|AKT//acl:relcl//104 ,//MID//punct//110 vilket//HP|NEU|SIN|IND//nsubj//110 inkluderar//VB|PRS|AKT//acl:relcl//104 hur//HA//advmod//115 samvaron//NN|UTR|SIN|DEF|NOM//nsubj//115 med//PP//case//114 barnen//NN|NEU|PLU|DEF|NOM//nmod//112 gestaltar//VB|PRS|AKT//ccomp//110 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//115 .//MAD//punct//10
4.1 Inledning;I//PP//case//120 en//DT|UTR|SIN|IND//det//120 studie//NN|UTR|SIN|IND|NOM//obl//135 av//PP//case//123 föräldrars//NN|UTR|PLU|IND|GEN//nmod:poss//123 arbete//NN|NEU|SIN|IND|NOM//nmod//120 och//KN//cc//126 barns//NN|NEU|PLU|IND|GEN//nmod:poss//126 villkor//NN|NEU|PLU|IND|NOM//conj//123 ,//MID//punct//133 där//HA//advmod//133 både//KN//cc//130 föräldrar//NN|UTR|PLU|IND|NOM//nsubj:pass//133 och//KN//cc//132 barn//NN|NEU|PLU|IND|NOM//conj//130 intervjuats//VB|SUP|SFO//acl:relcl//120 ,//MID//punct//135 talar//VB|PRS|AKT//conj//10
4.1 Inledning;Lundén//PM|NOM//nmod//1 Jacoby//PM|NOM//nsubj//46 och//KN//cc//3 Näsman//PM|NOM//conj//1 (//PAD//punct//1 1989//RG|NOM//nummod//1 )//PAD//punct//1 om//PP//case//9 ett//DT|NEU|SIN|IND//det//9 flöde//NN|NEU|SIN|IND|NOM//conj//1 från//PP//case//11 arbetssfären//NN|UTR|SIN|DEF|NOM//nmod//9 in//AB//case//14 i//PP//fixed//12 familjelivet//NN|NEU|SIN|DEF|NOM//nmod//9 som//KN//mark//18 arbetslivets//NN|NEU|SIN|DEF|GEN//nmod:poss//18 ”//PAD//punct//18 avfärgning//NN|UTR|SIN|IND|NOM//nmod//9 ”//PAD//punct//1 .//MAD//punct//1
