Reservation;av//PP//case//2 ledamöterna//NN|UTR|PLU|DEF|NOM//nmod//2 Henrik//PM|NOM//ROOT//2 S.//PM|NOM//flat:name//2 Järrel//PM|NOM//flat:name//2 (//PAD//punct//4 m//PM|NOM//nummod//2 )//PAD//punct//2 Ulf//PM|NOM//conj//2 Isaksson//PM|NOM//flat:name//8 (//PAD//punct//8 fp//PM|NOM//flat:name//2 )//PAD//punct//11 Marcela//PM|NOM//conj//2 Arosenius//PM|NOM//flat//13 (//PAD//punct//14 c//NN|NEU|SIN|IND|NOM//appos//14 )//PAD//punct//13 ,//MID//punct//2 och//KN//cc//21 Peter//PM|NOM//nmod//21 Flensburg//PM|NOM//conj//2 (//PAD//punct//21 kd//PM|NOM//appos//21 )//PAD//punct//21 samt//KN//cc//27 fr.o.m.//AB|AN//case//27 punkt//NN|UTR|SIN|IND|NOM//conj//2 3//RG|NOM//nummod//27 även//AB//advmod//33 av//PP//case//33 ledamoten//NN|UTR|SIN|DEF|NOM//nmod//32 Anders//PM|NOM//nmod//33 Drejare//PM|NOM//flat:name//2 (//PAD//punct//35 mp//NN|AN//appos//33 )//PAD//punct//2
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;Enligt//PP//case//74 justitieministern//NN|UTR|SIN|DEF|NOM//nmod//79 var//VB|PRT|AKT//cop//79 skadeståndsrätten//NN|UTR|SIN|DEF|NOM//nsubj//79 ett//DT|NEU|SIN|IND//det//79 ofullkomligt//JJ|POS|NEU|SIN|IND|NOM//amod//79 instrument//NN|NEU|SIN|IND|NOM//conj//45 för//PP//case//81 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//79 .//MAD//punct//79
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;Framför//PP//advmod//85 allt//PN|NEU|SIN|IND|SUB/OBJ//fixed//83 ansågs//VB|PRT|SFO//conj//27 skadeståndsrätten//NN|UTR|SIN|DEF|NOM//nsubj//89 inte//AB//advmod//89 kunna//VB|INF|AKT//aux//89 bereda//VB|INF|AKT//xcomp//85 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//91 skadelidande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//iobj//89 ett//DT|NEU|SIN|IND//det//95 tillfredsställande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//95 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//95 skydd//NN|NEU|SIN|IND|NOM//obj//89 vid//PP//case//97 personskador//NN|UTR|PLU|IND|NOM//obl//89 .//MAD//punct//27
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;Även//AB//advmod//103 skadeståndets//NN|NEU|SIN|DEF|GEN//nmod:poss//102 preventiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//102 funktion//NN|UTR|SIN|IND|NOM//nsubj:pass//103 ifrågasattes//VB|PRT|SFO//advcl//27 .//MAD//punct//27
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;I//PP//case//1 “//NN|AN//nmod//4 den//DT|UTR|SIN|DEF//det//4 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 modellen//NN|UTR|SIN|DEF|NOM//obl//10 ”//PAD//punct//4 för//PP//case//7 personskadeersättning//NN|UTR|SIN|IND|NOM//nmod//4 har//VB|PRS|AKT//aux//10 skadeståndet//NN|NEU|SIN|DEF|NOM//nsubj//10 fått//VB|SUP|AKT//ROOT//10 en//DT|UTR|SIN|IND//det//14 förhållandevis//AB//advmod//13 undanskymd//PC|PRF|UTR|SIN|IND|NOM//amod//14 position//NN|UTR|SIN|IND|NOM//obj//10 ,//MID//punct//10 och//KN//cc//18 huvudrollerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//18 spelas//VB|PRS|SFO//conj//10 i//PP//case//22 stället//NN|NEU|SIN|DEF|NOM//fixed//19 av//PP//fixed//19 socialförsäkringssystemet//NN|NEU|SIN|DEF|NOM//obl//18 och//KN//cc//26 de//DT|UTR/NEU|PLU|DEF//det//26 obligatoriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 försäkringarna//NN|UTR|PLU|DEF|NOM//conj//22 till//PP//case//28 skydd//NN|NEU|SIN|IND|NOM//nmod//26 för//PP//case//31 tredje//RO|NOM//amod//31 man//NN|UTR|SIN|IND|NOM//nmod//26 .//MAD//punct//10
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;Skadeståndets//NN|NEU|SIN|DEF|GEN//nmod:poss//35 preventiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 funktion//NN|UTR|SIN|IND|NOM//nsubj//36 tillmäts//VB|PRS|SFO//parataxis//10 relativt//AB|POS//advmod//38 liten//JJ|POS|UTR|SIN|IND|NOM//amod//39 vikt//NN|UTR|SIN|IND|NOM//obj//36 i//PP//case//41 ersättningssystemet//NN|NEU|SIN|DEF|NOM//obl//36 .//MID//punct//10
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//47 har//VB|PRS|AKT//aux//47 därför//AB//advmod//47 inte//AB//advmod//47 setts//VB|SUP|SFO//parataxis//10 som//KN//mark//50 något//DT|NEU|SIN|IND//det//50 huvudintresse//NN|NEU|SIN|IND|NOM//obl//47 att//SN//mark//55 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj:pass//55 för//PP//case//54 personskador//NN|UTR|PLU|IND|NOM//nmod//52 kanaliseras//VB|PRS|SFO//advcl//47 till//PP//case//57 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//55 som//HP|-|-|-//nsubj//59 orsakat//VB|SUP|AKT//acl:relcl//57 skadan//NN|UTR|SIN|DEF|NOM//obj//59 .//MAD//punct//47
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;En//DT|UTR|SIN|IND//det//64 viss//JJ|POS|UTR|SIN|IND|NOM//amod//64 omsvängning//NN|UTR|SIN|IND|NOM//nsubj//67 har//VB|PRS|AKT//aux//67 dock//AB//advmod//67 skett//VB|SUP|AKT//conj//47 genom//PP//case//69 tillkomsten//NN|UTR|SIN|DEF|NOM//obl//67 av//PP//case//73 moderna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//73 skadeståndsrättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//73 lagar//NN|UTR|PLU|IND|NOM//nmod//69 ,//MID//punct//73 som//KN//case//76 miljöskadelagen//NN|UTR|SIN|DEF|NOM//appos//73 (//PAD//punct//76 1986:225//RG|NOM//appos//76 ,//MID//punct//78 som//HP|-|-|-//nsubj:pass//82 numera//AB//advmod//82 ersatts//VB|SUP|SFO//acl:relcl//78 av//PP//case//86 32//RG|NOM//nummod//85 kap.//NN|AN//nmod//86 miljöbalken//NN|UTR|SIN|DEF|NOM//obl:agent//82 )//PAD//punct//76 och//KN//cc//89 produktansvarslagen//NN|UTR|SIN|DEF|NOM//conj//76 (//PAD//punct//91 1992:18//RG|NOM//nmod//89 )//PAD//punct//91 .//MAD//punct//10
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;Ett//DT|NEU|SIN|IND//det//1 par//NN|NEU|SIN|IND|NOM//nmod//3 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 ändringar//NN|UTR|PLU|IND|NOM//nsubj//10 i//PP//case//6 5//RG|NOM//nummod//6 kap.//NN|AN//nmod//3 3//RG|NOM//nummod//8 §//NN|AN//nmod//9 skadeståndslagen//NN|UTR|SIN|DEF|NOM//nmod//3 trädde//VB|PRT|AKT//ROOT//10 i//PP//compound:prt//10 kraft//NN|UTR|SIN|IND|NOM//fixed//11 den//DT|UTR|SIN|DEF//det//15 1//RO|NOM//nummod//15 januari//NN|UTR|SIN|IND|NOM//obl//10 1996//RG|NOM//nummod//15 .//MAD//punct//10
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;I//PP//case//20 det//DT|NEU|SIN|DEF//det//20 lagstiftningsärendet//NN|NEU|SIN|DEF|NOM//obl//21 framfördes//VB|PRT|SFO//conj//10 från//PP//case//24 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//24 håll//NN|NEU|PLU|IND|NOM//obl//21 att//SN//mark//50 en//DT|UTR|SIN|IND//det//29 mer//AB|KOM//advmod//28 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 utredning//NN|UTR|SIN|IND|NOM//nsubj:pass//50 av//PP//case//33 de//DT|UTR/NEU|PLU|DEF//det//33 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 principerna//NN|UTR|PLU|DEF|NOM//nmod//29 för//PP//case//35 samordningen//NN|UTR|SIN|DEF|NOM//nmod//29 mellan//PP//case//40 å//PP//advmod//40 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//fixed//37 sidan//NN|UTR|SIN|DEF|NOM//fixed//37 skadestånd//NN|NEU|SIN|IND|NOM//nmod//35 och//KN//cc//46 å//PP//advmod//46 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//fixed//42 sidan//NN|UTR|SIN|DEF|NOM//fixed//42 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 förmåner//NN|UTR|PLU|IND|NOM//conj//40 vid//PP//case//48 personskada//NN|UTR|SIN|IND|NOM//nmod//46 borde//VB|PRT|AKT//aux//50 göras//VB|INF|SFO//advcl//21 .//MAD//punct//54
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;I//PP//case//53 propositionen//NN|UTR|SIN|DEF|NOM//obl//54 uttalade//VB|PRT|AKT//conj//10 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//54 också//AB//advmod//54 att//SN//mark//59 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//59 fanns//VB|PRT|SFO//ccomp//54 skäl//NN|NEU|PLU|IND|NOM//nsubj//59 att//IE//mark//64 så//AB//advmod//64 småningom//AB//fixed//62 göra//VB|INF|AKT//acl//60 en//DT|UTR|SIN|IND//det//68 mer//AB|KOM//advmod//67 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//68 översyn//NN|UTR|SIN|IND|NOM//obj//64 av//PP//case//71 dessa//DT|UTR/NEU|PLU|DEF//det//71 regler//NN|UTR|PLU|IND|NOM//nmod//68 (//PAD//punct//71 prop//NN|UTR|SIN|IND|NOM//appos//71 .//MAD//punct//54
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;1994/95:229//RG|NOM//nummod//76 s.//NN|AN//nmod//77 5//RG|NOM//obl//54 och//KN//cc//79 20//RG|NOM//nummod//77 )//PAD//punct//54 .//MAD//punct//10
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;Under//PP//case//1 riksdagsbehandlingen//NN|UTR|SIN|DEF|NOM//obl//2 uttalade//VB|PRT|AKT//amod//3 lagutskottet//NN|NEU|SIN|DEF|NOM//nsubj//22 (//PAD//punct//3 bet//VB|PRT|AKT//appos//3 .//MAD//punct//3
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;1995/96//RG|NOM//nmod//3 ://MID//punct//7
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;LU3//PM|NOM//conj//3 s.//NN|AN//nmod//11 6//RG|NOM//obl//9 )//PAD//punct//9 ://MID//punct//3 ”//PAD//punct//3
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;Som//HP|-|-|-//nsubj:pass//16 anförs//VB|PRS|SFO//acl:relcl//3 på//PP//case//19 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//19 ställen//NN|NEU|PLU|IND|NOM//obl//16 i//PP//case//21 propositionen//NN|UTR|SIN|DEF|NOM//nmod//19 finns//VB|PRS|SFO//ROOT//22 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//22 emellertid//AB//advmod//22 anledning//NN|UTR|SIN|IND|NOM//nsubj//22 att//IE//mark//27 göra//VB|INF|AKT//acl//25 en//DT|UTR|SIN|IND//det//31 mer//AB|KOM//advmod//30 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//31 översyn//NN|UTR|SIN|IND|NOM//obj//27 av//PP//case//33 reglerna//NN|UTR|PLU|DEF|NOM//nmod//31 om//PP//case//35 samordning//NN|UTR|SIN|IND|NOM//nmod//33 mellan//PP//case//40 å//PP//advmod//40 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//fixed//37 sidan//NN|UTR|SIN|DEF|NOM//fixed//37 skadestånd//NN|NEU|SIN|IND|NOM//nmod//35 för//PP//case//42 personskada//NN|UTR|SIN|IND|NOM//nmod//35 och//KN//cc//47 å//PP//case//47 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//fixed//44 sidan//NN|UTR|SIN|DEF|NOM//fixed//44 försäkring//NN|UTR|SIN|IND|NOM//conj//42 och//KN//cc//50 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 förmåner//NN|UTR|PLU|IND|NOM//conj//47 i//PP//case//52 anledning//NN|UTR|SIN|IND|NOM//nmod//50 av//PP//case//54 skadan//NN|UTR|SIN|DEF|NOM//nmod//52 .//MAD//punct//22
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;Vid//PP//case//59 en//DT|UTR|SIN|IND//det//59 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//59 översyn//NN|UTR|SIN|IND|NOM//obl//22 är//VB|PRS|AKT//cop//22 naturligtvis//AB//advmod//22 frågan//NN|UTR|SIN|DEF|NOM//nsubj//22 om//PP//case//64 regressrätt//NN|UTR|SIN|IND|NOM//nmod//62 för//PP//case//67 utgivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//67 förmåner//NN|UTR|PLU|IND|NOM//nmod//64 av//PP//case//70 central//JJ|POS|UTR|SIN|IND|NOM//amod//70 betydelse//NN|UTR|SIN|IND|NOM//nmod//67 .//MAD//punct//22
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;En//DT|UTR|SIN|IND//det//74 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//74 utredning//NN|UTR|SIN|IND|NOM//nsubj//77 av//PP//amod//74 här//AB//fixed//75 avsett//PC|PRF|NEU|SIN|IND|NOM//conj//22 slag//NN|NEU|SIN|IND|NOM//obj//77 får//VB|PRS|AKT//aux//80 anses//VB|INF|SFO//conj//22 påkallad//PC|PRF|UTR|SIN|IND|NOM//xcomp//80 med//PP//mark//89 hänsyn//NN|UTR|SIN|IND|NOM//fixed//82 till//PP//fixed//82 att//SN//mark//89 grundprinciperna//NN|UTR|PLU|DEF|NOM//nsubj//89 på//PP//case//88 området//NN|NEU|SIN|DEF|NOM//nmod//86 gällt//VB|SUP|AKT//advcl//80 sedan//PP//case//93 mycket//AB|POS//advmod//92 lång//JJ|POS|UTR|SIN|IND|NOM//amod//93 tid//NN|UTR|SIN|IND|NOM//obl//89 och//KN//cc//96 inte//AB//advmod//96 övervägts//VB|SUP|SFO//conj//89 närmare//AB|KOM//advmod//96 mot//PP//case//99 bakgrund//NN|UTR|SIN|IND|NOM//obl//96 av//PP//case//102 den//DT|UTR|SIN|DEF//det//102 utveckling//NN|UTR|SIN|IND|NOM//nmod//99 som//HP|-|-|-//nsubj//104 skett//VB|SUP|AKT//acl:relcl//102 på//PP//case//107 bl.a.//AB|AN//advmod//107 försäkringsområdet//NN|NEU|SIN|DEF|NOM//obl//104 .//MAD//punct//22
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;Utskottet//NN|NEU|SIN|DEF|NOM//nsubj//110 utgår//VB|PRS|AKT//parataxis//22 från//PP//mark//117 att//SN//mark//117 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//117 i//PP//case//116 lämpligt//JJ|POS|NEU|SIN|IND|NOM//amod//116 sammanhang//NN|NEU|SIN|IND|NOM//obl//117 tar//VB|PRS|AKT//advcl//110 initiativ//NN|NEU|SIN|IND|NOM//obj//117 till//PP//case//122 en//DT|UTR|SIN|IND//det//122 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//122 översyn//NN|UTR|SIN|IND|NOM//obl//117 .//MAD//punct//110 ”//PM|NOM//punct//129
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;Utskottet//NN|NEU|SIN|DEF|NOM//nsubj//129 har//VB|PRS|AKT//aux//129 även//AB//advmod//129 senare//AB|KOM//advmod//129 återkommit//VB|SUP|AKT//conj//22 till//PP//case//131 frågan//NN|UTR|SIN|DEF|NOM//obl//129 ,//MID//punct//129 se//VB|INF|AKT//conj//22 bet//VB|PRT|AKT//obj//133 .//MAD//punct//22
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;1996/97//RG|NOM//obl//22 ://MID//punct//136
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;LU9//NN|AN//appos//136 s.//NN|AN//nmod//140 5//RG|NOM//nummod//141 f.//NN|AN//nmod//138
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;Principerna//NN|UTR|PLU|DEF|NOM//nsubj//10 för//PP//case//2 samordning//NN|UTR|SIN|IND|NOM//nmod//0 mellan//PP//case//5 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 ersättningsformer//NN|UTR|PLU|IND|NOM//nmod//2 vid//PP//case//7 personskada//NN|UTR|SIN|IND|NOM//nmod//5 är//VB|PRS|AKT//cop//10 delvis//AB//advmod//10 omdebatterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//10 och//KN//cc//15 den//DT|UTR|SIN|DEF//det//14 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 regleringen//NN|UTR|SIN|DEF|NOM//nsubj//15 framstår//VB|PRS|AKT//conj//10 vid//PP//case//19 en//DT|UTR|SIN|IND//det//19 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//19 jämförelse//NN|UTR|SIN|IND|NOM//obl//15 som//KN//mark//21 ovanlig//JJ|POS|UTR|SIN|IND|NOM//acl//19 .//MID//punct//10
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;Dessa//DT|UTR/NEU|PLU|DEF//det//24 omständigheter//NN|UTR|PLU|IND|NOM//nsubj:pass//31 ,//MID//punct//31 och//KN//cc//31 att//SN//mark//31 regleringen//NN|UTR|SIN|DEF|NOM//nsubj:pass//31 i//PP//advmod//31 huvudsak//NN|UTR|SIN|IND|NOM//fixed//29 byggdes//VB|PRT|SFO//conj//10 upp//PL//compound:prt//31 för//PP//case//36 över//AB//advmod//35 25//RG|NOM//nummod//36 år//NN|NEU|PLU|IND|NOM//obl//31 sedan//AB//advmod//36 ,//MID//punct//10 är//VB|PRS|AKT//cop//42 i//PP//case//42 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//fixed//40 skäl//NN|NEU|SIN|IND|NOM//conj//10 att//IE//mark//44 utvärdera//VB|INF|AKT//acl//42 systemet//NN|NEU|SIN|DEF|NOM//obj//44 och//KN//cc//49 att//IE//mark//49 närmare//AB|KOM//advmod//49 studera//VB|INF|AKT//conj//44 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//51 effekter//NN|UTR|PLU|IND|NOM//obj//49 .//MAD//punct//10
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//54 finns//VB|PRS|SFO//parataxis//10 också//AB//advmod//54 anledning//NN|UTR|SIN|IND|NOM//nsubj//54 att//IE//mark//58 ställa//VB|INF|AKT//acl//56 frågan//NN|UTR|SIN|DEF|NOM//obj//58 om//PP//case//61 ställningstagandena//NN|NEU|PLU|DEF|NOM//nmod//59 i//PP//case//63 början//NN|UTR|SIN|DEF|NOM//nmod//61 av//PP//case//65 1970-talet//NN|NEU|SIN|DEF|NOM//nmod//63 fortfarande//AB//advmod//69 bör//VB|PRS|AKT//aux//69 vara//VB|INF|AKT//cop//69 vägledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//54 eller//KN//cc//75 om//SN//mark//75 förändringarna//NN|UTR|PLU|DEF|NOM//nsubj//75 i//PP//case//74 samhället//NN|NEU|SIN|DEF|NOM//nmod//72 medför//VB|PRS|AKT//conj//54 att//SN//mark//79 reglerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//79 bör//VB|PRS|AKT//aux//79 ändras//VB|INF|SFO//ccomp//75 .//MAD//punct//10
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;Vad//HP|NEU|SIN|IND//dislocated//2 som//HP|-|-|-//nsubj//2 kommer//VB|PRS|AKT//advcl//9 i//PP//advmod//2 förgrunden//NN|UTR|SIN|DEF|NOM//fixed//3 vid//PP//case//7 en//DT|UTR|SIN|IND//det//7 översyn//NN|UTR|SIN|IND|NOM//obl//2 är//VB|PRS|AKT//cop//9 frågan//NN|UTR|SIN|DEF|NOM//nsubj//27 om//PP//case//11 systemet//NN|NEU|SIN|DEF|NOM//nmod//9 i//PP//advmod//9 dag//NN|UTR|SIN|IND|NOM//fixed//12 –//RG|NOM//punct//9 i//PP//case//19 enlighet//NN|UTR|SIN|IND|NOM//fixed//15 med//PP//fixed//15 den//DT|UTR|SIN|DEF//det//19 utgångspunkt//NN|UTR|SIN|IND|NOM//nmod//9 som//HP|-|-|-//nsubj:pass//21 angavs//VB|PRT|SFO//acl:relcl//19 i//PP//case//25 1972//RG|NOM//nummod//24 års//NN|NEU|SIN|IND|GEN//nmod:poss//25 proposition//NN|UTR|SIN|IND|NOM//obl//21 –//RG|NOM//punct//9 leder//VB|PRS|AKT//ROOT//27 till//PP//case//31 ett//DT|NEU|SIN|IND//det//31 rationellt//JJ|POS|NEU|SIN|IND|NOM//amod//31 utnyttjande//NN|NEU|SIN|IND|NOM//obl//27 av//PP//case//37 samhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//37 och//KN//cc//35 enskildas//JJ|POS|UTR/NEU|PLU|IND/DEF|GEN//conj//33 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 resurser//NN|UTR|PLU|IND|NOM//nmod//31 .//MAD//punct//27
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;Men//KN//cc//43 även//AB//advmod//43 i//PP//advmod//43 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//41 finns//VB|PRS|SFO//conj//27 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//43 anledning//NN|UTR|SIN|IND|NOM//nsubj//43 att//IE//mark//47 ifrågasätta//VB|INF|AKT//acl//45 om//SN//case//51 det//DT|NEU|SIN|DEF//det//51 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//51 ansvaret//NN|NEU|SIN|DEF|NOM//nsubj:pass//54 för//PP//case//53 personskador//NN|UTR|PLU|IND|NOM//nmod//51 fördelas//VB|PRS|SFO//advcl//43 på//PP//case//56 ett//DT|NEU|SIN|IND//det//61 i//PP//case//59 alla//DT|UTR/NEU|PLU|IND/DEF//det//59 delar//NN|UTR|PLU|IND|NOM//nmod//61 lämpligt//JJ|POS|NEU|SIN|IND|NOM//amod//61 sätt//NN|NEU|SIN|IND|NOM//obl//54 (//PAD//punct//61 se//VB|IMP|AKT//parataxis//61 bet//VB|PRT|AKT//obj//63 .//MAD//punct//61
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;1996/97//RG|NOM//obl//27 ://MID//punct//66
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;LU9//NN|AN//appos//66 s.//NN|AN//nmod//70 5//RG|NOM//nummod//71 f.//NN|AN//nmod//68 )//PAD//punct//68 .//MAD//punct//27
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 anser//VB|PRS|AKT//ROOT//1 sålunda//AB//advmod//1 att//SN//mark//6 tiden//NN|UTR|SIN|DEF|NOM//nsubj//6 är//VB|PRS|AKT//cop//6 mogen//JJ|POS|UTR|SIN|IND|NOM//ccomp//1 för//PP//case//11 en//DT|UTR|SIN|IND//det//11 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//11 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//11 översyn//NN|UTR|SIN|IND|NOM//obl//6 som//HP|-|-|-//nsubj//15 bl.a.//AB|AN//advmod//14 riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//15 har//VB|PRS|AKT//acl:relcl//11 efterlyst//VB|SUP|AKT//obj//15 .//MAD//punct//1
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//20 skall//VB|PRS|AKT//aux//20 anförtros//VB|INF|SFO//parataxis//1 åt//PP//case//23 en//DT|UTR|SIN|IND//det//23 kommitté//NN|UTR|SIN|IND|NOM//obl//20 med//PP//case//26 parlamentarisk//JJ|POS|UTR|SIN|IND|NOM//amod//26 förankring//NN|UTR|SIN|IND|NOM//nmod//23 .//MAD//punct//20
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;Samhällsekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 aspekter//NN|UTR|PLU|IND|NOM//ROOT//1 på//PP//case//3 personskadorna//NN|UTR|PLU|DEF|NOM//nmod//1
4 Arbetsgivares rätt till brottsskadeersättning för utgiven sjuklön / Bakgrund;En//DT|UTR|SIN|IND//det//3 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//3 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//3 översyn//NN|UTR|SIN|IND|NOM//nsubj//9 som//HP|-|-|-//nsubj:pass//6 nyss//AB//advmod//6 sagts//VB|SUP|SFO//acl:relcl//3 kommer//VB|PRS|AKT//aux//9 att//IE//mark//9 inrymma//VB|INF|AKT//ROOT//9 frågan//NN|UTR|SIN|DEF|NOM//obj//9 om//PP//case//14 en//DT|UTR|SIN|IND//det//14 utvidgad//PC|PRF|UTR|SIN|IND|NOM//amod//14 regressrätt//NN|UTR|SIN|IND|NOM//nmod//10 för//PP//case//18 de//DT|UTR/NEU|PLU|DEF//det//18 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 försäkringssystemen//NN|NEU|PLU|DEF|NOM//nmod//14 mot//PP//case//21 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 försäkringsgivare//NN|UTR|PLU|IND|NOM//nmod//18 och//KN//cc//23 skadevållare//NN|UTR|PLU|IND|NOM//conj//21 .//MAD//punct//9
