Del B;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//5 en//DT|UTR|SIN|IND//det//5 kommunallag//NN|UTR|SIN|IND|NOM//nmod//2 för//PP//case//7 framtiden//NN|UTR|SIN|DEF|NOM//nmod//5
18.7.1 Den kommunala kompetensen;Det//DT|NEU|SIN|DEF//det//185 centrala//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//198 är//VB|PRS|AKT//cop//185 vad//HP|NEU|SIN|IND//obj//192 kommuner//NN|UTR|PLU|IND|NOM//nsubj//192 och//KN//cc//190 landsting//NN|NEU|SIN|IND|NOM//conj//188 får//VB|PRS|AKT//aux//192 göra//VB|INF|AKT//csubj//185 .//MAD//punct//185
18.7.1 Den kommunala kompetensen;Om//SN//mark//197 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//197 sedan//AB//fixed//195 är//VB|PRS|AKT//advcl//185 så//AB//mark//201 att//SN//fixed//198 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//201 tagit//VB|SUP|AKT//advcl//138 den//DT|UTR|SIN|DEF//det//203 rätten//NN|UTR|SIN|DEF|NOM//obj//201 långt//AB|POS//advmod//205 tillbaka//AB//advmod//201 i//PP//case//207 historien//NN|UTR|SIN|DEF|NOM//obl//205 och//KN//cc//209 lagstiftaren//NN|UTR|SIN|DEF|NOM//nsubj//212 sedan//AB//advmod//212 har//VB|PRS|AKT//aux//212 kodifierat//VB|SUP|AKT//conj//201 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//212 eller//KN//cc//219 om//SN//mark//219 lagstiftaren//NN|UTR|SIN|DEF|NOM//nsubj//219 faktiskt//AB|POS//advmod//219 har//VB|PRS|AKT//aux//219 gett//VB|SUP|AKT//conj//212 dem//PN|UTR/NEU|PLU|DEF|OBJ//iobj//219 befogenheterna//NN|UTR|PLU|DEF|NOM//obj//219 saknar//VB|PRS|AKT//xcomp//219 i//PP//case//226 detta//DT|NEU|SIN|DEF//det//225 sammanhang//NN|NEU|SIN|IND|NOM//nmod//226 betydelse//NN|UTR|SIN|IND|NOM//obl//222 .//MAD//punct//138
18.7.1 Den kommunala kompetensen;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//231 bör//VB|PRS|AKT//aux//231 därför//AB//advmod//231 övervägas//VB|INF|SFO//parataxis//138 om//SN//mark//238 begreppet//NN|NEU|SIN|DEF|NOM//nmod//235 ”//PAD//punct//235 befogenheter//NN|UTR|PLU|IND|NOM//nsubj:pass//238 ”//RG|NOM//nummod//235 kan//VB|PRS|AKT//aux//238 ersättas//VB|INF|SFO//advcl//231 .//MAD//punct//138
18.7.1 Den kommunala kompetensen;I//PP//case//1 HFD//PM|NOM//obl//5 ://MID//punct//1 s//NN|NEU|SIN|IND|GEN//nummod//4 praxis//NN|UTR|SIN|IND|NOM//nmod//1 förekommer//VB|PRS|AKT//ROOT//5 begreppet//NN|NEU|SIN|DEF|NOM//nmod//8 ”//PAD//punct//8 befogenheter//NN|UTR|PLU|IND|NOM//nsubj//5 ”//RG|NOM//punct//8 i//PP//case//13 ett//DT|NEU|SIN|IND//det//13 stort//JJ|POS|NEU|SIN|IND|NOM//amod//13 antal//NN|NEU|SIN|IND|NOM//obl//14 referat//NN|NEU|PLU|IND|NOM//appos//8 (//PAD//punct//14 bl.a.//AB|AN//advmod//17 RÅ//PM|NOM//appos//14 1992//RG|NOM//nummod//17 ref.//NN|AN//nmod//20 71//RG|NOM//conj//17 och//KN//cc//20 78//RG|NOM//nummod//20 samt//KN//cc//24 1993//RG|NOM//conj//17 ref.//NN|AN//nmod//26 12//RG|NOM//nummod//24 och//KN//cc//26 25//RG|NOM//nummod//26 )//PAD//punct//17 .//MAD//punct//8
18.7.1 Den kommunala kompetensen;Även//AB//advmod//32 begreppet//NN|NEU|SIN|DEF|NOM//nsubj//39 ”//PAD//punct//34 kompetens//NN|UTR|SIN|IND|NOM//nmod:poss//35 ”//PM|NOM//punct//32 är//VB|PRS|AKT//cop//39 mycket//AB|POS//advmod//38 vanligt//AB|POS//advmod//39 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//appos//8 som//KN//case//41 alternativ//NN|NEU|PLU|IND|NOM//nmod//39 .//MAD//punct//8
18.7.1 Den kommunala kompetensen;Bland//PP//case//44 referaten//NN|UTR|SIN|DEF|NOM//obl//45 återfinns//VB|PRS|SFO//parataxis//5 begreppet//NN|NEU|SIN|DEF|NOM//nsubj//45 även//AB//advmod//45 i//PP//case//50 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 rubriker//NN|UTR|PLU|IND|NOM//obl//45 (//PAD//punct//50 bl.a.//AB|AN//advmod//54 RÅ//PM|NOM//nmod//54 1993//RG|NOM//appos//50 ref.//NN|AN//nmod//56 93//RG|NOM//nummod//54 ,//MID//punct//50 1997//RG|NOM//nummod//59 ref.//NN|AN//nmod//60 47//RG|NOM//nmod//50 och//KN//cc//60 2002//RG|NOM//nummod//60 ref.//NN|AN//nmod//64 12//RG|NOM//obl//45 )//PAD//punct//45 .//MAD//punct//45
18.7.1 Den kommunala kompetensen;På//PP//case//69 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//69 tid//NN|UTR|SIN|IND|NOM//obl//70 har//VB|PRS|AKT//advcl//45 ”//PAD//punct//74 kompetens//NN|UTR|SIN|IND|NOM//nmod:poss//73 ”//RG|NOM//nsubj//74 ökat//VB|SUP|AKT//ccomp//70 i//PP//case//76 användning//NN|UTR|SIN|IND|NOM//obl//74 men//KN//cc//81 de//DT|UTR/NEU|PLU|DEF//det//80 två//RG|NOM//nummod//80 begreppen//NN|NEU|PLU|DEF|NOM//nsubj:pass//81 används//VB|PRS|SFO//conj//74 i//PP//advmod//84 huvudsak//NN|UTR|SIN|IND|NOM//fixed//82 synonymt//AB|POS//xcomp//81 i//PP//case//88 lika//AB//advmod//87 stor//JJ|POS|UTR|SIN|IND|NOM//amod//88 omfattning//NN|UTR|SIN|IND|NOM//obl//81 .//MAD//punct//45
18.7.1 Den kommunala kompetensen;Ordet//NN|NEU|SIN|DEF|NOM//amod//2 ”//PAD//punct//0 kompetens//NN|UTR|SIN|IND|NOM//nmod:poss//3 ”//RG|NOM//nsubj//6 kan//VB|PRS|AKT//aux//6 dock//AB//advmod//6 ha//VB|INF|AKT//ROOT//6 olika//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 innebörd//NN|UTR|SIN|IND|NOM//obj//6 .//MAD//punct//6
18.7.1 Den kommunala kompetensen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//13 kan//VB|PRS|AKT//nsubj//10 utöver//PP//case//13 rätt//NN|UTR|SIN|IND|NOM//parataxis//6 att//IE//mark//15 göra//VB|INF|AKT//acl//13 något//PN|NEU|SIN|IND|SUB/OBJ//obj//15 även//AB//advmod//18 avse//VB|INF|AKT//advcl//6 kunskap//NN|UTR|SIN|IND|NOM//obj//18 att//IE//mark//21 göra//VB|INF|AKT//acl//19 något//PN|NEU|SIN|IND|SUB/OBJ//obj//21 .//MAD//punct//6
18.7.1 Den kommunala kompetensen;Sett//PC|PRF|NEU|SIN|IND|NOM//amod//25 självständigt//JJ|POS|NEU|SIN|IND|NOM//appos//6 kan//VB|PRS|AKT//aux//30 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//30 därför//AB//advmod//30 vara//VB|INF|AKT//cop//30 missvisande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//6 .//MAD//punct//6
18.7.1 Den kommunala kompetensen;Använt//PC|PRF|NEU|SIN|IND|NOM//conj//6 i//PP//case//35 ett//DT|NEU|SIN|IND//det//35 sammanhang//NN|NEU|SIN|IND|NOM//obl//32 bör//VB|PRS|AKT//aux//40 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//40 dock//AB//advmod//40 inte//AB//advmod//40 vålla//VB|INF|AKT//conj//6 några//DT|UTR/NEU|PLU|IND//det//42 oklarheter//NN|UTR|PLU|IND|NOM//obj//40 om//PP//case//44 innebörden//NN|UTR|SIN|DEF|NOM//nmod//42 av//PP//case//49 begreppet//NN|NEU|SIN|DEF|NOM//nmod//48 ”//PAD//punct//48 kompetens//NN|UTR|SIN|IND|NOM//nmod:poss//49 ”//RG|NOM//nmod//44 .//MAD//punct//6
18.7.1 Den kommunala kompetensen;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//57 har//VB|PRS|AKT//aux//57 dock//AB//advmod//57 under//PP//case//56 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//56 arbete//NN|NEU|SIN|IND|NOM//obl//57 ifrågasatts//VB|SUP|SFO//parataxis//6 om//PP//case//60 en//DT|UTR|SIN|IND//det//60 ändring//NN|UTR|SIN|IND|NOM//obl//57 från//PP//case//63 ”//PAD//punct//63 befogenheter//NN|UTR|PLU|IND|NOM//nmod//60 ”//PAD//punct//57 till//PP//mark//70 ”//PAD//punct//70 kompetens//NN|UTR|SIN|IND|NOM//nmod:poss//68 ”//RG|NOM//nsubj//70 skulle//VB|PRT|AKT//aux//70 utgöra//VB|INF|AKT//advcl//6 någon//DT|UTR|SIN|IND//det//72 förbättring//NN|UTR|SIN|IND|NOM//obj//70 av//PP//case//74 begreppsbildningen//NN|UTR|SIN|DEF|NOM//nmod//72 .//MAD//punct//6
18.7.1 Den kommunala kompetensen;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//79 har//VB|PRS|AKT//aux//79 därför//AB//advmod//79 stannat//VB|SUP|AKT//parataxis//6 vid//PP//mark//83 att//IE//mark//83 inte//AB//advmod//83 föreslå//VB|INF|AKT//advcl//79 att//SN//mark//88 ”//RG|NOM//punct//86 befogenheter//NN|UTR|PLU|IND|NOM//nsubj:pass//88 ”//PM|NOM//punct//86 ersätts//VB|PRS|SFO//ccomp//83 med//PP//case//91 ”//PAD//punct//91 kompetens//NN|UTR|SIN|IND|NOM//nmod:poss//92 ”//RG|NOM//obl//88 .//MAD//punct//6
18.7.1 Den kommunala kompetensen;I//PP//case//2 några//DT|UTR/NEU|PLU|IND//det//2 fall//NN|NEU|PLU|IND|NOM//obl//9 kan//VB|PRS|AKT//aux//9 dock//AB//advmod//9 begreppet//NN|NEU|SIN|DEF|NOM//nmod//7 ”//PAD//punct//7 befogenheter//NN|UTR|PLU|IND|NOM//nsubj:pass//9 ”//PAD//punct//7 uttryckas//VB|PRS|SFO//ROOT//9 på//PP//case//12 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 sätt//NN|NEU|PLU|IND|NOM//obl//9 .//MID//punct//9
18.7.1 Den kommunala kompetensen;Rubriken//NN|UTR|SIN|DEF|NOM//nsubj//19 till//PP//case//17 2//RG|NOM//nummod//17 kap.//NN|AN//nmod//14 bör//VB|PRS|AKT//aux//19 innehålla//VB|INF|AKT//parataxis//9 något//DT|NEU|SIN|IND//det//22 annat//JJ|POS|NEU|SIN|IND|NOM//amod//22 begrepp//NN|NEU|SIN|IND|NOM//obj//19 än//KN//case//25 ”//RG|NOM//punct//25 befogenheter//NN|UTR|PLU|IND|NOM//nmod//22 ”//RG|NOM//punct//25 och//KN//cc//29 ”//PAD//punct//29 kompetens//NN|UTR|SIN|IND|NOM//conj//25 ”//RG|NOM//punct//29 .//MID//punct//25
18.7.1 Den kommunala kompetensen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//38 som//HP|-|-|-//obj//36 det//DT|NEU|SIN|DEF//det//35 kapitlet//NN|NEU|SIN|DEF|NOM//nsubj//36 handlar//VB|PRS|AKT//advcl//38 om//PP//case//36 avser//VB|PRS|AKT//conj//19 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//38 som//KN//mark//41 kommuner//NN|UTR|PLU|IND|NOM//obl//38 och//KN//cc//43 landsting//NN|NEU|SIN|IND|NOM//conj//41 ska//VB|PRS|AKT//conj//38 eller//KN//cc//47 får//VB|PRS|AKT//aux//47 syssla//VB|INF|AKT//conj//44 med//PP//case//44 ,//MID//punct//44 dvs.//AB|AN//advmod//53 de//DT|UTR/NEU|PLU|DEF//det//53 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 angelägenheterna//NN|UTR|PLU|DEF|NOM//conj//44 .//MAD//punct//38
18.7.1 Den kommunala kompetensen;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//56 föreslår//VB|PRS|AKT//parataxis//38 därför//AB//advmod//56 att//SN//fixed//57 det//DT|NEU|SIN|DEF//det//60 kapitlets//NN|NEU|SIN|DEF|GEN//nmod:poss//61 rubrik//NN|UTR|SIN|IND|NOM//nsubj//66 ska//VB|PRS|AKT//aux//66 vara//VB|INF|AKT//cop//66 ”//PAD//punct//66 Kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 angelägenheter//NN|UTR|PLU|IND|NOM//xcomp//56 ”//RG|NOM//punct//66 (//PAD//punct//66 se//VB|IMP|AKT//parataxis//66 avsnitt//NN|NEU|SIN|IND|NOM//nmod//71 18.8.2//RG|NOM//obj//69 )//PAD//punct//66 .//MAD//punct//9
18.7.1 Den kommunala kompetensen;Begreppet//NN|NEU|SIN|DEF|NOM//nmod//2 ”//PAD//punct//2 befogenheter//NN|UTR|PLU|IND|NOM//nsubj:pass//5 ”//RG|NOM//punct//2 ska//VB|PRS|AKT//aux//5 användas//VB|INF|SFO//ROOT//5 för//PP//mark//8 att//IE//mark//8 beskriva//VB|INF|AKT//advcl//5 vad//HP|NEU|SIN|IND//obj//14 kommuner//NN|UTR|PLU|IND|NOM//nsubj//14 och//KN//cc//12 landsting//NN|NEU|SIN|IND|NOM//conj//10 får//VB|PRS|AKT//aux//14 befatta//VB|INF|AKT//ccomp//8 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//14 med//PP//compound:prt//14 ,//MID//punct//5 dvs.//AB|AN//advmod//21 de//DT|UTR/NEU|PLU|DEF//det//21 yttre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 gränserna//NN|UTR|PLU|DEF|NOM//appos//5 för//PP//case//24 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//24 kompetens//NN|UTR|SIN|IND|NOM//nmod//21 .//MAD//punct//5
18.7.1 Den kommunala kompetensen;Däremot//AB//advmod//30 bör//VB|PRS|AKT//aux//30 begreppet//NN|NEU|SIN|DEF|NOM//nsubj:pass//30 inte//AB//advmod//30 användas//VB|INF|SFO//parataxis//5 för//PP//mark//33 att//IE//mark//33 beskriva//VB|INF|AKT//advcl//30 gränserna//NN|UTR|PLU|DEF|NOM//obj//33 inom//PP//case//36 kompetensen//NN|UTR|SIN|DEF|NOM//obl//33 ,//MID//punct//30 dvs.//AB|AN//advmod//39 fördelningen//NN|UTR|SIN|DEF|NOM//appos//30 av//PP//case//41 ansvar//NN|NEU|SIN|IND|NOM//nmod//39 mellan//PP//case//46 de//DT|UTR/NEU|PLU|DEF//det//46 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 organen//NN|NEU|PLU|DEF|NOM//nmod//41 .//MAD//punct//5
18.7.1 Den kommunala kompetensen;Enligt//PP//case//52 3//RG|NOM//nummod//50 kap.//NN|AN//nmod//51 28//RG|NOM//nummod//52 §//NN|AN//obl//55 2//RG|NOM//nummod//54 KL//PM|NOM//nmod//52 ska//VB|PRS|AKT//parataxis//5 en//DT|UTR|SIN|IND//det//57 förbundsordning//NN|UTR|SIN|IND|NOM//obj//55 för//PP//case//60 ett//DT|NEU|SIN|IND//det//60 kommunalförbund//NN|NEU|SIN|IND|NOM//nmod//57 bl.a.//AB|AN//advmod//62 innehålla//VB|INF|AKT//acl:relcl//57 ”//PAD//punct//65 organens//NN|NEU|PLU|DEF|GEN//nmod:poss//65 befogenheter//NN|UTR|PLU|IND|NOM//obj//62 ”//RG|NOM//punct//55 .//MAD//punct//5
18.7.1 Den kommunala kompetensen;Enligt//PP//case//72 10//RG|NOM//nummod//70 kap.//NN|AN//nmod//72 8//RG|NOM//nummod//72 §//NN|AN//obl//81 första//RO|NOM//amod//74 stycket//NN|NEU|SIN|DEF|NOM//nmod//72 3//RG|NOM//nummod//76 KL//PM|NOM//nmod//74 ska//VB|PRS|AKT//aux//81 ett//DT|NEU|SIN|IND//det//80 överklagat//PC|PRF|NEU|SIN|IND|NOM//amod//80 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//81 upphävas//VB|INF|SFO//parataxis//5 om//PP//case//84 det//DT|NEU|SIN|DEF//det//84 organ//NN|NEU|SIN|IND|NOM//obl//81 som//HP|-|-|-//nsubj//87 har//VB|PRS|AKT//aux//87 fattat//VB|SUP|AKT//acl:relcl//84 beslutet//NN|NEU|SIN|DEF|NOM//obj//87 har//VB|PRS|AKT//aux//90 överskridit//VB|SUP|AKT//conj//5 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//92 befogenheter//NN|UTR|PLU|IND|NOM//obj//90 .//MAD//punct//5
18.7.1 Den kommunala kompetensen;I//PP//case//96 dessa//DT|UTR/NEU|PLU|DEF//det//96 bestämmelser//NN|UTR|PLU|IND|NOM//obl//102 kan//VB|PRS|AKT//aux//102 ”//RG|NOM//punct//99 befogenheter//NN|UTR|PLU|IND|NOM//nsubj:pass//102 ”//PAD//punct//99 därför//AB//advmod//102 ersättas//VB|INF|SFO//parataxis//5 .//MAD//punct//5
18.7.1 Den kommunala kompetensen;Behörighet//NN|UTR|SIN|IND|NOM//ROOT//0
18.7.1 Den kommunala kompetensen;Begreppet//NN|NEU|SIN|DEF|NOM//nmod//2 ”//PAD//punct//2 behörighet//NN|UTR|SIN|IND|NOM//nsubj//4 ”//RG|NOM//punct//2 förekommer//VB|PRS|AKT//ROOT//4 endast//AB//advmod//4 i//PP//case//9 3//RG|NOM//nummod//8 kap.//NN|AN//nmod//9 3//RG|NOM//obl//4 c//NN|AN//case//12 §//NN|AN//nmod//12 KL//PM|NOM//nmod//9 .//MAD//punct//4
18.7.1 Den kommunala kompetensen;Enligt//PP//case//15 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//24 ska//VB|PRS|AKT//aux//24 en//DT|UTR|SIN|IND//det//20 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//20 nämnds//NN|UTR|SIN|IND|GEN//amod//20 behörighet//NN|UTR|SIN|IND|NOM//obj//16 och//KN//cc//22 befogenhet//NN|UTR|SIN|IND|NOM//conj//20 närmare//AB|KOM//advmod//24 preciseras//VB|PRS|SFO//advcl//4 i//PP//case//27 en//DT|UTR|SIN|IND//det//27 överenskommelse//NN|UTR|SIN|IND|NOM//obl//24 mellan//PP//case//31 de//DT|UTR/NEU|PLU|DEF//det//31 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//31 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//27 och//KN//cc//33 landstingen//NN|NEU|PLU|DEF|NOM//conj//31 .//MAD//punct//4
18.7.1 Den kommunala kompetensen;I//PP//case//36 förarbetena//NN|NEU|PLU|DEF|NOM//obl//39 till//PP//case//38 bestämmelsen//NN|UTR|SIN|DEF|NOM//nmod//36 angavs//VB|PRT|SFO//parataxis//4 att//SN//mark//44 syftet//NN|NEU|SIN|DEF|NOM//nsubj//44 är//VB|PRS|AKT//cop//44 att//IE//mark//44 avtala//VB|INF|AKT//ccomp//39 om//PP//case//46 samverkan//NN|UTR|SIN|IND|NOM//obl//44 .//MAD//punct//39
18.7.1 Den kommunala kompetensen;Innehållet//NN|NEU|SIN|DEF|NOM//nsubj//53 i//PP//case//52 ett//DT|NEU|SIN|IND//det//52 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//52 avtal//NN|NEU|SIN|IND|NOM//nmod//48 blir//VB|PRS|AKT//parataxis//39 helt//AB|POS//advmod//55 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//53 av//PP//compound:prt//53 på//PP//case//59 vilket//HD|NEU|SIN|IND//det//59 sätt//NN|NEU|SIN|IND|NOM//obl//53 och//KN//cc//64 om//PP//mark//64 vad//HP|NEU|SIN|IND//obj//64 man//PN|UTR|SIN|IND|SUB//nsubj//64 samverkar//VB|PRS|AKT//conj//53 .//MAD//punct//39
18.7.1 Den kommunala kompetensen;I//PP//case//68 ett//DT|NEU|SIN|IND//det//68 avtal//NN|NEU|SIN|IND|NOM//obl//72 kan//VB|PRS|AKT//aux//72 parterna//NN|UTR|PLU|DEF|NOM//nsubj//72 också//AB//advmod//72 tillgodose//VB|INF|AKT//parataxis//39 kravet//NN|NEU|SIN|DEF|NOM//obj//72 på//PP//case//77 flexibel//JJ|POS|UTR|SIN|IND|NOM//amod//77 lokal//JJ|POS|UTR|SIN|IND|NOM//amod//77 anpassning//NN|UTR|SIN|IND|NOM//nmod//73 .//MID//punct//4
18.7.1 Den kommunala kompetensen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//80 framgår//VB|PRS|AKT//parataxis//4 inte//AB//advmod//80 av//PP//case//83 förarbetena//NN|NEU|PLU|DEF|NOM//obl//80 varför//HA//advmod//91 uttrycket//NN|NEU|SIN|DEF|NOM//nsubj:pass//91 ”//PAD//punct//87 behörighet//NN|UTR|SIN|IND|NOM//nmod//85 och//KN//cc//89 befogenhet//NN|UTR|SIN|IND|NOM//conj//87 ”//RG|NOM//punct//87 valdes//VB|PRT|SFO//ccomp//80 .//MAD//punct//80
18.7.1 Den kommunala kompetensen;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//96 är//VB|PRS|AKT//cop//96 dock//AB//advmod//96 knappast//AB|SUV//parataxis//80 att//IE//mark//98 anknyta//VB|INF|AKT//csubj//80 till//PP//case//101 fullmaktslärans//NN|UTR|SIN|DEF|GEN//nmod:poss//101 regler//NN|UTR|PLU|IND|NOM//obl//98 om//PP//case//103 behörighet//NN|UTR|SIN|IND|NOM//nmod//101 och//KN//cc//105 befogenhet//NN|UTR|SIN|IND|NOM//conj//103 .//MAD//punct//80
18.7.1 Den kommunala kompetensen;Paragrafen//NN|UTR|SIN|DEF|NOM//nsubj:pass//113 kan//VB|PRS|AKT//aux//113 i//PP//case//112 en//DT|UTR|SIN|IND//det//112 ny//JJ|POS|UTR|SIN|IND|NOM//amod//112 kommunallag//NN|UTR|SIN|IND|NOM//obl//113 formuleras//VB|PRS|SFO//parataxis//80 på//PP//case//116 annat//JJ|POS|NEU|SIN|IND|NOM//amod//116 sätt//NN|NEU|SIN|IND|NOM//obl//113 för//PP//mark//119 att//IE//mark//119 undvika//VB|INF|AKT//acl//116 begreppen//NN|NEU|PLU|DEF|NOM//obj//119 .//MAD//punct//80
18.7.1 Den kommunala kompetensen;Begreppet//NN|NEU|SIN|DEF|NOM//nmod//124 ”//PAD//punct//124 behörighet//NN|UTR|SIN|IND|NOM//nsubj:pass//128 ”//RG|NOM//punct//124 kan//VB|PRS|AKT//aux//128 därigenom//AB//advmod//128 utmönstras//VB|INF|SFO//parataxis//80 från//PP//case//130 kommunallagen//NN|UTR|SIN|DEF|NOM//obl//128 .//MAD//punct//80
18.7.1 Den kommunala kompetensen;Vården//NN|UTR|SIN|DEF|NOM//ROOT//0
18.7.1 Den kommunala kompetensen;Begreppet//NN|NEU|SIN|DEF|NOM//nmod//2 ”//PAD//punct//2 vården//NN|UTR|SIN|DEF|NOM//nsubj//8 ”//PAD//punct//2 av//PP//case//7 en//DT|UTR|SIN|IND//det//7 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//7 angelägenhet//NN|UTR|SIN|IND|NOM//nmod//3 förekommer//VB|PRS|AKT//ROOT//8 främst//AB|SUV//advmod//8 vad//HP|NEU|SIN|IND//nsubj//11 gäller//VB|PRS|AKT//advcl//8 överlämnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//11 av//PP//case//15 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 angelägenheter//NN|UTR|PLU|IND|NOM//obl//12 till//PP//case//19 exempelvis//AB//advmod//18 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 företag//NN|NEU|PLU|IND|NOM//obl//12 ,//MID//punct//21 se//VB|IMP|AKT//conj//8 3//RG|NOM//nummod//23 kap.//NN|AN//nmod//24 3//RG|NOM//nummod//25 a//NN|NEU|SIN|IND|NOM//case//27 §//NN|AN//nmod//27 KL//PM|NOM//obl//21 ,//MID//punct//8 rubriken//NN|UTR|SIN|DEF|NOM//parataxis//8 före//PP//case//32 3//RG|NOM//nummod//32 kap.//NN|AN//nmod//29 16//RG|NOM//nummod//34 §//NN|AN//nmod//35 KL//PM|NOM//nmod//29 ,//MID//punct//29 3//RG|NOM//nummod//38 kap.//NN|AN//nmod//39 16–18//RG|NOM//nmod//29 ,//MID//punct//41 18//RG|NOM//nummod//42 c//NN|AN//nmod//39 ,//MID//punct//29 19//RG|NOM//nummod//45 c//NN|AN//nmod//29 och//KN//cc//45 20//RG|NOM//nummod//48 §//NN|AN//nmod//29 §//NN|AN//nmod//50 KL//PM|NOM//nmod//48 ,//MID//punct//29 6//RG|NOM//nummod//53 kap.//NN|AN//nmod//56 7//RG|NOM//nummod//55 §//NN|AN//nmod//56 KL//PM|NOM//nmod//29 och//KN//cc//60 9//RG|NOM//nummod//59 kap.//NN|AN//nmod//60 16//RG|NOM//nummod//63 och//KN//cc//60 22//RG|NOM//nummod//60 §//NN|AN//nmod//65 §//NN|AN//nmod//65 KL//PM|NOM//nmod//29 .//MID//punct//8
18.7.1 Den kommunala kompetensen;Att//SN//mark//73 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//73 och//KN//cc//70 landstingen//NN|NEU|PLU|DEF|NOM//conj//68 ska//VB|PRS|AKT//aux//73 ”//VB|INF|AKT//punct//73 vårda//VB|INF|AKT//csubj//78 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//75 angelägenheter//NN|UTR|PLU|IND|NOM//obj//73 ”//RG|NOM//punct//73 har//VB|PRS|AKT//aux//78 förekommit//VB|SUP|AKT//parataxis//8 åtminstone//AB//advmod//78 sedan//PP//case//83 1862//RG|NOM//nummod//82 års//NN|NEU|SIN|IND|GEN//nmod:poss//83 kommunalförordningar//NN|UTR|PLU|IND|NOM//obl//78 .//MAD//punct//8
18.7.1 Den kommunala kompetensen;Det//DT|NEU|SIN|DEF//det//2 första//RO|NOM//amod//2 tillfället//NN|NEU|SIN|DEF|NOM//nsubj//26 i//PP//case//5 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 kommunallag//NN|NEU|SIN|IND|NOM//nmod//2 där//HA//advmod//9 ordet//NN|NEU|SIN|DEF|NOM//nmod//8 vård//NN|UTR|SIN|IND|NOM//nsubj//9 förekommer//VB|PRS|AKT//acl:relcl//5 är//VB|PRS|AKT//cop//9 då//AB//advmod//9 ”//PAD//punct//13 vård-//NN|UTR|-|-|SMS//nsubj:pass//17 och//KN//cc//15 omsorgsområdet//NN|NEU|SIN|DEF|NOM//conj//13 ”//RG|NOM//punct//13 nämns//VB|PRS|SFO//conj//9 .//MID//punct//2
