6 Vinst i vården och vården som marknad? ;I//PP//case//1 målen//NN|NEU|PLU|DEF|NOM//obl//8 för//PP//case//3 hälso-//NN|UTR|-|-|SMS//nmod//1 och//KN//cc//5 sjukvården//NN|UTR|SIN|DEF|NOM//conj//3 i//PP//case//7 Sverige//PM|NOM//nmod//5 anges//VB|PRS|SFO//ROOT//8 att//SN//mark//12 vården//NN|UTR|SIN|DEF|NOM//nsubj:pass//12 skall//VB|PRS|AKT//aux//12 ges//VB|INF|SFO//ccomp//8 efter//PP//case//14 behov//NN|NEU|SIN|IND|NOM//obl//12 –//PAD//punct//8 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//22 med//PP//case//20 de//DT|UTR/NEU|PLU|DEF//det//20 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//20 behoven//NN|NEU|PLU|DEF|NOM//nmod//16 skall//VB|PRS|AKT//aux//22 ha//VB|INF|AKT//parataxis//8 vård//NN|UTR|SIN|IND|NOM//obj//22 först//AB//advmod//22 .//MAD//punct//22
6.4 Avtal och utförare;"Bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//32 här//AB//advmod//30 går//VB|PRS|AKT//parataxis//3 längre//AB|KOM//advmod//32 än//KN//case//35 EG-direktivet//NN|NEU|SIN|DEF|NOM//obl//32 ;//MID//punct//32"
6.4 Avtal och utförare;92/50//RG|NOM//parataxis//32 ///MID//cc//39 EEG//NN|AN//conj//37 om//PP//case//41 samordning//NN|UTR|SIN|IND|NOM//obl//32 av//PP//case//43 förfarandet//NN|NEU|SIN|DEF|NOM//nmod//41 vid//PP//case//45 upphandling//NN|UTR|SIN|IND|NOM//nmod//43 av//PP//case//47 tjänster//NN|UTR|PLU|IND|NOM//nmod//45 ,//MID//punct//32 eftersom//SN//mark//51 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//51 omfattar//VB|PRS|AKT//advcl//32 bestämmelser//NN|UTR|PLU|IND|NOM//obj//51 om//PP//case//54 upphandling//NN|UTR|SIN|IND|NOM//nmod//52 under//PP//case//56 tröskelvärdena//NN|NEU|PLU|DEF|NOM//nmod//54 och//KN//cc//58 upphandling//NN|UTR|SIN|IND|NOM//conj//56 av//PP//case//60 B-tjänster//NN|UTR|PLU|IND|NOM//nmod//58 oavsett//PP//case//62 värde//NN|NEU|SIN|IND|NOM//nmod//58 .//MAD//punct//32
6.4 Avtal och utförare;Upphandling//NN|UTR|SIN|IND|NOM//nsubj//70 enligt//PP//case//68 6//RG|NOM//nummod//67 kap.//NN|AN//nmod//68 LOU//PM|NOM//nmod//64 kan//VB|PRS|AKT//aux//70 ske//VB|INF|AKT//parataxis//32 genom//PP//case//73 förenklad//PC|PRF|UTR|SIN|IND|NOM//amod//73 upphandling//NN|UTR|SIN|IND|NOM//obl//70 ,//MID//punct//75 urvalsupphandling//NN|UTR|SIN|IND|NOM//conj//73 eller//KN//cc//77 direktupphandling//NN|UTR|SIN|IND|NOM//conj//73 .//MAD//punct//32
6.4 Avtal och utförare;Direktupphandling//NN|UTR|SIN|IND|NOM//nsubj:pass//82 får//VB|PRS|AKT//aux//82 endast//AB//advmod//82 användas//VB|INF|SFO//conj//32 om//SN//mark//87 upphandlingens//NN|UTR|SIN|DEF|GEN//nmod:poss//85 värde//NN|NEU|SIN|IND|NOM//nsubj//87 är//VB|PRS|AKT//cop//87 lågt//JJ|POS|NEU|SIN|IND|NOM//advcl//82 eller//KN//cc//91 om//SN//mark//91 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//91 föreligger//VB|PRS|AKT//conj//87 synnerliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//93 skäl//NN|NEU|PLU|IND|NOM//nsubj//91 ,//MID//punct//98 och//KN//cc//98 undantagsvis//AB//advmod//98 vara//VB|INF|AKT//cop//98 tillämplig//JJ|POS|UTR|SIN|IND|NOM//conj//82 vid//PP//case//100 upphandling//NN|UTR|SIN|IND|NOM//obl//98 av//PP//case//102 hälso-//NN|UTR|-|-|SMS//nmod//100 och//KN//cc//104 sjukvårdstjänster//NN|UTR|PLU|IND|NOM//conj//102 .//MAD//punct//32
6.4 Avtal och utförare;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//107 har//VB|PRS|AKT//aux//123 i//PP//case//109 propositionen//NN|UTR|SIN|DEF|NOM//nmod//110 Ändring//NN|UTR|SIN|IND|NOM//obj//107 av//PP//case//112 lagen//NN|UTR|SIN|DEF|NOM//nmod//110 om//PP//case//115 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//115 upphandling//NN|UTR|SIN|IND|NOM//nmod//112 ,//MID//punct//117 m.m.//AB|AN//conj//115 (//PAD//punct//117 prop//NN|UTR|SIN|IND|NOM//conj//115 .//MAD//punct//107
6.4 Avtal och utförare;2001/02:142//RG|NOM//obl//107 )//PAD//punct//107 föreslagit//VB|SUP|AKT//conj//3 att//SN//mark//129 en//DT|UTR|SIN|IND//det//126 upphandlings//NN|UTR|SIN|IND|GEN//nmod:poss//127 värde//NN|NEU|SIN|IND|NOM//nsubj:pass//129 skall//VB|PRS|AKT//aux//129 anses//VB|INF|SFO//ccomp//123 vara//VB|INF|AKT//cop//131 lågt//JJ|POS|NEU|SIN|IND|NOM//xcomp//129 om//SN//mark//134 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//134 understiger//VB|PRS|AKT//advcl//129 fem//RG|NOM//nummod//136 basbelopp//NN|NEU|PLU|IND|NOM//obj//134 enligt//PP//case//138 lagen//NN|UTR|SIN|DEF|NOM//nmod//136 (//PAD//punct//140 1962:381//RG|NOM//appos//138 )//PAD//punct//140 om//PP//case//144 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//144 försäkring//NN|UTR|SIN|IND|NOM//nmod//136 .//MAD//punct//3
6.4 Avtal och utförare;Vidare//AB|KOM//advmod//1 påtalar//VB|PRS|AKT//ROOT//1 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 att//SN//mark//8 kravet//NN|NEU|SIN|DEF|NOM//nsubj//8 på//PP//case//6 upphandling//NN|UTR|SIN|IND|NOM//nmod//4 kan//VB|PRS|AKT//aux//8 komma//VB|INF|AKT//ccomp//1 i//PP//compound:prt//8 strid//NN|UTR|SIN|IND|NOM//fixed//9 med//PP//case//14 patientens//NN|UTR|SIN|DEF|GEN//nmod:poss//14 fria//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 val//NN|NEU|SIN|IND|NOM//obl//8 av//PP//case//16 vårdgivare//NN|UTR|PLU|IND|NOM//nmod//14 .//MAD//punct//1
6.4 Avtal och utförare;I//PP//case//20 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//20 situationer//NN|UTR|PLU|IND|NOM//obl//24 bör//VB|PRS|AKT//aux//24 patientens//NN|UTR|SIN|DEF|GEN//nmod:poss//23 krav//NN|NEU|SIN|IND|NOM//nsubj//24 gå//VB|INF|AKT//parataxis//1 före//PP//case//26 kravet//NN|NEU|SIN|DEF|NOM//obl//24 på//PP//case//28 upphandling//NN|UTR|SIN|IND|NOM//nmod//26 ,//MID//punct//31 varför//HA//advmod//31 direktupphandling//NN|UTR|SIN|IND|NOM//appos//24 ,//MID//punct//31 enligt//PP//case//34 regeringen//NN|UTR|SIN|DEF|NOM//obl//24 ,//MID//punct//38 bör//VB|PRS|AKT//aux//38 kunna//VB|INF|AKT//aux//38 tillämpas//VB|INF|SFO//conj//1 .//MAD//punct//38
6.4 Avtal och utförare;Undantaget//NN|NEU|SIN|DEF|NOM//nsubj//1 för//PP//case//43 synnerliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 skäl//NN|NEU|PLU|IND|NOM//nmod//40 bör//VB|PRS|AKT//aux//50 ,//MID//punct//50 enligt//PP//case//47 regeringen//NN|UTR|SIN|DEF|NOM//obl//50 ,//MID//punct//50 även//AB//advmod//50 omfatta//VB|INF|AKT//conj//1 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//52 hälso-//NN|UTR|-|-|SMS//obj//50 och//KN//cc//54 sjukvårdtjänster//NN|UTR|PLU|IND|NOM//conj//52 där//HA//advmod//64 patienten//NN|UTR|SIN|DEF|NOM//nsubj//64 genom//PP//case//59 sin//PS|UTR|SIN|DEF//nmod:poss//59 rätt//NN|UTR|SIN|IND|NOM//nmod//56 till//PP//case//61 val//NN|NEU|SIN|IND|NOM//nmod//59 av//PP//case//63 vårdgivare//NN|UTR|PLU|IND|NOM//nmod//61 utsett//VB|SUP|AKT//advcl//50 tjänsteleverantören//NN|UTR|SIN|DEF|NOM//obj//64 .//MAD//punct//1
6.4 Avtal och utförare;Vid//PP//case//69 förenklad//PC|PRF|UTR|SIN|IND|NOM//amod//69 upphandling//NN|UTR|SIN|IND|NOM//obl//74 skall//VB|PRS|AKT//aux//74 den//DT|UTR|SIN|DEF//det//73 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//73 enheten//NN|UTR|SIN|DEF|NOM//nsubj//74 begära//VB|INF|AKT//conj//1 anbud//NN|NEU|SIN|IND|NOM//obj//74 genom//PP//case//77 annons//NN|UTR|SIN|IND|NOM//obl//74 i//PP//case//81 en//DT|UTR|SIN|IND//det//81 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//81 databas//NN|UTR|SIN|IND|NOM//nmod//77 ,//MID//punct//81 som//HP|-|-|-//nsubj//86 är//VB|PRS|AKT//cop//86 allmänt//AB|POS//advmod//86 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//81 ,//MID//punct//89 eller//KN//cc//89 annons//NN|UTR|SIN|IND|NOM//conj//74 i//PP//case//92 annan//JJ|POS|UTR|SIN|IND|NOM//amod//92 form//NN|UTR|SIN|IND|NOM//nmod//89 som//HP|-|-|-//nsubj//94 leder//VB|PRS|AKT//acl:relcl//92 till//PP//case//97 effektiv//JJ|POS|UTR|SIN|IND|NOM//amod//97 konkurrens//NN|UTR|SIN|IND|NOM//obl//94 .//MAD//punct//74
6.4 Avtal och utförare;Vid//PP//case//100 urvalsupphandling//NN|UTR|SIN|IND|NOM//obl//105 skall//VB|PRS|AKT//aux//105 den//DT|UTR|SIN|DEF//det//104 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//104 enheten//NN|UTR|SIN|DEF|NOM//nsubj//105 publicera//VB|INF|AKT//conj//1 inbjudan//NN|UTR|SIN|IND|NOM//obj//105 om//PP//mark//110 att//IE//mark//110 få//VB|INF|AKT//aux//110 ansöka//VB|INF|AKT//advcl//105 om//PP//mark//113 att//IE//mark//113 lämna//VB|INF|AKT//advcl//110 anbud//NN|NEU|SIN|IND|NOM//obj//113 genom//PP//case//116 annons//NN|UTR|SIN|IND|NOM//obl//113 i//PP//case//119 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//119 databas//NN|UTR|SIN|IND|NOM//nmod//116 som//HP|-|-|-//nsubj//123 är//VB|PRS|AKT//cop//123 allmänt//AB|POS//advmod//123 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//119 .//MAD//punct//1
6.4 Avtal och utförare;Det//DT|NEU|SIN|DEF//det//126 antal//NN|NEU|SIN|IND|NOM//nmod//127 leverantörer//NN|UTR|PLU|IND|NOM//nsubj:pass//128 inbjuds//VB|PRS|SFO//parataxis//1 att//IE//mark//130 lämna//VB|INF|AKT//xcomp//128 anbud//NN|NEU|SIN|IND|NOM//obj//130 ,//MID//punct//137 som//HP|-|-|-//case//137 med//PP//case//137 hänsyn//NN|UTR|SIN|IND|NOM//fixed//134 till//PP//fixed//134 arten//NN|UTR|SIN|DEF|NOM//obl//130 av//PP//case//139 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//137 som//HP|-|-|-//nsubj:pass//141 upphandlas//VB|PRS|SFO//acl:relcl//139 är//VB|PRS|AKT//cop//144 tillräckligt//AB|POS//advmod//144 stort//JJ|POS|NEU|SIN|IND|NOM//xcomp//141 för//PP//mark//150 att//SN//mark//150 effektiv//JJ|POS|UTR|SIN|IND|NOM//amod//148 konkurrens//NN|UTR|SIN|IND|NOM//nsubj:pass//150 skall//VB|PRS|AKT//aux//150 uppnås//VB|INF|SFO//advcl//141 .//MAD//punct//1
6.4 Avtal och utförare;I//PP//case//155 den//DT|UTR|SIN|DEF//det//155 nämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//155 propositionen//NN|UTR|SIN|DEF|NOM//obl//158 har//VB|PRS|AKT//aux//158 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//158 föreslagit//VB|SUP|AKT//parataxis//1 att//IE//mark//166 vid//PP//case//161 urvalsuphandling//NN|UTR|SIN|IND|NOM//obl//166 skall//VB|PRS|AKT//aux//166 den//DT|UTR|SIN|DEF//det//165 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//165 enheten//NN|UTR|SIN|DEF|NOM//nsubj//166 har//VB|PRS|AKT//ccomp//158 rätt//PL//obj//166 att//IE//mark//169 förhandla//VB|INF|AKT//acl//167 med//PP//case//174 en//RG|UTR|SIN|IND|NOM//det//174 eller//KN//cc//173 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//conj//171 anbudsgivare//NN|UTR|PLU|IND|NOM//obl//169 angående//PP//case//176 anbuden//NN|NEU|PLU|DEF|NOM//nmod//174 .//MAD//punct//1
6.4 Avtal och utförare;De//DT|UTR/NEU|PLU|DEF//det//1 villkor//NN|NEU|PLU|IND|NOM//nsubj:pass//15 som//HP|-|-|-//nsubj//3 gäller//VB|PRS|AKT//acl:relcl//1 för//PP//case//5 upphandlingen//NN|UTR|SIN|DEF|NOM//obl//3 och//KN//cc//8 de//DT|UTR/NEU|PLU|DEF//det//8 krav//NN|NEU|PLU|IND|NOM//conj//5 som//HP|-|-|-//obj//13 en//DT|UTR|SIN|IND//det//11 leverantör//NN|UTR|SIN|IND|NOM//nsubj//13 måste//VB|PRS|AKT//aux//13 uppfylla//VB|INF|AKT//acl:relcl//8 skall//VB|PRS|AKT//aux//15 framgå//VB|INF|AKT//ROOT//15 av//PP//case//17 förfrågningsunderlaget//NN|NEU|SIN|DEF|NOM//obl:agent//15 .//MAD//punct//15
6.4 Avtal och utförare;En//DT|UTR|SIN|IND//det//20 leverantör//NN|UTR|SIN|IND|NOM//nsubj:pass//22 kan//VB|PRS|AKT//aux//22 uteslutas//VB|INF|SFO//parataxis//15 från//PP//case//24 deltagande//NN|NEU|SIN|IND|NOM//obl//22 i//PP//case//26 upphandling//NN|UTR|SIN|IND|NOM//nmod//24 bl.a.//AB|AN//advmod//22 om//SN//mark//30 han//PN|UTR|SIN|DEF|SUB//nsubj//30 gjort//VB|SUP|AKT//advcl//22 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//30 skyldig//JJ|POS|UTR|SIN|IND|NOM//xcomp//30 till//PP//case//35 allvarliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 fel//NN|NEU|PLU|IND|NOM//obl//32 i//PP//case//37 yrkesutövningen//NN|UTR|SIN|DEF|NOM//obl//32 och//KN//cc//43 den//DT|UTR|SIN|DEF//det//41 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//41 enheten//NN|UTR|SIN|DEF|NOM//nsubj//43 kan//VB|PRS|AKT//aux//43 visa//VB|INF|AKT//conj//30 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//43 .//MAD//punct//15
6.4 Avtal och utförare;Vid//PP//case//4 övergång//NN|UTR|SIN|IND|NOM//fixed//0 av//PP//case//4 ett//DT|NEU|SIN|IND//det//4 företag//NN|NEU|SIN|IND|NOM//obl//20 ,//MID//punct//7 en//DT|UTR|SIN|IND//det//7 verksamhet//NN|UTR|SIN|IND|NOM//conj//4 eller//KN//cc//10 en//DT|UTR|SIN|IND//det//10 del//NN|UTR|SIN|IND|NOM//conj//4 av//PP//case//13 en//DT|UTR|SIN|IND//det//13 verksamhet//NN|UTR|SIN|IND|NOM//nmod//10 från//PP//case//16 en//DT|UTR|SIN|IND//det//16 arbetsgivare//NN|UTR|SIN|IND|NOM//nmod//13 till//PP//case//19 en//DT|UTR|SIN|IND//det//19 annan//JJ|POS|UTR|SIN|IND|NOM//nmod//16 gäller//VB|PRS|AKT//ROOT//20 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//22 regler//NN|UTR|PLU|IND|NOM//obj//20 för//PP//case//24 arbetstagarna//NN|UTR|PLU|DEF|NOM//nmod//22 .//MAD//punct//20
6.4 Avtal och utförare;Bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//1 finns//VB|PRS|SFO//ROOT//1 i//PP//case//4 6//RG|NOM//nummod//4 b//NN|NEU|SIN|IND|NOM//obl//1 lagen//NN|UTR|SIN|DEF|NOM//obl//1 (//PAD//punct//5 1982:80//RG|NOM//conj//5 )//PAD//punct//5 om//PP//case//10 anställningsskydd//NN|NEU|SIN|IND|NOM//obl//1 (//PAD//punct//12 LAS//NN|AN//appos//10 )//PAD//punct//12 som//HP|-|-|-//nsubj//15 bygger//VB|PRS|AKT//acl:relcl//12 på//PP//case//17 EG-direktivet//NN|NEU|SIN|DEF|NOM//obl//15 om//PP//case//19 överlåtelse//NN|UTR|SIN|IND|NOM//nmod//17 av//PP//case//21 företag//NN|NEU|PLU|IND|NOM//nmod//19 ,//MID//punct//23 verksamheter//NN|UTR|PLU|IND|NOM//conj//21 eller//KN//cc//25 delar//NN|UTR|PLU|IND|NOM//conj//21 av//PP//case//27 verksamheter//NN|UTR|PLU|IND|NOM//nmod//25 (//PAD//punct//12 77/187//RG|NOM//nummod//30 EEG//NN|AN//appos//12 )//PAD//punct//12 och//KN//cc//33 innebär//VB|PRS|AKT//conj//1 att//SN//mark//49 alla//DT|UTR/NEU|PLU|IND/DEF//det//36 rättigheter//NN|UTR|PLU|IND|NOM//nsubj//49 och//KN//cc//38 skyldigheter//NN|UTR|PLU|IND|NOM//conj//36 på//PP//case//42 grund//NN|UTR|SIN|IND|NOM//fixed//39 av//PP//fixed//39 anställningsavtal//NN|NEU|SIN|IND|NOM//nmod//38 som//HP|-|-|-//nsubj//44 gällde//VB|PRT|AKT//acl:relcl//36 vid//PP//case//46 tiden//NN|UTR|SIN|DEF|NOM//obl//44 för//PP//case//48 verksamhetsövergången//NN|UTR|SIN|DEF|NOM//nmod//46 övergår//VB|PRS|AKT//ccomp//33 till//PP//case//53 den//DT|UTR|SIN|DEF//det//53 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//53 arbetsgivaren//NN|UTR|SIN|DEF|NOM//obl//49 .//MAD//punct//1
6.4 Avtal och utförare;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//58 är//VB|PRS|AKT//cop//58 dock//AB//advmod//58 oklart//JJ|POS|NEU|SIN|IND|NOM//parataxis//1 om//PP//case//62 en//DT|UTR|SIN|IND//det//62 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//62 enhet//NN|UTR|SIN|IND|NOM//nmod//58 vid//PP//case//65 en//DT|UTR|SIN|IND//det//65 upphandling//NN|UTR|SIN|IND|NOM//nmod//62 ,//MID//punct//71 trots//PP//mark//71 att//SN//mark//71 verksamhetsövergång//NN|UTR|SIN|IND|NOM//nsubj//71 inte//AB//advmod//71 förekommit//VB|SUP|AKT//conj//58 ,//MID//punct//58 kan//VB|PRS|AKT//aux//74 uppställa//VB|INF|AKT//conj//58 krav//NN|NEU|PLU|IND|NOM//obj//74 som//HP|-|-|-//nsubj//77 går//VB|PRS|AKT//acl:relcl//75 längre//AB|KOM//advmod//77 än//KN//case//80 reglerna//NN|UTR|PLU|DEF|NOM//obl//77 i//PP//case//82 LAS//NN|AN//nmod//80 på//PP//mark//90 att//SN//mark//90 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//90 som//HP|-|-|-//nsubj:pass//87 tilldelas//VB|PRS|SFO//acl:relcl//85 kontrakt//NN|NEU|SIN|IND|NOM//obj//87 skall//VB|PRS|AKT//aux//90 erbjuda//VB|INF|AKT//advcl//77 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//93 arbetstagare//NN|UTR|PLU|IND|NOM//amod//93 anställning//NN|UTR|SIN|IND|NOM//obj//90 (//PAD//punct//58 jfr//VB|AN//parataxis//58 SOU//PM|NOM//nsubj//95 1999:149//RG|NOM//nummod//98 s.//NN|AN//nmod//99 26//RG|NOM//nummod//100 f.,171//NN|AN//obj//95 ff//AB|AN//obl//95 )//PAD//punct//58 .//MAD//punct//58
6.4 Avtal och utförare;De//DT|UTR/NEU|PLU|DEF//det//1 avtal//NN|NEU|PLU|IND|NOM//nsubj//10 som//HP|-|-|-//nsubj//3 sluts//VB|PRS|SFO//acl:relcl//1 efter//PP//case//5 upphandling//NN|UTR|SIN|IND|NOM//obl//3 bör//VB|PRS|AKT//aux//10 i//PP//advmod//10 allmänhet//NN|UTR|SIN|IND|NOM//fixed//7 vara//VB|INF|AKT//cop//10 tidsbegränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//10 .//MID//punct//10
6.4 Avtal och utförare;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//13 framgår//VB|PRS|AKT//parataxis//10 inte//AB//advmod//13 av//PP//case//16 lagtexten//NN|UTR|SIN|DEF|NOM//obl//13 men//KN//cc//18 anses//VB|PRS|SFO//conj//13 följa//VB|INF|AKT//xcomp//18 av//PL//case//21 principerna//NN|UTR|PLU|DEF|NOM//obl:agent//19 om//PP//case//23 affärsmässighet//NN|UTR|SIN|IND|NOM//nmod//21 och//KN//cc//25 effektivitet//NN|UTR|SIN|IND|NOM//conj//23 .//MAD//punct//13
6.4 Avtal och utförare;Avtalstiden//NN|UTR|SIN|DEF|NOM//nmod//28 längd//NN|UTR|SIN|IND|NOM//nsubj//29 varierar//VB|PRS|AKT//parataxis//13 från//PP//case//31 fall//NN|NEU|SIN|IND|NOM//obl//29 till//PP//case//33 fall//NN|NEU|SIN|IND|NOM//obl//29 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//mark//38 på//PP//fixed//34 vad//HP|NEU|SIN|IND//dislocated//38 som//HP|-|-|-//nsubj//38 anskaffas//VB|PRS|SFO//advcl//29 .//MAD//punct//13
6.4 Avtal och utförare;Enligt//PP//case//41 Nämnden//NN|UTR|SIN|DEF|NOM//obl//48 för//PP//case//44 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//44 upphandling//NN|UTR|SIN|IND|NOM//nmod//41 är//VB|PRS|AKT//cop//48 den//DT|UTR|SIN|DEF//det//48 normala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//48 avtalstiden//NN|UTR|SIN|DEF|NOM//obl//13 för//PP//case//50 avtal//NN|NEU|SIN|IND|NOM//nmod//48 angående//PP//case//52 leverans//NN|UTR|SIN|IND|NOM//nmod//50 av//PP//case//54 varor//NN|UTR|PLU|IND|NOM//nmod//52 och//KN//cc//56 tjänster//NN|UTR|PLU|IND|NOM//conj//54 inte//AB//advmod//58 längre//AB|KOM//advmod//48 än//KN//case//63 ett//RG|NEU|SIN|IND|NOM//nummod//63 eller//KN//cc//62 två//RG|NOM//conj//60 år//NN|NEU|PLU|IND|NOM//nmod//58 .//MAD//punct//13
6.4 Avtal och utförare;Avtal//NN|NEU|SIN|IND|NOM//nsubj//71 om//PP//case//67 driften//NN|UTR|SIN|DEF|NOM//nmod//65 av//PP//case//70 ett//DT|NEU|SIN|IND//det//70 sjukhus//NN|NEU|SIN|IND|NOM//nmod//67 torde//VB|PRT|AKT//parataxis//13 ,//MID//punct//71 med//PP//case//76 hänsyn//NN|UTR|SIN|IND|NOM//fixed//73 till//PP//fixed//73 omfattningen//NN|UTR|SIN|DEF|NOM//obl//86 av//PP//case//79 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//79 investeringar//NN|UTR|PLU|IND|NOM//nmod//76 och//KN//cc//82 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//82 omständigheter//NN|UTR|PLU|IND|NOM//conj//79 ,//MID//punct//76 vara//VB|INF|AKT//cop//85 betydlig//JJ|POS|UTR|SIN|IND|NOM//advmod//86 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//71 .//MAD//punct//13
6.4 Avtal och utförare;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//92 om//PP//case//90 sjukvårdsupphandling//NN|UTR|SIN|IND|NOM//nmod//88 har//VB|PRS|AKT//aux//92 funnit//VB|SUP|AKT//parataxis//13 att//SN//mark//96 man//PN|UTR|SIN|IND|SUB//nsubj//96 kan//VB|PRS|AKT//aux//96 överväga//VB|INF|AKT//ccomp//92 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//98 avtalstider//NN|UTR|PLU|IND|NOM//obj//96 t.ex.//AB|AN//advmod//104 mellan//PP//case//104 fem//RG|NOM//nummod//104 och//KN//cc//101 åtta//RG|NOM//nummod//101 år//NN|NEU|PLU|IND|NOM//obl//96 i//PP//case//106 normalfallet//NN|NEU|SIN|DEF|NOM//obl//96 .//MAD//punct//13
6.4 Avtal och utförare;(//PAD//punct//109 Hentze//PM|NOM//appos//13 ,//MID//punct//109 Sylvén//PM|NOM//conj//109 s.//NN|AN//nmod//113 86//RG|NOM//conj//109 ,//MID//punct//109 Sammanställning//NN|UTR|SIN|IND|NOM//conj//109 NOU//PM|NOM//conj//109 info//NN|UTR|SIN|IND|NOM//nmod//118 93–95//VB|PRT|AKT//conj//109 ,//MID//punct//118 SOU//PM|NOM//conj//109 1999:149//RG|NOM//conj//109 s.//NN|AN//nmod//123 258//RG|NOM//nmod//109 )//PAD//punct//109 .//MAD//punct//13

6.5 Forskning och utbildning;Svensk//JJ|POS|UTR|SIN|IND|NOM//amod//1 sjukvård//NN|UTR|SIN|IND|NOM//nsubj//2 håller//VB|PRS|AKT//ROOT//2 hög//JJ|POS|UTR|SIN|IND|NOM//amod//4 standard//NN|UTR|SIN|IND|NOM//obj//2 sett//PC|PRF|NEU|SIN|IND|NOM//advmod//2 i//PP//case//9 ett//DT|NEU|SIN|IND//det//9 internationellt//JJ|POS|NEU|SIN|IND|NOM//amod//9 perspektiv//NN|NEU|SIN|IND|NOM//obl//5 och//KN//cc//11 kännetecknas//VB|PRS|SFO//conj//2 av//PP//case//15 en//DT|UTR|SIN|IND//det//15 god//JJ|POS|UTR|SIN|IND|NOM//amod//15 vård//NN|UTR|SIN|IND|NOM//obl:agent//11 för//PP//case//17 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nmod//15 ,//MID//punct//20 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//20 finansiering//NN|UTR|SIN|IND|NOM//conj//17 och//KN//cc//24 en//DT|UTR|SIN|IND//det//24 stark//JJ|POS|UTR|SIN|IND|NOM//amod//24 integration//NN|UTR|SIN|IND|NOM//conj//17 mellan//PP//case//26 sjukvård//NN|UTR|SIN|IND|NOM//nmod//24 ,//MID//punct//28 utveckling//NN|UTR|SIN|IND|NOM//conj//26 ,//MID//punct//30 utbildning//NN|UTR|SIN|IND|NOM//conj//26 och//KN//cc//32 forskning//NN|UTR|SIN|IND|NOM//conj//26 .//MID//punct//2
