5 Förslagets konsekvenser ;Vilka//HP|UTR/NEU|PLU|IND//nsubj:pass//15 som//HP|-|-|-//nsubj//5 kan//VB|PRS|AKT//aux//5 komma//VB|INF|AKT//aux//5 att//IE//mark//5 träffas//VB|INF|SFO//acl:relcl//0 av//PP//case//7 de//DT|UTR/NEU|PLU|DEF//obl//5 i//PP//case//11 enlighet//NN|UTR|SIN|IND|NOM//fixed//8 med//PP//fixed//8 direktivet//NN|NEU|SIN|DEF|NOM//obl//12 införda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//13 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//15 har//VB|PRS|AKT//aux//15 behandlats//VB|SUP|SFO//advcl//34 i//PP//case//18 avsnitt//NN|NEU|SIN|IND|NOM//nmod//18 3//RG|NOM//obl//15 med//PP//case//20 utgångspunkt//NN|UTR|SIN|IND|NOM//obl//15 i//PP//case//24 den//DT|UTR|SIN|DEF//det//24 särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//24 kartläggningen//NN|UTR|SIN|DEF|NOM//nmod//20 som//HP|-|-|-//nsubj//26 finns//VB|PRS|SFO//acl:relcl//24 i//PP//case//29 bilaga//NN|UTR|SIN|IND|NOM//nmod//29 4//RG|NOM//obl//26 .//MAD//punct//15
5 Förslagets konsekvenser ;Om//SN//mark//96 Konkurrensverket//PM|NOM//nsubj//96 får//VB|PRS|AKT//advcl//104 uppgiften//NN|UTR|SIN|DEF|NOM//obj//96 att//IE//mark//99 meddela//VB|INF|AKT//xcomp//96 föreskrifter//NN|UTR|PLU|IND|NOM//obj//99 till//PP//case//102 lagen//NN|UTR|SIN|DEF|NOM//obl//99 så//AB//advmod//104 kräver//VB|PRS|AKT//conj//1 detta//PN|NEU|SIN|DEF|SUB/OBJ//det//106 resurser//NN|UTR|PLU|IND|NOM//obj//104 liksom//PP//mark//108 uppföljningen//NN|UTR|SIN|DEF|NOM//xcomp//104 av//PP//case//111 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//111 föreskrifter//NN|UTR|PLU|IND|NOM//nmod//108 .//MAD//punct//104
5 Förslagets konsekvenser ;Till//PP//case//114 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//116 skall//VB|PRS|AKT//aux//116 läggas//VB|INF|SFO//conj//104 behovet//NN|NEU|SIN|DEF|NOM//nsubj:pass//116 av//PP//case//119 resurser//NN|UTR|PLU|IND|NOM//nmod//117 för//PP//case//121 åtgärder//NN|UTR|PLU|IND|NOM//nmod//119 i//PP//mark//129 samband//NN|NEU|SIN|IND|NOM//fixed//122 med//PP//fixed//122 att//SN//mark//129 de//DT|UTR/NEU|PLU|DEF//det//128 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//128 reglerna//NN|UTR|PLU|DEF|NOM//nsubj//129 börjar//VB|PRS|AKT//advcl//1 att//IE//mark//131 tillämpas//VB|INF|SFO//xcomp//129 ,//MID//punct//131 t.ex.//AB|AN//advmod//135 rättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//135 analyser//NN|UTR|PLU|IND|NOM//appos//131 och//KN//cc//137 uppgifter//NN|UTR|PLU|IND|NOM//conj//135 enligt//PP//case//141 4//RG|NOM//nummod//140 §//NN|AN//nmod//141 förvaltningslagen//NN|UTR|SIN|DEF|NOM//obl//131 .//MAD//punct//1
5 Förslagets konsekvenser ;Uppgiftsskyldigheten//NN|UTR|SIN|DEF|NOM//nsubj//151 till//PP//case//145 kommissionen//NN|UTR|SIN|DEF|NOM//nmod//143 i//PP//case//148 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//148 fall//NN|NEU|PLU|IND|NOM//nmod//145 kan//VB|PRS|AKT//aux//151 också//AB//advmod//151 kräva//VB|INF|AKT//parataxis//1 tid//NN|UTR|SIN|IND|NOM//obj//151 .//MAD//punct//151
5 Förslagets konsekvenser ;Den//DT|UTR|SIN|DEF//det//157 särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//157 årliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//157 rapporteringen//NN|UTR|SIN|DEF|NOM//obj//151 om//PP//case//160 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//160 tillverkningsföretag//NN|NEU|PLU|IND|NOM//nmod//157 bedöms//VB|PRS|SFO//advcl//1 däremot//AB//advmod//161 angå//VB|INF|AKT//xcomp//161 ett//DT|NEU|SIN|IND//det//165 fåtal//NN|NEU|SIN|IND|NOM//nmod//166 företag//NN|NEU|PLU|IND|NOM//xcomp//161 och//KN//cc//170 bör//VB|PRS|AKT//aux//170 inte//AB//advmod//170 bli//VB|INF|AKT//conj//1 alltför//AB//advmod//172 resurskrävande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//170 .//MAD//punct//1
5 Förslagets konsekvenser ;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//175 underlättas//VB|PRS|SFO//parataxis//1 av//PP//mark//179 att//SN//mark//179 lagförslaget//NN|NEU|SIN|DEF|NOM//nsubj//179 innehåller//VB|PRS|AKT//advcl//175 regler//NN|UTR|PLU|IND|NOM//obj//179 som//HP|-|-|-//nsubj//182 anger//VB|PRS|AKT//acl:relcl//180 vilken//HD|UTR|SIN|IND//det//184 information//NN|UTR|SIN|IND|NOM//obj//182 som//HP|-|-|-//nsubj:pass//187 skall//VB|PRS|AKT//aux//187 lämnas//VB|INF|SFO//acl:relcl//184 in//PL//compound:prt//187 .//MAD//punct//175
5 Förslagets konsekvenser ;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 uppskattar//VB|PRS|AKT//ROOT//1 sammantaget//PC|PRF|NEU|SIN|IND|NOM//obj//1 att//SN//mark//5 lagförslaget//NN|NEU|SIN|DEF|NOM//nsubj//5 medför//VB|PRS|AKT//advcl//1 ett//DT|NEU|SIN|IND//det//8 varaktigt//JJ|POS|NEU|SIN|IND|NOM//amod//8 resursbehov//NN|NEU|SIN|IND|NOM//obj//5 hos//PP//case//10 Konkurrensverket//PM|NOM//nmod//8 på//PP//case//16 åtminstone//AB//advmod//13 fyra//RG|NOM//nummod//16 eller//KN//cc//15 fem//RG|NOM//conj//13 årsarbetskrafter//NN|UTR|PLU|IND|NOM//obl//5 .//MAD//punct//1
5 Förslagets konsekvenser ;I//PP//case//21 ett//DT|NEU|SIN|IND//det//21 inledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 skede//NN|NEU|SIN|IND|NOM//obl//22 kommer//VB|PRS|AKT//parataxis//1 behovet//NN|NEU|SIN|DEF|NOM//nsubj//22 sannolikt//AB|POS//xcomp//22 att//IE//mark//28 vara//VB|INF|AKT//cop//28 än//AB//mark//28 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//22 .//MAD//punct//1
5 Förslagets konsekvenser ;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//35 är//VB|PRS|AKT//cop//35 enligt//PP//case//34 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//34 mening//NN|UTR|SIN|IND|NOM//obl//35 angeläget//JJ|POS|NEU|SIN|IND|NOM//parataxis//1 att//SN//mark//40 en//DT|UTR|SIN|IND//det//39 tillräcklig//JJ|POS|UTR|SIN|IND|NOM//amod//39 resursförstärkning//NN|UTR|SIN|IND|NOM//nsubj//40 kommer//VB|PRS|AKT//csubj//35 till//PP//compound:prt//40 stånd//NN|NEU|SIN|IND|NOM//fixed//41 i//PP//case//45 god//JJ|POS|UTR|SIN|IND|NOM//amod//45 tid//NN|UTR|SIN|IND|NOM//obl//40 före//PP//case//47 ikraftträdandet//NN|NEU|SIN|DEF|NOM//obl//40 ,//MID//punct//35 så//AB//mark//55 att//SN//fixed//49 inte//AB//advmod//55 den//DT|UTR|SIN|DEF//det//54 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//54 uppgiften//NN|UTR|SIN|DEF|NOM//nsubj//55 riskerar//VB|PRS|AKT//advcl//35 att//IE//mark//57 gå//VB|INF|AKT//xcomp//55 ut//PL//compound:prt//57 över//PP//case//60 arbetet//NN|NEU|SIN|DEF|NOM//obl//57 med//PP//case//63 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 konkurrensfrågor//NN|UTR|PLU|IND|NOM//obl//57 .//MAD//punct//35
5 Förslagets konsekvenser ;Även//AB//advmod//1 domstolarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//3 kan//VB|PRS|AKT//aux//3 beröras//VB|INF|SFO//ROOT//3 genom//PP//mark//19 att//SN//mark//19 frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//19 om//PP//case//11 de//DT|UTR/NEU|PLU|DEF//det//10 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 reglernas//NN|UTR|PLU|DEF|GEN//nmod:poss//11 tillämpning//NN|UTR|SIN|IND|NOM//nmod//6 inom//PP//case//15 ramen//NN|UTR|SIN|DEF|NOM//fixed//12 för//PP//fixed//12 föreläggandeinstitutet//NN|NEU|SIN|DEF|NOM//nmod//11 kan//VB|PRS|AKT//aux//19 komma//VB|INF|AKT//aux//19 att//IE//mark//19 prövas//VB|INF|SFO//advcl//3 där//AB//advmod//19 .//MAD//punct//3
5 Förslagets konsekvenser ;De//DT|UTR/NEU|PLU|DEF//det//24 föreslagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//24 reglerna//NN|UTR|PLU|DEF|NOM//nsubj//25 berör//VB|PRS|AKT//parataxis//3 dock//AB//advmod//25 en//DT|UTR|SIN|IND//det//30 förhållandevis//AB//advmod//29 begränsad//PC|PRF|UTR|SIN|IND|NOM//amod//30 krets//NN|UTR|SIN|IND|NOM//obj//25 och//KN//cc//35 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//35 kan//VB|PRS|AKT//aux//35 inte//AB//advmod//35 bedömas//VB|INF|SFO//conj//25 att//SN//mark//44 antalet//NN|NEU|SIN|DEF|NOM//nsubj//44 ärenden//NN|NEU|PLU|IND|NOM//nmod//37 för//PP//case//40 domstolarna//NN|UTR|PLU|DEF|NOM//nmod//38 skulle//VB|PRT|AKT//aux//44 komma//VB|INF|AKT//aux//44 att//IE//mark//44 öka//VB|INF|AKT//ccomp//35 mer//AB|KOM//advmod//44 än//KN//mark//47 marginellt//AB|POS//advmod//44 .//MAD//punct//3
5 Förslagets konsekvenser ;Lagförslaget//NN|NEU|SIN|DEF|NOM//nsubj//1 omfattar//VB|PRS|AKT//ROOT//1 kommuner//NN|UTR|PLU|IND|NOM//obj//1 och//KN//cc//4 landsting//NN|NEU|SIN|IND|NOM//conj//2 .//MAD//punct//1
5 Förslagets konsekvenser ;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj//7 gäller//VB|PRS|AKT//parataxis//1 hur//HA//advmod//9 bedriven//PC|PRF|UTR|SIN|IND|NOM//amod//10 affärsverksamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//12 skall//VB|PRS|AKT//aux//12 redovisas//VB|INF|SFO//ccomp//7 .//MAD//punct//7
5 Förslagets konsekvenser ;Konkurrensverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//15 tillsyn//NN|UTR|SIN|IND|NOM//nsubj//19 av//PP//case//18 reglernas//NN|UTR|PLU|DEF|GEN//nmod:poss//18 efterlevnad//NN|UTR|SIN|IND|NOM//nmod//15 avser//VB|PRS|AKT//conj//7 verksamhet//NN|UTR|SIN|IND|NOM//obj//19 där//HA//advmod//24 verket//NN|NEU|SIN|DEF|NOM//nsubj//24 redan//AB//advmod//24 har//VB|PRS|AKT//acl:relcl//20 tillsyn//NN|UTR|SIN|IND|NOM//obj//24 enligt//PP//case//27 KL//PM|NOM//obl//24 .//MAD//punct//1
5 Förslagets konsekvenser ;Lagförslaget//NN|NEU|SIN|DEF|NOM//nsubj//30 påverkar//VB|PRS|AKT//parataxis//1 således//AB//advmod//30 inte//AB//advmod//30 den//DT|UTR|SIN|DEF//det//35 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 självstyrelsen//NN|UTR|SIN|DEF|NOM//obj//30 .//MAD//punct//1
5 Förslagets konsekvenser ;De//DT|UTR/NEU|PLU|DEF//det//1 lagförslag//NN|NEU|PLU|IND|NOM//nsubj//10 som//HP|-|-|-//nsubj:pass//3 lämnas//VB|PRS|SFO//acl:relcl//1 om//PP//case//5 redovisning//NN|UTR|SIN|IND|NOM//obl//3 och//KN//cc//7 rapportering//NN|UTR|SIN|IND|NOM//conj//5 av//PP//case//9 information//NN|UTR|SIN|IND|NOM//nmod//7 har//VB|PRS|AKT//ROOT//10 ett//DT|NEU|SIN|IND//det//12 undantag//NN|NEU|SIN|IND|NOM//obj//10 för//PP//case//14 företag//NN|NEU|PLU|IND|NOM//nmod//12 med//PP//case//17 en//DT|UTR|SIN|IND//det//17 nettoomsättning//NN|UTR|SIN|IND|NOM//obl//10 som//HP|-|-|-//nsubj//19 understiger//VB|PRS|AKT//acl:relcl//17 40//RG|NOM//nummod//21 miljoner//NN|UTR|PLU|IND|NOM//nmod//22 euro//NN|UTR|PLU|IND|NOM//obj//19 (//PAD//punct//10 ca//AB|AN//advmod//25 360//RG|NOM//nummod//26 miljoner//NN|UTR|PLU|IND|NOM//nmod//27 kronor//NN|UTR|PLU|IND|NOM//parataxis//10 )//PAD//punct//10 .//MAD//punct//10
5 Förslagets konsekvenser ;Förslagen//NN|NEU|PLU|DEF|NOM//nsubj//31 får//VB|PRS|AKT//parataxis//10 således//AB//advmod//31 inga//DT|UTR/NEU|PLU|IND//det//34 konsekvenser//NN|UTR|PLU|IND|NOM//obj//31 för//PP//case//37 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 företag//NN|NEU|PLU|IND|NOM//nmod//34 .//MAD//punct//31


6.1 Förslaget till transparenslag;1//RG|NOM//nummod//1 §//NN|AN//ROOT//1
6.1 Förslaget till transparenslag;I//PP//case//1 paragrafen//NN|UTR|SIN|DEF|NOM//obl//2 anges//VB|PRS|SFO//ROOT//2 den//DT|UTR|SIN|DEF//det//6 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//6 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 syfte//NN|NEU|SIN|IND|NOM//nsubj:pass//2 .//MAD//punct//2
6.1 Förslaget till transparenslag;I//PP//mark//14 enlighet//NN|UTR|SIN|IND|NOM//fixed//9 med//PP//fixed//9 vad//HP|NEU|SIN|IND//dislocated//14 som//HP|-|-|-//nsubj:pass//14 krävs//VB|PRS|SFO//advcl//2 enligt//PP//case//16 transparensdirektivet//NN|NEU|SIN|DEF|NOM//obl//14 är//VB|PRS|AKT//conj//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 först//AB//advmod//2 och//KN//cc//23 främst//AB|SUV//advmod//23 EG-kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//23 insyn//NN|UTR|SIN|IND|NOM//conj//2 som//HP|-|-|-//nsubj:pass//26 skall//VB|PRS|AKT//aux//26 tillgodoses//VB|INF|SFO//acl:relcl//23 .//MAD//punct//2
6.1 Förslaget till transparenslag;För//PP//mark//31 att//IE//mark//31 klart//AB|POS//advmod//31 markera//VB|INF|AKT//advcl//49 att//SN//mark//38 de//DT|UTR/NEU|PLU|DEF//det//35 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//35 redovisningarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//38 skall//VB|PRS|AKT//aux//38 kunna//VB|INF|AKT//aux//38 användas//VB|INF|SFO//ccomp//31 också//AB//advmod//38 för//PP//case//42 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 myndigheter//NN|UTR|PLU|IND|NOM//obl//38 som//HP|-|-|-//nsubj//44 fullgör//VB|PRS|AKT//acl:relcl//42 uppgifter//NN|UTR|PLU|IND|NOM//obj//44 på//PP//case//47 konkurrensområdet//NN|NEU|SIN|DEF|NOM//obl//44 ,//MID//punct//49 anges//VB|PRS|SFO//parataxis//2 att//SN//mark//52 lagen//NN|UTR|SIN|DEF|NOM//nsubj//52 syftar//VB|PRS|AKT//ccomp//49 till//PP//compound:prt//52 att//IE//mark//55 säkerställa//VB|INF|AKT//xcomp//52 konkurrensmyndigheters//NN|UTR|PLU|IND|GEN//nmod:poss//57 insyn//NN|UTR|SIN|IND|NOM//obj//55 i//PP//case//61 de//DT|UTR/NEU|PLU|DEF//det//61 finansiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//61 förbindelserna//NN|UTR|PLU|DEF|NOM//obl//55 och//KN//cc//65 de//DT|UTR/NEU|PLU|DEF//det//65 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//65 förhållandena//NN|NEU|PLU|DEF|NOM//conj//61 .//MAD//punct//2
6.1 Förslaget till transparenslag;2//RG|NOM//nummod//68 §//NN|AN//appos//2 (//PAD//punct//68 Jfr//VB|AN//appos//68 artikel//NN|UTR|SIN|IND|NOM//nmod//72 2//RG|NOM//obj//70 i//PP//case//74 transparensdirektivet//NN|NEU|SIN|DEF|NOM//obl//70 )//PAD//punct//68
6.1 Förslaget till transparenslag;Genom//PP//case//3 den//DT|UTR|SIN|DEF//det//3 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//3 paragrafen//NN|UTR|SIN|DEF|NOM//obl//4 införs//VB|PRS|SFO//ROOT//4 definitioner//NN|UTR|PLU|IND|NOM//nsubj:pass//4 hämtade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//4 från//PP//case//8 transparensdirektivet//NN|NEU|SIN|DEF|NOM//obl//6 .//MAD//punct//4
6.1 Förslaget till transparenslag;Definitionerna//NN|UTR|PLU|DEF|NOM//nsubj//11 ligger//VB|PRS|AKT//parataxis//4 till//PP//case//15 grund//NN|UTR|SIN|IND|NOM//fixed//12 för//PP//fixed//12 tillämpningen//NN|UTR|SIN|DEF|NOM//obl//11 av//PP//case//17 redovisnings-//NN|UTR|-|-|SMS//nmod//15 och//KN//cc//19 rapporteringskraven//NN|NEU|PLU|DEF|NOM//conj//17 enligt//PP//case//21 direktivet//NN|NEU|SIN|DEF|NOM//nmod//19 .//MAD//punct//4
6.1 Förslaget till transparenslag;Definitionen//NN|UTR|SIN|DEF|NOM//nsubj//8 av//PP//case//3 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//3 myndighet//NN|UTR|SIN|IND|NOM//nmod//0 i//PP//case//6 första//RO|NOM//amod//6 punkten//NN|UTR|SIN|DEF|NOM//nmod//3  //_SP////6 införlivar//VB|PRS|AKT//ROOT//8 direktivets//NN|NEU|SIN|DEF|GEN//nmod:poss//10 artikel//NN|UTR|SIN|IND|NOM//nmod//11 2.1//RG|NOM//obl//8 a.//NN|UTR|SIN|IND|NOM//obl//8 Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//16 har//VB|PRS|AKT//aux//16 dock//AB//advmod//16 förtydligats//VB|SUP|SFO//advcl//8 med//PP//mark//28 hänsyn//NN|UTR|SIN|IND|NOM//fixed//17 till//PP//fixed//17 att//SN//mark//28 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 myndigheter//NN|UTR|PLU|IND|NOM//nsubj:pass//28 ,//MID//punct//24 kommuner//NN|UTR|PLU|IND|NOM//conj//22 och//KN//cc//26 landsting//NN|NEU|SIN|IND|NOM//conj//22 skall//VB|PRS|AKT//aux//28 räknas//VB|INF|SFO//advcl//16 dit//AB//advmod//28 för//PP//case//32 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//32 del//NN|UTR|SIN|IND|NOM//obl//28 .//MAD//punct//16
6.1 Förslaget till transparenslag;Även//AB//advmod//37 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 territoriella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//46 ,//MID//punct//37 t.ex.//AB|AN//advmod//40 kommunförbund//NN|NEU|PLU|IND|NOM//appos//37 och//KN//cc//44 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 territoriella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 myndigheter//NN|UTR|PLU|IND|NOM//conj//40 ,//MID//punct//37 ingår//VB|PRS|AKT//advcl//16 i//PP//case//50 begreppet//NN|NEU|SIN|DEF|NOM//nmod//50 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//50 myndighet//NN|UTR|SIN|IND|NOM//obl//46 .//MAD//punct//8
6.1 Förslaget till transparenslag;Definitionen//NN|UTR|SIN|DEF|NOM//nsubj//12 av//PP//case//4 ”//PAD//punct//4 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 företag//NN|NEU|PLU|IND|NOM//nmod//0 ”//PAD//punct//0 i//PP//case//8 andra//RO|NOM//amod//8 punkten//NN|UTR|SIN|DEF|NOM//nmod//10 första//RO|NOM//amod//10 meningen//NN|UTR|SIN|DEF|NOM//nmod//0  //_SP////10 motsvarar//VB|PRS|AKT//ROOT//12 i//PP//advmod//12 sak//NN|UTR|SIN|IND|NOM//fixed//13 artikel//NN|UTR|SIN|IND|NOM//nmod//16 2.1//RG|NOM//nmod//17 b.//NN|AN//obj//12 Till//PP//case//20 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 företag//NN|NEU|PLU|IND|NOM//obl//12 torde//VB|PRT|AKT//aux//23 alltså//AB//advmod//23 hänföras//VB|INF|SFO//conj//12 i//PP//case//28 första//RO|NOM//fixed//24 hand//NN|UTR|SIN|IND|NOM//fixed//24 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 verksamheter//NN|UTR|PLU|IND|NOM//obl//23 inom//PP//case//30 staten//NN|UTR|SIN|DEF|NOM//obl//23 ,//MID//punct//32 kommuner//NN|UTR|PLU|IND|NOM//conj//30 och//KN//cc//34 landsting//NN|NEU|PLU|IND|NOM//conj//30 som//HP|-|-|-//nsubj:pass//36 omfattas//VB|PRS|SFO//acl:relcl//34 av//PP//case//38 KL//PM|NOM//obl//36 .//MAD//punct//12
6.1 Förslaget till transparenslag;I//PP//case//42 dessa//DT|UTR/NEU|PLU|DEF//det//42 fall//NN|NEU|PLU|IND|NOM//obl//43 finns//VB|PRS|SFO//parataxis//12 per//PP//case//45 definition//NN|UTR|SIN|IND|NOM//obl//43 ett//DT|NEU|SIN|IND//det//48 dominerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//48 inflytande//NN|NEU|SIN|IND|NOM//nsubj//43 över//PP//case//51 ”//PM|NOM//punct//51 företaget//NN|NEU|SIN|DEF|NOM//nmod//48 ”//RG|NOM//punct//43 .//MID//punct//57
6.1 Förslaget till transparenslag;Som//KN//case//56 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 företag//NN|NEU|PLU|IND|NOM//nsubj:pass//57 räknas//VB|PRS|SFO//conj//12 också//AB//advmod//57 aktiebolag//NN|NEU|PLU|IND|NOM//nsubj:pass//57 och//KN//cc//63 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 juridiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 personer//NN|UTR|PLU|IND|NOM//conj//59 som//HP|-|-|-//nsubj:pass//65 kontrolleras//VB|PRS|SFO//acl:relcl//63 av//PP//case//67 stat//NN|UTR|SIN|IND|NOM//obl:agent//65 ,//MID//punct//69 kommun//NN|UTR|SIN|IND|NOM//conj//67 eller//KN//cc//71 landsting//NN|NEU|SIN|IND|NOM//conj//67 eller//KN//cc//75 annan//JJ|POS|UTR|SIN|IND|NOM//amod//75 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//75 myndighet//NN|UTR|SIN|IND|NOM//conj//67 och//KN//cc//82 där//HA//advmod//82 det//DT|NEU|SIN|DEF//det//80 dominerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//80 inflytandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//82 kan//VB|PRS|AKT//aux//82 utövas//VB|INF|SFO//conj//65 på//PP//case//86 grund//NN|UTR|SIN|IND|NOM//fixed//83 av//PP//fixed//83 rösträtt//NN|UTR|SIN|IND|NOM//obl//82 eller//KN//cc//90 av//PP//case//90 annan//JJ|POS|UTR|SIN|IND|NOM//amod//90 anledning//NN|UTR|SIN|IND|NOM//conj//86 ,//MID//punct//82 t.ex.//AB|AN//advmod//93 föreskrifter//NN|UTR|PLU|IND|NOM//appos//82 i//PP//case//95 bolagsordning//NN|UTR|SIN|IND|NOM//nmod//93 eller//KN//cc//97 stadgar//NN|UTR|PLU|IND|NOM//conj//95 .//MAD//punct//57
6.1 Förslaget till transparenslag;Även//AB//advmod//100 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//101 företag//NN|NEU|PLU|IND|NOM//nsubj:pass//105 än//KN//mark//103 dotterföretag//NN|NEU|SIN|IND|NOM//acl//101 kan//VB|PRS|AKT//aux//105 omfattas//VB|INF|SFO//parataxis//57 .//MAD//punct//57
6.1 Förslaget till transparenslag;Avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//12 är//VB|PRS|AKT//cop//107 om//SN//case//114 en//RG|UTR|SIN|IND|NOM//det//114 eller//KN//cc//112 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//conj//110 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//114 myndigheter//NN|UTR|PLU|IND|NOM//obl//115 var//PN|UTR|SIN|IND|SUB/OBJ//ccomp//107 för//PP//case//117 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//115 eller//KN//cc//120 tillsammans//AB//advmod//120 har//VB|PRS|AKT//conj//115 det//DT|NEU|SIN|DEF//det//123 dominerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//123 inflytandet//NN|NEU|SIN|DEF|NOM//obj//120 över//PP//case//125 företaget//NN|NEU|SIN|DEF|NOM//obl//120 .//MAD//punct//12
6.1 Förslaget till transparenslag;Lagförslaget//NN|NEU|SIN|DEF|NOM//nsubj//1 innehåller//VB|PRS|AKT//ROOT//1 inte//AB//advmod//1 någon//DT|UTR|SIN|IND//det//4 definition//NN|UTR|SIN|IND|NOM//obj//1 av//PP//case//9 det//DT|NEU|SIN|DEF//det//9 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 begreppet//NN|NEU|SIN|DEF|NOM//nmod//9 företag//NN|NEU|SIN|IND|NOM//nmod//4 .//MAD//punct//1
6.1 Förslaget till transparenslag;Motivet//NN|NEU|SIN|DEF|NOM//nsubj:pass//15 för//PP//case//13 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//11 har//VB|PRS|AKT//aux//15 behandlats//VB|SUP|SFO//parataxis//1 i//PP//case//18 avsnitt//NN|NEU|SIN|IND|NOM//nmod//18 4.2.1//RG|NOM//obl//15 .//MAD//punct//1
