Civilsamhället;Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 forskarvolym//NN|NEU|SIN|IND|NOM//amod//2 VIII//RG|NOM//ROOT//2
Den svenska debatten om det civila samhället;Den//DT|UTR|SIN|DEF//det//2 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 skillnaden//NN|UTR|SIN|DEF|NOM//nsubj//21 ,//MID//punct//2 att//SN//mark//12 Sverige//PM|NOM//nsubj//12 är//VB|PRS|AKT//cop//12 och//KN//cc//12 länge//AB|POS//advmod//12 har//VB|PRS|AKT//aux//12 varit//VB|SUP|AKT//cop//12 en//DT|UTR|SIN|IND//det//12 demokrati//NN|UTR|SIN|IND|NOM//acl//2 ,//MID//punct//2 är//VB|PRS|AKT//cop//21 i//PP//case//18 det//DT|NEU|SIN|DEF//det//18 här//AB//fixed//16 hänseendet//NN|NEU|SIN|DEF|NOM//obl//21 mera//AB|KOM//advmod//20 sällan//AB//advmod//21 diskuterad//PC|PRF|UTR|SIN|IND|NOM//ROOT//21 .//MAD//punct//25
Den svenska debatten om det civila samhället;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//25 skulle//VB|PRT|AKT//aux//25 blotta//VB|INF|AKT//parataxis//21 en//DT|UTR|SIN|IND//det//29 mindre//AB|KOM//advmod//28 användbar//JJ|POS|UTR|SIN|IND|NOM//amod//29 tolkningsmöjlighet//NN|UTR|SIN|IND|NOM//obj//25 ://MID//punct//29
Den svenska debatten om det civila samhället;att//SN//mark//42 sammansmältningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//42 av//PP//case//34 stat//NN|UTR|SIN|IND|NOM//nmod//32 och//KN//cc//36 samhälle//NN|NEU|SIN|IND|NOM//conj//34 i//PP//case//38 Sverige//PM|NOM//nmod//36 lika//AB//advmod//40 väl//AB|POS//advmod//42 kan//VB|PRS|AKT//aux//42 ses//VB|INF|SFO//acl//29 som//KN//case//45 ett//DT|NEU|SIN|IND//det//45 bevis//NN|NEU|SIN|IND|NOM//obl//42 för//PP//case//48 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//48 demokratisering//NN|UTR|SIN|IND|NOM//obl//42 som//HP|-|-|-//mark//52 på//PP//case//52 samhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//52 förstatligande//NN|NEU|SIN|IND|NOM//acl//48 .//MID//punct//25
Den svenska debatten om det civila samhället;Om//SN//mark//57 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//57 nu//AB//advmod//57 är//VB|PRS|AKT//advcl//25 så//AB//advmod//57 att//SN//fixed//57 de//DT|UTR/NEU|PLU|DEF//det//63 klassiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 folkrörelserna//NN|UTR|PLU|DEF|NOM//nsubj//57 ,//MID//punct//63 som//HP|-|-|-//nsubj//68 just//AB//advmod//68 var//VB|PRT|AKT//cop//68 oppositionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//63 och//KN//cc//70 uttalat//VB|SUP|AKT//conj//68 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obj//70 ,//MID//punct//75 inte//AB//advmod//74 längre//AB|KOM//advmod//75 finns//VB|PRS|SFO//conj//57 ,//MID//punct//75 hur//HA//advmod//80 bör//VB|PRS|AKT//aux//80 man//PN|UTR|SIN|IND|SUB//nsubj//80 tolka//VB|INF|AKT//advcl//21 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//80 ?//MID//punct//80
Den svenska debatten om det civila samhället;Som//KN//case//85 ett//DT|NEU|SIN|IND//det//85 tecken//NN|NEU|SIN|IND|NOM//obl//80 på//PP//mark//89 att//SN//mark//89 staten//NN|UTR|SIN|DEF|NOM//nsubj//89 har//VB|PRS|AKT//acl//85 koloniserat//VB|SUP|AKT//amod//91 samhället//NN|NEU|SIN|DEF|NOM//obj//89 ?//MID//punct//80
Den svenska debatten om det civila samhället;Eller//KN//cc//96 som//KN//case//96 ett//DT|NEU|SIN|IND//det//96 bevis//NN|NEU|SIN|IND|NOM//conj//80 på//PP//mark//101 att//SN//mark//101 medborgarna//NN|UTR|PLU|DEF|NOM//nsubj//101 nu//AB//advmod//101 har//VB|PRS|AKT//acl//96 så//AB//advmod//103 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//110 fredliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//110 ,//MID//punct//106 alldagliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//104 och//KN//cc//110 lite//AB|POS//advmod//109 tråkiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//110 kanaler//NN|UTR|PLU|IND|NOM//obj//101 för//PP//mark//113 att//IE//mark//113 delta//VB|INF|AKT//acl//110 i//PP//case//117 den//DT|UTR|SIN|DEF//det//117 demokratiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//117 processen//NN|UTR|SIN|DEF|NOM//obl//113 att//SN//mark//122 man//PN|UTR|SIN|IND|SUB//nsubj//122 inte//AB//advmod//121 längre//AB|KOM//advmod//122 har//VB|PRS|AKT//acl:relcl//117 behov//NN|NEU|SIN|IND|NOM//obj//122 av//PP//case//127 ”//PAD//punct//127 desperata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//127 åtgärder//NN|UTR|PLU|IND|NOM//nmod//123 ”//RG|NOM//punct//80 ?//MAD//punct//21
Den svenska debatten om det civila samhället;Det//DT|NEU|SIN|DEF//det//2 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 samhället//NN|NEU|SIN|DEF|NOM//nsubj//7 i//PP//case//4 betydelsen//NN|UTR|SIN|DEF|NOM//nmod//2 gentemot//PP//case//6 staten//NN|UTR|SIN|DEF|NOM//nmod//4 oppositionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//7 och//KN//cc//12 ///MID//case//12 eller//KN//fixed//9 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//fixed//9 associationer//NN|UTR|PLU|IND|NOM//conj//7 ,//MID//punct//15 en//DT|UTR|SIN|IND//det//15 föreställning//NN|UTR|SIN|IND|NOM//conj//7 vilken//HP|UTR|SIN|IND//obj//19 vi//PN|UTR|PLU|DEF|SUB//nsubj//19 har//VB|PRS|AKT//aux//19 stött//VB|SUP|AKT//acl:relcl//15 på//PL//compound:prt//19 i//PP//case//22 analysen//NN|UTR|SIN|DEF|NOM//obl//19 av//PP//case//27 de//DT|UTR/NEU|PLU|DEF//det//26 östeuropeiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 dissidenternas//NN|UTR|PLU|DEF|GEN//nmod:poss//27 kamp//NN|UTR|SIN|IND|NOM//nmod//22 mot//PP//case//29 kommunismen//NN|UTR|SIN|DEF|NOM//nmod//27 ,//MID//punct//15 glider//VB|PRS|AKT//conj//7 emellertid//AB//advmod//31 i//PP//case//34 Timbrotolkningen//PM|NOM//obl//31 över//PL//case//40 i//PP//case//40 en//DT|UTR|SIN|IND//det//40 väsentligt//AB|POS//advmod//39 annorlunda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 tanke//NN|UTR|SIN|IND|NOM//obl//31 ,//MID//punct//7 nämligen//AB//conj//7 den//PN|UTR|SIN|DEF|SUB/OBJ//conj//7 om//PP//case//7 ”//PM|NOM//punct//48 den//DT|UTR|SIN|DEF//det//48 lilla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//48 världen//NN|UTR|SIN|DEF|NOM//conj//7 ,//MID//punct//48 ”//PAD//punct//53 det//DT|NEU|SIN|DEF//det//53 organiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//53 närsamhället//NN|NEU|SIN|DEF|NOM//conj//7 där//HA//advmod//56 gemenskap//NN|UTR|SIN|IND|NOM//nsubj//56 råder//VB|PRS|AKT//acl:relcl//53 .//MAD//punct//7
Den svenska debatten om det civila samhället;Idéen//NN|UTR|SIN|DEF|NOM//conj//7 om//PP//case//60 civilsamhället//NN|NEU|SIN|DEF|NOM//nmod//58 som//KN//mark//62 källan//NN|UTR|SIN|DEF|NOM//advcl//58 för//PP//case//65 uppstudsiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//65 folkrörelser//NN|UTR|PLU|IND|NOM//nmod//62 tjänar//VB|PRS|AKT//conj//7 för//PP//case//68 högern//NN|UTR|SIN|DEF|NOM//obl//66 egentligen//AB//advmod//73 bara//AB//advmod//73 ett//DT|NEU|SIN|IND//det//73 politiskt//JJ|POS|NEU|SIN|IND|NOM//amod//73 syfte//NN|NEU|SIN|IND|NOM//conj//7 ://MID//punct//7
Den svenska debatten om det civila samhället;att//IE//mark//76 underminera//VB|INF|AKT//csubj//7 den//DT|UTR|SIN|DEF//det//79 socialdemokratiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//79 välfärdsstatens//NN|UTR|SIN|DEF|GEN//nmod:poss//80 legitimitet//NN|UTR|SIN|IND|NOM//obj//76 .//MAD//punct//7
Den svenska debatten om det civila samhället;Men//KN//cc//87 bortom//PP//case//84 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//87 är//VB|PRS|AKT//cop//87 högerns//NN|UTR|SIN|DEF|GEN//nmod:poss//87 definition//NN|UTR|SIN|IND|NOM//conj//7 av//PP//case//89 civilsamhället//NN|NEU|SIN|DEF|NOM//nmod//87 närmst//AB//advmod//91 anti-politisk//JJ|POS|UTR|SIN|IND|NOM//nmod//87 .//MAD//punct//7
Den svenska debatten om det civila samhället;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//96 är//VB|PRS|AKT//cop//96 snarare//AB|KOM//advmod//96 antietatismen//NN|UTR|SIN|DEF|NOM//conj//7 som//HP|-|-|-//nsubj//102 har//VB|PRS|AKT//aux//102 varit//VB|SUP|AKT//cop//102 den//DT|UTR|SIN|DEF//det//102 centrala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//102 punkten//NN|UTR|SIN|DEF|NOM//acl:cleft//96 .//MAD//punct//96
Den svenska debatten om det civila samhället;Och//KN//cc//108 här//AB//advmod//108 kan//VB|PRS|AKT//aux//108 man//PN|UTR|SIN|IND|SUB//nsubj//108 urskilja//VB|INF|AKT//conj//96 två//RG|NOM//nummod//111 motsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//111 tendenser//NN|UTR|PLU|IND|NOM//obj//108 som//HP|-|-|-//mark//115 på//PP//case//115 ett//DT|NEU|SIN|IND//det//115 fruktbart//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//111 om//PP//mark//120 än//AB//mark//120 instabilt//JJ|POS|NEU|SIN|IND|NOM//amod//119 sätt//NN|NEU|SIN|IND|NOM//nsubj//120 samexisterat//VB|SUP|AKT//acl//115 .//MAD//punct//96
Den svenska debatten om det civila samhället;Å//PP//advmod//3 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 sidan//NN|UTR|SIN|DEF|NOM//obl//3 finner//VB|PRS|AKT//advcl//40 man//PN|UTR|SIN|IND|SUB//nsubj//3 bland//PP//case//8 de//DT|UTR/NEU|PLU|DEF//det//8 klassiskt//AB|POS//amod//8 liberala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//3 (//PAD//punct//11 eller//KN//cc//11 libertarianska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//3 )//PAD//punct//11 ett//DT|NEU|SIN|IND//det//17 principiellt//JJ|POS|NEU|SIN|IND|NOM//amod//17 och//KN//cc//16 långtgående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//14 avståndstagande//NN|NEU|SIN|IND|NOM//obj//3 från//PP//case//19 staten//NN|UTR|SIN|DEF|NOM//nmod//17 kombinerad//PC|PRF|UTR|SIN|IND|NOM//xcomp//3 med//PP//case//25 en//DT|UTR|SIN|IND//det//25 lika//AB//advmod//24 kompromisslös//JJ|POS|UTR|SIN|IND|NOM//amod//25 tilltro//NN|UTR|SIN|IND|NOM//obl//20 till//PP//case//28 marknadens//NN|UTR|SIN|DEF|GEN//nmod:poss//28 förmåga//NN|UTR|SIN|IND|NOM//nmod//25 att//IE//mark//31 bäst//AB|SUV//advmod//31 tillfredsställa//VB|INF|AKT//acl//28 alla//DT|UTR/NEU|PLU|IND/DEF//det//33 behov//NN|NEU|PLU|IND|NOM//obj//31 .//MAD//punct//3
Den svenska debatten om det civila samhället;I//PP//case//39 sin//PS|UTR|SIN|DEF//nmod:poss//39 mest//AB|SUV//advmod//38 attraktiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//39 skepnad//NN|UTR|SIN|IND|NOM//obl//40 finns//VB|PRS|SFO//ROOT//40 här//AB//advmod//40 en//DT|UTR|SIN|IND//det//44 hälsosam//JJ|POS|UTR|SIN|IND|NOM//amod//44 skepsis//NN|UTR|SIN|IND|NOM//nsubj//40 –//RG|NOM//punct//46 delad//PC|PRF|UTR|SIN|IND|NOM//advcl//40 av//PP//case//48 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//46 inom//PP//case//52 den//DT|UTR|SIN|DEF//det//52 frihetliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//52 vänstern//NN|UTR|SIN|DEF|NOM//obl//46 –//RG|NOM//punct//55 gentemot//PP//case//55 maktkoncentration//NN|UTR|SIN|IND|NOM//appos//52 och//KN//cc//57 förmynderi//NN|NEU|SIN|IND|NOM//conj//55 ,//MID//punct//62 samt//KN//cc//62 en//DT|UTR|SIN|IND//det//62 innerlig//JJ|POS|UTR|SIN|IND|NOM//amod//62 passion//NN|UTR|SIN|IND|NOM//conj//46 för//PP//case//64 pluralism//NN|UTR|SIN|IND|NOM//nmod//62 och//KN//cc//67 individuell//JJ|POS|UTR|SIN|IND|NOM//amod//67 frihet//NN|UTR|SIN|IND|NOM//conj//64 .//MAD//punct//46
Den svenska debatten om det civila samhället;I//PP//case//73 sin//PS|UTR|SIN|DEF//nmod:poss//73 mindre//AB|KOM//advmod//72 glamourösa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//73 form//NN|UTR|SIN|IND|NOM//obl//74 instrumentaliseras//VB|PRS|SFO//conj//46 detta//DT|NEU|SIN|DEF//det//76 tankegods//NN|NEU|SIN|IND|NOM//nsubj:pass//74 av//PP//case//78 de//PN|UTR/NEU|PLU|DEF|SUB//nmod//76 som//HP|-|-|-//nsubj//81 är//VB|PRS|AKT//cop//81 rika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//78 och//KN//cc//83 framgångsrika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//81 nog//AB//advmod//88 att//IE//mark//88 kallt//AB|POS//advmod//88 kunna//VB|INF|AKT//aux//88 räkna//VB|INF|AKT//advcl//81 med//PP//mark//91 att//IE//mark//91 tjäna//VB|INF|AKT//advcl//88 på//PP//case//95 en//DT|UTR|SIN|IND//det//95 radikal//JJ|POS|UTR|SIN|IND|NOM//amod//95 privatisering//NN|UTR|SIN|IND|NOM//obl//91 av//PP//case//99 den//DT|UTR|SIN|DEF//det//99 socialiserade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//99 omsorgen//NN|UTR|SIN|DEF|NOM//nmod//95 ,//MID//punct//101 skolan//NN|UTR|SIN|DEF|NOM//conj//99 och//KN//cc//103 vården//NN|UTR|SIN|DEF|NOM//conj//99 .//MAD//punct//40
Den svenska debatten om det civila samhället;Å//PP//cc//4 den//DT|UTR|SIN|DEF//det//3 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 sidan//NN|UTR|SIN|DEF|NOM//obl//4 har//VB|PRS|AKT//ROOT//4 vi//PN|UTR|PLU|DEF|SUB//nsubj//4 en//DT|UTR|SIN|IND//det//9 socialkonservativt//AB|POS//amod//9 färgad//PC|PRF|UTR|SIN|IND|NOM//amod//9 längtan//NN|UTR|SIN|IND|NOM//obj//4 efter//PP//case//11 ett//DT|NEU|SIN|IND//nmod//9 inte//AB//advmod//15 bara//AB//advmod//14 mindre//AB|KOM//advmod//15 dyrt//JJ|POS|NEU|SIN|IND|NOM//amod//11 men//KN//cc//21 framför//PP//case//21 allt//PN|NEU|SIN|IND|SUB/OBJ//det//21 mer//AB|KOM//advmod//20 humant//JJ|POS|NEU|SIN|IND|NOM//amod//21 samhälle//NN|NEU|SIN|IND|NOM//conj//15 .//MAD//punct//4
Den svenska debatten om det civila samhället;Man//PN|UTR|SIN|IND|SUB//nsubj//25 vill//VB|PRS|AKT//aux//25 återskapa//VB|INF|AKT//parataxis//4 ett//DT|NEU|SIN|IND//det//28 förlorat//PC|PRF|NEU|SIN|IND|NOM//amod//28 paradis//NN|NEU|SIN|IND|NOM//obj//25 där//HA//advmod//31 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//31 råder//VB|PRS|AKT//acl:relcl//28 mänskliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 relationer//NN|UTR|PLU|IND|NOM//nsubj//31 ,//MID//punct//37 och//KN//cc//37 där//HA//advmod//37 vi//PN|UTR|PLU|DEF|SUB//nsubj//44 kärleksfullt//AB|POS//amod//37 ,//MID//punct//40 villkorslöst//AB|POS//conj//38 och//KN//cc//43 utan//PP//case//43 betalning//NN|UTR|SIN|IND|NOM//conj//38 tar//VB|PRS|AKT//advcl//25 hand//NN|UTR|SIN|IND|NOM//compound:prt//44 om//PP//case//47 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//44 .//MAD//punct//25
Den svenska debatten om det civila samhället;Här//AB//advmod//50 kritiseras//VB|PRS|SFO//conj//25 inte//AB//advmod//50 främst//AB|SUV//advmod//50 de//DT|UTR/NEU|PLU|DEF//det//55 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 konsekvenserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//50 av//PP//case//61 ”//PM|NOM//punct//58 socialstatens//NN|UTR|SIN|DEF|GEN//nmod:poss//59 ”//PAD//nmod:poss//61 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//61 regim//NN|UTR|SIN|IND|NOM//nmod//55 ,//MID//punct//65 utan//KN//cc//65 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//65 handlar//VB|PRS|AKT//conj//50 i//PP//case//68 första//RO|NOM//amod//68 rummet//NN|NEU|SIN|DEF|NOM//obl//65 om//PP//case//71 en//DT|UTR|SIN|IND//det//71 oro//NN|UTR|SIN|IND|NOM//obl//65 över//PP//case//75 de//DT|UTR/NEU|PLU|DEF//det//75 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//75 följderna//NN|UTR|PLU|DEF|NOM//nmod//71 av//PP//case//81 den//DT|UTR|SIN|DEF//det//81 opersonliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//81 ,//MID//punct//78 institutionaliserade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//81 omsorgen//NN|UTR|SIN|DEF|NOM//nmod//75 .//MAD//punct//25
Den svenska debatten om det civila samhället;Utopin//NN|UTR|SIN|DEF|NOM//nsubj//93 om//PP//case//87 det//DT|NEU|SIN|DEF//det//87 civilsamhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//87 primat//NN|UTR|SIN|IND|NOM//nmod//83 vetter//VB|PRS|AKT//advmod//93 alltså//AB//advmod//93 åt//PP//case//93 två//RG|NOM//nummod//93 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//93 håll//NN|NEU|PLU|IND|NOM//obl//4 ,//MID//punct//93 mot//PP//case//100 en//DT|UTR|SIN|IND//det//99 hypermodernistisk//JJ|POS|UTR|SIN|IND|NOM//amod//99 liberal//JJ|POS|UTR|SIN|IND|NOM//amod//99 värld//NN|UTR|SIN|IND|NOM//nmod//100 befolkad//PC|PRF|UTR|SIN|IND|NOM//nmod//93 av//PP//case//105 starka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//105 ,//MID//punct//102 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//105 individualister//NN|UTR|PLU|IND|NOM//nmod//100 där//HA//advmod//105 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//105 –//PAD//punct//113 till//PP//case//111 syvende//UO//nmod//111 og//UO//obl//113 sidst//UO//flat//111 marknadsstyrda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//105 –//RG|NOM//punct//116 krafter//NN|UTR|PLU|IND|NOM//nsubj//116 råder//VB|PRS|AKT//conj//93 ,//MID//punct//122 samt//KN//cc//122 mot//PP//case//122 en//DT|UTR|SIN|IND//det//122 helt//AB|POS//advmod//122 annan//JJ|POS|UTR|SIN|IND|NOM//conj//93 ,//MID//punct//128 närmast//AB|SUV//advmod//128  //_SP////124 anti-modernistisk//JJ|POS|UTR|SIN|IND|NOM//amod//127 värld//NN|UTR|SIN|IND|NOM//nsubj//128 präglad//PC|PRF|UTR|SIN|IND|NOM//acl//122 av//PP//case//131 social//JJ|POS|UTR|SIN|IND|NOM//amod//131 gemenskap//NN|UTR|SIN|IND|NOM//obl//128 och//KN//cc//134 kristen//JJ|POS|UTR|SIN|IND|NOM//amod//134 etik//NN|UTR|SIN|IND|NOM//conj//131 .//MAD//punct//4
Den svenska debatten om det civila samhället;Gemenskapideologin//NN|UTR|SIN|DEF|NOM//ROOT//0
Den svenska debatten om det civila samhället;Denna//DT|UTR|SIN|DEF//det//1 spänning//NN|UTR|SIN|IND|NOM//nsubj//5 inom//PP//case//4 högerintellektuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 kretsar//NN|UTR|PLU|IND|NOM//nmod//1 tycks//VB|PRS|SFO//ROOT//5 under//PP//case//8 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 år//NN|NEU|PLU|IND|NOM//obl//5 ha//VB|INF|AKT//aux//10 löst//VB|SUP|AKT//advmod//5 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//10 genom//PP//mark//18 att//SN//mark//18 Timbro//PM|NOM//nmod:poss//17 och//KN//cc//16 City//PM|NOM//conj//14 Universitete//PM|NOM//nsubj//18 rört//VB|SUP|AKT//advcl//10 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//18 bort//PL//advmod//18 från//PP//case//24 den//DT|UTR|SIN|DEF//det//24 marknadsorienterade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//24 nyliberalism//NN|UTR|SIN|IND|NOM//obl//18 som//HP|-|-|-//nsubj//26 gavs//VB|PRT|SFO//acl:relcl//24 så//AB//advmod//28 stort//JJ|POS|NEU|SIN|IND|NOM//amod//29 utrymme//NN|NEU|SIN|IND|NOM//obj//26 under//PP//case//31 åttiotalet//NN|NEU|SIN|DEF|NOM//obl//26 .//MAD//punct//5
Den svenska debatten om det civila samhället;Ett//DT|NEU|SIN|IND//det//34 tecken//NN|NEU|SIN|IND|NOM//nsubj//39 på//PP//case//37 denna//DT|UTR|SIN|DEF//det//37 utveckling//NN|UTR|SIN|IND|NOM//nmod//34 var//VB|PRT|AKT//cop//39 temat//NN|NEU|SIN|DEF|NOM//parataxis//5 för//PP//case//42 ”//PM|NOM//nmod//42 Timbrodagen//NN|UTR|SIN|DEF|NOM//nmod//39 ”//PM|NOM//punct//42 1994//RG|NOM//nummod//42 ,//MID//punct//44 den//DT|UTR|SIN|DEF//nsubj//48 så//AB//advmod//48 kallade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//51 ”//PAD//punct//48 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//51 reformationen//NN|UTR|SIN|DEF|NOM//appos//42 .//MAD//punct//42 ”//NN|UTR|SIN|IND|NOM//punct//56
Den svenska debatten om det civila samhället;Med//PP//case//55 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//56 menades//VB|PRT|SFO//conj//5 ,//MID//punct//56 enligt//PP//case//59 programbladstexten//NN|UTR|SIN|DEF|NOM//obl//86 ,//MID//punct//59 en//DT|UTR|SIN|IND//det//63 positiv//JJ|POS|UTR|SIN|IND|NOM//amod//63 agenda//NN|UTR|SIN|IND|NOM//conj//59 för//PP//mark//66 att//IE//mark//66 begränsa//VB|INF|AKT//acl//63 den//DT|UTR|SIN|DEF//det//69 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//69 sektorn//NN|UTR|SIN|DEF|NOM//obj//66 och//KN//cc//71 ersätta//VB|INF|AKT//conj//66 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//71 med//PP//case//74 en//DT|UTR|SIN|IND//det//75 syntes//NN|UTR|SIN|IND|NOM//advcl//71 av//PP//case//77 marknad//NN|UTR|SIN|IND|NOM//nmod//75 ,//MID//punct//79 egenmakt//NN|UTR|SIN|IND|NOM//conj//77 och//KN//cc//81 gemenskap//NN|UTR|SIN|IND|NOM//conj//77 .//MAD//punct//75
Den svenska debatten om det civila samhället;Mot//PP//case//85 välfärdsstatens//NN|UTR|SIN|DEF|GEN//nmod:poss//85 kollektivism//NN|UTR|SIN|IND|NOM//obl//86 ställdes//VB|PRT|SFO//conj//56 det//DT|NEU|SIN|DEF//expl//86 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//89 samhället//NN|NEU|SIN|DEF|NOM//nsubj:pass//86 och//KN//cc//93 de//DT|UTR/NEU|PLU|DEF//nsubj//93 så//AB//advmod//93 kallade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//86 ”//PAD//punct//93 gemenskaparna//NN|UTR|PLU|DEF|NOM//appos//93 .//MAD//punct//56 ”//RG|NOM//punct//56
Den svenska debatten om det civila samhället;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 är//VB|PRS|AKT//cop//2 betoningen//NN|UTR|SIN|DEF|NOM//ROOT//2 på//PP//case//5 ”//PAD//punct//5 gemenskap//NN|UTR|SIN|IND|NOM//nmod//2 ”//PAD//punct//5 som//HP|-|-|-//nsubj//9 är//VB|PRS|AKT//cop//9 symptomatisk//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//5 här//AB//advmod//9 .//MAD//punct//2
Den svenska debatten om det civila samhället;Man//PN|UTR|SIN|IND|SUB//nsubj//15 behöver//VB|PRS|AKT//aux//15 inte//AB//advmod//15 ha//VB|INF|AKT//parataxis//2 någon//DT|UTR|SIN|IND//det//18 speciell//JJ|POS|UTR|SIN|IND|NOM//amod//18 insikt//NN|UTR|SIN|IND|NOM//obj//15 i//PP//case//22 Timbros//PM|GEN//nmod:poss//22 interna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 debatt//NN|UTR|SIN|IND|NOM//obl//15 för//PP//mark//25 att//IE//mark//25 inse//VB|INF|AKT//advcl//15 att//SN//mark//32 detta//DT|NEU|SIN|DEF//det//28 begrepp//NN|NEU|SIN|IND|NOM//nsubj//32 inte//AB//advmod//32 är//VB|PRS|AKT//cop//32 helt//AB|POS//advmod//32 oproblematiskt//JJ|POS|NEU|SIN|IND|NOM//ccomp//25 för//PP//case//35 de//DT|UTR/NEU|PLU|DEF//det//35 klassiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//32 (//PAD//punct//37 ny//JJ|POS|UTR|SIN|IND|NOM//amod//39 )//PAD//punct//37 liberalerna//NN|UTR|PLU|DEF|NOM//obl//32 inom//PP//case//41 högern//NN|UTR|SIN|DEF|NOM//nmod//39 .//MAD//punct//15
