5 UTÖ-modellen ;I//PP//case//2 detta//DT|NEU|SIN|DEF//det//2 kapitel//NN|NEU|SIN|IND|NOM//obl//3 beskrivs//VB|PRS|SFO//ROOT//3 den//DT|UTR|SIN|DEF//det//5 simuleringsmodell//NN|UTR|SIN|IND|NOM//nsubj:pass//3 som//HP|-|-|-//nsubj:pass//7 utvecklats//VB|SUP|SFO//acl:relcl//5 av//PP//case//9 UTÖ-utredningen//NN|UTR|SIN|DEF|NOM//obl:agent//7 .//MAD//punct//3
6 Balanstalsgräns för utdelning;I//PP//case//58 avsnitt//NN|NEU|SIN|IND|NOM//nmod//58 6.1//RG|NOM//obl//59 diskuteras//VB|PRS|SFO//parataxis//18 hur//HA//advmod//63 mycket//AB|POS//advmod//62 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//63 risk//NN|UTR|SIN|IND|NOM//nsubj:pass//59 för//PP//case//65 underskottsbalansering//NN|UTR|SIN|IND|NOM//nmod//63 som//HA//obj//68 överskottsutdelning//NN|UTR|SIN|IND|NOM//nsubj//68 medför//VB|PRS|AKT//acl:relcl//65 .//MAD//punct//18
6 Balanstalsgräns för utdelning;I//PP//case//2 nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 steg//NN|NEU|SIN|IND|NOM//obl//3 beaktas//VB|PRS|SFO//ROOT//3 de//DT|UTR/NEU|PLU|DEF//det//5 effekter//NN|UTR|PLU|IND|NOM//nsubj:pass//3 som//HP|-|-|-//obj//8 överskottsutdelning//NN|UTR|SIN|IND|NOM//nsubj//8 får//VB|PRS|AKT//acl:relcl//5 på//PP//case//11 systemets//NN|NEU|SIN|DEF|GEN//nmod:poss//11 utbetalningar//NN|UTR|PLU|IND|NOM//obl//8 av//PP//case//13 pension//NN|UTR|SIN|IND|NOM//nmod//11 .//MAD//punct//3
6 Balanstalsgräns för utdelning;En//DT|UTR|SIN|IND//det//16 utdelning//NN|UTR|SIN|IND|NOM//nsubj//17 betyder//VB|PRS|AKT//parataxis//3 att//SN//mark//22 de//DT|UTR/NEU|PLU|DEF//det//21 utbetalade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//21 pensionsbeloppen//NN|NEU|PLU|DEF|NOM//nsubj:pass//22 förhöjs//VB|PRS|SFO//ccomp//17 ,//MID//punct//22 dels//KN//advmod//25 omedelbart//AB|POS//advmod//22 ,//MID//punct//30 dels//KN//advmod//30 på//PP//case//30 lång//JJ|POS|UTR|SIN|IND|NOM//amod//30 sikt//NN|UTR|SIN|IND|NOM//conj//3 när//HA//mark//38 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//38 som//HP|-|-|-//nsubj//35 är//VB|PRS|AKT//cop//35 förvärvsaktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//32 vid//PP//case//37 utdelningstidpunkten//NN|UTR|SIN|DEF|NOM//obl//35 blir//VB|PRS|AKT//advcl//30 pensionärer//NN|UTR|PLU|IND|NOM//xcomp//38 .//MAD//punct//3
6 Balanstalsgräns för utdelning;Samtidigt//AB//advmod//47 kan//VB|PRS|AKT//aux//47 systemets//NN|NEU|SIN|DEF|GEN//nmod:poss//44 utbetalning//NN|UTR|SIN|IND|NOM//nsubj//47 av//PP//case//46 pension//NN|UTR|SIN|IND|NOM//nmod//44 bli//VB|INF|AKT//parataxis//3 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//49 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 år//NN|NEU|PLU|IND|NOM//xcomp//47 än//KN//mark//55 om//SN//mark//55 ingen//DT|UTR|SIN|IND//det//54 utdelning//NN|UTR|SIN|IND|NOM//nsubj//55 ägt//VB|SUP|AKT//acl//50 rum//NN|NEU|SIN|IND|NOM//compound:prt//55 .//MAD//punct//3
6 Balanstalsgräns för utdelning;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//59 beror//VB|PRS|AKT//parataxis//3 på//PP//case//65 de//DT|UTR/NEU|PLU|DEF//det//65 extra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//65 eller//KN//cc//64 kraftigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//62 underskottsbalanseringar//NN|UTR|PLU|IND|NOM//obl//59 som//HP|-|-|-//nsubj//68 kan//VB|PRS|AKT//aux//68 bli//VB|INF|AKT//acl:relcl//65 följden//NN|UTR|SIN|DEF|NOM//xcomp//68 av//PP//case//71 överskottsutdelning//NN|UTR|SIN|IND|NOM//nmod//69 .//MAD//punct//59
6 Balanstalsgräns för utdelning;I//PP//case//75 avsnitt//NN|NEU|SIN|IND|NOM//nmod//75 6.2//RG|NOM//obl//76 redovisas//VB|PRS|SFO//advcl//59 hur//HA//advmod//79 överskottsutdelning//NN|UTR|SIN|IND|NOM//nsubj//79 påverkar//VB|PRS|AKT//ccomp//76 fördelningssystemets//NN|NEU|SIN|DEF|GEN//nmod:poss//82 årliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//82 utbetalningar//NN|UTR|PLU|IND|NOM//obj//79 av//PP//case//84 pension//NN|UTR|SIN|IND|NOM//nmod//82 .//MAD//punct//59
6 Balanstalsgräns för utdelning;Vidare//AB|KOM//advmod//87 diskuteras//VB|PRS|SFO//parataxis//59 hur//HA//advmod//91 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//91 bör//VB|PRS|AKT//aux//91 inverka//VB|INF|AKT//ccomp//87 på//PP//case//93 valet//NN|NEU|SIN|DEF|NOM//obl//91 av//PP//case//95 balanstalsgräns//NN|NEU|SIN|DEF|NOM//nmod//93 för//PP//case//97 utdelning//NN|UTR|SIN|IND|NOM//nmod//95 .//MAD//punct//3
6 Balanstalsgräns för utdelning;Det//DT|NEU|SIN|DEF//det//2 tredje//RO|NOM//amod//2 steget//NN|NEU|SIN|DEF|NOM//nsubj//27 i//PP//case//4 kapitlet//NN|NEU|SIN|DEF|NOM//nmod//2 är//VB|PRS|AKT//cop//2 att//IE//mark//7 undersöka//VB|INF|AKT//csubj//2 hur//HA//advmod//12 valet//NN|NEU|SIN|DEF|NOM//nsubj//12 av//PP//case//11 balanstalsnivå//NN|UTR|SIN|IND|NOM//nmod//9 ter//VB|PRS|AKT//ccomp//7 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//12 i//PP//case//16 ett//DT|NEU|SIN|IND//det//16 generationsperspektiv//NN|NEU|SIN|IND|NOM//obl//12 .//MAD//punct//2
6 Balanstalsgräns för utdelning;Om//SN//mark//20 balanstalsgränsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//20 sätts//VB|PRS|SFO//acl//2 på//PP//case//25 en//DT|UTR|SIN|IND//det//25 relativt//AB|POS//advmod//24 hög//JJ|POS|UTR|SIN|IND|NOM//amod//25 nivå//NN|UTR|SIN|IND|NOM//obl//20 ,//MID//punct//27 blir//VB|PRS|AKT//ROOT//27 möjligheten//NN|UTR|SIN|DEF|NOM//nsubj//27 till//PP//case//30 överskottsutdelning//NN|UTR|SIN|IND|NOM//nmod//28 låg//VB|PRT|AKT//xcomp//27 och//KN//cc//33 därmed//AB//conj//31 kommer//VB|PRS|AKT//aux//37 sannolikheten//NN|UTR|SIN|DEF|NOM//nsubj//37 att//IE//mark//37 få//VB|INF|AKT//conj//27 del//NN|UTR|SIN|IND|NOM//obj//37 av//PP//case//40 överskott//NN|NEU|SIN|IND|NOM//nmod//38 skilja//VB|INF|AKT//xcomp//37 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//41 åt//PL//compound:prt//41 mellan//PP//case//46 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 årskullar//NN|UTR|PLU|IND|NOM//obl//41 .//MID//punct//27
6 Balanstalsgräns för utdelning;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//49 skapar//VB|PRS|AKT//parataxis//27 således//AB//advmod//49 en//DT|UTR|SIN|IND//det//53 viss//JJ|POS|UTR|SIN|IND|NOM//amod//53 omfördelning//NN|UTR|SIN|IND|NOM//obj//49 vad//HP|NEU|SIN|IND//nsubj//55 gäller//VB|PRS|AKT//acl:relcl//53 pensionen//NN|UTR|SIN|DEF|NOM//obj//55 mellan//PP//case//59 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 årskullar//NN|UTR|PLU|IND|NOM//nmod//56 .//MAD//punct//49
6 Balanstalsgräns för utdelning;För//PP//mark//63 att//IE//mark//63 belysa//VB|INF|AKT//advcl//49 denna//DT|UTR|SIN|DEF//det//65 komplikation//NN|UTR|SIN|IND|NOM//obj//63 ,//MID//punct//67 redovisas//VB|PRS|SFO//conj//63 i//PP//case//70 avsnitt//NN|NEU|SIN|IND|NOM//nmod//70 6.3//RG|NOM//obl//67 .//MAD//punct//49
6 Balanstalsgräns för utdelning;effekter//NN|UTR|PLU|IND|NOM//obj//49 på//PP//case//76 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//75 årskullars//NN|UTR|PLU|IND|GEN//nmod:poss//76 livspension//NN|UTR|SIN|IND|NOM//nmod//72 ,//MID//punct//72 dvs.//AB|AN//advmod//79 hur//HA//advmod//94 den//DT|UTR|SIN|DEF//det//82 sammanlagda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//82 pension//NN|UTR|SIN|IND|NOM//nsubj:pass//94 som//HP|-|-|-//obj//90 individerna//NN|UTR|PLU|DEF|NOM//nsubj//90 i//PP//case//89 en//DT|UTR|SIN|IND//det//89 årskull//NN|UTR|SIN|IND|NOM//advmod//89 i//PP//case//89 genomsnitt//NN|NEU|SIN|IND|NOM//nmod//84 erhåller//VB|PRS|AKT//acl:relcl//82 under//PP//case//93 sin//PS|UTR|SIN|DEF//nmod:poss//93 pensionstid//NN|UTR|SIN|IND|NOM//obl//90 påverkas//VB|PRS|SFO//acl//72 av//PP//case//96 bestämmelser//NN|UTR|PLU|IND|NOM//obl:agent//94 om//PP//case//98 överskottsutdelning//NN|UTR|SIN|IND|NOM//nmod//96 .//MAD//punct//49
6 Balanstalsgräns för utdelning;I//PP//case//2 avsnitt//NN|NEU|SIN|IND|NOM//nmod//2 6.4//RG|NOM//obl//3 sammanfattas//VB|PRS|SFO//ROOT//3 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 överväganden//NN|NEU|PLU|IND|NOM//nsubj:pass//3 kring//PP//case//7 valet//NN|NEU|SIN|DEF|NOM//nmod//5 av//PP//case//9 balanstalsgräns//NN|NEU|SIN|DEF|NOM//nmod//7 för//PP//case//11 utdelning//NN|UTR|SIN|IND|NOM//nmod//9 mot//PP//case//13 bakgrund//NN|UTR|SIN|IND|NOM//nmod//11 av//PP//case//18 de//DT|UTR/NEU|PLU|DEF//det//17 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 slags//NN|NEU|PLU|IND|GEN//nmod:poss//18 konsekvenser//NN|UTR|PLU|IND|NOM//nmod//13 som//HP|-|-|-//nsubj//20 belysts//VB|SUP|SFO//acl:relcl//18 med//PP//case//24 hjälp//NN|UTR|SIN|IND|NOM//fixed//21 av//PP//fixed//21 simuleringar//NN|UTR|PLU|IND|NOM//obl//20 med//PP//case//26 UTÖ-modellen//NN|UTR|SIN|DEF|NOM//nmod//24 .//MAD//punct//3
6 Balanstalsgräns för utdelning;6.1//RG|NOM//nummod//29 Risken//NN|UTR|SIN|DEF|NOM//appos//3 för//PP//case//33 underskott//NN|NEU|SIN|IND|NOM//amod//32 6.1.1//RG|NOM//compound//33 Försiktighetsprincipen//NN|UTR|SIN|DEF|NOM//nmod//29
6 Balanstalsgräns för utdelning;I//PP//case//2 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 direktiv//NN|NEU|PLU|IND|NOM//obl//3 anges//VB|PRS|SFO//ROOT//3 som//KN//case//7 en//DT|UTR|SIN|IND//det//7 överordnad//PC|PRF|UTR|SIN|IND|NOM//amod//7 riktlinje//NN|UTR|SIN|IND|NOM//obl//3 att//SN//mark//20 utdelning//NN|UTR|SIN|IND|NOM//nsubj//20 av//PP//case//12 en//DT|UTR|SIN|IND//det//12 del//NN|UTR|SIN|IND|NOM//nmod//9 av//PP//case//15 ett//DT|NEU|SIN|IND//det//15 överskott//NN|NEU|SIN|IND|NOM//nmod//12 i//PP//case//17 fördelningssystemet//NN|NEU|SIN|DEF|NOM//nmod//15 inte//AB//advmod//20 får//VB|PRS|AKT//aux//20 medföra//VB|INF|AKT//acl//7 mer//AB|KOM//advmod//25 än//KN//fixed//21 en//DT|UTR|SIN|IND//det//25 försumbar//JJ|POS|UTR|SIN|IND|NOM//amod//25 risk//NN|UTR|SIN|IND|NOM//obj//20 för//PP//mark//29 att//SN//mark//29 balanseringsmekanismen//NN|UTR|SIN|DEF|NOM//nsubj:pass//29 aktiveras//VB|PRS|SFO//advcl//20 inom//PP//case//33 en//DT|UTR|SIN|IND//det//33 överskådlig//JJ|POS|UTR|SIN|IND|NOM//amod//33 framtid//NN|UTR|SIN|IND|NOM//obl//29 .//MAD//punct//3
6 Balanstalsgräns för utdelning;En//DT|UTR|SIN|IND//det//36 regel//NN|UTR|SIN|IND|NOM//nsubj:pass//42 om//PP//case//38 utdelning//NN|UTR|SIN|IND|NOM//nmod//36 av//PP//case//40 överskott//NN|NEU|SIN|IND|NOM//nmod//38 skall//VB|PRS|AKT//aux//42 utformas//VB|INF|SFO//parataxis//3 så//AB//mark//47 att//SN//fixed//43 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//47 inte//AB//advmod//47 äventyrar//VB|PRS|AKT//advcl//42 systemets//NN|NEU|SIN|DEF|GEN//nmod:poss//49 förmåga//NN|UTR|SIN|IND|NOM//obj//47 att//IE//mark//51 upprätthålla//VB|INF|AKT//acl//49 snittinkomstindexeringen//NN|UTR|SIN|DEF|NOM//obj//51 över//PP//case//54 tid//NN|UTR|SIN|IND|NOM//obl//51 .//MAD//punct//3
6 Balanstalsgräns för utdelning;Utgångspunkten//NN|UTR|SIN|DEF|NOM//nsubj//64 för//PP//case//59 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//59 överväganden//NN|NEU|PLU|IND|NOM//nmod//56 skall//VB|PRS|AKT//aux//64 därför//AB//advmod//64 vara//VB|INF|AKT//cop//64 den//DT|UTR|SIN|DEF//det//64 försiktighetsprincip//NN|UTR|SIN|IND|NOM//parataxis//3 som//HP|-|-|-//nsubj:pass//66 anges//VB|PRS|SFO//acl:relcl//64 i//PP//case//68 direktiven//NN|NEU|PLU|DEF|NOM//obl//66 .//MAD//punct//64
6 Balanstalsgräns för utdelning;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj//2 är//VB|PRS|AKT//ROOT//2 att//SN//mark//8 ett//DT|NEU|SIN|IND//det//6 utdelningsbart//JJ|POS|NEU|SIN|IND|NOM//amod//6 överskott//NN|NEU|SIN|IND|NOM//nsubj:pass//8 bör//VB|PRS|AKT//aux//8 avgränsas//VB|INF|SFO//ccomp//2 genom//PP//case//11 balanstalets//NN|NEU|SIN|DEF|GEN//nmod:poss//11 nivå//NN|UTR|SIN|IND|NOM//obl//8 .//MAD//punct//2
6 Balanstalsgräns för utdelning;Den//DT|UTR|SIN|DEF//det//14 andel//NN|UTR|SIN|IND|NOM//nsubj:pass//38 av//PP//case//16 tillgångarna//NN|UTR|PLU|DEF|NOM//nmod//14 i//PP//case//19 pensionssystemets//NN|NEU|SIN|DEF|GEN//nmod:poss//19 balansräkning//NN|UTR|SIN|IND|NOM//nmod//16 som//HP|-|-|-//nsubj//21 innebär//VB|PRS|AKT//acl:relcl//19 att//SN//mark//24 balanstalet//NN|NEU|SIN|DEF|NOM//nsubj//24 överstiger//VB|PRS|AKT//ccomp//21 en//DT|UTR|SIN|IND//det//27 viss//JJ|POS|UTR|SIN|IND|NOM//amod//27 nivå//NN|UTR|SIN|IND|NOM//obj//24 är//VB|PRS|AKT//cop//24 då//AB//advmod//28 att//IE//mark//31 betrakta//VB|INF|AKT//xcomp//28 som//KN//mark//33 utdelningsbar//NN|UTR|PLU|IND|NOM//obl//31 .//MID//punct//14
6 Balanstalsgräns för utdelning;Sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//36 tillgångar//NN|UTR|PLU|IND|NOM//nsubj:pass//38 skall//VB|PRS|AKT//aux//38 fördelas//VB|INF|SFO//parataxis//2 automatiskt//AB|POS//advmod//38 genom//PP//mark//48 att//SN//mark//48 omräkningen//NN|UTR|SIN|DEF|NOM//nsubj//48 av//PP//case//44 pensionsbehållningar//NN|UTR|PLU|IND|NOM//nmod//42 och//KN//cc//47 utgående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 pensioner//NN|UTR|PLU|IND|NOM//conj//44 sker//VB|PRS|AKT//advcl//38 med//PP//case//52 ett//DT|NEU|SIN|IND//det//52 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//52 tal//NN|NEU|SIN|IND|NOM//obl//48 än//KN//case//54 förändringen//NN|UTR|SIN|DEF|NOM//acl//52 i//PP//case//56 inkomstindex//NN|NEU|SIN|IND|NOM//nmod//52 .//MAD//punct//38
6 Balanstalsgräns för utdelning;Effekten//NN|UTR|SIN|DEF|NOM//nsubj//66 av//PP//case//62 den//DT|UTR|SIN|DEF//det//62 förhöjda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//62 indexeringen//NN|UTR|SIN|DEF|NOM//nmod//58 för//PP//case//65 samtliga//PN|UTR/NEU|PLU|IND|SUB/OBJ//amod//65 försäkrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//62 räknat//VB|SUP|AKT//parataxis//38 i//PP//case//68 kronor//NN|UTR|PLU|IND|NOM//obl//66 utgör//VB|PRS|AKT//conj//38 det//DT|NEU|SIN|DEF//nsubj//69 utdelningsbara//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//72 överskottet//NN|NEU|SIN|DEF|NOM//xcomp//69 .//MAD//punct//38
6 Balanstalsgräns för utdelning;En//DT|UTR|SIN|IND//det//76 begränsad//PC|PRF|UTR|SIN|IND|NOM//amod//76 del//NN|UTR|SIN|IND|NOM//nsubj:pass//81 av//PP//case//80 det//DT|NEU|SIN|DEF//det//80 utdelade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//80 överskottet//NN|NEU|SIN|DEF|NOM//nmod//76 betalas//VB|PRS|SFO//parataxis//38 omgående//AB//advmod//81 ut//PL//advmod//81 i//PP//case//88 form//NN|UTR|SIN|IND|NOM//fixed//84 av//PP//fixed//84 höjd//PC|PRF|UTR|SIN|IND|NOM//amod//88 pension//NN|UTR|SIN|IND|NOM//obl//83 .//MAD//punct//38
6 Balanstalsgräns för utdelning;Resterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//91 belopp//NN|NEU|PLU|IND|NOM//nsubj:pass//92 fördelas//VB|PRS|SFO//parataxis//38 så//AB//advmod//92 att//SN//mark//96 pensionsbehållningarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//96 ökas//VB|PRS|SFO//advcl//92 ,//MID//punct//99 vilket//HP|NEU|SIN|IND//nsubj//99 höjer//VB|PRS|AKT//conj//38 kommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//101 års//NN|NEU|PLU|IND|GEN//nmod:poss//102 pensionsutbetalningar//NN|UTR|PLU|IND|NOM//obj//99 .//MAD//punct//38
6 Balanstalsgräns för utdelning;Med//PP//case//1 regler//NN|UTR|PLU|IND|NOM//obl//8 för//PP//case//3 överskottsutdelning//NN|UTR|SIN|IND|NOM//nmod//1 kommer//VB|PRS|AKT//aux//8 balanstalet//NN|NEU|SIN|DEF|NOM//nsubj//8 bara//AB//advmod//8 tillfälligt//AB|POS//advmod//8 överstiga//VB|INF|AKT//ROOT//8 den//DT|UTR|SIN|DEF//det//11 valda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//11 balanstalsnivån//NN|UTR|SIN|DEF|NOM//obj//8 för//PP//case//13 överskott//NN|NEU|SIN|IND|NOM//obl//8 ,//MID//punct//20 eftersom//SN//mark//20 de//DT|UTR/NEU|PLU|DEF//det//18 utdelningbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 överskotten//NN|NEU|PLU|DEF|NOM//nsubj:pass//20 årligen//AB//advmod//20 fördelas//VB|PRS|SFO//advcl//8 på//PP//mark//23 de//DT|UTR/NEU|PLU|DEF//nsubj//23 försäkrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl//20 .//MAD//punct//8
6 Balanstalsgräns för utdelning;Genom//PP//case//27 en//DT|UTR|SIN|IND//det//27 utdelningsmekanism//NN|UTR|SIN|IND|NOM//obl//28 kommer//VB|PRS|AKT//parataxis//8 systemet//NN|NEU|SIN|DEF|NOM//nsubj//28 under//PP//case//31 perioder//NN|UTR|PLU|IND|NOM//obl//36 med//PP//case//34 högt//JJ|POS|NEU|SIN|IND|NOM//amod//34 balanstal//NN|NEU|SIN|IND|NOM//nmod//31 att//IE//mark//36 fungera//VB|INF|AKT//advcl//28 i//PP//case//38 princip//NN|UTR|SIN|IND|NOM//obl//36 på//PP//case//41 samma//DT|UTR/NEU|SIN/PLU|IND//det//41 sätt//NN|NEU|SIN|IND|NOM//obl//36 som//KN//nsubj//47 under//PP//case//44 perioder//NN|UTR|PLU|IND|NOM//obl//47 där//HA//advmod//47 balanstalet//NN|NEU|SIN|DEF|NOM//nsubj//47 ligger//VB|PRS|AKT//acl:relcl//41 nära//PP//case//49 nivån//NN|UTR|SIN|DEF|NOM//obl//47 ett//DT|NEU|SIN|IND//advmod//47 och//KN//cc//58 där//HA//advmod//58 den//DT|UTR|SIN|DEF//det//55 automatiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//55 underskottsbalanseringen//NN|UTR|SIN|DEF|NOM//nsubj//58 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//57 tiden//NN|UTR|SIN|DEF|NOM//obl//58 tvingar//VB|PRS|AKT//conj//47 balanstalet//NN|NEU|SIN|DEF|NOM//obj//58 mot//PP//case//62 en//DT|UTR|SIN|IND//det//62 lägstanivå//NN|UTR|SIN|IND|NOM//obl//58 på//PP//case//64 1,00//RG|NOM//nmod//62 .//MID//punct//8
6 Balanstalsgräns för utdelning;Därmed//AB//advmod//67 blir//VB|PRS|AKT//parataxis//8 systemet//NN|NEU|SIN|DEF|NOM//nsubj//67 symmetriskt//JJ|POS|NEU|SIN|IND|NOM//xcomp//67 vad//HP|NEU|SIN|IND//nsubj//71 gäller//VB|PRS|AKT//advcl//67 låga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//75 och//KN//cc//74 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//72 balanstal//NN|NEU|PLU|IND|NOM//obj//71 med//PP//case//78 inbyggda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//78 regler//NN|UTR|PLU|IND|NOM//nmod//75 som//HP|-|-|-//nsubj//80 förhindrar//VB|PRS|AKT//acl:relcl//78 dels//KN//advmod//84 varaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//84 finansiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//84 underskott//NN|NEU|PLU|IND|NOM//obj//80 ,//MID//punct//89 dels//KN//advmod//89 mycket//AB|POS//advmod//88 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//89 överskott//NN|NEU|PLU|IND|NOM//appos//75 .//MAD//punct//8
6 Balanstalsgräns för utdelning;Av//PP//case//1 försiktighetsprincipen//NN|UTR|SIN|DEF|NOM//obl//2 följer//VB|PRS|AKT//ROOT//2 att//SN//advmod//2 den//DT|UTR|SIN|DEF//det//5 nivå//NN|UTR|SIN|IND|NOM//nsubj:pass//15 på//PP//case//7 balanstalet//NN|NEU|SIN|DEF|NOM//nmod//5 som//HP|-|-|-//nsubj//10 skall//VB|PRS|AKT//aux//10 avgränsa//VB|INF|AKT//acl:relcl//7 ett//DT|NEU|SIN|IND//det//13 utdelningsbart//JJ|POS|NEU|SIN|IND|NOM//amod//13 överskott//NN|NEU|SIN|IND|NOM//obj//10 måste//VB|PRS|AKT//aux//15 väljas//VB|INF|SFO//ccomp//2 med//PP//case//17 varsamhet//NN|UTR|SIN|IND|NOM//obl//15 .//MAD//punct//2
6 Balanstalsgräns för utdelning;En//PN|UTR|SIN|IND|SUB/OBJ//det//22 för//AB//advmod//21 låg//JJ|POS|UTR|SIN|IND|NOM//amod//22 balanstalsgräns//NN|UTR|SIN|IND|NOM//nsubj//24 skulle//VB|PRT|AKT//aux//24 äventyra//VB|INF|AKT//conj//2 pensionssystemets//NN|NEU|SIN|DEF|GEN//nmod:poss//26 förmåga//NN|UTR|SIN|IND|NOM//obj//24 att//IE//mark//28 upprätthålla//VB|INF|AKT//acl//26 snittinkomstindexeringen//NN|UTR|SIN|DEF|NOM//obj//28 .//MAD//punct//2
6 Balanstalsgräns för utdelning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//33 är//VB|PRS|AKT//cop//33 önskvärt//JJ|POS|NEU|SIN|IND|NOM//parataxis//2 att//SN//mark//36 fördelningssystemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//36 utformas//VB|INF|SFO//csubj//33 så//AB//mark//40 att//SN//fixed//37 tillgångar//NN|UTR|PLU|IND|NOM//nsubj:pass//40 tillåts//VB|PRS|SFO//advcl//36 byggas//VB|INF|SFO//xcomp//40 upp//PL//compound:prt//41 i//PP//case//44 syfte//NN|NEU|SIN|IND|NOM//obl//41 att//IE//mark//46 utgöra//VB|INF|AKT//acl//44 en//DT|UTR|SIN|IND//det//48 buffert//NN|UTR|SIN|IND|NOM//obj//46 mot//PP//case//51 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 påfrestningar//NN|UTR|PLU|IND|NOM//obl//46 .//MAD//punct//33
6 Balanstalsgräns för utdelning;Balanstalsgränsen//NN|UTR|SIN|DEF|NOM//nsubj//60 för//PP//case//55 utdelning//NN|UTR|SIN|IND|NOM//nmod//53 bör//VB|PRS|AKT//aux//60 vara//VB|INF|AKT//cop//60 så//AB//advmod//59 pass//NN|NEU|SIN|IND|NOM//advmod//60 hög//JJ|POS|UTR|SIN|IND|NOM//parataxis//33 att//SN//mark//65 antalet//NN|NEU|SIN|DEF|NOM//nmod//63 underskottsbalanseringar//NN|UTR|PLU|IND|NOM//nsubj//65 inte//AB//advmod//65 ökar//VB|PRS|AKT//advcl//60 påtagligt//AB|POS//advmod//65 genom//PP//mark//70 att//SN//mark//70 systemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//70 förhindras//VB|INF|SFO//advcl//65 att//IE//mark//72 uppnå//VB|INF|AKT//xcomp//70 en//DT|UTR|SIN|IND//det//76 tillräcklig//JJ|POS|UTR|SIN|IND|NOM//amod//76 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//76 marginal//NN|UTR|SIN|IND|NOM//obj//72 på//PP//case//81 grund//NN|UTR|SIN|IND|NOM//fixed//77 av//PP//fixed//77 återkommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//81 utdelningar//NN|UTR|PLU|IND|NOM//obl//72 .//MAD//punct//60
