Uppdraget;Mitt//PS|NEU|SIN|DEF//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//2 består//VB|PRS|AKT//ROOT//2 av//PP//case//5 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//5 delar//NN|UTR|PLU|IND|NOM//obl//2 .//MAD//punct//2
Min vision;Framstegen//NN|NEU|PLU|DEF|NOM//nsubj:pass//10 har//VB|PRS|AKT//aux//10 huvudsakligen//AB//advmod//10 gjorts//VB|SUP|SFO//parataxis//2 genom//PP//case//14 en//DT|UTR|SIN|IND//det//14 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 satsning//NN|UTR|SIN|IND|NOM//obl//10 på//PP//case//17 frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 åtaganden//NN|NEU|PLU|IND|NOM//nmod//14 inom//PP//case//19 näringslivet//NN|NEU|SIN|DEF|NOM//nmod//17 i//PP//case//21 dialog//NN|UTR|SIN|IND|NOM//nmod//14 och//KN//cc//23 samråd//NN|NEU|SIN|IND|NOM//conj//21 med//PP//case//25 staten//NN|UTR|SIN|DEF|NOM//nmod//23 .//MAD//punct//2
Min vision;Producenterna//NN|UTR|PLU|DEF|NOM//nsubj//28 tänker//VB|PRS|AKT//parataxis//2 i//PP//case//30 livscykelperspektiv//NN|NEU|SIN|IND|NOM//obl//28 när//HA//mark//33 produkterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//33 utformas//VB|PRS|SFO//advcl//28 .//MAD//punct//28
Min vision;De//DT|UTR/NEU|PLU|DEF//det//37 uttjänta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 produkterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//38 hanteras//VB|PRS|SFO//advcl//28 på//PP//case//41 fungerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//41 marknader//NN|UTR|PLU|IND|NOM//obl//38 .//MAD//punct//28
Min vision;En//DT|UTR|SIN|IND//det//44 mångfald//NN|UTR|SIN|IND|NOM//nsubj//57 av//PP//case//48 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 lösningar//NN|UTR|PLU|IND|NOM//nmod//44 för//PP//case//50 sortering//NN|UTR|SIN|IND|NOM//nmod//48 och//KN//cc//52 återvinning//NN|UTR|SIN|IND|NOM//conj//50 av//PP//case//55 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 materialslag//NN|NEU|PLU|IND|NOM//nmod//52 har//VB|PRS|AKT//aux//57 växt//VB|SUP|AKT//conj//28 fram//PL//compound:prt//57 .//MAD//punct//28
Min vision;De//DT|UTR/NEU|PLU|DEF//det//62 logistiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 systemen//NN|NEU|PLU|DEF|NOM//nsubj:pass//63 byggs//VB|PRS|SFO//conj//28 upp//PL//compound:prt//63 i//PP//case//66 samarbete//NN|NEU|SIN|IND|NOM//obl//63 mellan//PP//case//68 producenter//NN|UTR|PLU|IND|NOM//obl//63 ,//MID//punct//70 kommuner//NN|UTR|PLU|IND|NOM//conj//68 ,//MID//punct//72 fastighetsägare//NN|UTR|PLU|IND|NOM//conj//68 ,//MID//punct//74 handel//NN|UTR|SIN|IND|NOM//conj//68 ,//MID//punct//76 återvinnare//NN|UTR|PLU|IND|NOM//conj//68 och//KN//cc//78 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//68 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//68 .//MAD//punct//28
Min vision;Konsumenten//NN|UTR|SIN|DEF|NOM//nsubj//82 står//VB|PRS|AKT//parataxis//28 i//PP//case//84 fokus//NN|NEU|SIN|IND|NOM//obl//82 som//KN//case//88 en//DT|UTR|SIN|IND//det//88 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//88 länk//NN|UTR|SIN|IND|NOM//obl//82 i//PP//case//90 producentansvarskedjan//NN|UTR|SIN|DEF|NOM//nmod//88 .//MAD//punct//28
Min vision;År//NN|NEU|SIN|IND|NOM//nmod//1 2010//RG|NOM//obl//5 är//VB|PRS|AKT//cop//5 avfallet//NN|NEU|SIN|DEF|NOM//nsubj//5 en//DT|UTR|SIN|IND//det//5 resurs//NN|UTR|SIN|IND|NOM//ROOT//5 med//PP//case//8 ett//DT|NEU|SIN|IND//det//8 värde//NN|NEU|SIN|IND|NOM//nmod//5 och//KN//cc//12 inte//AB//advmod//12 ett//DT|NEU|SIN|IND//det//12 kvittblivningsproblem//NN|NEU|SIN|IND|NOM//conj//8 .//MAD//punct//5

Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Jag//PN|UTR|SIN|DEF|SUB//nsubj//2 har//VB|PRS|AKT//aux//2 valt//VB|SUP|AKT//ROOT//2 att//IE//mark//4 göra//VB|INF|AKT//xcomp//2 mina//PS|UTR/NEU|PLU|DEF//nmod:poss//6 överväganden//NN|NEU|PLU|IND|NOM//obj//4 om//PP//case//9 utvidgat//PC|PRF|NEU|SIN|IND|NOM//amod//9 producentansvar//NN|NEU|SIN|IND|NOM//nmod//6 utifrån//PP//case//13 ett//DT|NEU|SIN|IND//det//12 antal//NN|NEU|SIN|IND|NOM//nmod//13 fallstudier//NN|NEU|PLU|IND|NOM//nmod//9 av//PP//case//17 några//DT|UTR/NEU|PLU|IND//det//17 intressanta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 varugrupper//NN|UTR|PLU|IND|NOM//nmod//13 .//MAD//punct//2
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//20 skiljer//VB|PRS|AKT//parataxis//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//20 åt//PL//compound:prt//20 bl.a.//AB|AN//advmod//20 när//HA//case//27 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//24 gäller//VB|PRS|AKT//fixed//24 miljöpåverkan//NN|UTR|SIN|IND|NOM//obl//20 och//KN//cc//31 i//PP//case//31 vilken//HD|UTR|SIN|IND//det//31 fas//NN|UTR|SIN|IND|NOM//conj//27 av//PP//case//35 produktens//NN|UTR|SIN|DEF|GEN//nmod:poss//34 livscykel//NN|UTR|SIN|IND|NOM//nmod:poss//35 miljöpåverkan//NN|UTR|SIN|IND|NOM//nmod//31 uppstår//VB|PRS|AKT//conj//20 .//MAD//punct//20
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Urvalet//NN|NEU|SIN|DEF|NOM//nsubj:pass//42 av//PP//case//40 varugrupper//NN|UTR|PLU|IND|NOM//nmod//38 har//VB|PRS|AKT//aux//42 gjorts//VB|SUP|SFO//parataxis//20 med//PP//mark//48 utgångspunkt//NN|UTR|SIN|IND|NOM//fixed//43 i//PP//fixed//43 en//DT|UTR|SIN|IND//fixed//43 nyligen//AB//advmod//48 gjord//PC|PRF|UTR|SIN|IND|NOM//advcl//42 kunskapssammanställning//NN|UTR|SIN|IND|NOM//obj//48 ,//MID//punct//49 ”//PAD//punct//52 Miljöpåverkan//NN|UTR|SIN|DEF|NOM//appos//42 från//PP//case//55 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 varugrupper//NN|UTR|PLU|IND|NOM//nmod//52 ”//PM|NOM//punct//52 ,//MID//punct//61 men//KN//cc//61 även//AB//advmod//61 utifrån//PP//case//61 önskemål//NN|NEU|PLU|IND|NOM//obl//20 från//PP//case//64 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 aktörer//NN|UTR|PLU|IND|NOM//nmod//61 .//MAD//punct//20
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Byggsektorn//NN|UTR|SIN|DEF|NOM//ROOT//0 .//MID//punct//0
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Jag//PN|UTR|SIN|DEF|SUB//nsubj//3 konstaterar//VB|PRS|AKT//parataxis//0 att//SN//mark//6 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//6 finns//VB|PRS|SFO//ccomp//3 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 skäl//NN|NEU|PLU|IND|NOM//nsubj//6 som//HP|-|-|-//nsubj//10 talar//VB|PRS|AKT//acl:relcl//8 för//PP//case//14 ett//DT|NEU|SIN|IND//det//14 lagstadgat//PC|PRF|NEU|SIN|IND|NOM//amod//14 producentansvar//NN|NEU|SIN|IND|NOM//obl//10 inom//PP//case//16 byggbranschen//NN|UTR|SIN|DEF|NOM//nmod//14 .//MID//punct//3
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Några//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//26 av//PP//case//21 de//DT|UTR/NEU|PLU|DEF//det//21 viktigaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//nmod//18 är//VB|PRS|AKT//cop//26 den//DT|UTR|SIN|DEF//det//25 stora//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 mängden//NN|UTR|SIN|DEF|NOM//nmod//26 material//NN|NEU|PLU|IND|NOM//parataxis//3 och//KN//cc//28 varor//NN|UTR|PLU|IND|NOM//conj//26 som//HP|-|-|-//nsubj:pass//31 årligen//AB//advmod//31 produceras//VB|PRS|SFO//acl:relcl//28 och//KN//cc//33 hanteras//VB|INF|SFO//conj//31 av//PP//case//35 branschen//NN|UTR|SIN|DEF|NOM//obl:agent//33 ,//MID//punct//42 samtidigt//AB//advmod//42 som//HA//case//41 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 mängder//NN|UTR|PLU|IND|NOM//nmod//41 avfall//NN|NEU|PLU|IND|NOM//nsubj:pass//42 genereras//VB|PRS|SFO//advcl//3 .//MAD//punct//3
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Ytterligare//AB|KOM//advmod//46 ett//RG|NEU|SIN|IND|NOM//det//46 skäl//NN|NEU|SIN|IND|NOM//obj//3 för//PP//mark//49 att//IE//mark//49 införa//VB|INF|AKT//acl//46 producentansvar//NN|NEU|SIN|IND|NOM//obj//49 är//VB|PRS|AKT//cop//46 att//IE//mark//53 få//VB|INF|AKT//csubj//46 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//55 kontroll//NN|UTR|SIN|IND|NOM//obj//53 över//PP//case//58 de//DT|UTR/NEU|PLU|DEF//det//58 kemikalier//NN|UTR|PLU|IND|NOM//obl//53 som//HP|-|-|-//obj//62 byggmaterial//NN|NEU|SIN|IND|NOM//nsubj//62 kan//VB|PRS|AKT//aux//62 innehålla//VB|INF|AKT//acl:relcl//58 .//MAD//punct//3
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Vidare//AB|KOM//advmod//65 finns//VB|PRS|SFO//parataxis//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//65 en//DT|UTR|SIN|IND//det//69 stor//JJ|POS|UTR|SIN|IND|NOM//amod//69 potential//NN|UTR|SIN|IND|NOM//nsubj//65 att//IE//mark//75 genom//PP//case//72 återanvändning//NN|UTR|SIN|IND|NOM//obl//75 och//KN//cc//74 materialåtervinning//NN|UTR|SIN|IND|NOM//conj//72 hushålla//VB|INF|AKT//acl//69 med//PP//case//77 resurser//NN|UTR|PLU|IND|NOM//obl//75 i//PP//case//81 form//NN|UTR|SIN|IND|NOM//fixed//78 av//PP//fixed//78 energi//NN|UTR|SIN|IND|NOM//nmod//77 och//KN//cc//83 material//NN|NEU|SIN|IND|NOM//conj//81 inom//PP//case//85 branschen//NN|UTR|SIN|DEF|NOM//nmod//81 .//MAD//punct//65
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Den//DT|UTR|SIN|DEF//det//88 typen//NN|UTR|SIN|DEF|NOM//nsubj:pass//93 av//PP//case//90 hushållning//NN|UTR|SIN|IND|NOM//nmod//88 har//VB|PRS|AKT//aux//93 nyligen//AB//advmod//93 påbörjats//VB|SUP|SFO//parataxis//65 och//KN//cc//96 mycket//PN|NEU|SIN|IND|SUB/OBJ//advmod//96 återstår//VB|PRS|AKT//conj//65 att//IE//mark//98 göra//VB|INF|AKT//xcomp//96 .//MAD//punct//65
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//107 är//VB|PRS|AKT//cop//107 också//AB//advmod//107 en//DT|UTR|SIN|IND//det//107 stor//JJ|POS|UTR|SIN|IND|NOM//amod//107 och//KN//cc//106 komplex//JJ|POS|UTR|SIN|IND|NOM//conj//104 sektor//NN|UTR|SIN|IND|NOM//parataxis//65 där//HA//advmod//112 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//112 kan//VB|PRS|AKT//aux//112 vara//VB|INF|AKT//cop//112 svårt//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//107 att//IE//mark//114 nå//VB|INF|AKT//csubj//112 fram//PL//compound:prt//114 med//PP//case//117 budskapet//NN|NEU|SIN|DEF|NOM//obl//114 om//PP//case//121 de//DT|UTR/NEU|PLU|DEF//det//121 frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//121 åtagandena//NN|NEU|PLU|DEF|NOM//obl//114 till//PP//case//124 alla//DT|UTR/NEU|PLU|IND/DEF//det//124 aktörer//NN|UTR|PLU|IND|NOM//nmod//121 .//MAD//punct//3
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Byggsektorns//NN|UTR|SIN|DEF|GEN//nmod:poss//1 Kretsloppsråd//NN|NEU|SIN|IND|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 presenterat//VB|SUP|AKT//ROOT//3 en//DT|UTR|SIN|IND//det//6 ny//JJ|POS|UTR|SIN|IND|NOM//amod//6 handlingsplan//NN|UTR|SIN|IND|NOM//obj//3 för//PP//case//8 utredningen//NN|UTR|SIN|DEF|NOM//obl//3 .//MAD//punct//3
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//14 är//VB|PRS|AKT//cop//14 betydligt//AB//advmod//13 bättre//AB|KOM//advmod//14 utformad//PC|PRF|UTR|SIN|IND|NOM//parataxis//3 än//KN//case//18 den//DT|UTR|SIN|DEF//det//18 första//RO|NOM//amod//18 handlingsplanen//NN|UTR|SIN|DEF|NOM//obl//14 som//HP|-|-|-//nsubj:pass//20 avslutades//VB|PRT|SFO//acl:relcl//18 år//NN|NEU|SIN|IND|NOM//nmod//22 2000//RG|NOM//obl//20 .//MAD//punct//14
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Målen//NN|NEU|PLU|DEF|NOM//nsubj//26 är//VB|PRS|AKT//cop//26 mätbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//14 både//KN//cc//30 med//PP//case//30 avseende//NN|NEU|SIN|IND|NOM//fixed//28 på//PP//fixed//26 när//HA//mark//35 åtagandet//NN|NEU|SIN|DEF|NOM//nsubj//35 ska//VB|PRS|AKT//aux//35 vara//VB|INF|AKT//cop//35 klart//JJ|POS|NEU|SIN|IND|NOM//advcl//26 och//KN//cc//40 vad//HP|NEU|SIN|IND//dislocated//40 som//HP|-|-|-//nsubj:pass//40 ska//VB|PRS|AKT//aux//40 åstadkommas//VB|INF|SFO//conj//35 till//PP//case//44 den//DT|UTR|SIN|DEF//det//44 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//44 tidpunkten//NN|UTR|SIN|DEF|NOM//obl//40 .//MAD//punct//14
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Dessutom//AB//advmod//47 finns//VB|PRS|SFO//conj//14 en//DT|UTR|SIN|IND//det//49 beskrivning//NN|UTR|SIN|IND|NOM//nsubj//47 på//PP//case//52 vilket//HD|NEU|SIN|IND//det//52 sätt//NN|NEU|SIN|IND|NOM//nmod//49 målen//NN|NEU|PLU|DEF|NOM//nsubj//55 ska//VB|PRS|AKT//aux//55 nås//VB|INF|SFO//acl:relcl//52 och//KN//cc//60 hur//HA//advmod//60 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//60 ska//VB|PRS|AKT//aux//60 följas//VB|INF|SFO//conj//47 upp//PL//compound:prt//60 .//MAD//punct//14
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Jag//PN|UTR|SIN|DEF|SUB//nsubj//64 gör//VB|PRS|AKT//conj//14 bedömningen//NN|UTR|SIN|DEF|NOM//obj//64 att//SN//mark//69 byggsektorn//NN|UTR|SIN|DEF|NOM//nsubj//69 bör//VB|PRS|AKT//aux//69 ha//VB|INF|AKT//acl//65 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 förutsättningar//NN|UTR|PLU|IND|NOM//obj//69 att//IE//mark//73 fullfölja//VB|INF|AKT//acl//71 den//DT|UTR|SIN|DEF//det//76 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//76 handlingsplanen//NN|UTR|SIN|DEF|NOM//obj//73 .//MAD//punct//14
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Trots//PP//mark//3 att//SN//mark//3 mycket//PN|NEU|SIN|IND|SUB/OBJ//advmod//3 talar//VB|PRS|AKT//advcl//12 för//PP//case//7 ett//DT|NEU|SIN|IND//det//7 lagstadgat//PC|PRF|NEU|SIN|IND|NOM//amod//7 producentansvar//NN|NEU|SIN|IND|NOM//obl//3 för//PP//case//9 byggsektorn//NN|UTR|SIN|DEF|NOM//nmod//7 är//VB|PRS|AKT//cop//12 min//PS|UTR|SIN|DEF//nmod:poss//12 bedömning//NN|UTR|SIN|IND|NOM//ROOT//12 att//SN//mark//20 arbetet//NN|NEU|SIN|DEF|NOM//nsubj//20 med//PP//case//17 frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 åtaganden//NN|NEU|PLU|IND|NOM//nmod//14 bör//VB|PRS|AKT//aux//20 få//VB|INF|AKT//aux//20 fortsätta//VB|INF|AKT//acl//12 ytterligare//AB|KOM//advmod//22 några//DT|UTR/NEU|PLU|IND//det//23 år//NN|NEU|PLU|IND|NOM//obl//20 .//MAD//punct//12
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Motivet//NN|NEU|SIN|DEF|NOM//nmod//12 är//VB|PRS|AKT//cop//12 att//SN//mark//30 sektorn//NN|UTR|SIN|DEF|NOM//nsubj//30 har//VB|PRS|AKT//aux//30 presenterat//VB|SUP|AKT//ccomp//26 en//DT|UTR|SIN|IND//det//33 ny//JJ|POS|UTR|SIN|IND|NOM//amod//33 handlingsplan//NN|UTR|SIN|IND|NOM//obj//30 som//HP|-|-|-//nsubj//35 ger//VB|PRS|AKT//acl:relcl//33 ett//DT|NEU|SIN|IND//det//38 trovärdigt//JJ|POS|NEU|SIN|IND|NOM//amod//38 intryck//NN|NEU|SIN|IND|NOM//obj//35 .//MAD//punct//12
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Tunga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 fordon//NN|NEU|PLU|IND|NOM//nsubj//5 .//MAD//punct//1
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden; //_SP////2 Jag//PN|UTR|SIN|DEF|SUB//nsubj//5 konstaterar//VB|PRS|AKT//ROOT//5 att//SN//mark//10 redan//AB//advmod//10 i//PP//advmod//10 dag//NN|UTR|SIN|IND|NOM//fixed//8 tas//VB|PRS|SFO//ccomp//5 en//DT|UTR|SIN|IND//det//14 mycket//AB|POS//advmod//13 stor//JJ|POS|UTR|SIN|IND|NOM//amod//14 andel//NN|UTR|SIN|IND|NOM//nsubj:pass//10 av//PP//case//18 uttjänta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 tunga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 fordon//NN|NEU|PLU|IND|NOM//nmod//14 om//PP//case//20 hand//NN|UTR|SIN|IND|NOM//obl//10 eftersom//SN//mark//23 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//23 finns//VB|PRS|SFO//advcl//10 en//DT|UTR|SIN|IND//det//26 fungerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 marknad//NN|UTR|SIN|IND|NOM//nsubj//23 för//PP//case//28 reservdelar//NN|UTR|PLU|IND|NOM//nmod//26 och//KN//cc//30 materialåtervinning//NN|UTR|SIN|IND|NOM//conj//28 .//MAD//punct//5
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Dessutom//AB//advmod//33 exporteras//VB|PRS|SFO//parataxis//5 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj:pass//33 av//PP//case//38 de//DT|UTR/NEU|PLU|DEF//det//38 begagnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//38 fordonen//NN|NEU|PLU|DEF|NOM//nmod//34 för//PP//case//41 fortsatt//PC|PRF|NEU|SIN|IND|NOM//amod//41 bruk//NN|NEU|SIN|IND|NOM//obl//33 i//PP//case//44 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 länder//NN|NEU|PLU|IND|NOM//nmod//41 .//MAD//punct//33
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 regelverk//NN|NEU|PLU|IND|NOM//nsubj//48 träder//VB|PRS|AKT//conj//5 i//PP//compound:prt//48 kraft//NN|UTR|SIN|IND|NOM//fixed//49 den//DT|UTR|SIN|DEF//det//53 1//RO|NOM//nummod//53 januari//NN|UTR|SIN|IND|NOM//obl//48 år//NN|NEU|SIN|IND|NOM//nmod//55 2002//RG|NOM//nummod//53 .//MID//punct//5
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Då//AB//advmod//58 införs//VB|PRS|SFO//parataxis//5 förbud//NN|NEU|SIN|IND|NOM//nsubj:pass//58 mot//PP//mark//62 att//IE//mark//62 deponera//VB|INF|AKT//advcl//58 utsorterat//PC|PRF|NEU|SIN|IND|NOM//amod//65 brännbar//JJ|POS|UTR|SIN|IND|NOM//amod//65 avfall//NN|NEU|SIN|IND|NOM//obj//62 .//MAD//punct//58
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Dessutom//AB//advmod//68 införs//VB|PRS|SFO//parataxis//58 en//DT|UTR|SIN|IND//det//71 ny//JJ|POS|UTR|SIN|IND|NOM//amod//71 klassificering//NN|UTR|SIN|IND|NOM//nsubj:pass//68 av//PP//case//74 farligt//JJ|POS|NEU|SIN|IND|NOM//amod//74 avfall//NN|NEU|SIN|IND|NOM//nmod//71 .//MAD//punct//5
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//79 kommer//VB|PRS|AKT//aux//79 att//IE//mark//79 öka//VB|INF|AKT//parataxis//5 kraven//NN|NEU|PLU|DEF|NOM//obj//79 på//PP//mark//87 hur//HA//advmod//83 uttjänta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//85 tunga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//85 fordon//NN|NEU|PLU|IND|NOM//nsubj:pass//87 ska//VB|PRS|AKT//aux//87 tas//VB|INF|SFO//acl//80 om//PP//compound:prt//87 hand//NN|UTR|SIN|IND|NOM//obl//87 .//MID//punct//79
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Jag//PN|UTR|SIN|DEF|SUB//nsubj//92 gör//VB|PRS|AKT//conj//79 därmed//AB//advmod//92 bedömningen//NN|UTR|SIN|DEF|NOM//obj//92 att//SN//mark//98 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//98 inte//AB//advmod//98 finns//VB|PRS|SFO//acl//94 skäl//NN|NEU|PLU|IND|NOM//nsubj//98 att//IE//mark//101 föreslå//VB|INF|AKT//acl//99 ett//DT|NEU|SIN|IND//det//104 lagstadgat//PC|PRF|NEU|SIN|IND|NOM//amod//104 producentansvar//NN|NEU|SIN|IND|NOM//obj//101 .//MAD//punct//79
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Impregnerat//PC|PRF|NEU|SIN|IND|NOM//amod//1 virke//NN|NEU|SIN|IND|NOM//nsubj:pass//7 .//MAD//punct//1
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden; //_SP////2 Impregnerat//PC|PRF|NEU|SIN|IND|NOM//amod//5 virke//NN|NEU|SIN|IND|NOM//nsubj:pass//7 behöver//VB|PRS|AKT//aux//7 tas//VB|INF|SFO//ROOT//7 om//PP//compound:prt//7 hand//NN|UTR|SIN|IND|NOM//obl//7 enligt//PP//case//12 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 regler//NN|UTR|PLU|IND|NOM//obl//7 .//MID//punct//7
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//15 finns//VB|PRS|SFO//parataxis//7 möjligheter//NN|UTR|PLU|IND|NOM//nsubj//15 till//PP//case//18 återanvändning//NN|UTR|SIN|IND|NOM//nmod//16 av//PP//case//21 t.ex.//AB|AN//advmod//21 stolpar//NN|UTR|PLU|IND|NOM//nmod//18 och//KN//cc//23 slipers//NN|UTR|PLU|IND|NOM//conj//21 genom//PP//mark//26 att//SN//mark//26 skadade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//30 delar//NN|UTR|PLU|IND|NOM//nsubj:pass//30 på//PP//case//29 virket//NN|NEU|SIN|DEF|NOM//nmod//27 kapas//VB|PRS|SFO//advcl//15 bort//PL//compound:prt//30 .//MID//punct//30
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Ett//DT|NEU|SIN|IND//det//34 problem//NN|NEU|SIN|IND|NOM//parataxis//30 är//VB|PRS|AKT//cop//34 att//SN//mark//38 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//38 finns//VB|PRS|SFO//csubj//34 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 brukare//NN|UTR|PLU|IND|NOM//nsubj//38 ,//MID//punct//43 både//KN//cc//43 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//40 och//KN//cc//45 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//43 .//MAD//punct//34
Förslag rörande utvidgat lagstadgat producentansvar och frivilliga åtaganden;Livslängden//NN|UTR|SIN|DEF|NOM//nsubj//51 kan//VB|PRS|AKT//aux//51 vara//VB|INF|AKT//cop//51 30//RG|NOM//nummod//51 år//NN|NEU|PLU|IND|NOM//parataxis//34 eller//KN//cc//53 mer//AB|KOM//conj//51 för//PP//case//55 virket//NN|NEU|SIN|DEF|NOM//nmod//53 vilket//HP|NEU|SIN|IND//nsubj//58 ytterligare//AB|KOM//advmod//58 komplicerar//VB|PRS|AKT//acl:relcl//51 ansvarsbilden//NN|UTR|SIN|DEF|NOM//obj//58 .//MAD//punct//34
