
INNEHÅLL;Referenser//NN|UTR|PLU|IND|NOM//ROOT//0
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;Resultaten//NN|NEU|PLU|DEF|NOM//nsubj//145 pekade//VB|PRT|AKT//parataxis//93 entydigt//AB|POS//advmod//145 på//PP//case//150 de//DT|UTR/NEU|PLU|DEF//det//150 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//150 vinster//NN|UTR|PLU|IND|NOM//nmod//146 barnen//NN|NEU|PLU|DEF|NOM//nsubj//153 kan//VB|PRS|AKT//aux//153 uppnå//VB|INF|AKT//acl:relcl//150 särskilt//AB//advmod//153 i//PP//case//158 fråga//NN|UTR|SIN|IND|NOM//fixed//155 om//PP//fixed//155 språklig//JJ|POS|UTR|SIN|IND|NOM//amod//163 men//KN//cc//163 också//AB//advmod//163 om//PP//case//163 social//JJ|POS|UTR|SIN|IND|NOM//amod//163 utveckling//NN|UTR|SIN|IND|NOM//obj//153 när//HA//mark//167 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//167 tidigt//AB|POS//advmod//167 får//VB|PRS|AKT//advcl//153 språklig//JJ|POS|UTR|SIN|IND|NOM//amod//169 stimulans//NN|UTR|SIN|IND|NOM//obj//167 .//MAD//punct//145
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;Slutsatsen//NN|UTR|SIN|DEF|NOM//nsubj//172 blev//VB|PRT|AKT//ccomp//85 att//SN//mark//181 generell//JJ|POS|UTR|SIN|IND|NOM//amod//175 hörselscreening//NN|UTR|SIN|IND|NOM//nsubj//181 i//PP//case//177 nyföddhetsperioden//NN|UTR|SIN|DEF|NOM//nmod//175 är//VB|PRS|AKT//cop//181 ett//DT|NEU|SIN|IND//det//181 effektivt//JJ|POS|NEU|SIN|IND|NOM//amod//181 sätt//NN|NEU|SIN|IND|NOM//xcomp//172 för//PP//case//184 tidig//JJ|POS|UTR|SIN|IND|NOM//amod//184 diagnostik//NN|UTR|SIN|IND|NOM//nmod//181 och//KN//cc//188 därmed//AB//advmod//187 tidiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//188 insatser//NN|UTR|PLU|IND|NOM//conj//184 ,//MID//punct//188 i//PP//case//194 form//NN|UTR|SIN|IND|NOM//fixed//190 av//PP//fixed//190 t.ex.//AB|AN//advmod//194 teckenspråk//NN|NEU|SIN|IND|NOM//nmod//188 ,//MID//punct//181 för//PP//mark//198 att//IE//mark//198 ge//VB|INF|AKT//advcl//172 barnet//NN|NEU|SIN|DEF|NOM//iobj//198 ett//DT|NEU|SIN|IND//det//201 kommunikationssätt//NN|NEU|SIN|IND|NOM//obj//198 från//PP//case//203 start//NN|UTR|SIN|IND|NOM//nmod//201 .//MAD//punct//172
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//208 är//VB|PRS|AKT//cop//208 särskilt//AB//advmod//208 viktigt//JJ|POS|NEU|SIN|IND|NOM//conj//172 om//SN//mark//212 föräldrarna//NN|UTR|PLU|DEF|NOM//nsubj//212 är//VB|PRS|AKT//cop//212 hörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//208 ,//MID//punct//221 även//AB//mark//221 om//SN//fixed//214 föräldrarna//NN|UTR|PLU|DEF|NOM//nsubj//221 senare//AB|KOM//advmod//221 kan//VB|PRS|AKT//aux//221 komma//VB|INF|AKT//aux//221 att//IE//mark//221 besluta//VB|INF|AKT//advcl//212 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//221 för//PP//case//224 CI//PM|NOM//obl//221 .//MAD//punct//208
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;Internationell//JJ|POS|UTR|SIN|IND|NOM//amod//1 forskning//NN|UTR|SIN|IND|NOM//ROOT//1
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;Att//SN//mark//2 tidig//JJ|POS|UTR|SIN|IND|NOM//amod//2 upptäckt//NN|UTR|SIN|IND|NOM//csubj//9 och//KN//cc//5 därmed//AB//advmod//5 möjlighet//NN|UTR|SIN|IND|NOM//conj//2 för//PP//case//8 tidig//JJ|POS|UTR|SIN|IND|NOM//amod//8 intervention//NN|UTR|SIN|IND|NOM//nmod//5 är//VB|PRS|AKT//cop//81 av//PP//case//12 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//12 vikt//NN|UTR|SIN|IND|NOM//obl//9 för//PP//case//14 barn//NN|NEU|SIN|IND|NOM//nmod//12 med//PP//case//16 hörselnedsättning//NN|UTR|SIN|IND|NOM//nmod//14 och//KN//cc//21 ///MID//dep//21 eller//KN//cc//20 dövhet//NN|UTR|SIN|IND|NOM//conj//18 framkommer//VB|PRS|AKT//conj//9 i//PP//case//26 något//AB//advmod//24 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//26 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 forskningsartiklar//NN|UTR|PLU|IND|NOM//obl//21 .//MAD//punct//9
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;I//PP//case//30 samma//DT|UTR/NEU|SIN/PLU|IND//amod//30 anda//NN|UTR|SIN|IND|NOM//obl//61 som//KN//nsubj//35 ovanstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//34 studie//NN|UTR|SIN|IND|NOM//nsubj//35 visade//VB|PRT|AKT//acl:relcl//30 Moog//PM|NOM//compound:prt//35 och//KN//cc//38 Geers//PM|GEN//conj//36 (//PAD//punct//38 2010//RG|NOM//nmod//38 )//PAD//punct//38 att//SN//mark//53 intervention//NN|UTR|SIN|IND|NOM//nsubj//53 som//HP|-|-|-//obj//46 barnen//NN|NEU|PLU|DEF|NOM//nsubj//46 fått//VB|SUP|AKT//acl:relcl//43 vid//PP//case//48 1//RG|NOM//nummod//51 och//KN//cc//48 2//RG|NOM//nummod//48 års//NN|NEU|PLU|IND|GEN//nmod:poss//52 ålder//NN|UTR|SIN|IND|NOM//obj//46 hade//VB|PRT|AKT//acl//30 bestående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//55 effekt//NN|UTR|SIN|IND|NOM//obj//53 på//PP//case//57 språkförmågan//NN|UTR|SIN|DEF|NOM//obl//53 .//MAD//punct//30
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;I//PP//case//60 studien//NN|UTR|SIN|DEF|NOM//obl//61 fanns//VB|PRT|SFO//parataxis//9 information//NN|UTR|SIN|IND|NOM//nsubj//61 angående//PP//case//65 141//RG|NOM//nummod//65 barn//NN|NEU|PLU|IND|NOM//nmod//62 i//PP//case//67 åldern//NN|UTR|SIN|DEF|NOM//nmod//68 5//RG|NOM//nmod//62 -6//RG|NOM//nummod//70 år//NN|NEU|PLU|IND|NOM//obl//61 ,//MID//punct//70 som//HP|-|-|-//nsubj//73 fått//VB|SUP|AKT//acl:relcl//70 CI//PM|NOM//obj//73 under//PP//case//76 småbarns-//NN|NEU|-|-|SMS//obl//73 och//KN//cc//78 förskoleåren//NN|NEU|PLU|DEF|NOM//conj//76 .//MAD//punct//9
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;Resultaten//NN|NEU|PLU|DEF|NOM//nsubj//81 talade//VB|PRT|AKT//ROOT//81 för//PP//case//84 tidig//JJ|POS|UTR|SIN|IND|NOM//amod//84 cochleaimplantation//NN|UTR|SIN|IND|NOM//obl//81 kombinerat//PC|PRF|NEU|SIN|IND|NOM//xcomp//81 med//PP//case//88 föräldra-barn//NN|NEU|SIN|IND|NOM//amod//88 stöd//NN|NEU|SIN|IND|NOM//obl//85 med//PP//case//91 specifik//JJ|POS|UTR|SIN|IND|NOM//nmod:poss//91 inriktning//NN|UTR|SIN|IND|NOM//obl//85 på//PP//mark//94 att//IE//mark//94 utveckla//VB|INF|AKT//acl//91 talat//PC|PRF|NEU|SIN|IND|NOM//conj//81 språk//NN|NEU|SIN|IND|NOM//obj//95 vid//PP//case//100 2//RG|NOM//nummod//99 års//NN|NEU|PLU|IND|GEN//nmod:poss//100 ålder//NN|UTR|SIN|IND|NOM//nmod//96 .//MAD//punct//81
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;Yoshinaga-Itano//PM|NOM//nsubj//4 (//PAD//punct//0 2013//RG|NOM//nummod//0 )//PAD//punct//0 lyfte//VB|PRT|AKT//ROOT//4 fram//PL//compound:prt//4 betydelsen//NN|UTR|SIN|DEF|NOM//obj//4 av//PP//case//9 effektfulla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 åtgärdsprogram//NN|NEU|PLU|IND|NOM//nmod//6 med//PP//case//13 ett//DT|NEU|SIN|IND//det//13 anpassat//PC|PRF|NEU|SIN|IND|NOM//amod//13 expertteam//NN|NEU|SIN|IND|NOM//nmod//9 ,//MID//punct//13 som//HP|-|-|-//nsubj//16 arbetar//VB|PRS|AKT//acl:relcl//13 med//PP//case//19 effektiv//JJ|POS|UTR|SIN|IND|NOM//amod//19 screening//NN|UTR|SIN|IND|NOM//obl//16 ,//MID//punct//19 en//DT|UTR|SIN|IND//det//24 fortsatt//PC|PRF|UTR|SIN|IND|NOM//amod//24 diagnostisk//JJ|POS|UTR|SIN|IND|NOM//amod//24 process//NN|UTR|SIN|IND|NOM//appos//19 för//PP//mark//27 att//IE//mark//27 bekräfta//VB|INF|AKT//acl//24 hörselskadan//NN|UTR|SIN|DEF|NOM//obj//27 och//KN//cc//34 ett//DT|NEU|SIN|IND//det//34 individualiserat//PC|PRF|NEU|SIN|IND|NOM//amod//34 ,//MID//punct//33 målinriktat//PC|PRF|NEU|SIN|IND|NOM//conj//31 omhändertagande//NN|NEU|SIN|IND|NOM//conj//28 .//MID//punct//4
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;Han//PN|UTR|SIN|DEF|SUB//nsubj//37 redovisade//VB|PRT|AKT//parataxis//4 ett//DT|NEU|SIN|IND//det//39 antal//NN|NEU|SIN|IND|NOM//nmod//40 riktlinjer//NN|UTR|PLU|IND|NOM//obj//37 ,//MID//punct//37 sprungna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//37 ur//PP//case//46 “//UO//nmod//46 best//UO//amod//46 practice//UO//obl//42 ”//PAD//punct//37 ,//MID//punct//50 för//PP//case//50 program//NN|NEU|SIN|IND|NOM//obl//37 för//PP//case//53 tidig//JJ|POS|UTR|SIN|IND|NOM//amod//53 intervention//NN|UTR|SIN|IND|NOM//nmod//50 ,//MID//punct//57 däribland//AB//advmod//57 tidig//JJ|POS|UTR|SIN|IND|NOM//amod//57 remittering//NN|UTR|SIN|IND|NOM//conj//50 till//PP//case//60 ett//DT|NEU|SIN|IND//det//60 team//NN|NEU|SIN|IND|NOM//nmod//57 för//PP//case//63 tidig//JJ|POS|UTR|SIN|IND|NOM//amod//63 intervention//NN|UTR|SIN|IND|NOM//nmod//60 med//PP//case//65 specialisering//NN|UTR|SIN|IND|NOM//nmod//63 inom//PP//case//67 döv-//NN|NEU|-|-|SMS//nmod//65 och//KN//cc//69 hörselskadeområdet//NN|NEU|SIN|DEF|NOM//conj//67 ,//MID//punct//71 kontakt//NN|UTR|SIN|IND|NOM//conj//50 med//PP//case//73 föräldrar//NN|UTR|PLU|IND|NOM//nmod//71 och//KN//cc//75 personal//NN|UTR|SIN|IND|NOM//conj//73 med//PP//case//77 dövhet//NN|UTR|SIN|IND|NOM//nmod//75 eller//KN//cc//79 hörselnedsättning//NN|UTR|SIN|IND|NOM//conj//77 ,//MID//punct//82 kontinuerlig//JJ|POS|UTR|SIN|IND|NOM//amod//82 uppföljning//NN|UTR|SIN|IND|NOM//conj//77 av//PP//case//85 barnets//NN|NEU|SIN|DEF|GEN//nmod:poss//85 utveckling//NN|UTR|SIN|IND|NOM//nmod//82 ,//MID//punct//87 datahanteringssystem//NN|NEU|PLU|IND|NOM//conj//77 som//HP|-|-|-//nsubj//89 inkluderar//VB|PRS|AKT//acl:relcl//87 utvecklingsresultat//NN|NEU|SIN|IND|NOM//obj//89 ,//MID//punct//92 utvärdering//NN|UTR|SIN|IND|NOM//conj//90 av//PP//case//94 interventionsinsatser//NN|UTR|PLU|IND|NOM//nmod//92 ,//MID//punct//50 anpassade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//97 insatser//NN|UTR|PLU|IND|NOM//obj//37 för//PP//case//99 barn//NN|NEU|PLU|IND|NOM//nmod//97 med//PP//case//102 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//102 funktionsnedsättningar//NN|UTR|PLU|IND|NOM//nmod//97 och//KN//cc//105 för//PP//case//105 barn//NN|NEU|PLU|IND|NOM//conj//102 av//PP//case//108 utländsk//JJ|POS|UTR|SIN|IND|NOM//amod//108 härkomst//NN|UTR|SIN|IND|NOM//nmod//105 .//MID//punct//37
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;Hayes//PM|NOM//obl//37 (//PAD//punct//110 2010//RG|NOM//nummod//110 )//PAD//punct//110 menade//VB|PRT|AKT//conj//37 att//SN//mark//118 man//PN|UTR|SIN|IND|SUB//nsubj//118 kan//VB|PRS|AKT//aux//118 uppnå//VB|INF|AKT//ccomp//114 mycket//AB|POS//advmod//120 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//121 resultat//NN|NEU|PLU|IND|NOM//obj//118 genom//PP//case//124 en//DT|UTR|SIN|IND//det//124 kombination//NN|UTR|SIN|IND|NOM//obl//118 av//PP//case//127 tidig//JJ|POS|UTR|SIN|IND|NOM//amod//127 upptäckt//NN|UTR|SIN|IND|NOM//nmod//124 ,//MID//punct//130 vilket//HP|NEU|SIN|IND//nsubj//130 bäddar//VB|PRS|AKT//acl:relcl//124 för//PP//case//132 tillgång//NN|UTR|SIN|IND|NOM//obl//130 till//PP//case//134 hörselintryck//NN|NEU|PLU|IND|NOM//nmod//132 genom//PP//case//136 hörselhjälpmedel//NN|NEU|PLU|IND|NOM//obl//130 eller//KN//cc//138 CI//PM|NOM//conj//136 ,//MID//punct//141 och//KN//cc//141 användande//NN|NEU|SIN|IND|NOM//nsubj//153 av//PP//case//144 talat//PC|PRF|NEU|SIN|IND|NOM//amod//144 språk//NN|NEU|SIN|IND|NOM//nmod//141 som//KN//mark//148 det//DT|NEU|SIN|DEF//det//148 primära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//148 kommunikationssättet//NN|NEU|SIN|DEF|NOM//obl//141 .//MAD//punct//141
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;Även//AB//advmod//152 i//PP//case//152 Kina//PM|NOM//nmod//141 har//VB|PRS|AKT//conj//37 tidig//JJ|POS|UTR|SIN|IND|NOM//amod//155 intervention//NN|UTR|SIN|IND|NOM//nsubj:pass//156 introducerats//VB|SUP|SFO//xcomp//153 för//PP//case//158 barn//NN|NEU|SIN|IND|NOM//obl//156 med//PP//case//160 hörselnedsättning//NN|UTR|SIN|IND|NOM//nmod//158 och//KN//cc//163 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//163 familjer//NN|UTR|PLU|IND|NOM//conj//160 (//PAD//punct//37 Shenglin//PM|NOM//appos//37 &//KN|AN//cc//165 Sharon//PM|NOM//conj//165 ,//MID//punct//165 2011//RG|NOM//nummod//165 )//PAD//punct//165 .//MAD//punct//37
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;Stödet//NN|NEU|SIN|DEF|NOM//nsubj//173 består//VB|PRS|AKT//conj//37 av//PP//case//175 introduktion//NN|UTR|SIN|IND|NOM//obl//173 av//PP//case//177 hörselscreening//NN|UTR|SIN|IND|NOM//nmod//175 av//PP//case//179 nyfödda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//177 ,//MID//punct//181 nätverk//NN|NEU|PLU|IND|NOM//conj//175 som//HP|-|-|-//nsubj//183 arbetar//VB|PRS|AKT//acl:relcl//181 med//PP//case//185 tal-//NN|NEU|-|-|SMS//obl//183 och//KN//cc//187 hörselträning//NN|UTR|SIN|IND|NOM//conj//185 ,//MID//punct//189 kompetensutveckling//NN|UTR|SIN|IND|NOM//conj//185 för//PP//case//191 personal//NN|UTR|SIN|IND|NOM//nmod//189 ,//MID//punct//193 ökat//PC|PRF|NEU|SIN|IND|NOM//conj//173 stöd//NN|NEU|SIN|IND|NOM//obj//193 när//HA//mark//197 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//197 gäller//VB|PRS|AKT//advcl//193 tillgång//NN|UTR|SIN|IND|NOM//obj//197 till//PP//case//200 hörselhjälpmedel//NN|NEU|PLU|IND|NOM//nmod//198 och//KN//cc//202 CI//PM|NOM//conj//200 och//KN//cc//205 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//205 insatser//NN|UTR|PLU|IND|NOM//conj//198 för//PP//mark//208 att//IE//mark//208 integrera//VB|INF|AKT//acl//205 barn//NN|NEU|PLU|IND|NOM//obj//208 med//PP//case//211 hörselnedsättning//NN|UTR|SIN|IND|NOM//obl//208 i//PP//case//214 ordinarie//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//214 förskoleprogram//NN|NEU|PLU|IND|NOM//nmod//211 .//MAD//punct//220
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;För//PP//case//219 effektiv//JJ|POS|UTR|SIN|IND|NOM//amod//219 tidig//JJ|POS|UTR|SIN|IND|NOM//amod//219 intervention//NN|UTR|SIN|IND|NOM//obl//220 påpekade//VB|PRT|AKT//conj//173 Gaustad//PM|NOM//obj//220 (//PAD//punct//221 2009//RG|NOM//appos//221 )//PAD//punct//223 vikten//NN|UTR|SIN|DEF|NOM//obl//220 av//PP//case//227 samarbete//NN|NEU|SIN|IND|NOM//nmod//225 mellan//PP//case//230 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//230 discipliner//NN|UTR|PLU|IND|NOM//nmod//227 ,//MID//punct//225 t.ex.//AB|AN//advmod//233 psykologi//NN|UTR|SIN|IND|NOM//appos//225 och//KN//cc//235 teknik//NN|UTR|SIN|IND|NOM//conj//233 .//MAD//punct//37
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;I//PP//case//1 New//PM|NOM//obl//8 Mexico//PM|NOM//flat//1 ,//MID//punct//4 USA//PM|NOM//conj//1 ,//MID//punct//1 har//VB|PRS|AKT//aux//8 program//NN|NEU|PLU|IND|NOM//nsubj:pass//8 utvecklats//VB|SUP|SFO//ROOT//8 för//PP//case//11 tidig//JJ|POS|UTR|SIN|IND|NOM//amod//11 intervention//NN|UTR|SIN|IND|NOM//obl//8 till//PP//case//16 döva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 eller//KN//cc//15 hörselskadade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//13 barn//NN|NEU|PLU|IND|NOM//nmod//11 från//PP//case//18 spädbarnsåren//NN|NEU|PLU|DEF|NOM//nmod//16 och//KN//cc//21 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//21 familjer//NN|UTR|PLU|IND|NOM//conj//18 (//PAD//punct//8 Gutierrez//PM|NOM//nsubj:pass//8 ,//MID//punct//23 2011//RG|NOM//nummod//23 )//PAD//punct//23 ,//MID//punct//28 program//NN|NEU|PLU|IND|NOM//parataxis//8 som//HP|-|-|-//nsubj//30 följer//VB|PRS|AKT//acl:relcl//28 barnet//NN|NEU|SIN|DEF|NOM//obj//30 upp//AB//compound:prt//30 i//PP//case//34 skolåren//NN|NEU|PLU|DEF|NOM//obl//30 .//MAD//punct//28
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;För//PP//case//37 genomförande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//40 av//PP//case//39 programmet//NN|NEU|SIN|DEF|NOM//nmod//37 finns//VB|PRS|SFO//conj//8 ett//DT|NEU|SIN|IND//det//42 team//NN|NEU|SIN|IND|NOM//nsubj//40 .//MAD//punct//40
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;Ett//DT|NEU|SIN|IND//det//45 huvudsyfte//NN|NEU|SIN|IND|NOM//nsubj//49 har//VB|PRS|AKT//aux//49 varit//VB|SUP|AKT//cop//49 att//IE//mark//49 göra//VB|INF|AKT//parataxis//40 föräldrar//NN|UTR|PLU|IND|NOM//obj//49 mer//AB|KOM//advmod//52 delaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//49 i//PP//case//56 barnens//NN|NEU|PLU|DEF|GEN//nmod:poss//56 individuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 utvecklingsplaner//NN|UTR|PLU|IND|NOM//obl//49 och//KN//cc//58 fokus//NN|NEU|SIN|IND|NOM//conj//56 har//VB|PRS|AKT//aux//60 legat//VB|SUP|AKT//conj//8 på//PP//case//63 barnets//NN|NEU|SIN|DEF|GEN//nmod:poss//63 kommunikation//NN|UTR|SIN|IND|NOM//obl//60 .//MAD//punct//8
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;Ett//DT|NEU|SIN|IND//det//66 formulär//NN|NEU|SIN|IND|NOM//nsubj:pass//68 har//VB|PRS|AKT//aux//68 utvecklats//VB|SUP|SFO//parataxis//8 för//PP//case//70 kartläggning//NN|UTR|SIN|IND|NOM//obl//68 av//PP//case//73 barnets//NN|NEU|SIN|DEF|GEN//nmod:poss//73 kommunikation//NN|UTR|SIN|IND|NOM//nmod//70 .//MID//punct//8
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//76 ingår//VB|PRS|AKT//parataxis//8 som//KN//case//80 en//DT|UTR|SIN|IND//det//80 obligatorisk//JJ|POS|UTR|SIN|IND|NOM//amod//80 del//NN|UTR|SIN|IND|NOM//obl//76 i//PP//case//84 den//DT|UTR|SIN|DEF//det//84 individuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//84 utvecklingsplanen//NN|UTR|SIN|DEF|NOM//nmod//80 .//MAD//punct//76
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;Kartläggningen//NN|UTR|SIN|DEF|NOM//nsubj//87 rör//VB|PRS|AKT//parataxis//76 t.ex.//AB|AN//advmod//87 hur//HA//advmod//90 flytande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//92 barnets//NN|NEU|SIN|DEF|GEN//nmod:poss//92 kommunikation//NN|UTR|SIN|IND|NOM//nsubj//96 är//VB|PRS|AKT//cop//96 i//PP//case//96 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//96 situationer//NN|UTR|PLU|IND|NOM//obj//87 ,//MID//punct//96 om//SN//mark//100 kommunikationssättet//NN|NEU|SIN|DEF|NOM//nsubj//100 gynnar//VB|PRS|AKT//advcl//87 barnets//NN|NEU|SIN|DEF|GEN//nmod:poss//102 utveckling//NN|UTR|SIN|IND|NOM//obj//100 av//PP//case//104 språk//NN|NEU|SIN|IND|NOM//nmod//102 och//KN//cc//106 skolprestation//NN|UTR|SIN|IND|NOM//conj//104 och//KN//cc//109 vilket//HD|NEU|SIN|IND//det//109 stöd//NN|NEU|SIN|IND|NOM//conj//100 barnet//NN|NEU|SIN|DEF|NOM//nsubj//111 har//VB|PRS|AKT//acl:relcl//109 tillgång//NN|UTR|SIN|IND|NOM//obj//111 till//PP//obl//111 .//MAD//punct//100
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;Som//KN//mark//117 grund//NN|UTR|SIN|IND|NOM//fixed//115 ligger//VB|PRS|AKT//advcl//100 en//DT|UTR|SIN|IND//det//119 bedömning//NN|UTR|SIN|IND|NOM//nsubj//117 av//PP//case//121 vilket//HP|NEU|SIN|IND//dislocated//126 som//HP|-|-|-//nsubj//126 är//VB|PRS|AKT//cop//126 barnets//NN|NEU|SIN|DEF|GEN//nmod:poss//126 första//RO|NOM//amod//126 språk//NN|NEU|SIN|IND|NOM//nmod//119 och//KN//cc//130 hur//HA//advmod//130 familjen//NN|UTR|SIN|DEF|NOM//nsubj//130 kommunicerar//VB|PRS|AKT//conj//117 med//PP//case//132 barnet//NN|NEU|SIN|DEF|NOM//obl//130 .//MAD//punct//76
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;Personalens//NN|UTR|SIN|DEF|GEN//nmod:poss//135 förmåga//NN|UTR|SIN|IND|NOM//nsubj//141 att//IE//mark//137 samtala//VB|INF|AKT//acl//135 flytande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//137 med//PP//case//140 barnet//NN|NEU|SIN|DEF|NOM//obl//137 bedöms//VB|PRS|SFO//advcl//76 också//AB//advmod//141 ,//MID//punct//147 likaså//AB//mark//147 om//SN//mark//147 barnet//NN|NEU|SIN|DEF|NOM//nsubj//147 har//VB|PRS|AKT//advcl//141 möjlighet//NN|UTR|SIN|IND|NOM//obj//147 att//IE//mark//150 använda//VB|INF|AKT//acl//148 sitt//PS|NEU|SIN|DEF//nmod:poss//152 språk//NN|NEU|SIN|IND|NOM//obj//150 och//KN//cc//155 att//IE//mark//155 kommunicera//VB|INF|AKT//conj//150 med//PP//case//157 kamrater//NN|UTR|PLU|IND|NOM//obl//155 .//MAD//punct//76
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;Detta//DT|NEU|SIN|DEF//det//160 underlag//NN|NEU|SIN|IND|NOM//nsubj:pass//163 och//KN//cc//162 kartläggningen//NN|UTR|SIN|DEF|NOM//conj//160 används//VB|PRS|SFO//conj//76 sedan//AB//advmod//163 för//PP//mark//167 att//IE//mark//167 identifiera//VB|INF|AKT//advcl//163 de//DT|UTR/NEU|PLU|DEF//det//169 faktorer//NN|UTR|PLU|IND|NOM//obj//167 som//HP|-|-|-//nsubj//172 kan//VB|PRS|AKT//aux//172 hjälpa//VB|INF|AKT//acl:relcl//169 barnet//NN|NEU|SIN|DEF|NOM//obj//172 att//IE//mark//175 nå//VB|INF|AKT//advcl//172 skolans//NN|UTR|SIN|DEF|GEN//nmod:poss//177 mål//NN|NEU|SIN|IND|NOM//obj//175 och//KN//cc//179 blir//VB|PRS|AKT//conj//175 styrande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//179 för//PP//case//182 åtgärder//NN|UTR|PLU|IND|NOM//obl//179 till//PP//case//184 stöd//NN|NEU|SIN|IND|NOM//nmod//182 för//PP//case//186 eleven//NN|UTR|SIN|DEF|NOM//nmod//182 .//MAD//punct//76
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;3.1.2//RG|NOM//nummod//189 Utbildning//NN|UTR|SIN|IND|NOM//parataxis//76 och//KN//cc//191 undervisning//NN|UTR|SIN|IND|NOM//conj//189 ,//MID//punct//189 generellt//AB|POS//advmod//189
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;Svensk//JJ|POS|UTR|SIN|IND|NOM//ROOT//0 och//KN//cc//4 övrig//JJ|POS|UTR|SIN|IND|NOM//amod//4 nordisk//JJ|POS|UTR|SIN|IND|NOM//amod//4 forskning//NN|UTR|SIN|IND|NOM//conj//0
3.1 Hörselnedsättningen och dess pedagogiska konsekvenser;Dagligt//JJ|POS|NEU|SIN|IND|NOM//amod//1 liv//NN|NEU|SIN|IND|NOM//ROOT//1
