4 1983 års Ubåtsskyddskommission ;Den//DT|UTR|SIN|DEF//det//2 21//RG|NOM//nummod//2 oktober//NN|UTR|SIN|IND|NOM//obl//4 1982//RG|NOM//nummod//2 tillkallades//VB|PRT|SFO//ROOT//4 en//DT|UTR|SIN|IND//det//6 kommission//NN|UTR|SIN|IND|NOM//nsubj:pass//4 med//PP//case//8 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//6 att//IE//mark//10 undersöka//VB|INF|AKT//acl//6 ubåtskränkningarna//NN|UTR|PLU|DEF|NOM//obj//10 av//PP//case//14 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//14 territorium//NN|NEU|SIN|IND|NOM//nmod//11 .//MAD//punct//4
Regeringens hantering;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//25 framgick//VB|PRT|AKT//parataxis//3 att//SN//mark//28 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//28 rörde//VB|PRT|AKT//csubj//25 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//28 om//PP//case//34 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//34 än//KN//fixed//31 en//DT|UTR|SIN|IND//det//34 ubåt//NN|UTR|SIN|IND|NOM//obl//28 .//MAD//punct//25
Regeringens hantering;Den//DT|UTR|SIN|DEF//det//38 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//39 vidtog//VB|PRT|AKT//parataxis//25 åtgärder//NN|UTR|PLU|IND|NOM//obj//39 i//PP//case//42 syfte//NN|NEU|SIN|IND|NOM//obl//39 att//IE//mark//44 tvinga//VB|INF|AKT//advcl//39 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//44 upp//AB//compound:prt//44 till//PP//case//48 ytan//NN|UTR|SIN|DEF|NOM//obl//44 även//AB//advmod//51 med//PP//case//51 risk//NN|UTR|SIN|IND|NOM//obl//44 att//SN//mark//58 de//PN|UTR/NEU|PLU|DEF|SUB//det//56 och//KN//cc//55 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//56 besättningar//NN|UTR|PLU|IND|NOM//nsubj//58 skulle//VB|PRT|AKT//aux//58 lida//VB|INF|AKT//acl//51 allvarlig//JJ|POS|UTR|SIN|IND|NOM//amod//60 skada//NN|UTR|SIN|IND|NOM//obj//58 .//MAD//punct//25
Regeringens hantering;I//PP//case//1 anledning//NN|UTR|SIN|IND|NOM//obl//5 av//PP//case//4 dessa//DT|UTR/NEU|PLU|DEF//det//4 kränkningar//NN|UTR|PLU|IND|NOM//nmod//1 tillsatte//VB|PRT|AKT//ROOT//5 den//DT|UTR|SIN|DEF//det//8 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//5 den//DT|UTR|SIN|DEF//det//11 21//RG|NOM//nummod//11 oktober//NN|UTR|SIN|IND|NOM//nsubj//5 1982//RG|NOM//nummod//11 en//DT|UTR|SIN|IND//det//14 kommission//NN|UTR|SIN|IND|NOM//obj//5 med//PP//case//16 uppgift//NN|UTR|SIN|IND|NOM//nmod//14 att//IE//mark//18 klarlägga//VB|INF|AKT//acl//16 händelseförloppet//NN|NEU|SIN|DEF|NOM//obj//18 samt//KN//cc//22 att//IE//mark//22 redovisa//VB|INF|AKT//conj//18 och//KN//cc//24 bedöma//VB|INF|AKT//conj//22 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//24 då//HA//case//29 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//26 gäller//VB|PRS|AKT//fixed//26 ubåtskränkningar//NN|UTR|PLU|IND|NOM//obj//22 av//PP//case//32 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//32 territorium//NN|NEU|SIN|IND|NOM//nmod//29 samt//KN//cc//34 diskutera//VB|INF|AKT//conj//18 tänkbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 motiv//NN|NEU|PLU|IND|NOM//obj//34 för//PP//case//38 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//obl//34 .//MAD//punct//5
Regeringens hantering;Kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//aux//9 idag//AB//advmod//1 den//DT|UTR|SIN|DEF//det//5 26//RG|NOM//nummod//5 april//NN|UTR|SIN|IND|NOM//obj//1 1983//RG|NOM//nummod//5 till//PP//case//8 regeringen//NN|UTR|SIN|DEF|NOM//obl//1 överlämnat//VB|SUP|AKT//ROOT//9 sin//PS|UTR|SIN|DEF//nmod:poss//11 slutrapport//NN|UTR|SIN|IND|NOM//obj//9 .//MAD//punct//9
Regeringens hantering;Av//PP//case//1 rapporten//NN|UTR|SIN|DEF|NOM//obl//2 framgår//VB|PRS|AKT//ROOT//2 att//SN//mark//14 kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//14 efter//PP//case//9 en//DT|UTR|SIN|IND//det//9 mycket//AB|POS//advmod//8 noggrann//JJ|POS|UTR|SIN|IND|NOM//amod//9 genomgång//NN|UTR|SIN|IND|NOM//nmod//4 av//PP//case//13 alla//DT|UTR/NEU|PLU|IND/DEF//det//13 tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 upplysningar//NN|UTR|PLU|IND|NOM//nmod//9 gjort//VB|SUP|AKT//csubj//2 bedömningen//NN|UTR|SIN|DEF|NOM//obj//14 att//SN//mark//21 sovjetiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 ubåtar//NN|UTR|PLU|IND|NOM//nmod//21 kränkt//PC|PRF|UTR|SIN|IND|NOM//amod//21 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//21 område//NN|NEU|SIN|IND|NOM//acl//15 såväl//KN//advmod//24 i//PP//case//24 Hårsfjärden//PM|NOM//nmod//21 som//HP|-|-|-//case//29 i//PP//case//29 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 områden//NN|NEU|PLU|IND|NOM//nmod//24 .//MAD//punct//2
Regeringens hantering;Den//DT|UTR|SIN|DEF//det//2 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//3 har//VB|PRS|AKT//ROOT//3 icke//AB//advmod//3 några//DT|UTR/NEU|PLU|IND//det//6 uppgifter//NN|UTR|PLU|IND|NOM//obj//3 som//HP|-|-|-//nsubj//8 motsäger//VB|PRS|AKT//acl:relcl//6 kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//10 slutsats//NN|UTR|SIN|IND|NOM//amod//11 härvidlag//AB//obj//8 .//MAD//punct//3
Regeringens hantering;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//14 drar//VB|PRS|AKT//parataxis//3 slutsatsen//NN|UTR|SIN|DEF|NOM//obj//14 att//SN//mark//19 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//19 varit//VB|SUP|AKT//cop//19 fråga//NN|UTR|SIN|IND|NOM//ccomp//14 om//PP//case//22 sovjetiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 ubåtar//NN|UTR|PLU|IND|NOM//obl//19 .//MAD//punct//14
Regeringens hantering;I//PP//case//1 anledning//NN|UTR|SIN|IND|NOM//obl//2 härav//AB//ROOT//2 framför//PP//case//6 den//DT|UTR|SIN|DEF//det//6 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 regeringen//NN|UTR|SIN|DEF|NOM//nmod//2 till//PP//case//9 Sovjetunionens//PM|GEN//nmod:poss//9 regering//NN|UTR|SIN|IND|NOM//nmod//6 sin//PS|UTR|SIN|DEF//nmod:poss//12 skarpa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 protest//NN|UTR|SIN|IND|NOM//obj//2 mot//PP//case//16 de//DT|UTR/NEU|PLU|DEF//det//16 grova//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 kränkningar//NN|UTR|PLU|IND|NOM//obl//2 av//PP//case//20 Sveriges//PM|GEN//nmod:poss//20 territoriella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 integritet//NN|UTR|SIN|IND|NOM//nmod//16 till//PP//mark//26 vilka//HP|UTR/NEU|PLU|IND//obl//26 den//DT|UTR|SIN|DEF//det//25 sovjetiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 marinen//NN|UTR|SIN|DEF|NOM//nsubj//26 gjort//VB|SUP|AKT//acl//20 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//26 skyldig//JJ|POS|UTR|SIN|IND|NOM//xcomp//26 .//MAD//punct//2
Regeringens hantering;Kränkningarna//NN|UTR|PLU|DEF|NOM//nsubj//31 utgör//VB|PRS|AKT//parataxis//2 ett//DT|NEU|SIN|IND//det//34 allvarligt//JJ|POS|NEU|SIN|IND|NOM//amod//34 brott//NN|NEU|SIN|IND|NOM//obj//31 mot//PP//case//37 folkrättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 regler//NN|UTR|PLU|IND|NOM//obl//31 ,//MID//punct//43 vilkas//HS|DEF//nmod:poss//40 upprätthållande//NN|NEU|SIN|IND|NOM//nsubj//43 är//VB|PRS|AKT//cop//43 en//DT|UTR|SIN|IND//det//43 förpliktelse//NN|UTR|SIN|IND|NOM//appos//37 och//KN//cc//47 ett//DT|NEU|SIN|IND//det//47 samfällt//JJ|POS|NEU|SIN|IND|NOM//amod//47 intresse//NN|NEU|SIN|IND|NOM//conj//43 för//PP//case//50 alla//DT|UTR/NEU|PLU|IND/DEF//det//50 stater//NN|UTR|PLU|IND|NOM//nmod//47 .//MAD//punct//31
Regeringens hantering;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//54 får//VB|PRS|AKT//aux//54 tolkas//VB|INF|SFO//parataxis//31 som//KN//nsubj//56 led//NN|NEU|PLU|IND|NOM//advcl//54 i//PP//case//61 avsiktliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//61 och//KN//cc//60 olagliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//58 försök//NN|NEU|PLU|IND|NOM//obl//56 att//IE//mark//63 utforska//VB|INF|AKT//acl//61 det//DT|NEU|SIN|DEF//det//66 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//66 sjöterritoriet//NN|NEU|SIN|DEF|NOM//obj//63 .//MAD//punct//31
Regeringens hantering;Denna//DT|UTR|SIN|DEF//det//69 verksamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//72 måste//VB|PRS|AKT//aux//72 starkt//AB|POS//advmod//72 fördömas//VB|INF|SFO//conj//31 .//MAD//punct//31
Regeringens hantering;Den//DT|UTR|SIN|DEF//det//2 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//3 begär//VB|PRS|AKT//ROOT//3 av//PP//case//6 Sovjetunionens//PM|GEN//nmod:poss//6 regering//NN|UTR|SIN|IND|NOM//obl//3 att//SN//mark//13 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//13 till//PP//case//12 den//DT|UTR|SIN|DEF//det//12 sovjetiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 marinen//NN|UTR|SIN|DEF|NOM//obl//13 ger//VB|PRS|AKT//ccomp//3 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//15 instruktioner//NN|UTR|PLU|IND|NOM//obj//13 att//SN//mark//21 kränkningarna//NN|UTR|PLU|DEF|NOM//nsubj//21 av//PP//case//20 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//20 territorium//NN|NEU|SIN|IND|NOM//nmod//17 upphör//VB|PRS|AKT//acl//15 .//MAD//punct//3
Regeringens hantering;Den//DT|UTR|SIN|DEF//det//2 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//7 vill//VB|PRS|AKT//aux//7 i//PP//case//6 detta//DT|NEU|SIN|DEF//det//6 sammanhang//NN|NEU|SIN|IND|NOM//obl//7 erinra//VB|INF|AKT//ROOT//7 om//PP//compound:prt//7 att//SN//mark//22 reglerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//22 för//PP//case//14 den//DT|UTR|SIN|DEF//det//14 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//10 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 skyddet//NN|NEU|SIN|DEF|NOM//nmod//10 av//PP//case//20 det//DT|NEU|SIN|DEF//det//20 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 sjöterritoriet//NN|NEU|SIN|DEF|NOM//nmod//16 har//VB|PRS|AKT//aux//22 skärpts//VB|SUP|SFO//ccomp//7 .//MID//punct//28
Regeringens hantering;De//DT|UTR/NEU|PLU|DEF//det//28 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 och//KN//cc//27 militära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//25 resurserna//NN|UTR|PLU|DEF|NOM//obj//22 för//PP//mark//31 att//IE//mark//31 uppfylla//VB|INF|AKT//acl//28 dessa//DT|UTR/NEU|PLU|DEF//det//33 instruktioner//NN|UTR|PLU|IND|NOM//obj//31 håller//VB|PRS|AKT//xcomp//7 på//PL//compound:prt//34 att//IE//mark//37 förstärkas//VB|INF|SFO//xcomp//34 .//MAD//punct//7
Regeringens hantering;De//DT|UTR/NEU|PLU|DEF//det//40 konsekvenser//NN|UTR|PLU|IND|NOM//nsubj:pass//52 som//HP|-|-|-//nsubj//43 kan//VB|PRS|AKT//aux//43 följa//VB|INF|AKT//acl:relcl//40 av//PL//case//49 de//DT|UTR/NEU|PLU|DEF//det//48 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 militära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//49 ingripande//NN|NEU|SIN|IND|NOM//obl//43 får//VB|PRS|AKT//aux//52 helt//AB|POS//advmod//52 bäras//VB|INF|SFO//parataxis//7 av//PP//case//55 den//DT|UTR|SIN|DEF//det//55 stat//NN|UTR|SIN|IND|NOM//obl:agent//52 som//HP|-|-|-//nsubj//57 bär//VB|PRS|AKT//acl:relcl//55 ansvaret//NN|NEU|SIN|DEF|NOM//obj//57 för//PP//case//60 kränkningarna//NN|UTR|PLU|DEF|NOM//obl//57 .//MAD//punct//7
Regeringens hantering;Den//DT|UTR|SIN|DEF//det//2 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//3 utgår//VB|PRS|AKT//ROOT//3 från//PP//mark//21 att//SN//mark//21 de//DT|UTR/NEU|PLU|DEF//det//8 folkrättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 regler//NN|UTR|PLU|IND|NOM//nsubj:pass//21 som//HP|-|-|-//nsubj//10 utgör//VB|PRS|AKT//acl:relcl//8 en//DT|UTR|SIN|IND//det//12 grundförutsättning//NN|UTR|SIN|IND|NOM//obj//10 för//PP//case//15 fredlig//JJ|POS|UTR|SIN|IND|NOM//amod//15 samlevnad//NN|UTR|SIN|IND|NOM//nmod//12 mellan//PP//case//18 suveräna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod:poss//18 stater//NN|UTR|PLU|IND|NOM//nmod//15 i//PP//case//20 fortsättningen//NN|UTR|SIN|DEF|NOM//nmod//18 respekteras//VB|PRS|SFO//advcl//3 .//MAD//punct//3
Regeringens hantering;Den//DT|UTR|SIN|DEF//det//2 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//3 syftar//VB|PRS|AKT//ROOT//3 med//PP//case//6 sin//PS|UTR|SIN|DEF//nmod:poss//6 politik//NN|UTR|SIN|IND|NOM//obl//3 till//PP//mark//9 att//IE//mark//9 främja//VB|INF|AKT//advcl//3 en//DT|UTR|SIN|IND//det//12 fredlig//JJ|POS|UTR|SIN|IND|NOM//amod//12 utveckling//NN|UTR|SIN|IND|NOM//obj//9 i//PP//case//15 norra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 Europa//PM|NOM//obl//9 och//KN//cc//18 att//IE//mark//18 vidmakthålla//VB|INF|AKT//conj//9 det//DT|NEU|SIN|DEF//det//20 tillstånd//NN|NEU|SIN|IND|NOM//obj//18 av//PP//case//22 lugn//NN|NEU|SIN|IND|NOM//nmod//20 och//KN//cc//24 stabilitet//NN|UTR|SIN|IND|NOM//conj//22 som//HP|-|-|-//nsubj:pass//31 där//AB//advmod//31 sedan//PP//advmod//28 länge//AB|POS//advmod//31 har//VB|PRS|AKT//aux//31 kunnat//VB|SUP|AKT//aux//31 upprätthållas//VB|INF|SFO//acl:relcl//24 .//MAD//punct//3
Regeringens hantering;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//34 utgår//VB|PRS|AKT//parataxis//3 från//PP//mark//40 att//SN//mark//40 alla//DT|UTR/NEU|PLU|IND/DEF//det//39 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//39 stater//NN|UTR|PLU|IND|NOM//nsubj//40 omfattar//VB|PRS|AKT//advcl//34 denna//DT|UTR|SIN|DEF//det//42 målsättning//NN|UTR|SIN|IND|NOM//obj//40 och//KN//cc//44 avstår//VB|PRS|AKT//conj//40 från//PP//case//46 åtgärder//NN|UTR|PLU|IND|NOM//obl//44 som//HP|-|-|-//nsubj//48 står//VB|PRS|AKT//acl:relcl//46 i//PP//advmod//48 strid//NN|UTR|SIN|IND|NOM//fixed//49 härmed//AB//fixed//49 ”//PAD//punct//34 .//MAD//punct//34
Regeringens hantering;(//PAD//punct//55 Källa//NN|UTR|SIN|IND|NOM//appos//34 ://MID//punct//55
Regeringens hantering; //_SP////56 Utrikesfrågor//NN|UTR|PLU|IND|NOM//nmod//55 1983//RG|NOM//nummod//58 ,//MID//punct//61 Utrikesdepartementet//NN|NEU|SIN|DEF|NOM//conj//55 ,//MID//punct//63 Stockholm//PM|NOM//conj//55 .//MAD//punct//55 )//PAD//punct//55
Regeringens hantering;Till//PP//case//1 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//2 fogade//PC|PRF|UTR/NEU|SIN|DEF|NOM//ROOT//2 statsministern//NN|UTR|SIN|DEF|NOM//nsubj//2 vid//PP//case//5 sammanträffandet//NN|NEU|SIN|DEF|NOM//obl//2 med//PP//case//10 den//DT|UTR|SIN|DEF//det//10 nye//JJ|POS|MAS|SIN|DEF|NOM//amod//10 sovjetiske//JJ|POS|MAS|SIN|DEF|NOM//amod//10 ambassadören//NN|UTR|SIN|DEF|NOM//nmod//5 i//PP//case//12 Stockholm//PM|NOM//nmod//10 ,//MID//punct//14 Boris//PM|NOM//conj//2 Pankin//PM|NOM//flat:name//14 ,//MID//punct//19 muntligen//NN|UTR|SIN|DEF|NOM//advmod//18 framförda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//19 kommentarer//NN|UTR|PLU|IND|NOM//conj//2 .//MID//punct//2
Regeringens hantering;Dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//22 berörde//VB|PRT|AKT//parataxis//2 fyra//RG|NOM//nummod//24 punkter//NN|UTR|PLU|IND|NOM//obj//22 ,//MID//punct//24 nämligen//AB//advmod//27 sakunderlaget//NN|NEU|SIN|DEF|NOM//appos//24 ,//MID//punct//24 en//DT|UTR|SIN|IND//det//31 politisk//JJ|POS|UTR|SIN|IND|NOM//amod//31 karaktärisering//NN|UTR|SIN|IND|NOM//appos//24 av//PP//case//33 intrången//NN|NEU|PLU|DEF|NOM//nmod//31 ,//MID//punct//35 effekterna//NN|UTR|PLU|DEF|NOM//conj//31 på//PP//case//38 Palmes//PM|GEN//nmod:poss//38 strävanden//NN|NEU|PLU|IND|NOM//nmod//35 att//IE//mark//40 föra//VB|INF|AKT//acl//35 avspänningspolitik//NN|UTR|SIN|IND|NOM//obj//40 i//PP//case//43 Europa//PM|NOM//obl//40 ,//MID//punct//24 och//KN//cc//46 återverkningarna//NN|UTR|PLU|DEF|NOM//conj//24 på//PP//case//50 de//DT|UTR/NEU|PLU|DEF//det//50 bilaterala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 förbindelserna//NN|UTR|PLU|DEF|NOM//nmod//46 .//MAD//punct//22
Regeringens hantering;Statsministern//NN|UTR|SIN|DEF|NOM//nsubj//2 hade//VB|PRT|AKT//aux//2 låtit//VB|SUP|AKT//ROOT//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//2 övertygas//VB|INF|SFO//xcomp//2 genom//PP//case//10 för//PP//case//10 det//DT|NEU|SIN|DEF//det//10 första//RO|NOM//amod//10 optiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 iakttagelser//NN|UTR|PLU|IND|NOM//obl//4 där//HA//advmod//16 ett//DT|NEU|SIN|IND//det//14 stort//JJ|POS|NEU|SIN|IND|NOM//amod//14 antal//NN|NEU|SIN|IND|NOM//nmod//15 människor//NN|UTR|PLU|IND|NOM//nsubj//16 gjort//VB|SUP|AKT//acl:relcl//10 ritningar//NN|UTR|PLU|IND|NOM//obj//16 av//PP//mark//21 vad//HP|NEU|SIN|IND//obj//21 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//21 sett//VB|SUP|AKT//acl//17 ,//MID//punct//27 för//PP//case//27 det//DT|NEU|SIN|DEF//det//27 andra//RO|NOM//amod//27 akustisk//JJ|POS|UTR|SIN|IND|NOM//amod//27 information//NN|UTR|SIN|IND|NOM//obl//16 ,//MID//punct//27 såsom//KN//mark//30 ljud//NN|NEU|SIN|IND|NOM//acl:relcl//27 av//PP//case//32 ubåtar//NN|UTR|PLU|IND|NOM//nmod//30 i//PP//case//34 sonarer//NN|UTR|PLU|IND|NOM//nmod//32 ,//MID//punct//27 för//PP//case//39 det//DT|NEU|SIN|DEF//det//39 tredje//RO|NOM//amod//39 signalspaning//NN|UTR|SIN|IND|NOM//obl//16 som//HP|-|-|-//nsubj//41 visat//VB|SUP|AKT//acl:relcl//39 på//PP//case//43 radiotrafik//NN|UTR|SIN|IND|NOM//obl//41 mellan//PP//case//45 ubåtarna//NN|UTR|PLU|DEF|NOM//nmod//43 och//KN//cc//47 Kaliningrad//PM|NOM//conj//45 ,//MID//punct//64 och//KN//cc//54 för//PP//case//52 det//DT|NEU|SIN|DEF//det//52 fjärde//RO|NOM//amod//54 ”//PM|NOM//punct//54 spår//NN|NEU|PLU|IND|NOM//obl//64 vi//PN|UTR|PLU|DEF|SUB//nsubj//56 funnit//VB|SUP|AKT//acl:relcl//54 på//PP//case//58 havsbotten//NN|UTR|SIN|IND|NOM//obl//56 ”//PAD//punct//54 .//MAD//punct//54
Regeringens hantering;Beträffande//PP//case//63 de//DT|UTR/NEU|PLU|DEF//det//63 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//64 anförde//VB|PRT|AKT//conj//2 statsministern//NN|UTR|SIN|DEF|NOM//obj//64 att//SN//mark//72 märkena//NN|NEU|PLU|DEF|NOM//nsubj//72 av//PP//case//71 en//DT|UTR|SIN|IND//det//71 liggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//71 ubåt//NN|UTR|SIN|IND|NOM//nmod//67 visade//VB|PRT|AKT//ccomp//64 att//SN//mark//75 ubåten//NN|UTR|SIN|DEF|NOM//nsubj//75 haft//VB|SUP|AKT//ccomp//72 en//DT|UTR|SIN|IND//det//78 kraftig//JJ|POS|UTR|SIN|IND|NOM//amod//78 köl//NN|UTR|SIN|IND|NOM//obj//75 och//KN//cc//80 tillade//VB|PRT|AKT//conj//75 att//SN//mark//87 varken//KN//cc//86 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//86 eller//KN//cc//85 västs//NN|UTR|SIN|IND|GEN//conj//83 ubåtar//NN|UTR|PLU|IND|NOM//nsubj//87 hade//VB|PRT|AKT//ccomp//80 köl//NN|UTR|SIN|IND|NOM//obj//87 ,//MID//punct//88 varför//HA//advmod//94 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//94 sålunda//AB//advmod//94 måste//VB|PRS|AKT//aux//94 vara//VB|INF|AKT//acl:relcl//88 märke//NN|NEU|SIN|IND|NOM//compound:prt//94 efter//PP//case//99 en//DT|UTR|SIN|IND//det//99 sovjetisk//JJ|POS|UTR|SIN|IND|NOM//amod//99 ubåt//NN|UTR|SIN|IND|NOM//obl//95 .//MID//punct//2
Regeringens hantering;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//103 hade//VB|PRT|AKT//aux//103 varit//VB|SUP|AKT//conj//2 mot//PP//case//105 bakgrund//NN|UTR|SIN|IND|NOM//obl//103 av//PP//case//108 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//108 indicier//NN|NEU|PLU|IND|NOM//nmod//105 som//HP|-|-|-//mark//112 ”//PAD//punct//109 vi//PN|UTR|PLU|DEF|SUB//nsubj//112 kommit//VB|SUP|AKT//acl:relcl//108 till//PP//case//115 vår//PS|UTR|SIN|DEF//nmod:poss//115 slutsats//NN|UTR|SIN|IND|NOM//obl//112 ”//PAD//punct//103 .//MAD//punct//103
Regeringens hantering;Statsministern//NN|UTR|SIN|DEF|NOM//nsubj//1 noterade//VB|PRT|AKT//ROOT//1 vidare//AB|KOM//advmod//1 att//SN//mark//14 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//14 efter//PP//case//6 Gåsefjärdenincidenten//NN|UTR|SIN|DEF|NOM//nmod//4 och//KN//cc//8 protesterna//NN|UTR|PLU|DEF|NOM//conj//6 i//PP//case//10 anledning//NN|UTR|SIN|IND|NOM//nmod//8 av//PP//case//12 denna//PN|UTR|SIN|DEF|SUB/OBJ//nmod//10 hade//VB|PRT|AKT//aux//14 väntat//VB|SUP|AKT//ccomp//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//14 att//SN//mark//22 någon//DT|UTR|SIN|IND//det//19 dylik//JJ|POS|UTR|SIN|IND|NOM//amod//19 kränkning//NN|UTR|SIN|IND|NOM//nsubj:pass//22 inte//AB//advmod//22 skulle//VB|PRT|AKT//aux//22 upprepas//VB|INF|SFO//ccomp//14 men//KN//cc//32 att//SN//mark//32 kränkningarna//NN|UTR|PLU|DEF|NOM//nsubj//32 genom//PP//case//27 Hårsfjärden//PM|NOM//nmod//25 och//KN//cc//32 även//AB//advmod//32 därefter//AB//advmod//32 hade//VB|PRT|AKT//aux//32 visat//VB|SUP|AKT//conj//22 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//32 fortsätta//VB|INF|AKT//xcomp//32 .//MAD//punct//1
Regeringens hantering;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//37 utgjorde//VB|PRT|AKT//parataxis//1 en//DT|UTR|SIN|IND//det//39 arrogans//NN|UTR|SIN|IND|NOM//obj//37 från//PP//case//43 en//DT|UTR|SIN|IND//det//42 stormakts//JJ|POS|UTR|SIN|IND|NOM//nmod:poss//43 sida//NN|UTR|SIN|IND|NOM//nmod//39 mot//PP//case//47 en//DT|UTR|SIN|IND//det//47 liten//JJ|POS|UTR|SIN|IND|NOM//amod//47 grannstat//NN|UTR|SIN|IND|NOM//obl//37 .//MID//punct//37
