2003-11-27 N2002/4470/ESB ;Näringsdepartementet//NN|NEU|SIN|DEF|NOM//ROOT//0
2003-11-27 N2002/4470/ESB ;Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//116 Naturskyddsföreningen//NN|UTR|SIN|DEF|NOM//nsubj//117 instämmer//VB|PRS|AKT//conj//72 i//PP//case//120 det//DT|NEU|SIN|DEF//det//120 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//117 och//KN//cc//122 tillägger//VB|PRS|AKT//conj//117 att//SN//mark//151 en//DT|UTR|SIN|IND//det//126 naturlig//JJ|POS|UTR|SIN|IND|NOM//amod//126 utgångspunkt//NN|UTR|SIN|IND|NOM//nsubj//151 är//VB|PRS|AKT//cop//126 att//SN//mark//133 den//DT|UTR|SIN|DEF//det//131 berörda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//131 industrin//NN|UTR|SIN|DEF|NOM//nsubj//133 skall//VB|PRS|AKT//aux//133 minska//VB|INF|AKT//csubj//126 utsläppen//NN|NEU|PLU|DEF|NOM//obj//133 med//PP//case//138 minst//AB|SUV//advmod//137 fyra//RG|NOM//nummod//138 procent//NN|UTR|PLU|IND|NOM//obl//133 till//PP//case//140 2010//RG|NOM//obl//133 i//PP//case//142 jämförelse//NN|UTR|SIN|IND|NOM//obl//133 med//PP//case//146 1990//RG|NOM//nummod//145 års//NN|NEU|SIN|IND|GEN//nmod:poss//146 nivå//NN|UTR|SIN|IND|NOM//nmod//142 .//MAD//punct//126
2003-11-27 N2002/4470/ESB ;Chalmers//PM|GEN//nmod:poss//150 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//150 högskola//NN|UTR|SIN|IND|NOM//nsubj//151 uppger//VB|PRS|AKT//ccomp//122 att//SN//mark//162 en//DT|UTR|SIN|IND//det//155 drastisk//JJ|POS|UTR|SIN|IND|NOM//amod//155 ökning//NN|UTR|SIN|IND|NOM//nsubj//162 av//PP//case//157 utsläppen//NN|NEU|PLU|DEF|NOM//nmod//155 år//NN|NEU|SIN|IND|NOM//nmod//159 2005-2007//RG|NOM//nmod//157 knappast//AB|SUV//advmod//162 är//VB|PRS|AKT//cop//162 förenligt//JJ|POS|NEU|SIN|IND|NOM//ccomp//151 med//PP//case//165 Kyotoprotokollets//NN|NEU|SIN|DEF|GEN//nmod:poss//165 krav//NN|NEU|SIN|IND|NOM//obl//162 att//IE//mark//169 till//PP//case//168 2005//RG|NOM//obl//169 visa//VB|INF|AKT//acl//165 framsteg//NN|NEU|PLU|IND|NOM//obj//169 i//PP//case//172 arbetet//NN|NEU|SIN|DEF|NOM//nmod//170 med//PP//mark//175 att//IE//mark//175 nå//VB|INF|AKT//advcl//169 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//177 mål//NN|NEU|PLU|IND|NOM//obj//175 för//PP//case//179 20082012//RG|NOM//obl//175 .//MAD//punct//45
2003-11-27 N2002/4470/ESB ;Naturvårdsverket//NN|NEU|SIN|DEF|NOM//nsubj//1 anser//VB|PRS|AKT//ROOT//1 att//SN//mark//4 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 finns//VB|PRS|SFO//ccomp//1 en//DT|UTR|SIN|IND//det//6 risk//NN|UTR|SIN|IND|NOM//nsubj//4 att//SN//mark//13 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 EU-länder//NN|UTR|PLU|IND|NOM//nsubj//13 på//PP//case//12 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 sätt//NN|NEU|SIN|IND|NOM//nmod//9 önskar//VB|PRS|AKT//acl//6 avsätta//VB|INF|AKT//xcomp//13 stort//JJ|POS|NEU|SIN|IND|NOM//amod//16 utrymme//NN|NEU|SIN|IND|NOM//obj//14 till//PP//case//20 den//DT|UTR|SIN|DEF//det//20 handlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 sektorn//NN|UTR|SIN|DEF|NOM//obl//14 .//MAD//punct//1
2003-11-27 N2002/4470/ESB ;Sjunkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 priser//NN|NEU|PLU|IND|NOM//nsubj//26 på//PP//case//25 utsläppsrätter//NN|NEU|PLU|IND|NOM//nmod//23 innebär//VB|PRS|AKT//parataxis//1 minskande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//28 incitament//NN|NEU|PLU|IND|NOM//obj//26 till//PP//case//30 åtgärder//NN|UTR|PLU|IND|NOM//obl//26 i//PP//case//34 den//DT|UTR|SIN|DEF//det//34 handlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 sektorn//NN|UTR|SIN|DEF|NOM//nmod//30 och//KN//cc//37 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 krav//NN|NEU|PLU|IND|NOM//conj//34 på//PP//case//40 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 sektorer//NN|UTR|PLU|IND|NOM//nmod//37 .//MAD//punct//1
2003-11-27 N2002/4470/ESB ;NUTEK//PM|NOM//ROOT//0 och//KN//cc//2 Miljöförbundet//NN|NEU|SIN|DEF|NOM//conj//0 Jordens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 Vänner//NN|UTR|PLU|IND|NOM//conj//0 framför//PP//case//7 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 åsikter//NN|UTR|PLU|IND|NOM//obl//0 .//MAD//punct//0
2003-11-27 N2002/4470/ESB ;Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 Energimyndighet//NN|UTR|SIN|IND|NOM//nsubj//2 bedömer//VB|PRS|AKT//ROOT//2 att//SN//mark//8 en//DT|UTR|SIN|IND//det//7 för//AB//case//7 generös//JJ|POS|UTR|SIN|IND|NOM//amod//7 tilldelning//NN|UTR|SIN|IND|NOM//nsubj//8 innebär//VB|PRS|AKT//ccomp//2 en//DT|UTR|SIN|IND//det//10 risk//NN|UTR|SIN|IND|NOM//obj//8 att//SN//mark//14 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//14 inte//AB//advmod//14 blir//VB|PRS|AKT//acl//10 någon//DT|UTR|SIN|IND//det//16 handel//NN|UTR|SIN|IND|NOM//nsubj//14 .//MAD//punct//2
2003-11-27 N2002/4470/ESB ;Naturvårdsverket//NN|NEU|SIN|DEF|NOM//nsubj//4 och//KN//cc//3 Sveriges//PM|GEN//nmod:poss//3 Bioenergiförening//NN|UTR|SIN|IND|NOM//conj//0 ifrågasätter//VB|PRS|AKT//ROOT//4 om//SN//mark//8 förslaget//NN|NEU|SIN|DEF|NOM//nsubj//8 är//VB|PRS|AKT//cop//8 förenligt//JJ|POS|NEU|SIN|IND|NOM//advcl//4 med//PP//case//10 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//8 av//PP//case//12 kriterierna//NN|NEU|PLU|DEF|NOM//nmod//10 för//PP//case//14 tilldelning//NN|UTR|SIN|IND|NOM//nmod//12 i//PP//case//16 EU//PM|NOM//nmod//14 ://MID//punct//8 s//PM|GEN//amod//19 direktiv//NN|NEU|SIN|IND|NOM//obj//4 för//PP//case//21 handel//NN|UTR|SIN|IND|NOM//nmod//19 med//PP//case//23 utsläppsrätter//NN|NEU|PLU|IND|NOM//nmod//21 .//MAD//punct//4
2003-11-27 N2002/4470/ESB ;Skogsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//1 bedömer//VB|PRS|AKT//ROOT//1 att//SN//mark//6 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 huvudförslag//NN|NEU|PLU|IND|NOM//nsubj//6 kan//VB|PRS|AKT//aux//6 leda//VB|INF|AKT//ccomp//1 till//PP//case//9 en//DT|UTR|SIN|IND//det//9 återkonvertering//NN|UTR|SIN|IND|NOM//obl//6 till//PP//case//12 fossila//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 bränslen//NN|NEU|PLU|IND|NOM//nmod//9 i//PP//case//16 relativt//AB|POS//advmod//15 stor//JJ|POS|UTR|SIN|IND|NOM//amod//16 omfattning//NN|UTR|SIN|IND|NOM//nmod//9 .//MAD//punct//1
2003-11-27 N2002/4470/ESB ;Naturvårdsverket//NN|NEU|SIN|DEF|NOM//nsubj//1 anser//VB|PRS|AKT//ROOT//1 att//SN//mark//8 en//DT|UTR|SIN|IND//det//4 tilldelning//NN|UTR|SIN|IND|NOM//nsubj//8 inte//AB//advmod//8 självklart//AB|POS//advmod//8 behöver//VB|PRS|AKT//aux//8 innebära//VB|INF|AKT//ccomp//1 att//SN//mark//17 nivån//NN|UTR|SIN|DEF|NOM//nsubj//17 på//PP//case//13 utdelade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//13 utsläppsrätter//NN|NEU|PLU|IND|NOM//nmod//10 skall//VB|PRS|AKT//aux//17 vara//VB|INF|AKT//cop//17 lika//AB//advmod//17 stor//JJ|POS|UTR|SIN|IND|NOM//ccomp//8 som//KN//case//21 de//DT|UTR/NEU|PLU|DEF//det//21 historiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 utsläppen//NN|NEU|PLU|DEF|NOM//obl//17 utan//KN//cc//23 bör//VB|PRS|AKT//conj//17 ,//MID//punct//28 om//SN//mark//28 klimatmålen//NN|UTR|SIN|DEF|NOM//nsubj:pass//28 skall//VB|PRS|AKT//aux//28 nås//VB|INF|SFO//ccomp//23 ,//MID//punct//35 i//PP//case//32 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 anläggningar//NN|UTR|PLU|IND|NOM//obl//35 snarare//AB|KOM//advmod//35 vara//VB|INF|AKT//cop//35 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//28 .//MAD//punct//35
2003-11-27 N2002/4470/ESB ;Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 Bioenergiföreningen//NN|UTR|SIN|DEF|NOM//dep//39 delar//VB|PRS|AKT//conj//17 denna//DT|UTR|SIN|DEF//det//41 uppfattning//NN|UTR|SIN|IND|NOM//obj//39 och//KN//cc//43 tillägger//VB|PRS|AKT//conj//39 att//SN//mark//49 en//DT|UTR|SIN|IND//det//47 rimlig//JJ|POS|UTR|SIN|IND|NOM//amod//47 tilldelning//NN|UTR|SIN|IND|NOM//nsubj//49 borde//VB|PRT|AKT//aux//49 ligga//VB|INF|AKT//ccomp//43 mellan//PP//case//54 15//RG|NOM//nummod//54 och//KN//cc//51 20//RG|NOM//nummod//51 Mton//NN|NEU|PLU|IND|NOM//obl//49 .//MAD//punct//1
2003-11-27 N2002/4470/ESB ;Chalmers//PM|GEN//nmod:poss//2 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 högskola//NN|UTR|SIN|IND|NOM//nsubj//3 anser//VB|PRS|AKT//ROOT//3 att//SN//mark//12 för//PP//mark//7 att//IE//mark//7 trovärdigt//AB|POS//advcl//12 kunna//VB|INF|AKT//aux//12 vara//VB|INF|AKT//cop//12 en//DT|UTR|SIN|IND//det//12 drivande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 kraft//NN|UTR|SIN|IND|NOM//ccomp//3 i//PP//case//16 det//DT|NEU|SIN|DEF//det//16 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 klimatarbetet//NN|NEU|SIN|DEF|NOM//nmod//12 måste//VB|PRS|AKT//aux//20 Sverige//PM|NOM//nsubj//20 ”//PM|NOM//punct//20 gå//VB|INF|AKT//conj//3 före//PP//compound:prt//20 ”//PM|NOM//obl//20 på//PP//case//24 klimatområdet//NN|NEU|SIN|DEF|NOM//obl//20 genom//PP//case//29 en//DT|UTR|SIN|IND//det//29 mindre//AB|KOM//advmod//28 generös//JJ|POS|UTR|SIN|IND|NOM//amod//29 allokering//NN|UTR|SIN|IND|NOM//nmod//24 .//MID//punct//20
2003-11-27 N2002/4470/ESB ;En//DT|UTR|SIN|IND//det//34 mindre//AB|KOM//advmod//33 generös//JJ|POS|UTR|SIN|IND|NOM//amod//34 allokering//NN|UTR|SIN|IND|NOM//nsubj//36 nu//AB//advmod//36 minskar//VB|PRS|AKT//parataxis//20 risken//NN|UTR|SIN|DEF|NOM//nsubj//36 för//PP//mark//42 att//SN//mark//42 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//42 att//IE//mark//42 nå//VB|INF|AKT//acl//37 uppställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//44 klimatmål//NN|NEU|PLU|IND|NOM//obj//42 för//PP//case//46 2008-2012//RG|NOM//nmod//44 skjuter//VB|PRS|AKT//conj//20 i//PP//case//49 höjden//NN|UTR|SIN|DEF|NOM//obl//47 .//MAD//punct//20
2003-11-27 N2002/4470/ESB ;Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//52 Naturskyddsföreningen//NN|UTR|SIN|DEF|NOM//nsubj//53 anser//VB|PRS|AKT//conj//3 att//SN//mark//59 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//59 är//VB|PRS|AKT//cop//59 långsiktigt//AB|POS//advmod//58 mer//AB|KOM//advmod//59 kostnadseffektivt//JJ|POS|NEU|SIN|IND|NOM//ccomp//53 att//IE//mark//62 kontinuerligt//AB|POS//advmod//62 minska//VB|INF|AKT//csubj//59 koldioxidutsläppen//NN|NEU|PLU|DEF|NOM//obj//62 och//KN//cc//67 inte//AB//advmod//67 nu//AB//advmod//67 öppna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//62 för//PP//case//70 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//70 utsläpp//NN|NEU|PLU|IND|NOM//obl//67 .//MAD//punct//3
2003-11-27 N2002/4470/ESB ;Statistisk//JJ|POS|UTR|SIN|IND|NOM//amod//1 osäkerhet//NN|UTR|SIN|IND|NOM//ROOT//1
2003-11-27 N2002/4470/ESB ;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj//10 ://MID//punct//0
2003-11-27 N2002/4470/ESB ; //_SP////1 2//RG|NOM//nummod//4 Mton//NN|NEU|PLU|IND|NOM//appos//0 av//PP//case//9 de//DT|UTR/NEU|PLU|DEF//det//9 totala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 24//RG|NOM//nummod//9 Mton//NN|NEU|PLU|IND|NOM//nmod//4 utgör//VB|PRS|AKT//ROOT//10 ett//DT|NEU|SIN|IND//det//12 tillägg//NN|NEU|SIN|IND|NOM//obj//10 för//PP//case//15 statistiskt//JJ|POS|NEU|SIN|IND|NOM//amod//15 osäkerhet//NN|UTR|SIN|IND|NOM//nmod//12 som//HP|-|-|-//nsubj:pass//17 avses//VB|PRS|SFO//acl:relcl//15 ta//VB|INF|AKT//xcomp//17 hänsyn//NN|UTR|SIN|IND|NOM//obj//18 till//PP//case//21 risken//NN|UTR|SIN|DEF|NOM//obl//18 att//SN//mark//30 de//DT|UTR/NEU|PLU|DEF//det//25 tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 data//NN|NEU|PLU|IND|NOM//nsubj//30 som//HP|-|-|-//obl//28 beräkningen//NN|UTR|SIN|DEF|NOM//nsubj//28 bygger//VB|PRS|AKT//acl:relcl//25 på//PP//case//30 underskattar//VB|PRS|AKT//acl//21 den//DT|UTR|SIN|DEF//det//33 faktiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//33 utsläppsnivån//NN|UTR|SIN|DEF|NOM//obj//30 .//MAD//punct//10
2003-11-27 N2002/4470/ESB ;Följande//NN|NEU|SIN|IND|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//2 till//PP//case//4 förslaget//NN|NEU|SIN|DEF|NOM//obl//2 (//PAD//punct//4 4//RG|NOM//nummod//7 st//NN|AN//appos//4 )//PAD//punct//2 ://MID//punct//12
2003-11-27 N2002/4470/ESB ; //_SP////9 Svensk//JJ|POS|UTR|SIN|IND|NOM//amod//12 Mineralindustri//NN|UTR|SIN|IND|NOM//appos//2 ,//MID//punct//15 Svenskt//JJ|POS|NEU|SIN|IND|NOM//compound//15 Näringsliv//NN|NEU|SIN|IND|NOM//conj//12 ,//MID//punct//18 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//18 Kalkföreningen//NN|UTR|SIN|DEF|NOM//conj//12 och//KN//cc//20 Plast-//PM|SMS//conj//12 &//KN|AN//cc//22 kemiföretagen//NN|NEU|PLU|DEF|NOM//conj//12 .//MAD//punct//12
2003-11-27 N2002/4470/ESB ;Följande//NN|NEU|SIN|IND|NOM//nsubj//1 har//VB|PRS|AKT//ROOT//1 invändningar//NN|UTR|PLU|IND|NOM//obj//1 mot//PP//case//4 förslaget//NN|NEU|SIN|DEF|NOM//nmod//2 (//PAD//punct//1 5//RG|NOM//nummod//7 st//NN|AN//appos//1 )//PAD//punct//1 ://MID//punct//1
2003-11-27 N2002/4470/ESB ;Statistiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 centralbyrån//NN|UTR|SIN|DEF|NOM//parataxis//1 ,//MID//punct//11
2003-11-27 N2002/4470/ESB ;Chalmers//PM|GEN//nmod:poss//2 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 högskola//NN|UTR|SIN|IND|NOM//ROOT//2 ,//MID//punct//2 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 energimyndighet//NN|UTR|SIN|IND|NOM//conj//2 ,//MID//punct//8 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 Bioenergiföreningen//NN|UTR|SIN|DEF|NOM//conj//2 och//KN//cc//10 Konjunkturinstitutet//PM|NOM//conj//2 .//MAD//punct//2
2003-11-27 N2002/4470/ESB ;Svensk//JJ|POS|UTR|SIN|IND|NOM//amod//1 Mineralindustri//NN|UTR|SIN|IND|NOM//nsubj//2 anser//VB|PRS|AKT//ROOT//2 att//SN//mark//11 påslaget//NN|NEU|SIN|DEF|NOM//nsubj//11 på//PP//case//7 2//RG|NOM//nummod//7 Mton//NN|NEU|PLU|IND|NOM//nmod//4 är//VB|PRS|AKT//cop//11 ett//DT|NEU|SIN|IND//det//11 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 sätt//NN|NEU|SIN|IND|NOM//ccomp//2 att//IE//mark//13 lösa//VB|INF|AKT//acl//11 frågan//NN|UTR|SIN|DEF|NOM//obj//13 om//PP//case//17 statistisk//JJ|POS|UTR|SIN|IND|NOM//amod//17 osäkerhet//NN|UTR|SIN|IND|NOM//nmod//14 och//KN//cc//22 att//SN//mark//22 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//22 är//VB|PRS|AKT//cop//22 viktigt//JJ|POS|NEU|SIN|IND|NOM//conj//2 att//SN//mark//26 mängden//NN|UTR|SIN|DEF|NOM//nsubj//26 får//VB|PRS|AKT//aux//26 vara//VB|INF|AKT//csubj//22 kvar//PL//compound:prt//26 som//KN//case//30 en//DT|UTR|SIN|IND//det//30 reservering//NN|UTR|SIN|IND|NOM//obl//26 .//MAD//punct//22
2003-11-27 N2002/4470/ESB ;Även//AB//advmod//34 Svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//34 Näringsliv//NN|NEU|SIN|IND|NOM//appos//22 ,//MID//punct//37 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 Kalkföreningen//NN|UTR|SIN|DEF|NOM//conj//34 och//KN//cc//39 Plast-//PM|SMS//conj//34 &//KN|AN//punct//34 kemiföretagen//NN|NEU|PLU|DEF|NOM//nsubj//42 stödjer//VB|PRS|AKT//conj//34 posten//NN|UTR|SIN|DEF|NOM//obj//42 ”//PAD//punct//34 statistisk//JJ|POS|UTR|SIN|IND|NOM//amod//46 osäkerhet//NN|UTR|SIN|IND|NOM//conj//34 ”//PAD//punct//22 .//MID//punct//22
2003-11-27 N2002/4470/ESB ;Plast-//NN|UTR|-|-|SMS//parataxis//22 &//KN|AN//cc//51 kemiföretagen//NN|NEU|PLU|DEF|NOM//nsubj//52 bekräftar//VB|PRS|AKT//conj//22 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//54 konstaterande//NN|NEU|SIN|IND|NOM//obj//52 att//SN//mark//58 osäkerheten//NN|UTR|SIN|DEF|NOM//nsubj//58 är//VB|PRS|AKT//cop//58 stor//JJ|POS|UTR|SIN|IND|NOM//acl//54 beträffande//PP//case//61 utsläppens//NN|NEU|PLU|DEF|GEN//nmod:poss//61 volym//NN|UTR|SIN|IND|NOM//obl//58 .//MAD//punct//2
2003-11-27 N2002/4470/ESB ;Statistiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//1 centralbyrån//NN|UTR|SIN|DEF|NOM//nsubj//2 ställer//VB|PRS|AKT//ROOT//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//2 frågande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//2 till//PP//mark//7 att//IE//mark//7 lägga//VB|INF|AKT//advcl//2 på//PL//compound:prt//7 2//RG|NOM//nummod//10 Mton//NN|NEU|PLU|IND|NOM//obl//7 extra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 utsläpp//NN|NEU|SIN|IND|NOM//obj//7 till//PP//case//18 följd//NN|UTR|SIN|IND|NOM//fixed//13 av//PP//fixed//13 den//DT|UTR|SIN|DEF//det//18 statistiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//18 osäkerheten//NN|UTR|SIN|DEF|NOM//obl//7 .//MAD//punct//2
2003-11-27 N2002/4470/ESB ;Osäkerheten//NN|UTR|SIN|DEF|NOM//nsubj//23 i//PP//case//22 statistiken//NN|UTR|SIN|DEF|NOM//nmod//20 innebär//VB|PRS|AKT//parataxis//2 att//SN//mark//29 såväl//KN//advmod//26 undersom//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//27 överskattningar//NN|UTR|PLU|IND|NOM//nsubj//29 är//VB|PRS|AKT//cop//29 möjliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//23 .//MAD//punct//23
2003-11-27 N2002/4470/ESB ;Posten//NN|UTR|SIN|DEF|NOM//nsubj//32 innebär//VB|PRS|AKT//parataxis//23 även//AB//advmod//32 att//SN//mark//39 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 sektorer//NN|UTR|PLU|IND|NOM//nsubj//39 kan//VB|PRS|AKT//aux//39 få//VB|INF|AKT//aux//39 bära//VB|INF|AKT//ccomp//32 en//DT|UTR|SIN|IND//det//42 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 del//NN|UTR|SIN|IND|NOM//obj//39 av//PP//case//46 de//DT|UTR/NEU|PLU|DEF//det//46 eftersträvade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//46 utsläppsminskningarna//NN|UTR|PLU|DEF|NOM//nmod//42 .//MAD//punct//32
2003-11-27 N2002/4470/ESB ;Även//AB//advmod//52 Chalmers//PM|GEN//nmod:poss//51 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//51 högskola//NN|UTR|SIN|IND|NOM//nsubj//52 avstyrker//VB|PRS|AKT//advcl//32 posten//NN|UTR|SIN|DEF|NOM//nsubj//52 statistisk//JJ|POS|UTR|SIN|IND|NOM//amod//55 osäkerhet//NN|UTR|SIN|IND|NOM//obj//52 eftersom//SN//mark//60 den//DT|UTR|SIN|DEF//det//59 miljömässiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//59 effektiviteten//NN|UTR|SIN|DEF|NOM//nsubj//60 minskar//VB|PRS|AKT//advcl//52 om//PP//mark//65 alla//DT|UTR/NEU|PLU|IND/DEF//det//63 EU-länder//NN|UTR|PLU|IND|NOM//nsubj//65 skulle//VB|PRT|AKT//aux//65 tillämpa//VB|INF|AKT//advcl//60 samma//DT|UTR/NEU|SIN/PLU|IND//det//67 försiktighetsprincip//NN|UTR|SIN|IND|NOM//obj//65 .//MAD//punct//2
2003-11-27 N2002/4470/ESB ;Högskolan//NN|UTR|SIN|DEF|NOM//nsubj//70 menar//VB|PRS|AKT//parataxis//2 vidare//AB|KOM//advmod//70 att//SN//mark//82 eftersom//SN//mark//82 de//DT|UTR/NEU|PLU|DEF//det//76 statistiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 osäkerheterna//NN|UTR|PLU|DEF|NOM//nsubj//82 i//PP//case//79 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//79 mätningar//NN|UTR|PLU|IND|NOM//nmod//76 är//VB|PRS|AKT//cop//82 jämförelsevis//AB//advmod//82 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//70 vid//PP//case//86 en//DT|UTR|SIN|IND//det//86 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//86 jämförelse//NN|UTR|SIN|IND|NOM//obl//82 ,//MID//punct//92 skulle//VB|PRT|AKT//aux//92 en//DT|UTR|SIN|IND//det//91 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//91 situation//NN|UTR|SIN|IND|NOM//nsubj//92 missgynna//VB|INF|AKT//conj//70 Sverige//PM|NOM//obj//92 .//MAD//punct//2
2003-11-27 N2002/4470/ESB ;Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 energimyndighet//NN|UTR|SIN|IND|NOM//nsubj//2 bedömer//VB|PRS|AKT//ROOT//2 att//SN//mark//12 posten//NN|UTR|SIN|DEF|NOM//nsubj//12 ”//PAD//case//6 osäkerhet//NN|UTR|SIN|IND|NOM//nsubj//12 i//PP//case//8 statistiken//NN|UTR|SIN|DEF|NOM//nmod//6 ”//PM|NOM//punct//6 inte//AB//advmod//12 är//VB|PRS|AKT//cop//12 nödvändig//JJ|POS|UTR|SIN|IND|NOM//ccomp//2 .//MAD//punct//12
2003-11-27 N2002/4470/ESB ;Skillnader//NN|UTR|PLU|IND|NOM//nsubj//25 mellan//PP//case//16 energistatistiken//NN|UTR|SIN|DEF|NOM//nmod//14 och//KN//cc//18 miljörapporter//NN|UTR|PLU|IND|NOM//conj//16 skulle//VB|PRT|AKT//aux//25 inte//AB//advmod//25 vara//VB|INF|AKT//cop//25 ett//DT|NEU|SIN|IND//det//25 tillräckligt//AB|POS//advmod//24 starkt//JJ|POS|NEU|SIN|IND|NOM//amod//25 skäl//NN|NEU|SIN|IND|NOM//parataxis//2 för//PP//mark//28 att//IE//mark//28 tillskriva//VB|INF|AKT//advcl//25 det//DT|NEU|SIN|DEF//det//31 statistiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 underlaget//NN|NEU|SIN|DEF|NOM//obj//28 en//DT|UTR|SIN|IND//det//33 osäkerhet//NN|UTR|SIN|IND|NOM//obj//28 på//PP//case//36 20//RG|NOM//nummod//36 procent//NN|UTR|PLU|IND|NOM//nmod//33 .//MAD//punct//25
2003-11-27 N2002/4470/ESB ;En//DT|UTR|SIN|IND//det//40 hög//JJ|POS|UTR|SIN|IND|NOM//amod//40 osäkerhet//NN|UTR|SIN|IND|NOM//nsubj//45 är//VB|PRS|AKT//cop//45 heller//AB//advmod//45 inte//AB//advmod//45 ett//DT|NEU|SIN|IND//det//45 skäl//NN|NEU|SIN|IND|NOM//parataxis//25 att//IE//mark//47 ge//VB|INF|AKT//acl//45 en//DT|UTR|SIN|IND//det//50 extra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//50 tilldelning//NN|UTR|SIN|IND|NOM//obj//47 .//MID//punct//25
