MATS LEDERHAUSEN  ,  strategiansvarig, globalt McDonald’s Corp, USA, samtalsledare MICHAEL TRESCHOW  ,  koncernchef Electrolux ;HANS//PM|NOM//nmod//1 VON//PM|NOM//nmod//2 UTHMANN//PM|NOM//ROOT//2  //_SP////2 ,//MID//punct//7  //_SP////4 koncernchef//NN|UTR|SIN|IND|NOM//nmod//7 Shell//PM|NOM//conj//2 Sverige//PM|NOM//flat//7
Ansvar för helheten;Låt//VB|IMP|AKT//ROOT//0 oss//PN|UTR|PLU|DEF|OBJ//obj//0 notera//VB|INF|AKT//xcomp//0 hur//HA//advmod//4 lätt//AB|POS//ccomp//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 är//VB|PRS|AKT//cop//4 att//IE//mark//8 landa//VB|INF|AKT//csubj//4 i//PP//case//11 en//DT|UTR|SIN|IND//det//11 situation//NN|UTR|SIN|IND|NOM//obl//8 där//HA//advmod//14 du//PN|UTR|SIN|DEF|SUB//nsubj//14 arbetar//VB|PRS|AKT//acl:relcl//11 i//PP//case//17 en//DT|UTR|SIN|IND//det//17 uppförsbacke//NN|UTR|SIN|IND|NOM//obl//14 ,//MID//punct//4 bara//AB//advmod//4 för//PP//mark//23 att//SN//fixed//20 någon//PN|UTR|SIN|IND|SUB/OBJ//nsubj//23 skrev//VB|PRT|AKT//advcl//2 en//DT|UTR|SIN|IND//det//25 nidingsartikel//NN|UTR|SIN|IND|NOM//obj//23 ,//MID//punct//31 som//HP|-|-|-//obj//31 alla//DT|UTR/NEU|PLU|IND/DEF//det//29 journalister//NN|UTR|PLU|IND|NOM//nsubj//31 okritiskt//AB|POS//advmod//31 accepterar//VB|PRS|AKT//acl:relcl//25 som//KN//mark//34 ”//PAD//punct//34 sanning//NN|UTR|SIN|IND|NOM//obj//31 ”//PAD//punct//34 –//PAD//punct//37 rätt//NN|UTR|SIN|IND|NOM//nsubj//41 eller//KN//cc//39 fel//NN|NEU|SIN|IND|NOM//conj//37 är//VB|PRS|AKT//cop//41 ointressant//JJ|POS|UTR|SIN|IND|NOM//appos//0 .//MAD//punct//0
Ansvar för helheten;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 lever//VB|PRS|AKT//ROOT//1 i//PP//case//5 en//DT|UTR|SIN|IND//det//5 transparent//JJ|POS|UTR|SIN|IND|NOM//amod//5 värld//NN|UTR|SIN|IND|NOM//obl//1 där//HA//advmod//8 medier//NN|NEU|PLU|IND|NOM//nsubj//8 fungerar//VB|PRS|AKT//acl:relcl//5 som//HA//obj//11 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//11 gör//VB|PRS|AKT//advcl//8 ,//MID//punct//1 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//14 går//VB|PRS|AKT//conj//1 fruktansvärt//AB|POS//advmod//16 fort//AB|POS//advmod//14 för//PP//case//18 journalisterna//NN|UTR|PLU|DEF|NOM//obl//14 att//IE//mark//20 få//VB|INF|AKT//acl//18 genomslag//NN|NEU|SIN|IND|NOM//obj//20 ,//MID//punct//25 och//KN//cc//25 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//25 påverkar//VB|PRS|AKT//conj//1 oss//PN|UTR|PLU|DEF|OBJ//obj//25 .//MAD//punct//1
Ansvar för helheten;Just//AB//advmod//1 därför//AB//advmod//2 tror//VB|PRS|AKT//ROOT//2 inte//AB//advmod//2 Michael//PM|NOM//nsubj//2 Treschow//PM|NOM//flat//4 att//SN//mark//9 man//PN|UTR|SIN|IND|SUB//nsubj//9 måste//VB|PRS|AKT//aux//9 omdeﬁniera//VB|INF|AKT//ccomp//2 företagets//NN|NEU|SIN|DEF|GEN//nmod:poss//11 roll//NN|UTR|SIN|IND|NOM//obj//9 ,//MID//punct//14 snarare//AB|KOM//advmod//14 se//VB|INF|AKT//advcl//9 hur//HA//advmod//17 man//PN|UTR|SIN|IND|SUB//nsubj//17 gör//VB|PRS|AKT//ccomp//14 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 saker//NN|UTR|PLU|IND|NOM//obj//17 så//AB//mark//23 att//SN//fixed//20 man//PN|UTR|SIN|IND|SUB//nsubj//23 blir//VB|PRS|AKT//advcl//17 det//DT|NEU|SIN|DEF//det//26 attraktiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//26 företaget//NN|NEU|SIN|DEF|NOM//obj//23 och//KN//cc//30 hur//HA//advmod//30 man//PN|UTR|SIN|IND|SUB//nsubj//30 kommunicerar//VB|PRS|AKT//conj//23 bilden//NN|UTR|SIN|DEF|NOM//obj//30 av//PP//case//33 vad//HP|NEU|SIN|IND//ccomp//30 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//33 är//VB|PRS|AKT//cop//33 man//PN|UTR|SIN|IND|SUB//nsubj//37 gör//VB|PRS|AKT//acl:cleft//33 .//MAD//punct//2

Värderingen av företag;Efter//PP//case//2 vilka//HD|UTR/NEU|PLU|IND//det//2 kriterier//NN|NEU|PLU|IND|NOM//obl//3 värderar//VB|PRS|AKT//ROOT//3 då//AB//advmod//3 analytikerna//NN|UTR|PLU|DEF|NOM//nsubj//3 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//7 bolag//NN|NEU|PLU|IND|NOM//obj//3 ?//MID//punct//3 –//NN|UTR|SIN|IND|NOM//punct//3
Värderingen av företag;Här//AB//advmod//11 tror//VB|PRS|AKT//parataxis//3 jag//PN|UTR|SIN|DEF|SUB//nsubj//11 återigen//AB//advmod//11 att//SN//mark//17 man//PN|UTR|SIN|IND|SUB//nsubj//17 måste//VB|PRS|AKT//aux//17 tänka//VB|INF|AKT//ccomp//11 efter//PP//case//22 vilka//HP|UTR/NEU|PLU|IND//det//20 analytikerna//NN|UTR|PLU|DEF|NOM//nsubj//22 är//VB|PRS|AKT//cop//22 ombudsmän//NN|UTR|PLU|IND|NOM//obl//17 för//PP//nmod//22 ,//MID//punct//11 menar//VB|PRS|AKT//parataxis//11 Michael//PM|NOM//nsubj//25 Treschow//PM|NOM//flat//26 .//MAD//punct//3
Värderingen av företag;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//31 är//VB|PRS|AKT//cop//31 ombudsmän//NN|UTR|PLU|IND|NOM//parataxis//3 för//PP//case//33 investerare//NN|UTR|PLU|IND|NOM//nmod//31 och//KN//cc//36 det//PN|NEU|SIN|DEF|SUB/OBJ//det//36 ﬁnns//VB|PRS|SFO//conj//31 två//RG|NOM//nummod//38 typer//NN|UTR|PLU|IND|NOM//nsubj//36 av//PP//case//40 investerare//NN|UTR|PLU|IND|NOM//nmod//38 ,//MID//punct//42 kortsiktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//40 och//KN//cc//44 långsiktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//40 .//MAD//punct//31
Värderingen av företag;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 ﬁnns//VB|PRS|SFO//ROOT//1 dessutom//AB//advmod//1 analytiker//NN|UTR|SIN|IND|NOM//nsubj//1 som//HP|-|-|-//nsubj//7 är//VB|PRS|AKT//cop//7 fruktansvärt//AB|POS//advmod//7 okunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//3 ,//MID//punct//7 p//NN|AN//nmod//10 g//NN|AN//obl//1 a//NN|NEU|SIN|IND|NOM//advmod//1 att//SN//mark//14 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//14 bevakar//VB|PRS|AKT//csubj//1 femhundra//RG|NOM//amod//16 företag//NN|NEU|PLU|IND|NOM//obj//14 ,//MID//punct//1 och//KN//cc//19 de//PN|UTR/NEU|PLU|DEF|SUB//conj//1 som//HP|-|-|-//nsubj//21 bevakar//VB|PRS|AKT//acl:relcl//19 en//DT|UTR|SIN|IND//det//23 bransch//NN|UTR|SIN|IND|NOM//obj//21 eller//KN//cc//25 få//JJ|POS|UTR/NEU|PLU|IND|NOM//conj//21 företag//NN|NEU|PLU|IND|NOM//obj//25 och//KN//cc//31 då//AB//advmod//31 är//VB|PRS|AKT//cop//31 otroligt//AB|POS//advmod//31 kunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//21 .//MAD//punct//1
Värderingen av företag;De//DT|UTR/NEU|PLU|DEF//det//2 klassiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 värderingsprinciperna//NN|UTR|PLU|DEF|NOM//nsubj//9 när//HA//mark//5 man//PN|UTR|SIN|IND|SUB//nsubj//5 tittar//VB|PRS|AKT//acl:relcl//2 på//PP//case//8 ett//DT|NEU|SIN|IND//det//8 bolag//NN|NEU|SIN|IND|NOM//obl//5 gäller//VB|PRS|AKT//ROOT//9 fortfarande//AB//advmod//9 ://MID//punct//9
Värderingen av företag;management//NN|UTR|SIN|IND|NOM//parataxis//9 ,//MID//punct//14 likviditet//NN|UTR|SIN|IND|NOM//conj//12 ,//MID//punct//16 soliditet//NN|UTR|SIN|IND|NOM//conj//12 ,//MID//punct//12 konstaterar//VB|PRS|AKT//conj//12 Jacob//PM|NOM//nsubj//18 Wallenberg//PM|NOM//flat:name//19 .//MAD//punct//18 –//RG|NOM//punct//25
Värderingen av företag;När//HA//mark//25 analytikerna//NN|UTR|PLU|DEF|NOM//nsubj//25 värderar//VB|PRS|AKT//advcl//29 företagets//NN|NEU|SIN|DEF|GEN//nmod:poss//27 management//NN|UTR|SIN|IND|NOM//obj//25 ,//MID//punct//29 gör//VB|PRS|AKT//parataxis//9 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//29 en//DT|UTR|SIN|IND//det//33 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//33 värdering//NN|UTR|SIN|IND|NOM//obj//29 av//PP//case//38 inte//AB//advmod//37 minst//AB|SUV//advmod//37 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//38 direktörens//NN|UTR|SIN|DEF|GEN//nmod//33 och//KN//cc//42 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//42 ledningsgrupps//NN|UTR|SIN|DEF|GEN//amod//42 förmåga//NN|UTR|SIN|IND|NOM//conj//38 att//IE//mark//44 handskas//VB|INF|SFO//acl//42 med//PP//case//47 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 typer//NN|UTR|PLU|IND|NOM//obl//44 av//PP//case//49 frågor//NN|UTR|PLU|IND|NOM//nmod//47 ,//MID//punct//29 och//KN//cc//56 där//AB//advmod//56 kommer//VB|PRS|AKT//fixed//52 även//AB//advmod//55 mjuka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 frågor//NN|UTR|PLU|IND|NOM//conj//9 in//AB//advmod//56 .//MAD//punct//9
Värderingen av företag;Om//SN//mark//6 Michael//PM|NOM//nsubj//6 eller//KN//cc//3 jag//PN|UTR|SIN|DEF|SUB//conj//1 inte//AB//advmod//6 är//VB|PRS|AKT//cop//6 kapabla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//14 att//IE//mark//8 handskas//VB|INF|SFO//advcl//6 med//PP//case//12 dessa//DT|UTR/NEU|PLU|DEF//det//12 mjuka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 frågor//NN|UTR|PLU|IND|NOM//obl//8 ,//MID//punct//14 märks//VB|PRS|SFO//ROOT//14 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//14 väldigt//AB|POS//advmod//17 fort//AB|POS//advmod//14 .//MID//punct//14
Värderingen av företag;Då//AB//advmod//20 blir//VB|PRS|AKT//parataxis//14 vi//PN|UTR|PLU|DEF|SUB//nsubj//20 ”//PM|NOM//punct//20 nedratade//VB|PRT|AKT//amod//24 ”//PM|NOM//parataxis//20 som//KN//case//26 managementkapacitet//NN|NEU|SIN|DEF|NOM//xcomp//20 och//KN//cc//30 det//DT|NEU|SIN|DEF//det//29 ryktet//NN|NEU|SIN|DEF|NOM//nsubj//30 sprider//VB|PRS|AKT//conj//20 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//30 .//MAD//punct//20 –//RG|NOM//punct//37
Värderingen av företag;Omvärlden//NN|UTR|SIN|DEF|NOM//nsubj//37 har//VB|PRS|AKT//aux//37 också//AB//advmod//37 blivit//VB|SUP|AKT//parataxis//20 duktigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//37 på//PP//mark//41 att//IE//mark//41 kommunicera//VB|INF|AKT//advcl//37 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//43 krav//NN|NEU|PLU|IND|NOM//obj//41 ,//MID//punct//37 vad//HP|NEU|SIN|IND//obj//47 man//PN|UTR|SIN|IND|SUB//nsubj//47 förväntar//VB|PRS|AKT//ccomp//37 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//47 av//PP//case//50 företag//NN|NEU|PLU|IND|NOM//obl//47 ,//MID//punct//52 menar//VB|PRS|AKT//parataxis//37 Hans//PM|NOM//nmod:poss//54 von//PM|NOM//obj//52 Uthmann//PM|NOM//flat:name//54 .//MAD//punct//14
Värderingen av företag;Jacob//PM|NOM//nsubj//2 Wallenberg//PM|NOM//flat:name//0 säger//VB|PRS|AKT//ROOT//2 att//SN//mark//5 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//5 håller//VB|PRS|AKT//ccomp//2 på//PL//compound:prt//5 att//IE//mark//8 ske//VB|INF|AKT//advcl//5 en//DT|UTR|SIN|IND//det//10 förändring//NN|UTR|SIN|IND|NOM//obj//8 i//PP//case//13 politikernas//NN|UTR|PLU|DEF|GEN//nmod:poss//13 syn//NN|UTR|SIN|IND|NOM//obl//8 på//PP//case//15 näringslivet//NN|NEU|SIN|DEF|NOM//nmod//13 och//KN//cc//18 han//PN|UTR|SIN|DEF|SUB//nsubj//18 menar//VB|PRS|AKT//conj//2 att//SN//mark//21 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//21 föds//VB|PRS|SFO//ccomp//18 av//PP//case//23 utﬂyttningen//NN|UTR|SIN|DEF|NOM//obl//21 från//PP//case//25 Sverige//PM|NOM//nmod//23 .//MAD//punct//2 –//PAD//punct//29
Värderingen av företag;Jag//PN|UTR|SIN|DEF|SUB//nsubj//29 tror//VB|PRS|AKT//parataxis//2 att//SN//mark//35 den//DT|UTR|SIN|DEF//det//32 debatten//NN|UTR|SIN|DEF|NOM//nsubj//35 är//VB|PRS|AKT//cop//35 svår//JJ|POS|UTR|SIN|IND|NOM//amod//35 internt//JJ|POS|NEU|SIN|IND|NOM//ccomp//29 ,//MID//punct//39 och//KN//cc//39 jag//PN|UTR|SIN|DEF|SUB//nsubj//39 undrar//VB|PRS|AKT//conj//29 om//SN//mark//45 inte//AB//advmod//45 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//45 kommer//VB|PRS|AKT//aux//45 att//IE//mark//45 leda//VB|INF|AKT//advcl//39 till//PP//case//48 långtgående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//48 förändringar//NN|UTR|PLU|IND|NOM//obl//45 .//MAD//punct//2

Var och en i sitt hörn;Polariseringen//NN|UTR|SIN|DEF|NOM//nsubj//3 i//PP//case//2 samhället//NN|NEU|SIN|DEF|NOM//nmod//0 ökat//VB|SUP|AKT//ROOT//3 .//MID//punct//3
Var och en i sitt hörn;Michael//PM|NOM//nsubj//7 Treschow//PM|NOM//flat//5 säger//VB|PRS|AKT//parataxis//3 att//SN//mark//10 akademikerna//NN|UTR|PLU|DEF|NOM//nsubj//10 talar//VB|PRS|AKT//ccomp//7 sitt//PS|NEU|SIN|DEF//nmod:poss//12 språk//NN|NEU|SIN|IND|NOM//obj//10 och//KN//cc//14 har//VB|PRS|AKT//conj//10 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//16 övningar//NN|UTR|PLU|IND|NOM//obj//14 för//PP//case//18 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//nmod//16 ,//MID//punct//21 militären//NN|UTR|SIN|DEF|NOM//nsubj//21 har//VB|PRS|AKT//conj//10 sitt//PS|NEU|SIN|DEF//obj//21 ,//MID//punct//25 skolan//NN|UTR|SIN|DEF|NOM//nsubj//25 håller//VB|PRS|AKT//conj//10 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//25 för//PL//case//28 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//25 ,//MID//punct//31 kyrkan//NN|UTR|SIN|DEF|NOM//nsubj//31 är//VB|PRS|AKT//conj//10 långt//AB|POS//advmod//33 borta//AB//advmod//31 i//PP//case//35 kanten//NN|UTR|SIN|DEF|NOM//obl//33 ,//MID//punct//37 politikerna//NN|UTR|PLU|DEF|NOM//appos//10 för//PP//case//39 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//nmod//37 ,//MID//punct//41 näringslivet//NN|NEU|SIN|DEF|NOM//conj//10 för//PP//case//43 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//nmod//41 osv//AB|AN//conj//41 …//NN|AN//punct//10 –//PAD//punct//50 Så//AB//advmod//50 kan//VB|PRS|AKT//aux//50 du//PN|UTR|SIN|DEF|SUB//nsubj//50 måla//VB|INF|AKT//conj//7 en//DT|UTR|SIN|IND//det//52 åttahörning//NN|UTR|SIN|IND|NOM//obj//50 och//KN//cc//55 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//55 sitter//VB|PRS|AKT//conj//50 i//PP//case//58 sitt//PS|NEU|SIN|DEF//nmod:poss//58 hörn//NN|NEU|SIN|IND|NOM//obl//55 och//KN//cc//60 talar//VB|PRS|AKT//conj//50 till//PP//case//63 de//DT|UTR/NEU|PLU|DEF//det//63 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//60 .//MAD//punct//3
Var och en i sitt hörn;Man//PN|UTR|SIN|IND|SUB//nsubj//66 talar//VB|PRS|AKT//parataxis//3 alltså//AB//advmod//66 inte//AB//advmod//66 med//PP//compound:prt//66 ,//MID//punct//66 utan//KN//cc//72 till//AB//advmod//66 ,//MID//punct//66 och//KN//cc//80 vi//PN|UTR|PLU|DEF|SUB//nsubj//80 är//VB|PRS|AKT//cop//80 precis//AB//advmod//78 lika//AB//advmod//79 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 kålsupare//NN|UTR|PLU|IND|NOM//conj//66 som//KN//case//84 alla//DT|UTR/NEU|PLU|IND/DEF//det//84 de//DT|UTR/NEU|PLU|DEF//det//84 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//80 .//MAD//punct//66
Var och en i sitt hörn;Vi//PN|UTR|PLU|DEF|SUB//nsubj//87 talar//VB|PRS|AKT//parataxis//66 med//PP//case//90 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//90 argument//NN|NEU|PLU|IND|NOM//obl//87 och//KN//cc//93 sedan//AB//advmod//93 blir//VB|PRS|AKT//advcl//125 vi//PN|UTR|PLU|DEF|SUB//nsubj//93 förbannade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//93 för//PP//mark//101 att//SN//mark//101 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//101 inte//AB//advmod//101 har//VB|PRS|AKT//aux//101 förstått//VB|SUP|AKT//advcl//95 vad//HP|NEU|SIN|IND//obj//105 vi//PN|UTR|PLU|DEF|SUB//nsubj//105 har//VB|PRS|AKT//aux//105 sagt//VB|SUP|AKT//ccomp//101 och//KN//cc//107 tycker//VB|PRS|AKT//conj//105 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//107 är//VB|PRS|AKT//cop//111 för//AB//advmod//111 djävligt//JJ|POS|NEU|SIN|IND|NOM//advmod//107 med//PP//case//113 påhoppen//NN|NEU|PLU|DEF|NOM//nmod//111 ,//MID//punct//105 i//PP//mark//119 stället//NN|NEU|SIN|DEF|NOM//fixed//115 för//PP//fixed//115 att//IE//mark//119 gilla//VB|INF|AKT//advcl//105 läget//NN|NEU|SIN|DEF|NOM//obj//119 och//KN//cc//122 säga//VB|INF|AKT//conj//119 ”//PAD//punct//101 hur//HA//advmod//125 gör//VB|PRS|AKT//parataxis//66 vi//PN|UTR|PLU|DEF|SUB//nsubj//125 nu//AB//advmod//125 ?//MAD//punct//125 ”//PAD//punct//66 –//PAD//punct//66
Var och en i sitt hörn;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//132 är//VB|PRS|AKT//cop//133 precis//AB//parataxis//66 vad//HP|NEU|SIN|IND//obj//136 jag//PN|UTR|SIN|DEF|SUB//nsubj//136 menar//VB|PRS|AKT//ccomp//66 med//PP//mark//139 att//IE//mark//139 deﬁniera//VB|INF|AKT//advcl//136 om//PP//case//142 sin//PS|UTR|SIN|DEF//nmod:poss//142 roll//NN|UTR|SIN|IND|NOM//obl//139 ,//MID//punct//144 säger//VB|PRS|AKT//parataxis//66 Mats//PM|NOM//nsubj//144 Lederhausen//PM|NOM//flat//145 .//MAD//punct//144
Var och en i sitt hörn;Så//AB//advmod//150 här//AB//advmod//150 håller//VB|PRS|AKT//conj//66 vi//PN|UTR|PLU|DEF|SUB//nsubj//150 på//PL//compound:prt//150 i//PP//case//156 det//DT|NEU|SIN|DEF//det//156 moderna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//156 samhället//NN|NEU|SIN|DEF|NOM//obl//150 ,//MID//punct//158 sitter//VB|PRS|AKT//conj//66 i//PP//case//161 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//161 hörn//NN|NEU|PLU|IND|NOM//obl//158 .//MAD//punct//66
Var och en i sitt hörn;Jag//PN|UTR|SIN|DEF|SUB//nsubj//164 älskar//VB|PRS|AKT//parataxis//66 ju//AB//advmod//164 företagen//NN|NEU|PLU|DEF|NOM//obj//164 och//KN//cc//168 tycker//VB|PRS|AKT//conj//164 att//SN//mark//172 vi//PN|UTR|PLU|DEF|SUB//nsubj//172 kan//VB|PRS|AKT//aux//172 göra//VB|INF|AKT//ccomp//168 och//KN//cc//174 gör//VB|PRS|AKT//conj//172 mycket//AB|POS//advmod//176 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//177 grejer//NN|UTR|PLU|IND|NOM//obj//174 .//MAD//punct//66
Var och en i sitt hörn;Men//KN//cc//189 när//HA//mark//182 jag//PN|UTR|SIN|DEF|SUB//nsubj//182 talar//VB|PRS|AKT//advcl//189 om//PP//mark//185 att//IE//mark//185 deﬁniera//VB|INF|AKT//xcomp//182 om//PP//case//188 sin//PS|UTR|SIN|DEF//nmod:poss//188 roll//NN|UTR|SIN|IND|NOM//obl//185 menar//VB|PRS|AKT//conj//66 jag//PN|UTR|SIN|DEF|SUB//nsubj//189 att//IE//mark//192 komma//VB|INF|AKT//xcomp//189 in//PL//compound:prt//192 i//PP//case//195 mitten//NN|UTR|SIN|DEF|NOM//obl//192 av//PP//case//199 den//DT|UTR|SIN|DEF//det//199 där//AB//fixed//197 åttahörningen//NN|UTR|SIN|DEF|NOM//nmod//195 .//MAD//punct//66
Var och en i sitt hörn;Han//PN|UTR|SIN|DEF|SUB//nsubj//202 fortsätter//VB|PRS|AKT//parataxis//66 ://MAD//punct//202
Var och en i sitt hörn;Om//SN//mark//2 man//PN|UTR|SIN|IND|SUB//nsubj//2 deﬁnierar//VB|PRS|AKT//ROOT//2 den//DT|UTR|SIN|DEF//det//5 här//AB//fixed//3 åttkanten//NN|UTR|SIN|DEF|NOM//nsubj//2 lite//AB|POS//advmod//2 ,//MID//punct//2 att//SN//mark//17 vi//PN|UTR|PLU|DEF|SUB//nsubj//17 i//PP//case//11 Sverige//PM|NOM//nmod//9 mer//AB|KOM//advmod//16 än//KN//fixed//12 i//PP//case//16 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 länder//NN|NEU|PLU|IND|NOM//obl//17 sitter//VB|PRS|AKT//ccomp//2 på//PP//case//20 vår//PS|UTR|SIN|DEF//nmod:poss//20 kant//NN|UTR|SIN|IND|NOM//obl//17 ,//MID//punct//17 att//SN//mark//26 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//26 är//VB|PRS|AKT//cop//26 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 avstånd//NN|NEU|SIN|IND|NOM//ccomp//17 mellan//PP//case//30 samhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//30 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 aktörer//NN|UTR|PLU|IND|NOM//nmod//26 –//RG|NOM//punct//2 och//KN//cc//36 jag//PN|UTR|SIN|DEF|SUB//nsubj//36 har//VB|PRS|AKT//aux//36 personligen//AB//advmod//36 upplevt//VB|SUP|AKT//conj//2 att//SN//mark//40 näringslivet//NN|NEU|SIN|DEF|NOM//nsubj:pass//40 inte//AB//advmod//40 ses//VB|PRS|SFO//ccomp//36 som//KN//case//44 den//DT|UTR|SIN|DEF//det//44 viktiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//44 delen//NN|UTR|SIN|DEF|NOM//obl//40 av//PP//case//47 de//DT|UTR/NEU|PLU|DEF//det//47 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//44 –//NN|UTR|PLU|IND|NOM//punct//54 varför//HA//advmod//54 har//VB|PRS|AKT//aux//54 det//DT|NEU|SIN|DEF//det//53 här//AB//fixed//51 avståndet//NN|NEU|SIN|DEF|NOM//nsubj//54 uppstått//VB|SUP|AKT//advcl//36 ,//MID//punct//54 varför//HA//advmod//2 är//VB|PRS|AKT//cop//56 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//57 på//PP//case//62 det//DT|NEU|SIN|DEF//det//62 här//AB//fixed//60 sättet//NN|NEU|SIN|DEF|NOM//obl//56 ?//MAD//punct//2
Var och en i sitt hörn;I//PP//case//1 USA//PM|NOM//obl//2 sitter//VB|PRS|AKT//ROOT//2 överstar//NN|UTR|PLU|IND|NOM//nsubj//2 och//KN//cc//5 skollärare//NN|UTR|PLU|IND|NOM//conj//3 i//PP//case//7 företagsstyrelserna//NN|UTR|PLU|DEF|NOM//nmod//5 ,//MID//punct//2 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//13 är//VB|PRS|AKT//cop//13 mycket//AB|POS//advmod//12 mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 blandning//NN|UTR|SIN|IND|NOM//parataxis//2 mellan//PP//case//17 de//DT|UTR/NEU|PLU|DEF//det//17 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 sektorerna//NN|UTR|PLU|DEF|NOM//nmod//13 och//KN//cc//20 mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//20 förståelse//NN|UTR|SIN|IND|NOM//conj//17 .//MAD//punct//13
Var och en i sitt hörn;Schweiz//PM|NOM//nsubj//23 har//VB|PRS|AKT//conj//2 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//25 halvtidspolitiker//NN|UTR|PLU|IND|NOM//obj//23 ,//MID//punct//28 som//HP|-|-|-//nsubj//28 sköter//VB|PRS|AKT//acl:relcl//25 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//30 företag//NN|NEU|PLU|IND|NOM//obj//28 på//PP//case//34 den//DT|UTR|SIN|DEF//det//34 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//34 halvan//NN|UTR|SIN|DEF|NOM//obl//28 .//MAD//punct//2
