4 Försäkringsskydd på transportområdet ;I//PP//case//2 detta//DT|NEU|SIN|DEF//det//2 kapitel//NN|NEU|SIN|IND|NOM//obl//3 kartlägger//VB|PRS|AKT//ROOT//3 vi//PN|UTR|PLU|DEF|SUB//nsubj//3 hur//HA//advmod//7 försäkringsutbudet//NN|NEU|SIN|DEF|NOM//nsubj//7 ser//VB|PRS|AKT//ccomp//3 ut//PL//compound:prt//7 på//PP//case//12 de//DT|UTR/NEU|PLU|DEF//det//12 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 transportområdena//NN|NEU|PLU|DEF|NOM//obl//7 .//MAD//punct//3
4.6 Varuförsäkring (transportförsäkring);Krigsförsäkringar//NN|UTR|PLU|IND|NOM//ROOT//0
4.6 Varuförsäkring (transportförsäkring);För//PP//mark//2 att//IE//mark//2 få//VB|INF|AKT//advcl//6 försäkring//NN|UTR|SIN|IND|NOM//obj//2 mot//PP//case//5 krigsrisk//NN|UTR|SIN|IND|NOM//obl//2 krävs//VB|PRS|SFO//ROOT//6 en//DT|UTR|SIN|IND//det//8 tilläggsförsäkring//NN|UTR|SIN|IND|NOM//nsubj:pass//6 .//MAD//punct//6
4.6 Varuförsäkring (transportförsäkring);Krigsförsäkring//NN|UTR|SIN|IND|NOM//nsubj//18 av//PP//case//12 varor//NN|UTR|PLU|IND|NOM//nmod//10  //_SP////12 är//VB|PRS|AKT//cop//18 de//DT|UTR/NEU|PLU|DEF//det//17 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 standardvillkoren//NN|NEU|PLU|DEF|NOM//nsubj//18 antagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//6 av//PP//case//20 Transportförsäkringspoolen//PM|NOM//obl//18 ,//MID//punct//29 och//KN//cc//29 den//DT|UTR|SIN|DEF//det//25 engelska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 motsvarigheten//NN|UTR|SIN|DEF|NOM//nmod//29 är//VB|PRS|AKT//cop//29 Institute//PM|NOM//nmod//28 Cargo//PM|NOM//nmod//29 Clauses//PM|NOM//conj//18 (//PAD//punct//29 War//PM|NOM//appos//29 )//PAD//punct//29 .//MAD//punct//18
4.6 Varuförsäkring (transportförsäkring); //_SP////33 Krigsförsäkringsvillkoren//NN|UTR|SIN|DEF|NOM//nsubj//40 i//PP//case//39 de//DT|UTR/NEU|PLU|DEF//det//39 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 villkoren//NN|NEU|PLU|DEF|NOM//nmod//35 motsvarar//VB|PRS|AKT//conj//18 i//PP//case//42 princip//NN|UTR|SIN|IND|NOM//obl//40 villkoren//NN|NEU|PLU|DEF|NOM//obl//40 för//PP//case//45 kaskoförsäkring//NN|UTR|SIN|IND|NOM//nmod//43 av//PP//case//47 fartyg//NN|NEU|PLU|IND|NOM//nmod//45 ,//MID//punct//47 som//HP|-|-|-//nsubj:pass//50 redogörs//VB|PRS|SFO//acl:relcl//47 för//PP//case//52 ovan//AB//advmod//50 .//MAD//punct//18
4.6 Varuförsäkring (transportförsäkring);De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//55 gäller//VB|PRS|AKT//parataxis//18 för//PP//case//57 skada//NN|UTR|SIN|IND|NOM//obl//55 eller//KN//cc//59 förlust//NN|UTR|SIN|IND|NOM//conj//57 direkt//AB|POS//advmod//61 orsakad//PC|PRF|UTR|SIN|IND|NOM//advcl//55 av//PP//case//64 militärt//JJ|POS|NEU|SIN|IND|NOM//amod//64 bruk//NN|NEU|SIN|IND|NOM//obl:agent//61 av//PP//case//66 projektiler//NN|UTR|PLU|IND|NOM//nmod//64 ,//MID//punct//68 bomber//NN|UTR|PLU|IND|NOM//conj//66 ,//MID//punct//70 raketer//NN|UTR|PLU|IND|NOM//conj//66 ,//MID//punct//72 robotar//NN|UTR|PLU|IND|NOM//conj//66 ,//MID//punct//74 torpeder//NN|UTR|PLU|IND|NOM//conj//66 ,//MID//punct//76 minor//NN|UTR|PLU|IND|NOM//conj//66 ,//MID//punct//78 sprängmedel//NN|NEU|PLU|IND|NOM//conj//66 eller//KN//cc//80 annat//PN|NEU|SIN|IND|SUB/OBJ//conj//66 för//PP//case//83 sitt//PS|NEU|SIN|DEF//nmod:poss//83 ändamål//NN|NEU|SIN|IND|NOM//obl//61 använt//VB|SUP|AKT//conj//55 stridsmedel//NN|NEU|SIN|IND|NOM//obj//84 ,//MID//punct//89 vare//KN//cc//89 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//fixed//87 krig//NN|NEU|SIN|IND|NOM//conj//55 eller//KN//cc//92 krigsliknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//92 förhållanden//NN|NEU|PLU|IND|NOM//conj//89 rått//JJ|POS|NEU|SIN|IND|NOM//advcl//55 vid//PP//case//95 tiden//NN|UTR|SIN|DEF|NOM//obl//93 för//PP//case//97 skadan//NN|UTR|SIN|DEF|NOM//nmod//95 eller//KN//cc//99 ej//AB//conj//97 .//MAD//punct//6
4.6 Varuförsäkring (transportförsäkring);Försäkringen//NN|UTR|SIN|DEF|NOM//nsubj//102 omfattar//VB|PRS|AKT//parataxis//6 också//AB//advmod//102 embargo//NN|NEU|SIN|IND|NOM//obj//102 ,//MID//punct//106 beslag//NN|NEU|SIN|IND|NOM//conj//104 ,//MID//punct//108 uppbringning//NN|UTR|SIN|IND|NOM//conj//104 ,//MID//punct//110 konfiskation//NN|UTR|SIN|IND|NOM//conj//104 eller//KN//cc//113 annan//JJ|POS|UTR|SIN|IND|NOM//amod//113 åtgärd//NN|UTR|SIN|IND|NOM//conj//104 av//PP//case//116 främmande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//116 makt//NN|UTR|SIN|IND|NOM//nmod//113 ,//MID//punct//116 som//HP|-|-|-//nsubj//119 befinner//VB|PRS|AKT//acl:relcl//116 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//119 i//PP//case//122 krig//NN|NEU|SIN|IND|NOM//obl//119 ,//MID//punct//102 eller//KN//cc//125 utför//VB|PRS|AKT//conj//102 krigsliknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//127 operationer//NN|UTR|PLU|IND|NOM//obj//125 eller//KN//cc//129 vidtager//VB|PRS|AKT//conj//127 föreberedelseåtgärder//NN|UTR|PLU|IND|NOM//obj//125 för//PP//case//132 krig//NN|NEU|SIN|IND|NOM//nmod//130 (//PAD//punct//132 krigförande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//135 makt//NN|UTR|SIN|IND|NOM//conj//132 )//PAD//punct//102 .//MAD//punct//6
4.6 Varuförsäkring (transportförsäkring);Vidare//AB|KOM//advmod//139 omfattas//VB|PRS|SFO//parataxis//6 sabotage//NN|NEU|SIN|IND|NOM//obj//139 i//PP//case//143 den//DT|UTR|SIN|DEF//det//143 mån//NN|UTR|SIN|IND|NOM//nmod//140 skadan//NN|UTR|SIN|DEF|NOM//nsubj:pass//146 kan//VB|PRS|AKT//aux//146 anses//VB|INF|SFO//advcl//139 ha//VB|INF|AKT//xcomp//146 samband//NN|NEU|SIN|IND|NOM//obj//147 med//PP//case//150 krig//NN|NEU|SIN|IND|NOM//obl//147 eller//KN//cc//153 krigsliknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//153 förhållanden//NN|NEU|PLU|IND|NOM//conj//150 och//KN//cc//166 att//SN//mark//166 fartyget//NN|NEU|SIN|DEF|NOM//nsubj:pass//166 eller//KN//cc//158 luftfartyget//NN|NEU|SIN|DEF|NOM//conj//156 till//PP//case//162 följd//NN|UTR|SIN|IND|NOM//fixed//159 av//PP//fixed//159 krig//NN|NEU|SIN|IND|NOM//nmod//156 eller//KN//cc//165 krigsliknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//165 förhållanden//NN|NEU|PLU|IND|NOM//conj//162 framförts//VB|SUP|SFO//conj//146 på//PP//case//172 ett//DT|NEU|SIN|IND//det//172 från//PP//case//170 fredsförhållanden//NN|NEU|PLU|IND|NOM//obl//171 avvikande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//172 sätt//NN|NEU|SIN|IND|NOM//obl//166 ,//MID//punct//172 såsom//HA//mark//177 då//HA//advmod//177 fartyget//NN|NEU|SIN|DEF|NOM//nsubj:pass//177 framförts//VB|SUP|SFO//acl//172 i//PP//case//179 konvoj//NN|UTR|SIN|IND|NOM//obl//177 eller//KN//cc//183 vid//PP//case//183 fartygets//NN|NEU|SIN|DEF|GEN//nmod:poss//183 navigering//NN|UTR|SIN|IND|NOM//conj//179 de//DT|UTR/NEU|PLU|DEF//det//185 hjälpmedel//NN|NEU|PLU|IND|NOM//nsubj:pass//194 som//HP|-|-|-//nsubj//191 normalt//AB|POS//advmod//191 skulle//VB|PRT|AKT//aux//191 ha//VB|INF|AKT//aux//191 varit//VB|SUP|AKT//cop//191 tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj:pass//194 inte//AB//advmod//194 kunnat//VB|SUP|AKT//aux//194 användas//VB|INF|SFO//ccomp//166 eller//KN//cc//197 fartyget//NN|NEU|SIN|DEF|NOM//nsubj:pass//197 nödgats//VB|SUP|SFO//conj//194 gå//VB|INF|AKT//xcomp//197 i//PP//advmod//198 led//NN|NEU|PLU|IND|NOM//conj//194 eller//KN//cc//202 farvatten//NN|NEU|PLU|IND|NOM//conj//200 ,//MID//punct//208 som//HP|-|-|-//nsubj:pass//208 inte//AB//advmod//208 skulle//VB|PRT|AKT//aux//208 ha//VB|INF|AKT//aux//208 använts//VB|SUP|SFO//advcl//194 under//PP//case//211 vanliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//211 förhållanden//NN|NEU|PLU|IND|NOM//obl//208 .//MAD//punct//139
4.6 Varuförsäkring (transportförsäkring);I//PP//case//1 krigsförsäkringsvillkoren//NN|UTR|SIN|DEF|NOM//obl//2 undantas//VB|PRS|SFO//ROOT//2 bruk//NN|NEU|SIN|IND|NOM//nsubj:pass//2 av//PP//case//5 atomvapen//NN|NEU|PLU|IND|NOM//nmod//3 och//KN//cc//7 atomskada//NN|UTR|SIN|IND|NOM//conj//5 samt//KN//cc//10 indirekt//JJ|POS|UTR|SIN|IND|NOM//amod//10 skada//NN|UTR|SIN|IND|NOM//conj//5 .//MAD//punct//2
4.6 Varuförsäkring (transportförsäkring);Försäkringen//NN|UTR|SIN|DEF|NOM//nsubj//1 gäller//VB|PRS|AKT//ROOT//1 endast//AB//advmod//1 vid//PP//case//4 sjötransporter//NN|UTR|PLU|IND|NOM//obl//1 och//KN//cc//6 lufttransporter//NN|UTR|PLU|IND|NOM//conj//4 ,//MID//punct//1 med//PP//case//10 ett//DT|NEU|SIN|IND//det//10 undantag//NN|NEU|SIN|IND|NOM//obl//1 .//MAD//punct//1
4.6 Varuförsäkring (transportförsäkring);Vid//PP//case//13 postbefordran//NN|UTR|SIN|IND|NOM//obl//14 börjar//VB|PRS|AKT//conj//1 försäkringen//NN|UTR|SIN|DEF|NOM//nsubj//14 gälla//VB|INF|AKT//xcomp//14 då//HA//mark//19 varan//NN|UTR|SIN|DEF|NOM//nsubj:pass//19 avlämnas//VB|PRS|SFO//advcl//16 till//PP//case//21 posten//NN|UTR|SIN|DEF|NOM//obl//19 och//KN//cc//23 upphör//VB|PRS|AKT//conj//19 då//HA//mark//26 posten//NN|UTR|SIN|DEF|NOM//nsubj//26 avlämnar//VB|PRS|AKT//ccomp//23 varan//NN|UTR|SIN|DEF|NOM//obj//26 till//PP//case//29 adressaten//NN|UTR|SIN|DEF|NOM//obl//26 .//MAD//punct//1
4.6 Varuförsäkring (transportförsäkring);Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//32 innebär//VB|PRS|AKT//parataxis//1 att//SN//mark//40 varor//NN|UTR|PLU|IND|NOM//nsubj//40 som//HP|-|-|-//nsubj//37 inte//AB//advmod//37 går//VB|PRS|AKT//acl:relcl//34 med//PP//case//39 post//NN|UTR|SIN|IND|NOM//obl//37 saknar//VB|PRS|AKT//ccomp//32 krigsförsäkring//NN|UTR|SIN|IND|NOM//obj//40 under//PP//case//43 landtransporter//NN|UTR|PLU|IND|NOM//obl//40 ,//MID//punct//46 på//PP//case//46 lastbil//NN|UTR|SIN|IND|NOM//obl//40 eller//KN//cc//48 järnväg//NN|UTR|SIN|IND|NOM//conj//46 .//MID//punct//32
4.6 Varuförsäkring (transportförsäkring);De//DT|UTR/NEU|PLU|DEF//det//52 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 krigsförsäkringsvillkoren//NN|NEU|PLU|DEF|NOM//nsubj//53 innehåller//VB|PRS|AKT//parataxis//32 även//AB//advmod//53 en//DT|UTR|SIN|IND//det//56 krigsutbrottsklausul//NN|UTR|SIN|IND|NOM//obj//53 av//PP//case//59 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//59 lydelse//NN|UTR|SIN|IND|NOM//nmod//56 .//MAD//punct//32
4.6 Varuförsäkring (transportförsäkring);Därest//AB//nsubj//12 under//PP//case//3 den//DT|UTR|SIN|DEF//det//3 tid//NN|UTR|SIN|IND|NOM//nmod//0 ,//MID//punct//3 för//PP//case//8 vilken//HP|UTR|SIN|IND//det//8 denna//DT|UTR|SIN|DEF//det//8 försäkring//NN|UTR|SIN|IND|NOM//obl//10 är//VB|PRS|AKT//cop//10 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//3 ,//MID//punct//12 utbryter//VB|PRS|AKT//ROOT//12 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//14 krig//NN|NEU|SIN|IND|NOM//obj//12 ,//MID//punct//14 att//IE//mark//24 enligt//PP//case//18 ett//PN|NEU|SIN|IND|SUB/OBJ//obl//24 mellan//PP//case//21 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//21 krigsförsäkringsnämnd//NN|UTR|SIN|IND|NOM//nmod//18 och//KN//cc//24 försäkringsgivaren//NN|UTR|SIN|DEF|NOM//nsubj//24 träffat//VB|SUP|AKT//acl//14 ,//MID//punct//28 av//PP//case//27 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//28 godkänt//VB|SUP|AKT//amod//32 ,//MID//punct//28 s.k.//AB|AN//amod//31 krigsutbrottsavtal//NN|NEU|SIN|IND|NOM//nmod//32 nämnden//NN|UTR|SIN|DEF|NOM//obj//24 övertager//VB|PRS|AKT//xcomp//24 ansvaret//NN|NEU|SIN|DEF|NOM//obj//33 för//PP//case//37 av//PP//case//37 försäkringsgivaren//NN|UTR|SIN|DEF|NOM//obl//24 beviljade//VB|PRT|AKT//xcomp//24 vid//PP//case//40 krigsutbrottet//NN|NEU|SIN|DEF|NOM//obl//38 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 krigsförsäkringar//NN|UTR|PLU|IND|NOM//nmod//40 ,//MID//punct//44 övergår//VB|PRS|AKT//conj//12 försäkringsgivarens//NN|UTR|SIN|DEF|GEN//nmod:poss//46 krigsförsäkringsansvar//NN|UTR|PLU|IND|NOM//obj//44 enligt//PP//case//49 denna//DT|UTR|SIN|DEF//det//49 försäkring//NN|UTR|SIN|IND|NOM//obl//44 på//PP//case//51 nämnden//NN|UTR|SIN|DEF|NOM//nmod//49 .//MAD//punct//12
4.6 Varuförsäkring (transportförsäkring);För//PP//case//1 den//DT|UTR|SIN|DEF//obl//4 av//PP//case//3 krigsförsäkringsnämnden//NN|UTR|SIN|DEF|NOM//obl//4 övertagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//4 krigsförsäkringen//NN|UTR|SIN|DEF|NOM//nsubj//4 gäller//VB|PRS|AKT//xcomp//4 av//PP//case//8 nämnden//NN|UTR|SIN|DEF|NOM//obl//6 fastställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//10 krigsförsäkringsvillkor//NN|UTR|PLU|IND|NOM//nsubj//4 .//MAD//punct//4

4.7 Generella undantag och uppsägning av krigsförsäkringar;Krigsförsäkringar//NN|UTR|PLU|IND|NOM//nsubj//3 på//PP//case//2 transportområdet//NN|NEU|SIN|DEF|NOM//nmod//0 täcker//VB|PRS|AKT//ROOT//3 inte//AB//advmod//3 skador//NN|UTR|PLU|IND|NOM//obj//3 till//PP//case//9 följd//NN|UTR|SIN|IND|NOM//fixed//6 av//PP//fixed//6 storkrig//NN|NEU|SIN|IND|NOM//advmod//3 .//MAD//punct//3
4.7 Generella undantag och uppsägning av krigsförsäkringar;Om//PP//mark//26 två//RG|NOM//nsubj//26 av//PP//case//14 staterna//NN|UTR|PLU|DEF|NOM//nmod//15 Storbritannien//PM|NOM//nmod//12 ,//MID//punct//17 Frankrike//PM|NOM//conj//15 ,//MID//punct//20 Ryska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 federationen//NN|UTR|SIN|DEF|NOM//conj//15 ,//MID//punct//22 USA//PM|NOM//conj//15 eller//KN//cc//24 Folkrepubliken//PM|NOM//conj//15 Kina//PM|NOM//conj//15 råkar//VB|PRS|AKT//advcl//29 i//PP//case//28 krig//NN|NEU|SIN|IND|NOM//obl//26 upphör//VB|PRS|AKT//parataxis//3 försäkringen//NN|UTR|SIN|DEF|NOM//nsubj//29 automatiskt//AB|POS//advmod//29 .//MAD//punct//29
4.7 Generella undantag och uppsägning av krigsförsäkringar;Undantaget//NN|NEU|SIN|DEF|NOM//nsubj//36 för//PP//case//35 storkrig//NN|NEU|SIN|IND|NOM//advmod//33 gäller//VB|PRS|AKT//conj//29 för//PP//case//38 krigsförsäkring//NN|UTR|SIN|IND|NOM//obl//36 för//PP//case//40 sjökasko//NN|UTR|PLU|IND|NOM//obl//36 ,//MID//punct//42 luftfart//NN|UTR|SIN|IND|NOM//conj//40 ,//MID//punct//44 motorfordon//NN|NEU|SIN|IND|NOM//conj//40 och//KN//cc//46 varuförsäkring//NN|UTR|SIN|IND|NOM//conj//40 .//MAD//punct//36
4.7 Generella undantag och uppsägning av krigsförsäkringar;För//PP//case//49 flygförsäkringar//NN|UTR|PLU|IND|NOM//obl//50 gäller//VB|PRS|AKT//advcl//36 att//SN//mark//55 om//SN//mark//55 ett//DT|NEU|SIN|IND//det//54 plan//NN|NEU|SIN|IND|NOM//nsubj//55 är//VB|PRS|AKT//ccomp//50 i//PP//case//57 luften//NN|UTR|SIN|DEF|NOM//obl//55 vid//PP//case//61 ett//DT|NEU|SIN|IND//det//61 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//61 krigsutbrott//NN|NEU|SIN|IND|NOM//obl//55 gäller//VB|PRS|AKT//conj//3 försäkringen//NN|UTR|SIN|DEF|NOM//obj//62 till//PP//case//65 dess//AB//obl//62 att//SN//mark//69 planet//NN|NEU|SIN|DEF|NOM//nsubj//69 har//VB|PRS|AKT//aux//69 genomfört//VB|SUP|AKT//ccomp//3 sin//PS|UTR|SIN|DEF//nmod:poss//72 första//RO|NOM//amod//72 landning//NN|UTR|SIN|IND|NOM//obj//69 därefter//AB//advmod//69 .//MAD//punct//3
4.7 Generella undantag och uppsägning av krigsförsäkringar;Under//PP//case//76 krigsförhållanden//NN|UTR|SIN|DEF|NOM//obl//3 utanför//PP//case//79 Sveriges//PM|GEN//nmod:poss//79 gränser//NN|UTR|PLU|IND|NOM//nmod//76 som//HP|-|-|-//nsubj//81 leder//VB|PRS|AKT//acl:relcl//79 till//PP//mark//85 att//SN//mark//85 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//85 råder//VB|PRS|AKT//advcl//3 utomordentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//87 förhållanden//NN|NEU|PLU|IND|NOM//nsubj//85 i//PP//case//89 Sverige//PM|NOM//obl//85 får//VB|PRS|AKT//aux//92 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//92 föreskriva//VB|INF|AKT//conj//3 att//SN//mark//97 krigsförsäkringslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//95 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//97 ska//VB|PRS|AKT//aux//97 tillämpas//VB|INF|SFO//ccomp//92 .//MAD//punct//3
4.7 Generella undantag och uppsägning av krigsförsäkringar;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//100 innebär//VB|PRS|AKT//parataxis//3 att//SN//mark//103 staten//NN|UTR|SIN|DEF|NOM//nsubj//103 har//VB|PRS|AKT//ccomp//100 möjlighet//NN|UTR|SIN|IND|NOM//obj//103 att//IE//mark//106 teckna//VB|INF|AKT//acl//104 krigsförsäkringar//NN|UTR|PLU|IND|NOM//obj//106 i//PP//case//111 ett//DT|NEU|SIN|IND//det//111 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//111 läge//NN|NEU|SIN|IND|NOM//obl//106 .//MAD//punct//3
4.7 Generella undantag och uppsägning av krigsförsäkringar;Till//PP//mark//6 följd//NN|UTR|SIN|IND|NOM//fixed//0 av//PP//fixed//0 att//SN//mark//6 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//6 kan//VB|PRS|AKT//aux//6 bli//VB|INF|AKT//advcl//15 snabba//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 och//KN//cc//9 plötsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//7 förändringar//NN|UTR|PLU|IND|NOM//nsubj//6 i//PP//case//14 det//DT|NEU|SIN|DEF//det//14 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 läget//NN|NEU|SIN|DEF|NOM//nmod//10 innehåller//VB|PRS|AKT//ROOT//15 krigsriskförsäkringarna//NN|UTR|PLU|DEF|NOM//nsubj//15 allmänt//AB|POS//advmod//18 korta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 uppsägningstider//NN|UTR|PLU|IND|NOM//obj//15 .//MAD//punct//15
4.7 Generella undantag och uppsägning av krigsförsäkringar;Krigsförsäkringen//NN|UTR|SIN|DEF|NOM//obj//15 för//PP//case//23 sjökasko//NN|UTR|PLU|IND|NOM//nmod//21 ger//VB|PRS|AKT//conj//15 försäkringsgivaren//NN|UTR|SIN|DEF|NOM//obj//24 och//KN//cc//27 försäkringstagaren//NN|UTR|SIN|DEF|NOM//conj//25 rätt//NN|UTR|SIN|IND|NOM//obj//24 att//IE//mark//30 säga//VB|INF|AKT//acl//28 upp//PL//compound:prt//30 försäkringen//NN|UTR|SIN|DEF|NOM//obj//30 med//PP//case//36 sju//RG|NOM//nummod//35 dagars//NN|UTR|PLU|IND|GEN//nmod:poss//36 varsel//NN|NEU|SIN|IND|NOM//obl//30 .//MAD//punct//15
4.7 Generella undantag och uppsägning av krigsförsäkringar;På//PP//case//39 luftfartssidan//NN|UTR|SIN|DEF|NOM//obl//40 förbehåller//VB|PRS|AKT//parataxis//15 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//40 försäkringsgivaren//NN|UTR|SIN|DEF|NOM//nsubj//40 rätten//NN|UTR|SIN|DEF|NOM//obj//40 att//IE//mark//45 ge//VB|INF|AKT//acl//43 sju//RG|NOM//nummod//47 dagars//NN|UTR|PLU|IND|GEN//nmod:poss//48 varsel//NN|NEU|SIN|IND|NOM//obj//45 för//PP//case//50 omförhandling//NN|UTR|SIN|IND|NOM//obl//45 av//PP//case//52 premier//NN|UTR|PLU|IND|NOM//nmod//50 och//KN//cc//55 geografiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 begränsningar//NN|UTR|PLU|IND|NOM//conj//52 .//MAD//punct//40
4.7 Generella undantag och uppsägning av krigsförsäkringar;Om//SN//mark//60 överenskommelse//NN|UTR|SIN|IND|NOM//nsubj//60 inte//AB//advmod//60 träffas//VB|PRS|SFO//advcl//63 inom//PP//case//62 sjudagarsperioden//NN|UTR|SIN|DEF|NOM//obl//60 upphör//VB|PRS|AKT//parataxis//40 försäkringen//NN|UTR|SIN|DEF|NOM//nsubj//63 efter//PP//case//66 utgången//NN|UTR|SIN|DEF|NOM//obl//63 av//PP//case//70 dessa//DT|UTR/NEU|PLU|DEF//det//70 sju//RG|NOM//nummod//70 dagar//NN|UTR|PLU|IND|NOM//nmod//66 .//MAD//punct//15
4.7 Generella undantag och uppsägning av krigsförsäkringar;Ett//DT|NEU|SIN|IND//det//3 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 undantaget//PC|PRF|NEU|SIN|IND|NOM//amod//3 täckningsområde//NN|NEU|SIN|IND|NOM//nsubj//7 enligt//PP//case//5 krigsförsäkringarna//NN|UTR|PLU|DEF|NOM//nmod//3 är//VB|PRS|AKT//cop//7 risker//NN|UTR|PLU|IND|NOM//ROOT//7 för//PP//case//9 skador//NN|UTR|PLU|IND|NOM//nmod//7 som//HP|-|-|-//nsubj//11 härrör//VB|PRS|AKT//acl:relcl//9 från//PP//case//13 atomvapen//NN|NEU|PLU|IND|NOM//obl//11 eller//KN//cc//15 atomskador//NN|UTR|PLU|IND|NOM//conj//13 eller//KN//cc//18 indirekta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 skador//NN|UTR|PLU|IND|NOM//conj//13 av//PP//case//20 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nmod//18 .//MAD//punct//7
4.7 Generella undantag och uppsägning av krigsförsäkringar;Krigsförsäkringar//NN|UTR|PLU|IND|NOM//nsubj//67 för//PP//case//24 sjökasko//NN|UTR|PLU|IND|NOM//nmod//22 undantar//VB|PRS|AKT//amod//26 risker//NN|UTR|PLU|IND|NOM//nmod//22 för//PP//case//28 skador//NN|UTR|PLU|IND|NOM//nmod//26 till//PP//case//32 följd//NN|UTR|SIN|IND|NOM//fixed//29 av//PP//fixed//29 bruk//NN|NEU|SIN|IND|NOM//nmod//28 av//PP//case//34 atomvapen//NN|NEU|PLU|IND|NOM//nmod//32 eller//KN//cc//36 skador//NN|UTR|PLU|IND|NOM//conj//34 från//PP//case//38 kärnkraft//NN|UTR|SIN|IND|NOM//nmod//32 .//MAD//punct//22
4.7 Generella undantag och uppsägning av krigsförsäkringar;På//PP//case//42 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 sätt//NN|NEU|SIN|IND|NOM//obl//43 undantar//VB|PRS|AKT//advmod//22 krigsriskförsäkringen//NN|UTR|SIN|DEF|NOM//nmod//22 för//PP//case//47 flygkasko//NN|UTR|SIN|DEF|GEN//amod//47 skador//NN|UTR|PLU|IND|NOM//nmod//44 som//HP|-|-|-//nsubj:pass//52 direkt//AB|POS//advmod//52 eller//KN//cc//51 indirekt//AB|POS//conj//49 orsakas//VB|PRS|SFO//acl:relcl//47 av//PP//case//54 detonation//NN|UTR|SIN|IND|NOM//obl:agent//52 av//PP//case//56 kärnvapen//NN|NEU|PLU|IND|NOM//nmod//54 eller//KN//cc//59 annan//JJ|POS|UTR|SIN|IND|NOM//amod//59 skada//NN|UTR|SIN|IND|NOM//conj//56 som//HP|-|-|-//nsubj//61 härrör//VB|PRS|AKT//acl:relcl//59 från//PP//case//63 kärnkraft//NN|UTR|SIN|IND|NOM//obl//61 .//MAD//punct//22
