9 Samhällsekonomiska konsekvenser ;I//PP//case//1 direktiven//NN|NEU|PLU|DEF|NOM//obl//2 anges//VB|PRS|SFO//ROOT//2 att//SN//mark//8 ”//PM|NOM//punct//8 Förslaget//NN|NEU|SIN|DEF|NOM//nsubj//8 skall//VB|PRS|AKT//aux//8 inte//AB//advmod//8 innebära//VB|INF|AKT//dep//2 några//DT|UTR/NEU|PLU|IND//det//11 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//11 kostnader//NN|UTR|PLU|IND|NOM//obj//8 för//PP//case//15 den//DT|UTR|SIN|DEF//det//15 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 sektorn//NN|UTR|SIN|DEF|NOM//nmod//11 ”//PM|NOM//punct//8 .//MAD//punct//19
9 Samhällsekonomiska konsekvenser ;Underlaget//NN|NEU|SIN|DEF|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 realistiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//2 och//KN//cc//5 mycket//AB|POS//advmod//5 detaljerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//6 scenarier//NN|UTR|PLU|IND|NOM//obj//2 ///MID//cc//8 fallbeskrivningar//NN|UTR|PLU|IND|NOM//conj//6 på//PP//case//10 individnivå//NN|UTR|SIN|IND|NOM//nmod//8 som//HP|-|-|-//nsubj:pass//12 utvecklas//VB|PRS|SFO//acl:relcl//8 tillsammans//AB//advmod//15 med//PP//case//15 verksamhetsansvariga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//12 och//KN//cc//17 experter//NN|UTR|PLU|IND|NOM//conj//15 inom//PP//case//23 ramen//NN|UTR|SIN|DEF|NOM//fixed//18 för//PP//fixed//18 en//DT|UTR|SIN|IND//det//23 utprovad//PC|PRF|UTR|SIN|IND|NOM//amod//23 kalkylmodell//NN|UTR|SIN|IND|NOM//obl//12 .//MAD//punct//2
9 Samhällsekonomiska konsekvenser ;Analysen//NN|UTR|SIN|DEF|NOM//nsubj:pass//26 genomförs//VB|PRS|SFO//conj//2 sedan//AB//advmod//26 enligt//PP//case//31 vedertagen//JJ|POS|UTR|SIN|IND|NOM//nmod//31 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//31 forskningsmetod//NN|UTR|SIN|IND|NOM//obl//26 .//MAD//punct//2
9 Samhällsekonomiska konsekvenser ;Eftersom//SN//mark//2 fallbeskrivningarna//NN|UTR|PLU|DEF|NOM//nsubj//2 utgår//VB|PRS|AKT//advcl//6 från//PP//case//5 fiktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 personer//NN|UTR|PLU|IND|NOM//obl//2 uttrycker//VB|PRS|AKT//ROOT//6 resultaten//NN|NEU|PLU|DEF|NOM//nsubj//6 ingen//DT|UTR|SIN|IND//det//10 vetenskaplig//JJ|POS|UTR|SIN|IND|NOM//amod//10 sanning//NN|UTR|SIN|IND|NOM//obj//6 om//PP//case//12 kostnader//NN|UTR|PLU|IND|NOM//nmod//10 ,//MID//punct//14 kostnadsfördelning//NN|UTR|SIN|IND|NOM//conj//12 och//KN//cc//16 effekter//NN|UTR|PLU|IND|NOM//conj//12 .//MAD//punct//6
9 Samhällsekonomiska konsekvenser ;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//20 är//VB|PRS|AKT//cop//20 snarare//AB|KOM//parataxis//6 att//IE//mark//22 se//VB|INF|AKT//advcl//20 som//KN//case//25 kvalificerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//25 räkneexempel//NN|NEU|PLU|IND|NOM//obl//22 utformade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//20 för//PP//mark//29 att//IE//mark//29 ge//VB|INF|AKT//advcl//26 en//DT|UTR|SIN|IND//det//33 så//AB//advmod//32 representativ//JJ|POS|UTR|SIN|IND|NOM//amod//33 bild//NN|UTR|SIN|IND|NOM//obj//29 som//KN//mark//35 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl//33 av//PP//case//38 ett//DT|NEU|SIN|IND//det//38 problemområde//NN|NEU|SIN|IND|NOM//obl//35 .//MAD//punct//20
9 Samhällsekonomiska konsekvenser ;Alldeles//AB//advmod//1 nyligen//AB//advmod//7 har//VB|PRS|AKT//aux//7 emellertid//AB//advmod//7 en//DT|UTR|SIN|IND//det//6 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//6 studie//NN|UTR|SIN|IND|NOM//nsubj//7 baserad//PC|PRF|UTR|SIN|IND|NOM//ROOT//7 på//PP//case//10 verkliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 personer//NN|UTR|PLU|IND|NOM//obl//7 och//KN//cc//13 faktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 uppgifter//NN|UTR|PLU|IND|NOM//conj//10 ur//PP//case//15 journaler//NN|UTR|PLU|IND|NOM//nmod//13 ,//MID//punct//17 arkiv//NN|NEU|PLU|IND|NOM//conj//15 och//KN//cc//19 register//NN|NEU|PLU|IND|NOM//conj//15 med//PP//case//22 mera//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 genomförts//VB|SUP|SFO//obl//7 med//PP//case//25 samma//DT|UTR/NEU|SIN/PLU|IND//det//25 metodik//NN|UTR|SIN|IND|NOM//obl//22 och//KN//cc//27 kalkylmodell//NN|UTR|SIN|IND|NOM//conj//25 (//PAD//punct//30 Ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 effekter//NN|UTR|PLU|IND|NOM//appos//25 av//PP//case//33 personligt//JJ|POS|NEU|SIN|IND|NOM//amod//33 ombud//NN|NEU|SIN|IND|NOM//nmod//30 –//PAD//punct//36 en//DT|UTR|SIN|IND//det//36 studie//NN|UTR|SIN|IND|NOM//obl//7 i//PP//case//38 Lund//PM|NOM//nmod//36 och//KN//cc//40 Kristianstad//PM|NOM//conj//38 ,//MID//punct//42 Ingvar//PM|NOM//conj//7 Nilson//PM|NOM//flat:name//42 och//KN//cc//46 Anders//PM|NOM//nmod//46 Wadeskog//PM|NOM//conj//43 ,//MID//punct//48 kommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//42 )//PAD//punct//42 .//MAD//punct//7
9 Samhällsekonomiska konsekvenser ;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//52 avser//VB|PRS|AKT//conj//7 40//RG|NOM//nummod//56 slumpvis//AB//advmod//55 utvalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//56 personer//NN|UTR|PLU|IND|NOM//obj//52 med//PP//case//59 psykiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//56 .//MAD//punct//52
9 Samhällsekonomiska konsekvenser ;Dessa//DT|UTR/NEU|PLU|DEF//det//62 personer//NN|UTR|PLU|IND|NOM//nsubj:pass//63 följdes//VB|PRT|SFO//parataxis//52 vad//HP|NEU|SIN|IND//nsubj:pass//63 gäller//VB|PRS|AKT//xcomp//63 insatser//NN|UTR|PLU|IND|NOM//obj//65 ,//MID//punct//68 kostnader//NN|UTR|PLU|IND|NOM//conj//66 och//KN//cc//70 effekter//NN|UTR|PLU|IND|NOM//conj//66 ///MID//cc//72 resultat//NN|NEU|SIN|IND|NOM//conj//66 under//PP//case//76 sammanlagt//PC|PRF|NEU|SIN|IND|NOM//advmod//75 fem//RG|NOM//nummod//76 år//NN|NEU|PLU|IND|NOM//obl//65 före//PP//advmod//81 och//KN//cc//79 efter//PP//conj//77 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//81 fått//VB|SUP|AKT//advcl//63 personliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 ombud//NN|NEU|PLU|IND|NOM//obj//81 .//MAD//punct//52
9 Samhällsekonomiska konsekvenser ;Resultaten//NN|NEU|PLU|DEF|NOM//nsubj//4 från//PP//case//3 denna//DT|UTR|SIN|DEF//det//3 studie//NN|UTR|SIN|IND|NOM//nmod//0 överensstämmer//VB|PRS|AKT//ROOT//4 med//PP//compound:prt//4 och//KN//cc//7 förstärker//VB|PRS|AKT//conj//4 de//DT|UTR/NEU|PLU|DEF//det//10 generella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 slutsatser//NN|UTR|PLU|IND|NOM//obj//7 som//HP|-|-|-//nsubj:pass//13 kunnat//VB|SUP|AKT//aux//13 dras//VB|INF|SFO//acl:relcl//10 av//PP//case//16 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 scenariestudier//NN|NEU|PLU|IND|NOM//obl:agent//13 .//MAD//punct//4
9 Samhällsekonomiska konsekvenser ;•//PP//punct//13 De//DT|UTR/NEU|PLU|DEF//det//3 totala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 samhällskostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//8 för//PP//amod//3 till//PP//advmod//8 exempel//NN|NEU|SIN|IND|NOM//fixed//5 en//DT|UTR|SIN|IND//det//8 person//NN|UTR|SIN|IND|NOM//nsubj//13 med//PP//case//11 tungt//JJ|POS|NEU|SIN|IND|NOM//amod//11 missbruk//NN|NEU|SIN|IND|NOM//nmod//8 är//VB|PRS|AKT//cop//13 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//13 när//HA//mark//17 alla//DT|UTR/NEU|PLU|IND/DEF//det//16 samhällskostnader//NN|UTR|PLU|IND|NOM//nsubj:pass//17 beaktas//VB|PRS|SFO//advcl//13 .//MAD//punct//13
9 Samhällsekonomiska konsekvenser ;•//PP//punct//7 De//DT|UTR/NEU|PLU|DEF//det//4 totala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//7 för//PP//case//6 gruppen//NN|UTR|SIN|DEF|NOM//nmod//4 minskar//VB|PRS|AKT//ROOT//7 väsentligt//AB|POS//advmod//7 om//PP//case//10 myndigheter//NN|UTR|PLU|IND|NOM//obl//7 och//KN//cc//13 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//10 börjar//VB|PRS|AKT//conj//7 samverka//VB|INF|AKT//xcomp//14 medvetet//AB|POS//obj//15 med//PP//case//20 ett//DT|NEU|SIN|IND//det//20 gemensamt//JJ|POS|NEU|SIN|IND|NOM//amod//20 förhållningssätt//NN|NEU|SIN|IND|NOM//obl//15 .//MAD//punct//7
9 Samhällsekonomiska konsekvenser ;•//NN|UTR|SIN|IND|NOM//nsubj//3 För//PP//case//2 landstinget//NN|NEU|SIN|DEF|NOM//obl//3 minskar//VB|PRS|AKT//ROOT//3 ///MID//cc//5 försvinner//VB|PRS|AKT//conj//3 kostnader//NN|UTR|PLU|IND|NOM//obj//5 för//PP//case//9 dyra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 insatser//NN|UTR|PLU|IND|NOM//nmod//6 som//KN//mark//11 akutvård//NN|UTR|SIN|IND|NOM//appos//9 och//KN//cc//14 sluten//PC|PRF|UTR|SIN|IND|NOM//amod//14 vård//NN|UTR|SIN|IND|NOM//conj//11 .//MAD//punct//3
9 Samhällsekonomiska konsekvenser ;•//NN|UTR|SIN|IND|NOM//nsubj//3 För//PP//case//2 kommunen//NN|UTR|SIN|DEF|NOM//nmod//0 minskar//VB|PRS|AKT//ROOT//3 ///MID//cc//5 försvinner//VB|PRS|AKT//conj//3 kostnader//NN|UTR|PLU|IND|NOM//obj//5 för//PP//case//8 placeringar//NN|UTR|PLU|IND|NOM//nmod//6 på//PP//case//10 behandlingshem//NN|NEU|PLU|IND|NOM//nmod//8 och//KN//cc//13 för//PP//case//13 socialbidrag//NN|NEU|PLU|IND|NOM//conj//10 men//KN//cc//18 samtidigt//AB//advmod//18 kan//VB|PRS|AKT//aux//18 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//18 få//VB|INF|AKT//conj//3 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 (//PAD//punct//22 men//KN//cc//22 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//19 )//PAD//punct//22 kostnader//NN|UTR|PLU|IND|NOM//obj//18 för//PP//case//26 rehabilitering//NN|UTR|SIN|IND|NOM//nmod//24 och//KN//cc//28 eftervård//NN|UTR|SIN|IND|NOM//conj//26 eftersom//SN//mark//31 socialtjänsten//NN|UTR|SIN|DEF|NOM//nsubj//31 har//VB|PRS|AKT//advcl//24 det//DT|NEU|SIN|DEF//det//34 yttersta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//34 ansvaret//NN|NEU|SIN|DEF|NOM//obj//31 .//MAD//punct//3
9 Samhällsekonomiska konsekvenser ;•//NN|UTR|SIN|IND|NOM//ROOT//0 För//PP//case//2 försäkringskassa//NN|UTR|SIN|IND|NOM//obl//17 och//KN//cc//4 arbetsförmedling//NN|UTR|SIN|IND|NOM//conj//2 kan//VB|PRS|AKT//aux//17 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//7 kostnader//NN|UTR|PLU|IND|NOM//nsubj//17 för//PP//case//11 till//PP//advmod//11 exempel//NN|NEU|SIN|IND|NOM//fixed//9 sjukpenning//NN|UTR|SIN|IND|NOM//nmod//7 och//KN//cc//14 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 former//NN|UTR|PLU|IND|NOM//conj//11 av//PP//case//16 arbetsmarknadsstöd//NN|NEU|SIN|IND|NOM//nmod//14 uppkomma//VB|INF|AKT//conj//0 för//PP//case//19 personer//NN|UTR|PLU|IND|NOM//obl//17 som//HP|-|-|-//nsubj:pass//22 har//VB|PRS|AKT//aux//22 rehabiliterats//VB|SUP|SFO//acl:relcl//19 från//PP//case//24 missbruk//NN|NEU|SIN|IND|NOM//obl//22 och//KN//cc//27 därmed//AB//advmod//27 kommit//VB|SUP|AKT//conj//22 närmare//AB|KOM//amod//29 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//obj//27 .//MAD//punct//17
9 Samhällsekonomiska konsekvenser ;•//PP//mark//2 Rättsväsendet//NN|NEU|SIN|DEF|NOM//nsubj:pass//2 avlastas//VB|PRS|SFO//ROOT//2 dyra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 kostnader//NN|UTR|PLU|IND|NOM//obj//2 i//PP//case//8 form//NN|UTR|SIN|IND|NOM//fixed//5 av//PP//fixed//5 polisingripanden//NN|NEU|PLU|IND|NOM//obl//2 ,//MID//punct//10 rättegångskostnader//NN|UTR|PLU|IND|NOM//conj//8 och//KN//cc//12 kriminalvård//NN|UTR|SIN|IND|NOM//conj//8 (//PAD//punct//15 särskilt//AB//advmod//15 aktuellt//JJ|POS|NEU|SIN|IND|NOM//appos//2 vid//PP//case//18 tungt//JJ|POS|NEU|SIN|IND|NOM//amod//18 missbruk//NN|NEU|SIN|IND|NOM//obl//15 )//PAD//punct//15 .//MAD//punct//2
9 Samhällsekonomiska konsekvenser ;•//NN|UTR|SIN|IND|NOM//punct//3 Men//KN//cc//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 finns//VB|PRS|SFO//ROOT//3 ett//DT|NEU|SIN|IND//det//5 tidsspann//NN|NEU|SIN|IND|NOM//nsubj//3 på//PP//case//9 oftast//AB|SUV//advmod//8 några//DT|UTR/NEU|PLU|IND//det//9 år//NN|NEU|PLU|IND|NOM//obl//3 mellan//PP//case//11 satsningen//NN|UTR|SIN|DEF|NOM//nmod//9 ///MID//cc//13 investeringen//NN|UTR|SIN|DEF|NOM//conj//11 och//KN//cc//15 förbättringen//NN|UTR|SIN|DEF|NOM//conj//11 ///MID//cc//17 kostnadsminskningen//NN|UTR|SIN|DEF|NOM//nmod//15 .//MAD//punct//3
9 Samhällsekonomiska konsekvenser ;•//PP//punct//2 Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 kräver//VB|PRS|AKT//ROOT//2 systematisk//JJ|POS|UTR|SIN|IND|NOM//amod//4 metod//NN|UTR|SIN|IND|NOM//obj//2 för//PP//mark//7 att//IE//mark//7 följa//VB|INF|AKT//advcl//2 upp//PL//compound:prt//7 hur//HA//advmod//11 kostnadsminskningen//NN|UTR|SIN|DEF|NOM//nmod//11 fördelar//VB|PRS|AKT//ccomp//7 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//11 på//PP//case//15 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 aktörer//NN|UTR|PLU|IND|NOM//obl//11 och//KN//cc//18 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 verksamheter//NN|UTR|PLU|IND|NOM//conj//15 .//MAD//punct//2
9 Samhällsekonomiska konsekvenser ;•//PP//punct//4 Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 är//VB|PRS|AKT//cop//4 inte//AB//advmod//4 säkert//JJ|POS|NEU|SIN|IND|NOM//ROOT//4 att//SN//mark//13 den//DT|UTR|SIN|DEF//det//7 aktör//NN|UTR|SIN|IND|NOM//nsubj//13 ///MID//cc//9 myndighet//NN|UTR|SIN|IND|NOM//nmod//7 som//HP|-|-|-//nsubj//11 investerar//VB|PRS|AKT//acl:relcl//9 också//AB//advmod//11 tar//VB|PRS|AKT//csubj//4 hem//PL//compound:prt//13 ”//PM|NOM//punct//16 vinsten//NN|UTR|SIN|DEF|NOM//obj//13 ”//PM|NOM//punct//4 ,//MID//punct//21 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//21 kan//VB|PRS|AKT//aux//21 uppkomma//VB|INF|AKT//parataxis//4 hos//PP//case//24 någon//DT|UTR|SIN|IND//det//24 annan//JJ|POS|UTR|SIN|IND|NOM//obl//21 .//MAD//punct//4
9 Samhällsekonomiska konsekvenser ;Min//PS|UTR|SIN|DEF//nmod:poss//1 bedömning//NN|UTR|SIN|IND|NOM//ROOT//1 ,//MID//punct//1 mot//PP//case//5 denna//DT|UTR|SIN|DEF//det//5 bakgrund//NN|UTR|SIN|IND|NOM//nmod//1 ,//MID//punct//1 är//VB|PRS|AKT//cop//1 att//SN//mark//34 mina//PS|UTR/NEU|PLU|DEF//nmod:poss//10 förslag//NN|NEU|PLU|IND|NOM//nsubj//34 –//RG|NOM//punct//13 integrerad//PC|PRF|UTR|SIN|IND|NOM//amod//13 missbrukarvård//NN|UTR|SIN|IND|NOM//appos//10 ,//MID//punct//15 behandlingsgaranti//NN|UTR|SIN|IND|NOM//conj//13 och//KN//cc//18 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 vårdplanering//NN|UTR|SIN|IND|NOM//conj//13 –//RG|NOM//punct//10 förutsatt//AB//mark//23 att//SN//fixed//20 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//23 genomförs//VB|PRS|SFO//advcl//34 på//PP//case//29 ett//DT|NEU|SIN|IND//det//29 seriöst//JJ|POS|NEU|SIN|IND|NOM//amod//29 och//KN//cc//28 genomtänkt//PC|PRF|NEU|SIN|IND|NOM//conj//26 sätt//NN|NEU|SIN|IND|NOM//obl//23 kommer//VB|PRS|AKT//aux//34 att//SN//mark//34 totalt//AB|POS//advmod//33 sett//PC|PRF|NEU|SIN|IND|NOM//advcl//34 minska//VB|INF|AKT//csubj//1 de//DT|UTR/NEU|PLU|DEF//det//37 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 kostnaderna//NN|UTR|PLU|DEF|NOM//obj//34 för//PP//case//39 vård//NN|UTR|SIN|IND|NOM//nmod//37 och//KN//cc//41 behandling//NN|UTR|SIN|IND|NOM//conj//39 av//PP//case//43 personer//NN|UTR|PLU|IND|NOM//nmod//41 med//PP//case//46 tungt//JJ|POS|NEU|SIN|IND|NOM//amod//46 missbruk//NN|NEU|SIN|IND|NOM//nmod//43 .//MAD//punct//1
9 Samhällsekonomiska konsekvenser ;Men//KN//cc//4 jag//PN|UTR|SIN|DEF|SUB//nsubj//4 är//VB|PRS|AKT//cop//4 inte//AB//advmod//4 säker//JJ|POS|UTR|SIN|IND|NOM//ROOT//4 på//PP//mark//9 att//SN//mark//9 besparingar//NN|UTR|PLU|IND|NOM//nsubj:pass//9 hinner//VB|PRS|AKT//aux//9 uppstå//VB|INF|AKT//acl//4 under//PP//case//12 den//DT|UTR|SIN|DEF//det//12 tid//NN|UTR|SIN|IND|NOM//obl//9 som//HP|-|-|-//nsubj//14 gäller//VB|PRS|AKT//acl:relcl//12 ,//MID//punct//12 2006//RG|NOM//nummod//12 och//KN//cc//18 2007//RG|NOM//conj//12 .//MAD//punct//22
9 Samhällsekonomiska konsekvenser ;All//DT|UTR|SIN|IND/DEF//det//21 erfarenhet//NN|UTR|SIN|IND|NOM//nsubj//22 visar//VB|PRS|AKT//parataxis//4 att//SN//mark//25 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//25 kräver//VB|PRS|AKT//ccomp//22 tid//NN|UTR|SIN|IND|NOM//obj//25 och//KN//cc//28 eftertanke//NN|UTR|SIN|IND|NOM//conj//26 för//PP//mark//31 att//IE//mark//31 införa//VB|INF|AKT//advcl//25 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 metoder//NN|UTR|PLU|IND|NOM//obj//31 och//KN//cc//35 arbetssätt//NN|NEU|PLU|IND|NOM//conj//33 om//SN//mark//40 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//40 ska//VB|PRS|AKT//aux//40 få//VB|INF|AKT//aux//40 fäste//NN|NEU|SIN|IND|NOM//acl//35 i//PP//case//42 organisationen//NN|UTR|SIN|DEF|NOM//obl//40 ,//MID//punct//44 överleva//VB|INF|AKT//conj//40 och//KN//cc//46 bli//VB|INF|AKT//conj//40 framgångsrika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//46 .//MAD//punct//4
9 Samhällsekonomiska konsekvenser ;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//50 innebär//VB|PRS|AKT//parataxis//4 att//SN//mark//59 man//PN|UTR|SIN|IND|SUB//nsubj//59 i//PP//case//54 slutet//NN|NEU|SIN|DEF|NOM//obl//59 av//PP//case//56 2007//RG|NOM//nmod//54 kommer//VB|PRS|AKT//aux//59 att//IE//mark//59 se//VB|INF|AKT//ccomp//50 mer//AB|KOM//obj//59 av//PP//case//62 kostnaden//NN|UTR|SIN|DEF|NOM//nmod//60 ///MID//cc//64 investeringen//NN|UTR|SIN|DEF|NOM//conj//62 och//KN//cc//66 mindre//AB|KOM//conj//62 av//PP//case//68 besparingen//NN|UTR|SIN|DEF|NOM//nmod//66 .//MAD//punct//50

10 Avslutande diskussion;Jag//PN|UTR|SIN|DEF|SUB//nsubj//3 har//VB|PRS|AKT//aux//3 ovan//AB//advmod//3 föreslagit//VB|SUP|AKT//ROOT//3 en//DT|UTR|SIN|IND//det//5 användning//NN|UTR|SIN|IND|NOM//obj//3 av//PP//case//8 de//DT|UTR/NEU|PLU|DEF//det//8 resurser//NN|UTR|PLU|IND|NOM//nmod//5 som//KN//obj//13 regering//NN|UTR|SIN|IND|NOM//nsubj:pass//13 och//KN//cc//12 riksdag//NN|UTR|SIN|IND|NOM//conj//10 avsatt//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//8 som//KN//case//18 ett//DT|NEU|SIN|IND//det//18 särskilt//PC|PRF|NEU|SIN|IND|NOM//advmod//17 tidsbegränsat//PC|PRF|NEU|SIN|IND|NOM//amod//18 stöd//NN|NEU|SIN|IND|NOM//xcomp//13 till//PP//case//21 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//21 missbrukarvård//NN|UTR|SIN|IND|NOM//obl//13 .//MAD//punct//3
10 Avslutande diskussion;Jag//PN|UTR|SIN|DEF|SUB//nsubj//29 har//VB|PRS|AKT//aux//29 i//PP//case//27 det//DT|NEU|SIN|DEF//det//27 sammanhanget//NN|NEU|SIN|DEF|NOM//obl//29 också//AB//advmod//29 beskrivit//VB|SUP|AKT//conj//3 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//33 starkt//AB|POS//advmod//32 begränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//33 möjligheter//NN|UTR|PLU|IND|NOM//obj//29 att//IE//mark//38 med//PP//case//38 ett//DT|NEU|SIN|IND//det//38 tvåårigt//JJ|POS|NEU|SIN|IND|NOM//amod//38 stöd//NN|NEU|SIN|IND|NOM//acl//33 till//PP//case//41 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//41 missbrukarvård//NN|UTR|SIN|IND|NOM//nmod//38 påverka//VB|INF|AKT//xcomp//29 vården//NN|UTR|SIN|DEF|NOM//obj//42 i//PP//case//46 positiv//JJ|POS|UTR|SIN|IND|NOM//amod//46 riktning//NN|UTR|SIN|IND|NOM//nmod//43 .//MAD//punct//3
10 Avslutande diskussion;Två//RG|NOM//nummod//2 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 rapporter//NN|UTR|PLU|IND|NOM//nsubj//10 som//HP|-|-|-//case//7 särskilt//AB//advmod//5 granskat//VB|SUP|AKT//amod//7 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 styrning//NN|UTR|SIN|IND|NOM//nmod//2 av//PP//case//9 missbrukarvården//NN|UTR|SIN|DEF|NOM//nmod//7 kommer//VB|PRS|AKT//ROOT//10 till//PP//case//13 samma//DT|UTR/NEU|SIN/PLU|IND//amod//13 slutsats//NN|UTR|SIN|IND|NOM//obl//10 .//MAD//punct//10
10 Avslutande diskussion;Statskontoret//NN|NEU|SIN|DEF|NOM//nsubj//1 anför//VB|PRS|AKT//ROOT//1 i//PP//case//3 Modeller//NN|UTR|PLU|IND|NOM//obl//1 för//PP//case//5 styrning//NN|UTR|SIN|IND|NOM//obl//1 (//PAD//punct//5 2005:2//RG|NOM//appos//5 )//PAD//punct//7 att//SN//mark//15 staten//NN|UTR|SIN|DEF|NOM//nsubj//15 ,//MID//punct//15 om//SN//mark//15 man//PN|UTR|SIN|IND|SUB//nsubj//15 vill//VB|PRS|AKT//aux//15 styra//VB|INF|AKT//aux//30 verksamheten//NN|UTR|SIN|DEF|NOM//obj//15 med//PP//case//18 stöd//NN|NEU|SIN|IND|NOM//obl//15 av//PP//mark//22 till//PP//advmod//22 exempel//NN|NEU|SIN|IND|NOM//fixed//20 riktade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl//18 statsbidrag//NN|NEU|PLU|IND|NOM//obj//22 ,//MID//punct//26 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//26 handlingsprogram//NN|NEU|PLU|IND|NOM//conj//22 med//PP//case//28 flera//PN|UTR/NEU|PLU|IND|SUB/OBJ//nmod//26 måste//VB|PRS|AKT//aux//30 undvika//VB|INF|AKT//conj//1 ”//PM|NOM//punct//1 …//MID//punct//1 att//SN//mark//35 insatserna//NN|UTR|PLU|DEF|NOM//nsubj//35 blir//VB|PRS|AKT//ccomp//1 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//35 ,//MID//punct//38 kortsiktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//36 och//KN//cc//40 dåligt//AB|POS//conj//36 samordnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//1 …//NN|AN//punct//1 ”//RG|NOM//punct//1 .//MAD//punct//1
