Uppföljning av Trafikverkets totalentreprenader – uppföljning av 11 vägprojekt;På//PP//case//1 uppdrag//NN|NEU|SIN|IND|NOM//ROOT//1 av//PP//case//5 Produktivitetskommittén//NN|UTR|SIN|DEF|NOM//nmod:poss//4 ©//PM|NOM//nmod//5 Prolog//PM|NOM//nmod//1 2011//RG|NOM//nummod//5
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;Sämre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 estetik//NN|UTR|SIN|IND|NOM//nsubj//4 skulle//VB|PRT|AKT//aux//4 kunna//VB|INF|AKT//aux//4 utgöra//VB|INF|AKT//ROOT//4 ett//DT|NEU|SIN|IND//det//6 hinder//NN|NEU|SIN|IND|NOM//obj//4 enligt//PP//case//9 2//RG|NOM//nummod//9 respondenter//NN|UTR|PLU|IND|NOM//nmod//6 ,//MID//punct//16 eftersom//SN//mark//16 standardisering//NN|UTR|SIN|IND|NOM//nsubj//16 och//KN//cc//14 prefabricering//NN|UTR|SIN|IND|NOM//conj//12 kan//VB|PRS|AKT//aux//16 leda//VB|INF|AKT//advcl//4 till//PP//case//18 monotona//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//16 och//KN//cc//22 arkitektoniskt//AB|POS//advmod//21 tråkiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 lösningar//NN|UTR|PLU|IND|NOM//conj//18 .//MAD//punct//4 ”//PAD//discourse//28
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;Industriellt//JJ|POS|NEU|SIN|IND|NOM//amod//26 byggande//NN|NEU|SIN|IND|NOM//nsubj//28 kan//VB|PRS|AKT//aux//28 försämra//VB|INF|AKT//parataxis//4 estetik//NN|UTR|SIN|IND|NOM//obj//28 ,//MID//punct//32 standard//JJ|POS|UTR|SIN|IND|NOM//amod//32 prefabbroar//NN|UTR|SIN|IND|NOM//nsubj//35 på//PP//case//34 70–80-talen//NN|NEU|PLU|DEF|NOM//nmod//32 såg//VB|PRT|AKT//acl:relcl//29 för//AB//advmod//38 jävligt//AB|POS//advmod//38 tråkiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//35 ut//PL//compound:prt//35 ,//MID//punct//28 men//KN//cc//55 ett//DT|NEU|SIN|IND//det//43 projekt//NN|NEU|SIN|IND|NOM//nsubj//54 med//PP//case//46 50//RG|NOM//nummod//46 broar//NN|UTR|PLU|IND|NOM//nmod//43 och//KN//cc//50 50//RG|NOM//nummod//50 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 brolösningar//NN|UTR|PLU|IND|NOM//conj//46 är//VB|PRS|AKT//cop//54 inte//AB//advmod//54 heller//AB//advmod//54 korrekt//JJ|POS|NEU|SIN|IND|NOM//amod//55 ”//PAD//conj//28 (//PAD//punct//57 K//NN|NEU|SIN|IND|NOM//appos//55 )//PAD//punct//57 .//MAD//punct//4
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;Men//KN//cc//62 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//62 finns//VB|PRS|SFO//conj//4 lösningar//NN|UTR|PLU|IND|NOM//nsubj//62 på//PP//case//66 detta//DT|NEU|SIN|DEF//det//66 dilemma//NN|NEU|SIN|IND|NOM//obl//62 .//MAD//punct//62
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;En//DT|UTR|SIN|IND//det//69 respondent//NN|UTR|SIN|IND|NOM//nsubj//70 föreslog//VB|PRT|AKT//parataxis//62 ett//DT|NEU|SIN|IND//det//72 system//NN|NEU|SIN|IND|NOM//obj//70 som//HP|-|-|-//nsubj//74 finns//VB|PRS|SFO//acl:relcl//72 i//PP//case//77 vårt//PS|NEU|SIN|DEF//nmod:poss//77 grannland//NN|NEU|SIN|IND|NOM//obl//74 ://MID//punct//70 ”//PAD//parataxis//70
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;i//PP//case//81 Finland//PM|NOM//nmod//79 finns//VB|PRS|SFO//conj//62 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//82 en//DT|UTR|SIN|IND//det//85 slags//NN|NEU|SIN|IND|GEN//nmod:poss//86 estetikklassificering//NN|UTR|SIN|IND|NOM//nsubj//82 som//HP|-|-|-//nsubj//88 styr//VB|PRS|AKT//acl:relcl//86 kraven//NN|NEU|PLU|DEF|NOM//obj//88 på//PP//case//91 estetetik//NN|UTR|SIN|IND|NOM//nmod//89 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//95 på//PP//fixed//92 geografiskt//JJ|POS|NEU|SIN|IND|NOM//amod//95 område//NN|NEU|SIN|IND|NOM//obl//88 ”//PAD//punct//62 (//PAD//punct//98 B//NN|NEU|SIN|IND|NOM//appos//96 )//PAD//punct//98 .//MAD//punct//4
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;Brist//NN|UTR|SIN|IND|NOM//nsubj:pass//3 på//PP//case//2 processtänk//NN|NEU|SIN|IND|NOM//nmod//0 nämndes//VB|PRT|SFO//ROOT//3 av//PP//case//6 2//RG|NOM//nummod//6 respondenter//NN|UTR|PLU|IND|NOM//obl:agent//3 .//MAD//punct//3
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;Byggbranschens//NN|UTR|SIN|DEF|GEN//nmod:poss//10 projektbaserade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//10 karaktär//NN|UTR|SIN|IND|NOM//nsubj//11 ger//VB|PRS|AKT//conj//3 naturligt//JJ|POS|NEU|SIN|IND|NOM//amod//13 fokus//NN|NEU|SIN|IND|NOM//obj//11 på//PP//case//15 unikhet//NN|UTR|SIN|IND|NOM//obl//11 och//KN//cc//17 kortsiktighet//NN|UTR|SIN|IND|NOM//conj//15 istället//AB//advmod//21 för//PP//fixed//18 på//PP//case//21 synergier//NN|NEU|PLU|IND|NOM//obl//11 och//KN//cc//23 långsiktig//JJ|POS|UTR|SIN|IND|NOM//amod//24 utveckling//NN|UTR|SIN|IND|NOM//conj//21 .//MAD//punct//11 ”//PAD//punct//29
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;Varje//DT|UTR/NEU|SIN|IND//det//28 projekt//NN|NEU|SIN|IND|NOM//nsubj:pass//29 ses//VB|PRS|SFO//parataxis//11 som//KN//mark//31 unikt//JJ|POS|NEU|SIN|IND|NOM//xcomp//29 och//KN//cc//35 en//DT|UTR|SIN|IND//det//35 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//35 enhet//NN|UTR|SIN|IND|NOM//conj//29 istället//AB//advmod//39 för//PP//case//39 en//DT|UTR|SIN|IND//det//39 del//NN|UTR|SIN|IND|NOM//obl//29 i//PP//case//43 en//DT|UTR|SIN|IND//det//43 lång//JJ|POS|UTR|SIN|IND|NOM//amod//43 process//NN|UTR|SIN|IND|NOM//nmod//39 ,//MID//punct//29 varenda//DT|UTR/NEU|SIN|IND//det//46 platschef//NN|UTR|SIN|IND|NOM//nsubj//48 vill//VB|PRS|AKT//aux//48 uppfinna//VB|INF|AKT//conj//29 hjulet//NN|NEU|SIN|DEF|NOM//obj//48 själv//JJ|POS|UTR|SIN|IND|NOM//acl//49 ”//PM|NOM//punct//29 (//PAD//punct//29 E//NN|NEU|SIN|IND|NOM//appos//29 )//PAD//punct//29 .//MAD//punct//11
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;Kortsiktigt//AB|POS//advmod//2 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//2 risk//NN|UTR|SIN|IND|NOM//nsubj:pass//3 nämndes//VB|PRT|SFO//ROOT//3 av//PP//case//6 2//RG|NOM//nummod//6 respondenter//NN|UTR|PLU|IND|NOM//obl:agent//3 .//MAD//punct//3
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;Utveckling//NN|UTR|SIN|IND|NOM//nsubj//13 av//PP//case//11 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 angreppssätt//NN|NEU|PLU|IND|NOM//nmod//8 kan//VB|PRS|AKT//aux//13 utgöra//VB|INF|AKT//conj//3 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//15 risker//NN|UTR|PLU|IND|NOM//obj//13 för//PP//case//18 okända//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 konsekvenser//NN|UTR|PLU|IND|NOM//nmod//15 .//MAD//punct//13 ”//PAD//punct//23
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;Nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 lösningar//NN|UTR|PLU|IND|NOM//nsubj//23 innebär//VB|PRS|AKT//parataxis//13 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 risker//NN|UTR|PLU|IND|NOM//obj//23 och//KN//cc//27 svårigheter//NN|UTR|PLU|IND|NOM//conj//25 att//IE//mark//29 kalkylera//VB|INF|AKT//acl//27 kostnaden//NN|UTR|SIN|DEF|NOM//obj//29 ”//PM|NOM//punct//23 (//PAD//punct//33 E//NN|NEU|SIN|IND|NOM//appos//31 )//PAD//punct//33 .//MAD//punct//13
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;En//DT|UTR|SIN|IND//det//1 respondent//NN|UTR|SIN|IND|NOM//nsubj//2 reagerade//VB|PRT|AKT//ROOT//2 över//PP//compound:prt//2 att//SN//mark//7 prefab//NN|UTR|SIN|IND|NOM//nsubj//7 ibland//AB//advmod//7 riskerar//VB|PRS|AKT//ccomp//2 att//IE//mark//9 leda//VB|INF|AKT//xcomp//7 till//PP//case//12 sämre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 miljö//NN|UTR|SIN|IND|NOM//obl//9 ,//MID//punct//12 pga//AB|AN//case//16 långa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 transporter//NN|UTR|PLU|IND|NOM//obl//9 .//MAD//punct//2 ”//PM|NOM//punct//20
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;Färdigbockad//PC|PRF|UTR|SIN|IND|NOM//amod//20 armering//NN|UTR|SIN|IND|NOM//appos//2 från//PP//case//20
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;Tyskland//PM|NOM//nsubj//1 spar//VB|PRS|AKT//ROOT//1 tid//NN|UTR|SIN|IND|NOM//obj//1 och//KN//cc//4 pengar//NN|UTR|PLU|IND|NOM//conj//2 men//KN//cc//8 transporterna//NN|UTR|PLU|DEF|NOM//nsubj//8 är//VB|PRS|AKT//cop//8 dåliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//1 för//PP//case//10 miljön//NN|UTR|SIN|DEF|NOM//obl//8 ”//PAD//punct//1 (//PAD//punct//13 K//NN|NEU|SIN|IND|NOM//appos//11 )//PAD//punct//13 .//MAD//punct//1
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//17 nämndes//VB|PRT|SFO//conj//1 dock//AB//advmod//17 mer//AB|KOM//advmod//17 som//KN//case//22 en//DT|UTR|SIN|IND//det//22 tankeställare//NN|UTR|SIN|IND|NOM//obl//17 än//KN//mark//27 som//KN//case//27 ett//DT|NEU|SIN|IND//det//27 reellt//JJ|POS|NEU|SIN|IND|NOM//amod//27 hinder//NN|NEU|SIN|IND|NOM//acl//22 .//MAD//punct//1
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;Eftersom//SN//mark//2 fallstudierna//NN|UTR|PLU|DEF|NOM//nsubj//2 gav//VB|PRT|AKT//advcl//13 en//DT|UTR|SIN|IND//det//6 något//AB//advmod//5 spretig//JJ|POS|UTR|SIN|IND|NOM//amod//6 bild//NN|UTR|SIN|IND|NOM//obj//2 över//PP//case//8 hindren//NN|NEU|PLU|DEF|NOM//obl//2 till//PP//case//11 industriellt//JJ|POS|NEU|SIN|IND|NOM//amod//11 anläggningsbyggande//NN|NEU|SIN|IND|NOM//obl//2 så//AB//advmod//2 inkluderades//VB|PRT|SFO//ROOT//13 även//AB//advmod//16 denna//DT|UTR|SIN|DEF//det//16 fråga//NN|UTR|SIN|IND|NOM//nsubj:pass//13 i//PP//case//18 enkätstudien//NN|UTR|SIN|DEF|NOM//obl//13 ,//MID//punct//20 se//VB|IMP|AKT//parataxis//13 tabell//NN|UTR|SIN|IND|NOM//obj//20 2//RG|NOM//nummod//20 .//MAD//punct//13
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;Även//AB//advmod//1 enkätstudien//NN|UTR|SIN|DEF|NOM//nsubj//2 ger//VB|PRS|AKT//ROOT//2 en//DT|UTR|SIN|IND//det//6 något//AB//advmod//5 spretig//JJ|POS|UTR|SIN|IND|NOM//amod//6 bild//NN|UTR|SIN|IND|NOM//obj//2 när//HA//case//10 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//7 gäller//VB|PRS|AKT//fixed//7 hinder//NN|NEU|PLU|IND|NOM//obl//2 till//PP//case//13 industriellt//JJ|POS|NEU|SIN|IND|NOM//amod//13 anläggningsbyggande//NN|NEU|SIN|IND|NOM//nmod//10 .//MAD//punct//2
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;Enkäten//NN|UTR|SIN|DEF|NOM//nsubj//16 presenterade//VB|PRT|AKT//parataxis//2 9//RG|NOM//nummod//19 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 hinder//NN|NEU|PLU|IND|NOM//obj//16 ,//MID//punct//19 där//HA//advmod//23 flera//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj:pass//23 anses//VB|PRS|SFO//acl:relcl//19 vara//VB|INF|AKT//cop//25 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//23 eller//KN//cc//31 till//AB//advmod//31 och//KN//fixed//27 med//AB//fixed//27 mycket//AB|POS//advmod//31 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//25 ,//MID//punct//35 tex//AB|AN//case//35 detaljspecificerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//35 utförandeentreprenader//NN|UTR|PLU|IND|NOM//nmod//31 (//PAD//punct//37 3,6//RG|NOM//nmod//35 )//PAD//punct//37 ,//MID//punct//41 konservativ//JJ|POS|UTR|SIN|IND|NOM//amod//41 bransch//NN|UTR|SIN|IND|NOM//conj//35 (//PAD//punct//41 3,5//RG|NOM//nummod//41 )//PAD//punct//41 ,//MID//punct//48 och//KN//cc//48 stort//JJ|POS|NEU|SIN|IND|NOM//amod//48 fokus//NN|NEU|SIN|IND|NOM//conj//19 på//PP//case//51 lägsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//51 anbudspris//NN|NEU|SIN|IND|NOM//nmod//48 (//PAD//punct//53 3,5//RG|NOM//nmod//48 )//PAD//punct//53 .//MAD//punct//2
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;Andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 hinder//NN|NEU|PLU|IND|NOM//nsubj:pass//58 anses//VB|PRS|SFO//conj//2 inte//AB//advmod//58 vara//VB|INF|AKT//cop//62 så//AB//advmod//62 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//58 ,//MID//punct//66 tex//AB|AN//case//66 sämre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//66 estetik//NN|UTR|SIN|IND|NOM//obl//58 och//KN//cc//69 monoton//JJ|POS|UTR|SIN|IND|NOM//amod//69 arkitektur//NN|UTR|SIN|IND|NOM//conj//66 (//PAD//punct//71 2,2//RG|NOM//appos//69 )//PAD//punct//71 ,//MID//punct//75 sämre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//75 miljö//NN|UTR|SIN|IND|NOM//conj//66 pga//PP|AN//case//78 långa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 transporter//NN|UTR|PLU|IND|NOM//nmod//75 (//PAD//punct//75 1,3//RG|NOM//appos//75 )//PAD//punct//58 och//KN//cc//88 att//SN//mark//88 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//85 lösningar//NN|UTR|PLU|IND|NOM//nsubj//88 och//KN//cc//87 arbetssätt//NN|NEU|PLU|IND|NOM//conj//85 ger//VB|PRS|AKT//conj//2 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//90 risker//NN|UTR|PLU|IND|NOM//obj//88 (//PAD//punct//90 1,5//RG|NOM//appos//90 )//PAD//punct//88 .//MAD//punct//2
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;När//HA//mark//5 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//0 gäller//VB|PRS|AKT//fixed//0 denna//DT|UTR|SIN|DEF//det//4 fråga//NN|UTR|SIN|IND|NOM//obj//2 går//VB|PRS|AKT//advcl//14 också//AB//advmod//5 respondenternas//NN|UTR|PLU|DEF|GEN//nmod:poss//8 meningar//NN|UTR|PLU|IND|NOM//nsubj//5 isär//PL//advmod//5 ,//MID//punct//5 endast//AB//advmod//13 två//RG|NOM//nummod//13 hinder//NN|NEU|PLU|IND|NOM//nsubj//14 har//VB|PRS|AKT//ROOT//14 en//DT|UTR|SIN|IND//det//16 standardavvikelse//NN|UTR|SIN|IND|NOM//nsubj//14 under//PP//case//18 1,0//RG|NOM//obl//14 (//PAD//punct//18 sämre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 miljö//NN|UTR|SIN|IND|NOM//appos//18 pga//PP|AN//case//24 långa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 transporter//NN|UTR|PLU|IND|NOM//nmod//21 och//KN//cc//31 att//SN//mark//31 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 lösningar//NN|UTR|PLU|IND|NOM//nsubj//31 och//KN//cc//30 arbetssätt//NN|NEU|PLU|IND|NOM//conj//28 ger//VB|PRS|AKT//conj//14 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//33 risker//NN|UTR|PLU|IND|NOM//obj//31 )//PAD//punct//14 .//MAD//punct//40
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;Respondenterna//NN|UTR|PLU|DEF|NOM//nsubj//40 är//VB|PRS|AKT//cop//40 därmed//AB//advmod//40 mest//AB|SUV//advmod//40 ense//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//14 om//PP//mark//58 vilka//HD|UTR/NEU|PLU|IND//det//44 två//RG|NOM//nummod//44 hinder//NN|NEU|PLU|IND|NOM//nsubj//58 som//HP|-|-|-//nsubj:pass//46 anses//VB|PRS|SFO//acl:relcl//44 vara//VB|INF|AKT//cop//49 minst//AB|SUV//advmod//49 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//46 .//MAD//punct//44
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;För//PP//case//54 de//DT|UTR/NEU|PLU|DEF//det//54 viktigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//54 hindren//NN|NEU|PLU|DEF|NOM//obl//58 är//VB|PRS|AKT//cop//58 åsikterna//NN|UTR|PLU|DEF|NOM//nsubj//58 mer//AB|KOM//advmod//58 skilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl//40 .//MAD//punct//40
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;Oenigheten//NN|UTR|SIN|DEF|NOM//nsubj//61 syns//VB|PRS|SFO//parataxis//40 också//AB//advmod//61 om//SN//mark//65 man//PN|UTR|SIN|IND|SUB//nsubj//65 analyserar//VB|PRS|AKT//advcl//61 skillnader//NN|UTR|PLU|IND|NOM//obj//65 i//PP//case//68 medelvärden//NN|NEU|PLU|IND|NOM//obl//65 mellan//PP//case//71 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 typer//NN|UTR|PLU|IND|NOM//nmod//68 av//PP//case//73 aktörer//NN|UTR|PLU|IND|NOM//nmod//71 .//MAD//punct//61
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;För//PP//case//77 två//RG|NOM//nummod//77 hinder//NN|NEU|PLU|IND|NOM//nsubj//84 är//VB|PRS|AKT//cop//84 till//AB//advmod//84 och//KN//fixed//79 med//AB//fixed//79 skillnaderna//NN|UTR|PLU|DEF|NOM//nmod//84 statistisk//JJ|POS|UTR|SIN|IND|NOM//amod//84 signifikanta//NN|UTR|SIN|IND|NOM//conj//61 .//MAD//punct//61
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;Entreprenörerna//NN|UTR|PLU|DEF|NOM//nsubj//87 tycker//VB|PRS|AKT//conj//61 att//SN//mark//121 ”//RG|NOM//punct//97 detaljspecificerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//91 utförandeentreprenader//NN|UTR|PLU|IND|NOM//nsubj//97 ”//PM|NOM//punct//91 är//VB|PRS|AKT//cop//97 ett//DT|NEU|SIN|IND//det//97 mycket//AB|POS//advmod//96 stort//JJ|POS|NEU|SIN|IND|NOM//amod//97 hinder//NN|NEU|SIN|IND|NOM//dislocated//121 (//PAD//punct//97 4,1//RG|NOM//appos//97 )//PAD//punct//97 medan//SN//mark//104 konsulter//NN|UTR|PLU|IND|NOM//nsubj//104 inte//AB//advmod//104 tycker//VB|PRS|AKT//advcl//97 att//SN//mark//109 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//109 är//VB|PRS|AKT//cop//109 lika//AB//advmod//109 stort//JJ|POS|NEU|SIN|IND|NOM//ccomp//104 (//PAD//punct//109 2,9//RG|NOM//appos//109 )//PAD//punct//109 ,//MID//punct//97 (//PAD//punct//97 beställarna//NN|UTR|PLU|DEF|NOM//nmod//116 3,8//RG|NOM//appos//97 )//PAD//punct//97 .//MAD//punct//97
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;Skillnaderna//NN|UTR|PLU|DEF|NOM//nsubj//121 är//VB|PRS|AKT//cop//121 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//87 för//PP//case//123 hindret//NN|NEU|SIN|DEF|NOM//obl//121 ”//PM|NOM//punct//87 Planförfarandet//NN|NEU|SIN|DEF|NOM//obj//87 med//PP//case//127 arbetsplan//NN|UTR|SIN|IND|NOM//nmod//125 och//KN//cc//129 järnvägsplan//NN|UTR|SIN|IND|NOM//conj//127 ”//PM|NOM//punct//87 ,//MID//punct//130 där//HA//advmod//134 entreprenörerna//NN|UTR|PLU|DEF|NOM//nsubj//134 har//VB|PRS|AKT//aux//139 medelvärde//NN|NEU|SIN|IND|NOM//obj//134 3,9//RG|NOM//obj//134 och//KN//cc//138 konsulterna//NN|UTR|PLU|DEF|NOM//conj//134 har//VB|PRS|AKT//conj//61 2,3//RG|NOM//obj//139 .//MAD//punct//61
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;Skillnaderna//NN|UTR|PLU|DEF|NOM//nsubj//145 är//VB|PRS|AKT//cop//145 också//AB//advmod//145 påtagliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//61 men//KN//cc//149 inte//AB//advmod//149 statistiskt//AB|POS//advmod//149 signifikanta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//145 för//PP//case//151 hindret//NN|NEU|SIN|DEF|NOM//nmod//149 ”//PAD//punct//153 Brist//NN|UTR|SIN|IND|NOM//nmod//151 på//PP//case//155 storskalighet//NN|UTR|SIN|IND|NOM//nmod//153 och//KN//cc//157 upprepning//NN|UTR|SIN|IND|NOM//conj//155 ”//RG|NOM//punct//153 där//HA//advmod//161 konsulterna//NN|UTR|PLU|DEF|NOM//nsubj//161 har//VB|PRS|AKT//acl:relcl//153 medelvärde//NN|NEU|SIN|IND|NOM//nmod//163 3,4//RG|NOM//obj//161 ,//MID//punct//153 entreprenörerna//NN|UTR|PLU|DEF|NOM//nsubj//166 har//VB|PRS|AKT//conj//145 2,8//RG|NOM//obj//166 och//KN//cc//169 beställarna//NN|UTR|PLU|DEF|NOM//conj//145 bara//AB//advmod//171 2,3//RG|NOM//nmod//169 .//MAD//punct//61
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;Skillnaderna//NN|UTR|PLU|DEF|NOM//nsubj//176 är//VB|PRS|AKT//cop//176 också//AB//advmod//176 påtagliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//61 men//KN//cc//180 inte//AB//advmod//180 statistiskt//AB|POS//advmod//180 signifikanta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//176 för//PP//case//182 hindret//NN|NEU|SIN|DEF|NOM//nmod//180 ”//PAD//punct//61 Stort//JJ|POS|NEU|SIN|IND|NOM//amod//185 fokus//NN|NEU|SIN|IND|NOM//conj//61 på//PP//case//188 lägsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//188 anbudspris//NN|NEU|SIN|IND|NOM//nmod//185 ”//PAD//punct//185 som//HP|-|-|-//obj//192 entreprenörerna//NN|UTR|PLU|DEF|NOM//nsubj//192 tycker//VB|PRS|AKT//acl:relcl//185 är//VB|PRS|AKT//cop//196 ett//DT|NEU|SIN|IND//det//196 stort//JJ|POS|NEU|SIN|IND|NOM//amod//196 hinder//NN|NEU|SIN|IND|NOM//ccomp//192 (//PAD//punct//196 3,8//RG|NOM//appos//196 )//PAD//punct//196 och//KN//cc//202 även//AB//advmod//202 konsulterna//NN|UTR|PLU|DEF|NOM//conj//192 med//PP//case//204 3,4//RG|NOM//nmod//202 ,//MID//punct//61 men//KN//cc//208 inte//AB//advmod//208 beställarna//NN|UTR|PLU|DEF|NOM//conj//61 som//HP|-|-|-//nsubj//211 bara//AB//advmod//211 har//VB|PRS|AKT//acl:relcl//208 2,3//RG|NOM//obj//211 .//MID//punct//208
Bilaga 8 / Vilka hinder finns till att implementera industriellt anläggningsbyggande?;Att//SN//mark//217 skillnaderna//NN|UTR|PLU|DEF|NOM//nsubj//217 inte//AB//advmod//217 blir//VB|PRS|AKT//csubj//231 signifikanta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//217 när//HA//mark//222 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//222 är//VB|PRS|AKT//cop//222 beställarna//NN|UTR|PLU|DEF|NOM//advcl//217 som//HP|-|-|-//nsubj//224 har//VB|PRS|AKT//acl:relcl//222 en//DT|UTR|SIN|IND//det//227 avvikande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//227 mening//NN|UTR|SIN|IND|NOM//obj//224 är//VB|PRS|AKT//cop//231 inte//AB//advmod//231 så//AB//advmod//231 konstigt//JJ|POS|NEU|SIN|IND|NOM//advmod//61 eftersom//SN//mark//235 enkätstudien//NN|UTR|SIN|DEF|NOM//nsubj//235 endast//AB//advmod//235 inkluderar//VB|PRS|AKT//advcl//231 4//RG|NOM//nummod//237 svar//NN|NEU|PLU|IND|NOM//obj//235 från//PP//case//239 beställarna//NN|UTR|PLU|DEF|NOM//nmod//237 .//MID//punct//61
