Kommittédirektiv;Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 19//RG|NOM//nummod//5 december//NN|UTR|SIN|IND|NOM//nmod//0 2002//RG|NOM//nummod//5 .//MAD//punct//0
6.1 Definition;I//PP//case//14 det//DT|NEU|SIN|DEF//det//14 här//AB//fixed//12 fallet//NN|NEU|SIN|DEF|NOM//nmod//18 är//VB|PRS|AKT//cop//18 korrekt//AB|POS//advmod//17 audiovisuell//JJ|POS|UTR|SIN|IND|NOM//amod//18 återgivning//NN|UTR|SIN|IND|NOM//parataxis//5 av//PP//case//21 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//21 vikt//NN|UTR|SIN|IND|NOM//nmod//18 eftersom//SN//mark//25 kvalitetsnivåerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//25 måste//VB|PRS|AKT//aux//25 sättas//VB|INF|SFO//advcl//18 under//PP//case//28 själva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 digitaliseringsprocessen//NN|UTR|SIN|DEF|NOM//obl//25 och//KN//cc//32 på//PP//case//32 en//DT|UTR|SIN|IND//det//32 nivå//NN|UTR|SIN|IND|NOM//conj//25 som//HP|-|-|-//nsubj:pass//36 inte//AB//advmod//36 kan//VB|PRS|AKT//aux//36 höjas//VB|INF|SFO//acl:relcl//32 i//PP//case//38 efterhand//AB//advmod//36 .//MAD//punct//5
6.1 Definition;Andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 faktorer//NN|UTR|PLU|IND|NOM//nsubj:pass//48 ,//MID//punct//41 som//KN//case//45 t.ex.//AB|AN//advmod//45 tillgänglighet//NN|UTR|SIN|IND|NOM//acl:relcl//41 ,//MID//punct//41 kan//VB|PRS|AKT//aux//48 utarbetas//VB|INF|SFO//parataxis//5 i//PP//case//50 efterhand//AB//advmod//48 .//MAD//punct//5

6.2 Mätning;Kvalitetsmätning//NN|UTR|SIN|IND|NOM//nsubj:pass//7 av//PP//case//3 avkodat//PC|PRF|NEU|SIN|IND|NOM//amod//3 ljud//NN|NEU|SIN|IND|NOM//nmod//0 eller//KN//cc//5 video//NN|UTR|SIN|IND|NOM//conj//3 kan//VB|PRS|AKT//aux//7 göras//VB|INF|SFO//ROOT//7 subjektivt//AB|POS//advmod//7 eller//KN//cc//10 objektivt//JJ|POS|NEU|SIN|IND|NOM//conj//8 .//MAD//punct//7
6.2 Mätning;Problemet//NN|NEU|SIN|DEF|NOM//obl//7 med//PP//case//15 objektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 kvalitetsmätningar//NN|UTR|PLU|IND|NOM//nmod//12 är//VB|PRS|AKT//cop//12 att//SN//mark//23 kvantifierings-//NN|UTR|-|-|SMS//nsubj//23 och//KN//cc//20 komprimeringseffekter//NN|UTR|PLU|IND|NOM//conj//18 kanske//AB//advmod//23 inte//AB//advmod//23 påverkar//VB|PRS|AKT//csubj//12 mätningarna//NN|UTR|PLU|DEF|NOM//obj//23 .//MAD//punct//7
6.2 Mätning;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//27 beror//VB|PRS|AKT//parataxis//7 på//PP//case//35 att//SN//mark//30 bandbredd//NN|UTR|SIN|IND|NOM//advcl//35 vanligtvis//AB//advmod//35 är//VB|PRS|AKT//cop//35 den//DT|UTR|SIN|DEF//det//35 huvudsakliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 måttstocken//NN|UTR|SIN|DEF|NOM//obl//27 .//MAD//punct//27
6.2 Mätning;Subjektiv//JJ|POS|UTR|SIN|IND|NOM//amod//38 kvalitetsmätning//NN|UTR|SIN|IND|NOM//nsubj//39 lämpar//VB|PRS|AKT//conj//27 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//39 generellt//AB|POS//advmod//42 bättre//AB|KOM//advmod//39 för//AB//case//46 hårt//AB|POS//advmod//45 komprimerat//PC|PRF|NEU|SIN|IND|NOM//amod//46 material//NN|NEU|SIN|IND|NOM//obl//39 eftersom//SN//mark//53 de//DT|UTR/NEU|PLU|DEF//det//50 digitala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 bieffekterna//NN|UTR|PLU|DEF|NOM//nsubj//53 vanligtvis//AB//advmod//53 är//VB|PRS|AKT//cop//53 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//39 .//MAD//punct//53
6.2 Mätning;Med//PP//case//59 låg-//JJ|POS|UTR|-|-|SMS//amod//59 eller//KN//cc//58 okomprimerat//JJ|POS|NEU|SIN|IND|NOM//conj//56 material//NN|NEU|SIN|IND|NOM//obl//60 rekommenderas//VB|PRS|SFO//conj//53 en//DT|UTR|SIN|IND//det//62 kombination//NN|UTR|SIN|IND|NOM//nsubj:pass//60 av//PP//case//65 de//DT|UTR/NEU|PLU|DEF//det//65 två//RG|NOM//nmod//62 .//MAD//punct//60
6.2 Mätning;Utrustningstillver-//PM|SMS//conj//60
6.2 Mätning;karna//NN|UTR|PLU|DEF|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 nyligen//AB//advmod//3 gett//VB|SUP|AKT//ROOT//3 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//3 i//PP//case//6 kast//NN|NEU|SIN|IND|NOM//obl//3 med//PP//case//9 dessa//DT|UTR/NEU|PLU|DEF//det//9 problem//NN|NEU|PLU|IND|NOM//obl//3 genom//PP//mark//12 att//IE//mark//12 utveckla//VB|INF|AKT//advcl//3 automatiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 subjektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 mätmetoder//NN|UTR|PLU|IND|NOM//obj//12 som//HP|-|-|-//nsubj//18 är//VB|PRS|AKT//cop//18 kvantifierbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//15 .//MAD//punct//3

6.3 Komprimering;Komprimering//NN|UTR|SIN|IND|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 ett//DT|NEU|SIN|IND//det//4 brett//JJ|POS|NEU|SIN|IND|NOM//amod//4 begrepp//NN|NEU|SIN|IND|NOM//ROOT//4 som//HP|-|-|-//nsubj//6 innebär//VB|PRS|AKT//acl:relcl//4 minskning//NN|UTR|SIN|IND|NOM//obj//6 av//PP//case//9 mängd//NN|UTR|SIN|IND|NOM//nmod//7 i//PP//case//12 någon//DT|UTR|SIN|IND//det//12 form//NN|UTR|SIN|IND|NOM//obl//6 .//MAD//punct//4
6.3 Komprimering;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//16 är//VB|PRS|AKT//cop//16 möjligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//4 att//IE//mark//18 komprimera//VB|INF|AKT//csubj//16 både//KN//cc//24 i//PP//case//24 analog//JJ|POS|UTR|SIN|IND|NOM//amod//24 och//KN//cc//23 digital//JJ|POS|UTR|SIN|IND|NOM//conj//21 miljö//NN|UTR|SIN|IND|NOM//obj//18 .//MID//punct//16
6.3 Komprimering;Analog//JJ|POS|UTR|SIN|IND|NOM//amod//27 komprimering//NN|UTR|SIN|IND|NOM//nsubj:pass//29 har//VB|PRS|AKT//aux//29 använts//VB|SUP|SFO//parataxis//16 både//KN//cc//32 i//PP//case//32 ljud-//NN|UTR|-|-|SMS//obl//29 och//KN//cc//34 videosammanhang//NN|NEU|PLU|IND|NOM//conj//32 sedan//PP//case//37 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//37 introduktion//NN|UTR|SIN|IND|NOM//obl//29 .//MAD//punct//29
6.3 Komprimering;En//DT|UTR|SIN|IND//det//41 annan//JJ|POS|UTR|SIN|IND|NOM//amod//41 benämning//NN|UTR|SIN|IND|NOM//nsubj//46 för//PP//case//44 digital//JJ|POS|UTR|SIN|IND|NOM//amod//44 komprimering//NN|UTR|SIN|IND|NOM//nmod//41 är//VB|PRS|AKT//cop//46 bitreduktion//NN|UTR|SIN|IND|NOM//parataxis//29 .//MAD//punct//16
6.3 Komprimering;"Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 två//RG|NOM//nummod//3 anledningar//NN|UTR|PLU|IND|NOM//nsubj//1 till//PP//mark//7 att//SN//mark//7 man//PN|UTR|SIN|IND|SUB//nsubj//7 komprimerar//VB|PRS|AKT//acl//3 ;//MID//punct//1"
6.3 Komprimering;endera//KN//parataxis//1 för//PP//mark//12 att//IE//mark//12 spara//VB|INF|AKT//advcl//9 utrymme//NN|NEU|SIN|IND|NOM//obj//12 i//PP//case//15 form//NN|UTR|SIN|IND|NOM//obl//12 av//PP//case//17 bandbredd//NN|UTR|SIN|IND|NOM//nmod//15 eller//KN//cc//19 lagringskapacitet//NN|UTR|SIN|IND|NOM//conj//17 ,//MID//punct//25 eller//KN//cc//25 också//AB//advmod//25 för//PP//mark//25 att//IE//mark//25 göra//VB|INF|AKT//conj//9 något//DT|NEU|SIN|IND//det//28 tekniskt//JJ|POS|NEU|SIN|IND|NOM//advmod//28 möjligt//JJ|POS|NEU|SIN|IND|NOM//obj//25 som//HP|-|-|-//nsubj//32 annars//AB//advmod//32 vore//VB|KON|PRT|AKT//cop//32 omöjligt//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//28 .//MAD//punct//1
6.3 Komprimering;Ett//DT|NEU|SIN|IND//det//1 exempel//NN|NEU|SIN|IND|NOM//nsubj//27 på//PP//case//3 det//DT|NEU|SIN|DEF//det//4 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//1 är//VB|PRS|AKT//cop//1 att//IE//mark//7 utnyttja//VB|INF|AKT//csubj//1 en//DT|UTR|SIN|IND//det//10 existerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 kanal//NN|UTR|SIN|IND|NOM//obj//7 som//HP|-|-|-//nsubj//12 har//VB|PRS|AKT//acl:relcl//10 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//14 bandbredd//NN|UTR|SIN|IND|NOM//obj//12 än//KN//case//17 de//DT|UTR/NEU|PLU|DEF//det//17 data//NN|NEU|PLU|IND|NOM//obl//12 man//PN|UTR|SIN|IND|SUB//nsubj//19 önskar//VB|PRS|AKT//acl:relcl//17 överföra//VB|INF|AKT//xcomp//19 .//MAD//punct//1
6.3 Komprimering;Ett//DT|NEU|SIN|IND//det//24 annat//JJ|POS|NEU|SIN|IND|NOM//amod//24 exempel//NN|NEU|SIN|IND|NOM//nsubj//27 är//VB|PRS|AKT//cop//27 ett//DT|NEU|SIN|IND//det//27 lagringsmedium//NN|NEU|SIN|IND|NOM//ROOT//27 som//HP|-|-|-//nsubj//29 har//VB|PRS|AKT//acl:relcl//27 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 kapacitet//NN|UTR|SIN|IND|NOM//obj//29 än//KN//mark//35 den//DT|UTR|SIN|DEF//det//34 mängd//NN|UTR|SIN|IND|NOM//nmod//35 data//NN|NEU|PLU|IND|NOM//obl//29 man//PN|UTR|SIN|IND|SUB//nsubj//37 önskar//VB|PRS|AKT//acl:relcl//35 lagra//VB|INF|AKT//xcomp//37 .//MAD//punct//27
6.3 Komprimering;Utifrån//PP//case//3 ett//DT|NEU|SIN|IND//det//3 långsiktigt//JJ|POS|NEU|SIN|IND|NOM//amod//3 perspektiv//NN|NEU|SIN|IND|NOM//obl//5 är//VB|PRS|AKT//cop//5 komprimering//NN|UTR|SIN|IND|NOM//ROOT//5 inte//AB//advmod//7 önskvärd//JJ|POS|UTR|SIN|IND|NOM//nsubj//5 .//MAD//punct//5
6.3 Komprimering;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//10 komplicerar//VB|PRS|AKT//parataxis//5 bevarandeprocessen//NN|UTR|SIN|DEF|NOM//obj//10 och//KN//cc//13 tar//VB|PRS|AKT//conj//10 ofta//AB|POS//advmod//13 bort//PL//compound:prt//13 unik//JJ|POS|UTR|SIN|IND|NOM//amod//17 information//NN|UTR|SIN|IND|NOM//obj//13 .//MAD//punct//10
6.3 Komprimering;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 finns//VB|PRS|SFO//conj//10 emellertid//AB//advmod//20 milda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 former//NN|UTR|PLU|IND|NOM//nsubj//20 av//PP//case//25 komprimering//NN|UTR|SIN|IND|NOM//nmod//23 som//HP|-|-|-//nsubj//28 är//VB|PRS|AKT//cop//28 icke-destruktiv//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//25 och//KN//cc//30 tillåter//VB|PRS|AKT//conj//28 total//JJ|POS|UTR|SIN|IND|NOM//amod//32 rekonstruktion//NN|UTR|SIN|IND|NOM//obj//30 av//PP//case//34 ursprungsdata//NN|NEU|PLU|IND|NOM//obl//30 .//MAD//punct//20
6.3 Komprimering;Tyvärr//AB//advmod//37 reducerar//VB|PRS|AKT//parataxis//5 dessa//DT|UTR/NEU|PLU|DEF//det//39 metoder//NN|UTR|PLU|IND|NOM//nsubj//37 datamängden//NN|UTR|SIN|DEF|NOM//obj//37 bara//AB//advmod//42 obetydligt//AB|POS//advmod//37 ,//MID//punct//37 samtidigt//AB//mark//47 som//HA//fixed//44 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//47 utgör//VB|PRS|AKT//advcl//37 en//DT|UTR|SIN|IND//det//49 komplikationsfaktor//NN|UTR|SIN|IND|NOM//obj//47 .//MAD//punct//37
6.3 Komprimering;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//52 innebär//VB|PRS|AKT//parataxis//37 att//SN//mark//59 de//DT|UTR/NEU|PLU|DEF//det//56 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 utrymmesbesparingar//NN|UTR|PLU|IND|NOM//nsubj//59 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//58 erbjuder//VB|PRS|AKT//acl:relcl//56 sker//VB|PRS|AKT//ccomp//52 till//PP//case//61 priset//NN|NEU|SIN|DEF|NOM//obl//59 av//PP//case//64 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//64 komplexitet//NN|UTR|SIN|IND|NOM//nmod//61 och//KN//cc//72 att//SN//mark//72 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//72 i//PP//case//69 slutänden//NN|UTR|SIN|DEF|NOM//obl//70 troligen//AB//advmod//72 inte//AB//advmod//72 visar//VB|PRS|AKT//conj//52 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//72 vara//VB|INF|AKT//cop//76 värda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 besväret//NN|NEU|SIN|DEF|NOM//xcomp//72 .//MAD//punct//37
6.3 Komprimering;Med//PP//case//4 de//DT|UTR/NEU|PLU|DEF//det//3 enorma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 mängder//NN|UTR|PLU|IND|NOM//nmod//4 material//NN|NEU|PLU|IND|NOM//obl//8 som//HP|-|-|-//nsubj//7 SLBA//PM|NOM//advmod//7 hanterar//VB|PRS|AKT//acl:relcl//4 kommer//VB|PRS|AKT//ROOT//8 komprimering//NN|UTR|SIN|IND|NOM//obj//8 av//PP//case//11 video//NN|UTR|SIN|IND|NOM//nmod//9 att//IE//mark//14 vara//VB|INF|AKT//cop//14 motiverad//PC|PRF|UTR|SIN|IND|NOM//advcl//8 under//PP//case//18 åtminstone//AB//advmod//18 ett//DT|NEU|SIN|IND//det//18 decennium//NN|NEU|SIN|IND|NOM//obl//14 framåt//AB//advmod//14 .//MAD//punct//8
6.3 Komprimering;Dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//22 komprimeringsalgoritmer//NN|UTR|PLU|IND|NOM//nsubj//23 tillåter//VB|PRS|AKT//parataxis//8 en//DT|UTR|SIN|IND//det//25 bitreduktion//NN|UTR|SIN|IND|NOM//obj//23 på//PP//case//30 upp//AB//advmod//29 till//PP//fixed//27 10//RG|NOM//nummod//30 gånger//NN|UTR|PLU|IND|NOM//obl//23 utan//KN//case//34 märkbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//33 subjektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 kvalitetsförluster//NN|UTR|PLU|IND|NOM//obl//23 .//MID//punct//23
6.3 Komprimering;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//37 betyder//VB|PRS|AKT//parataxis//23 naturligtvis//AB//advmod//37 en//DT|UTR|SIN|IND//det//41 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//41 minskning//NN|UTR|SIN|IND|NOM//obj//37 av//PP//case//43 lagringskostnaderna//NN|UTR|PLU|DEF|NOM//nmod//41 (//PAD//punct//37 systemkostnadsbesparingar//NN|UTR|PLU|IND|NOM//parataxis//37 ej//AB//advmod//47 inräknade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//45 )//PAD//punct//37 .//MAD//punct//37
6.3 Komprimering;Av//PP//case//1 förenklingsskäl//NN|NEU|PLU|IND|NOM//obl//2 rekommenderar//VB|PRS|AKT//ROOT//2 SLBA//PM|NOM//nsubj//2 emellertid//AB//advmod//2 att//SN//mark//8 ljud//NN|NEU|PLU|IND|NOM//nsubj:pass//8 inte//AB//advmod//8 komprimeras//VB|PRS|SFO//ccomp//2 .//MAD//punct//2
6.3 Komprimering;De//DT|UTR/NEU|PLU|DEF//det//12 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 vinsterna//NN|UTR|PLU|DEF|NOM//nsubj//15 är//VB|PRS|AKT//cop//15 alltför//AB//advmod//15 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//2 för//PP//mark//18 att//IE//mark//18 motivera//VB|INF|AKT//advcl//15 att//SN//mark//21 man//PN|UTR|SIN|IND|SUB//nsubj//21 gör//VB|PRS|AKT//ccomp//18 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//21 av//PL//compound:prt//21 med//PP//case//26 unik//JJ|POS|UTR|SIN|IND|NOM//amod//26 information//NN|UTR|SIN|IND|NOM//obl//21 ,//MID//punct//21 och//KN//cc//31 icke-destruktiv//JJ|POS|UTR|SIN|IND|NOM//amod//30 komprimering//NN|UTR|SIN|IND|NOM//nsubj//31 ger//VB|PRS|AKT//conj//21 inte//AB//advmod//31 mer//AB|KOM//advmod//35 än//KN//fixed//33 10//RG|NOM//nummod//36 %//NN|AN//obj//31 ://MID//punct//36
6.3 Komprimering;s//NN|NEU|SIN|IND|GEN//nummod//39 besparing//NN|UTR|SIN|IND|NOM//appos//36 vid//PP//case//41 datalagring//NN|UTR|SIN|IND|NOM//nmod//39 .//MID//punct//15
6.3 Komprimering;MPEG-ljud//NN|NEU|PLU|IND|NOM//nsubj//47 kommer//VB|PRS|AKT//aux//47 fortfarande//AB//advmod//47 att//IE//mark//47 finnas//VB|INF|SFO//parataxis//15 som//KN//case//51 en//DT|UTR|SIN|IND//det//51 rekommenderat//PC|PRF|NEU|SIN|IND|NOM//amod//51 alternativ//NN|NEU|SIN|IND|NOM//obl//47 eftersom//SN//mark//56 SLBAs//PM|GEN//amod//54 kunder//NN|UTR|PLU|IND|NOM//nsubj//56 ofta//AB|POS//advmod//56 levererar//VB|PRS|AKT//advcl//47 filer//NN|UTR|PLU|IND|NOM//obj//56 i//PP//case//59 MPEG-format//NN|NEU|SIN|DEF|NOM//obl//56 och//KN//cc//63 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//63 vore//VB|KON|PRT|AKT//cop//63 meningslöst//JJ|POS|NEU|SIN|IND|NOM//conj//47 att//IE//mark//65 transkodera//VB|INF|AKT//csubj//63 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//obj//65 till//PP//case//70 ett//DT|NEU|SIN|IND//det//70 okomprimerat//JJ|POS|NEU|SIN|IND|NOM//amod//70 format//NN|NEU|SIN|IND|NOM//obl//65 .//MAD//punct//2
6.3 Komprimering;Ljudfiler//NN|UTR|PLU|IND|NOM//nsubj//9 som//HP|-|-|-//nsubj//2 SLBA//PM|NOM//acl:relcl//0 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 producerar//VB|PRS|AKT//obj//2 skall//VB|PRS|AKT//aux//9 dock//AB//advmod//9 inte//AB//advmod//9 vara//VB|INF|AKT//cop//9 komprimerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//9 .//MAD//punct//9
6.3 Komprimering;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//2 bör//VB|PRS|AKT//aux//2 noteras//VB|INF|SFO//ROOT//2 att//SN//mark//10 när//HA//mark//10 en//DT|UTR|SIN|IND//det//9 lågkvalitativ//JJ|POS|UTR|SIN|IND|NOM//amod//9 ,//MID//punct//6 brusig//JJ|POS|UTR|SIN|IND|NOM//amod//9 input-signal//NN|UTR|SIN|IND|NOM//nsubj:pass//10 komprimeras//VB|INF|SFO//ccomp//2 ,//MID//punct//10 så//KN//advmod//13 reduceras//VB|PRS|SFO//conj//10 kodningseffektiviteten//NN|UTR|SIN|DEF|NOM//nsubj:pass//13 på//PP//mark//22 grund//NN|UTR|SIN|IND|NOM//fixed//15 av//PP//fixed//15 att//SN//mark//22 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 mängder//NN|UTR|PLU|IND|NOM//nmod//21 bitar//NN|UTR|PLU|IND|NOM//nsubj:pass//22 ödslas//VB|INF|SFO//advcl//13 på//PP//case//24 brus//NN|NEU|SIN|IND|NOM//obl//22 .//MAD//punct//2
6.3 Komprimering;En//DT|UTR|SIN|IND//det//28 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//28 programkälla//NN|UTR|SIN|IND|NOM//nsubj//29 kräver//VB|PRS|AKT//parataxis//2 vanligtvis//AB//advmod//29 en//DT|UTR|SIN|IND//det//33 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 bithastighet//NN|UTR|SIN|IND|NOM//obj//29 om//SN//mark//37 man//PN|UTR|SIN|IND|SUB//nsubj//37 vill//VB|PRS|AKT//aux//37 uppnå//VB|INF|AKT//acl//33 samma//DT|UTR/NEU|SIN/PLU|IND//det//39 slutresultat//NN|NEU|SIN|IND|NOM//obj//37 som//KN//mark//43 med//PP//case//43 en//DT|UTR|SIN|IND//det//43 input-signal//NN|UTR|SIN|IND|NOM//acl//39 av//PP//case//46 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 kvalitet//NN|UTR|SIN|IND|NOM//nmod//43 .//MAD//punct//29
6.3 Komprimering;Bortsett//PC|PRF|NEU|SIN|IND|NOM//mark//55 från//PP//case//50 brusreducering//NN|UTR|SIN|IND|NOM//fixed//48 är//VB|PRS|AKT//cop//55 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//55 dock//AB//advmod//55 inte//AB//advmod//55 möjligt//JJ|POS|NEU|SIN|IND|NOM//conj//29 att//IE//mark//57 förbättra//VB|INF|AKT//csubj//55 bild-//NN|UTR|-|-|SMS//obj//57 och//KN//cc//60 ljudkvaliteten//NN|UTR|SIN|DEF|NOM//conj//58 utöver//PP//case//62 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//60 som//HP|-|-|-//nsubj//64 finns//VB|PRS|SFO//acl:relcl//62 i//PP//case//66 originalmaterialet//NN|NEU|SIN|DEF|NOM//obl//64 .//MAD//punct//2


7.1 Behovet av standarder;Begreppen//NN|NEU|PLU|DEF|NOM//amod//1 standard//NN|UTR|SIN|IND|NOM//nsubj:pass//4 och//KN//cc//3 format//NN|NEU|SIN|IND|NOM//conj//1 används//VB|PRS|SFO//ROOT//4 ibland//AB//advmod//4 på//PP//case//9 ett//DT|NEU|SIN|IND//det//9 utbytbart//JJ|POS|NEU|SIN|IND|NOM//amod//9 sätt//NN|NEU|SIN|IND|NOM//obl//4 ,//MID//punct//4 trots//PP//mark//14 att//SN//fixed//11 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//14 betyder//VB|PRS|AKT//advcl//4 två//RG|NOM//nummod//18 helt//AB|POS//advmod//17 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 saker//NN|UTR|PLU|IND|NOM//obj//14 .//MAD//punct//4
7.1 Behovet av standarder;Ett//DT|NEU|SIN|IND//det//21 format//NN|NEU|SIN|IND|NOM//nsubj//24 är//VB|PRS|AKT//cop//24 en//DT|UTR|SIN|IND//det//24 struktur//NN|UTR|SIN|IND|NOM//nsubj//121 ,//MID//punct//24 ett//DT|NEU|SIN|IND//det//27 mönster//NN|NEU|SIN|IND|NOM//conj//24 eller//KN//cc//30 ett//DT|NEU|SIN|IND//det//30 sätt//NN|NEU|SIN|IND|NOM//conj//24 att//IE//mark//32 organisera//VB|INF|AKT//acl//30 någonting//PN|NEU|SIN|IND|SUB/OBJ//obj//32 som//HP|-|-|-//nsubj:pass//36 kan//VB|PRS|AKT//aux//36 utarbetas//VB|INF|SFO//acl:relcl//33 av//PP//case//39 egentligen//AB//advmod//39 vem//HP|UTR|SIN|IND//obl:agent//36 som//KN//fixed//39 helst//AB|SUV//fixed//39 .//MAD//punct//24
7.1 Behovet av standarder;Ett//DT|NEU|SIN|IND//det//44 format//NN|NEU|SIN|IND|NOM//nsubj//47 kan//VB|PRS|AKT//aux//47 eventuellt//AB|POS//advmod//47 bli//VB|INF|AKT//parataxis//24 en//DT|UTR|SIN|IND//det//49 standard//NN|UTR|SIN|IND|NOM//xcomp//47 .//MAD//punct//24
7.1 Behovet av standarder;En//DT|UTR|SIN|IND//det//52 standard//NN|UTR|SIN|IND|NOM//nsubj//54 är//VB|PRS|AKT//cop//54 avsedd//PC|PRF|UTR|SIN|IND|NOM//conj//24 att//IE//mark//56 fungera//VB|INF|AKT//advcl//54 som//KN//case//59 en//DT|UTR|SIN|IND//det//59 modell//NN|UTR|SIN|IND|NOM//obl//56 och//KN//cc//62 en//DT|UTR|SIN|IND//det//62 norm//NN|UTR|SIN|IND|NOM//conj//56 som//HP|-|-|-//nsubj:pass//65 måste//VB|PRS|AKT//aux//65 accepteras//VB|INF|SFO//acl:relcl//62 av//PP//case//67 instanser//NN|UTR|PLU|IND|NOM//obl:agent//65 som//KN//nsubj//71 t.ex.//AB|AN//advmod//71 de//DT|UTR/NEU|PLU|DEF//det//71 organisationer//NN|UTR|PLU|IND|NOM//appos//67 som//HP|-|-|-//nsubj:pass//73 listas//VB|PRS|SFO//acl:relcl//71 här//AB//advmod//73 nedan//AB//advmod//73 .//MID//punct//24
