Statens Institut för Kommunikationsanalys;Analyser//NN|UTR|PLU|IND|NOM//ROOT//0 för//PP//case//2 Järnvägsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
5 Möjligheter att driva kommersiell järnvägstrafik i framtiden;Även//AB//mark//86 om//SN//fixed//75 det//DT|NEU|SIN|DEF//det//79 långväga//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//79 resandet//NN|NEU|SIN|DEF|NOM//nsubj//86 år//NN|NEU|SIN|IND|NOM//nmod//81 2010//RG|NOM//nmod//79 skulle//VB|PRT|AKT//aux//86 vara//VB|INF|AKT//cop//86 10//RG|NOM//nummod//85 procent//NN|UTR|PLU|IND|NOM//obl//86 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//92 än//KN//case//89 i//PP//case//89 basscenariot//NN|NEU|SIN|DEF|NOM//obl//86 är//VB|PRS|AKT//cop//92 bilden//NN|UTR|SIN|DEF|NOM//nsubj//92 densamma//PN|UTR|SIN|DEF|SUB/OBJ//parataxis//1 .//MAD//punct//1
5 Möjligheter att driva kommersiell järnvägstrafik i framtiden;Känslighetsanalyserna//NN|UTR|PLU|DEF|NOM//nsubj//1 pekar//VB|PRS|AKT//ROOT//1 på//PP//mark//8 att//SN//mark//8 den//DT|UTR|SIN|DEF//det//6 företagsekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 lönsamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//8 kan//VB|PRS|AKT//aux//8 förbättras//VB|INF|SFO//ccomp//1 genom//PP//mark//12 att//SN//mark//12 biljettpriserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//12 höjs//VB|PRS|SFO//advcl//8 ,//MID//punct//16 men//KN//cc//16 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//16 får//VB|PRS|AKT//conj//1 återverkningar//NN|UTR|PLU|IND|NOM//obj//16 i//PP//case//22 form//NN|UTR|SIN|IND|NOM//fixed//18 av//PP//fixed//18 minskat//PC|PRF|NEU|SIN|IND|NOM//amod//22 resande//NN|NEU|SIN|IND|NOM//obl//16 (//PAD//punct//16 och//KN//cc//26 därmed//AB//advmod//26 förluster//NN|UTR|PLU|IND|NOM//conj//16 för//PP//case//28 trafikanterna//NN|UTR|PLU|DEF|NOM//nmod//26 )//PAD//punct//26 .//MAD//punct//31
5 Möjligheter att driva kommersiell järnvägstrafik i framtiden;Kostnadssänkningar//NN|UTR|PLU|IND|NOM//nsubj//40 ,//MID//punct//31 t.ex.//AB|AN//advmod//35 genom//PP//case//35 byten//NN|NEU|PLU|IND|NOM//appos//31 till//PP//case//38 billigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//38 tåg//NN|NEU|SIN|IND|NOM//nmod//35 ,//MID//punct//31 förbättrar//VB|PRS|AKT//conj//1 naturligtvis//AB//advmod//40 också//AB//advmod//40 lönsamheten//NN|UTR|SIN|DEF|NOM//obj//40 .//MAD//punct//1
5 Möjligheter att driva kommersiell järnvägstrafik i framtiden;Analyser//NN|UTR|PLU|IND|NOM//nsubj:pass//3 har//VB|PRS|AKT//aux//3 också//AB//advmod//3 gjorts//VB|SUP|SFO//ROOT//3 av//PP//mark//6 hur//HA//advmod//6 lönsamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//23 på//PP//case//12 de//DT|UTR/NEU|PLU|DEF//det//12 i//PP//case//10 basalternativet//NN|NEU|SIN|DEF|NOM//obl//11 lönsamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 stråken//NN|NEU|PLU|DEF|NOM//nmod//6 ,//MID//punct//15 Västra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 Stambanan//NN|UTR|SIN|DEF|NOM//conj//12 ,//MID//punct//18 Södra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//18 Stambanan//NN|UTR|SIN|DEF|NOM//conj//12 och//KN//cc//20 Ostkustbanan//PM|NOM//conj//12 ,//MID//punct//23 skulle//VB|PRT|AKT//aux//23 förändras//VB|INF|SFO//advcl//3 om//PP//case//25 trafikeringen//NN|UTR|SIN|DEF|NOM//obl//23 på//PP//case//29 de//DT|UTR/NEU|PLU|DEF//det//29 olönsamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 stråken//NN|NEU|PLU|DEF|NOM//nmod//25 halveras//VB|PRS|SFO//advcl//23 .//MID//punct//3
5 Möjligheter att driva kommersiell järnvägstrafik i framtiden;Resultaten//NN|NEU|PLU|DEF|NOM//nsubj//33 visar//VB|PRS|AKT//parataxis//3 att//SN//mark//41 de//DT|UTR/NEU|PLU|DEF//det//37 lönsamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 stråken//NN|NEU|PLU|DEF|NOM//nsubj:pass//41 sannolikt//AB|POS//advmod//41 inte//AB//advmod//41 skulle//VB|PRT|AKT//aux//41 påverkas//VB|INF|SFO//ccomp//33 så//AB//advmod//43 dramatiskt//AB|POS//advmod//41 ,//MID//punct//43 samtidigt//AB//advmod//47 som//HA//case//47 resultatet//NN|NEU|SIN|DEF|NOM//nsubj:pass//53 för//PP//case//51 de//DT|UTR/NEU|PLU|DEF//det//51 olönsamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 stråken//NN|NEU|PLU|DEF|NOM//nmod//47 skulle//VB|PRT|AKT//aux//53 förbättras//VB|INF|SFO//advcl//41 .//MAD//punct//33
5 Möjligheter att driva kommersiell järnvägstrafik i framtiden;De//DT|UTR/NEU|PLU|DEF//det//57 samhällsekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 effekterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//64 av//PP//case//61 en//DT|UTR|SIN|IND//det//61 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//61 åtgärd//NN|UTR|SIN|IND|NOM//nmod//57 har//VB|PRS|AKT//aux//64 inte//AB//advmod//64 analyserats//VB|SUP|SFO//ccomp//33 här//AB//advmod//64 men//KN//cc//68 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//68 påverkas//VB|PRS|SFO//conj//64 troligen//AB//advmod//68 i//PP//case//72 hög//JJ|POS|UTR|SIN|IND|NOM//amod//72 grad//NN|UTR|SIN|IND|NOM//obl//68 av//PP//mark//79 hur//HA//advmod//79 åtgärden//NN|UTR|SIN|DEF|NOM//nsubj:pass//79 i//PP//advmod//79 så//AB//amod//78 fall//NN|NEU|SIN|IND|NOM//fixed//76 genomförs//VB|PRS|SFO//acl//72 ,//MID//punct//79 t.ex.//AB|AN//advmod//84 om//SN//fixed//81 trafiken//NN|UTR|SIN|DEF|NOM//nsubj:pass//84 läggs//VB|PRS|SFO//advcl//68 ner//PL//compound:prt//84 eller//KN//cc//87 ersätts//VB|PRS|SFO//conj//84 med//PP//case//89 bussar//NN|UTR|PLU|IND|NOM//obl//87 .//MAD//punct//33

6 Slutsatser;6.1//RG|NOM//nmod//2 Järnvägstrafikens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 lönsamhet//NN|UTR|SIN|IND|NOM//ROOT//2
6 Slutsatser;De//DT|UTR/NEU|PLU|DEF//det//1 analyser//NN|UTR|PLU|IND|NOM//nsubj//11 som//HP|-|-|-//obj//5 SIKA//PM|NOM//nsubj//5 har//VB|PRS|AKT//aux//5 genomfört//VB|SUP|AKT//acl:relcl//1 i//PP//case//9 samarbete//NN|NEU|SIN|IND|NOM//fixed//6 med//PP//fixed//6 Järnvägsutredningen//NN|UTR|SIN|DEF|NOM//obl//5 har//VB|PRS|AKT//aux//11 bekräftat//VB|SUP|AKT//ROOT//11 bilden//NN|UTR|SIN|DEF|NOM//obj//11 av//PP//mark//19 att//SN//mark//19 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//16 persontrafik//NN|UTR|SIN|IND|NOM//nsubj:pass//19 på//PP//case//18 järnväg//NN|UTR|SIN|IND|NOM//nmod//16 drivs//VB|PRS|SFO//acl//12 med//PP//case//23 mycket//AB|POS//advmod//22 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 underskott//NN|NEU|PLU|IND|NOM//obl//19 .//MAD//punct//11
6 Slutsatser;De//DT|UTR/NEU|PLU|DEF//det//26 prognoser//NN|UTR|PLU|IND|NOM//nsubj//32 vi//PN|UTR|PLU|DEF|SUB//nsubj//29 har//VB|PRS|AKT//aux//29 gjort//VB|SUP|AKT//acl:relcl//26 för//PP//case//31 2010//RG|NOM//obl//29 visar//VB|PRS|AKT//parataxis//11 dock//AB//advmod//32 att//SN//mark//45 de//DT|UTR/NEU|PLU|DEF//det//37 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 förutsättningarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//45 för//PP//case//39 persontrafiken//NN|UTR|SIN|DEF|NOM//nmod//37 på//PP//case//41 järnväg//NN|UTR|SIN|IND|NOM//nmod//39 kan//VB|PRS|AKT//aux//45 komma//VB|INF|AKT//aux//45 att//IE//mark//45 förbättras//VB|INF|SFO//ccomp//32 märkbart//AB|POS//advmod//45 .//MID//punct//11
6 Slutsatser;De//DT|UTR/NEU|PLU|DEF//det//49 stråk//NN|NEU|PLU|IND|NOM//nsubj//57 som//HP|-|-|-//nsubj:pass//51 beräknas//VB|PRS|SFO//acl:relcl//49 uppvisa//VB|INF|AKT//xcomp//51 lönsamhet//NN|UTR|SIN|IND|NOM//obj//52 i//PP//case//56 prognosåret//NN|NEU|SIN|DEF|NOM//nmod//56 2010//RG|NOM//obl//52 står//VB|PRS|AKT//parataxis//11 således//AB//advmod//57 för//PP//case//61 två//RG|NOM//nummod//61 tredjedelar//NN|UTR|PLU|IND|NOM//obl//57 av//PP//case//63 trafiken//NN|UTR|SIN|DEF|NOM//nmod//61 mätt//PC|PRF|NEU|SIN|IND|NOM//xcomp//57 i//PP//case//66 passagerarkilometer//NN|UTR|PLU|IND|NOM//obl//64 .//MAD//punct//11
6 Slutsatser;Resultaten//NN|NEU|PLU|DEF|NOM//nsubj//69 tyder//VB|PRS|AKT//parataxis//11 samtidigt//AB//advmod//69 på//PP//mark//79 att//SN//mark//79 den//DT|UTR|SIN|DEF//det//75 dåliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//75 lönsamheten//NN|UTR|SIN|DEF|NOM//nsubj//79 kommer//VB|PRS|AKT//aux//79 att//IE//mark//79 vara//VB|INF|AKT//cop//79 bestående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//69 i//PP//case//82 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//82 delar//NN|UTR|PLU|IND|NOM//obl//79 av//PP//case//84 järnvägsnätet//NN|NEU|SIN|DEF|NOM//nmod//82 ,//MID//punct//89 trots//PP//mark//89 att//SN//mark//89 framskrivningarna//NN|UTR|PLU|DEF|NOM//nsubj//89 innebär//VB|PRS|AKT//advcl//69 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//91 resandeökningar//NN|UTR|PLU|IND|NOM//obj//89 och//KN//cc//97 att//SN//mark//97 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//97 per//PP//case//96 passagerarkilometer//NN|UTR|PLU|IND|NOM//nmod//94 sjunker//VB|PRS|AKT//conj//89 .//MAD//punct//69
6 Slutsatser;Priserna//NN|NEU|PLU|DEF|NOM//nsubj//4 för//PP//case//2 järnvägstransporter//NN|UTR|PLU|IND|NOM//nmod//0 har//VB|PRS|AKT//aux//4 stigit//VB|SUP|AKT//ROOT//4 realt//AB|POS//advmod//4 under//PP//case//9 en//DT|UTR|SIN|IND//det//9 lång//JJ|POS|UTR|SIN|IND|NOM//amod//9 tid//NN|UTR|SIN|IND|NOM//obl//4 .//MAD//punct//4
6 Slutsatser;Våra//PS|UTR/NEU|PLU|DEF//nmod:poss//12 analyser//NN|UTR|PLU|IND|NOM//nsubj//13 visar//VB|PRS|AKT//parataxis//4 att//SN//mark//18 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 prisökningar//NN|UTR|PLU|IND|NOM//nsubj//18 är//VB|PRS|AKT//cop//18 sannolika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//13 ,//MID//punct//22 eftersom//SN//mark//22 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//22 verkar//VB|PRS|AKT//advcl//18 kunna//VB|INF|AKT//aux//24 förbättra//VB|INF|AKT//xcomp//22 det//DT|NEU|SIN|DEF//det//27 företagsekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//27 utfallet//NN|NEU|SIN|DEF|NOM//obj//24 .//MAD//punct//4
6 Slutsatser;Prishöjningar//NN|UTR|PLU|IND|NOM//nsubj//32 är//VB|PRS|AKT//cop//32 mest//AB|SUV//advmod//32 sannolika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//4 där//HA//advmod//32 nyinvesteringar//NN|UTR|PLU|IND|NOM//nsubj:pass//35 genomförs//VB|PRS|SFO//conj//32 och//KN//cc//37 leder//VB|PRS|AKT//conj//35 till//PP//mark//42 att//SN//mark//42 järnvägens//NN|UTR|SIN|DEF|GEN//nmod:poss//41 konkurrenskraft//NN|UTR|SIN|IND|NOM//nsubj:pass//42 förbättras//VB|INF|SFO//advcl//37 .//MAD//punct//4
6 Slutsatser;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//49 skulle//VB|PRT|AKT//aux//49 i//PP//advmod//49 så//AB//amod//48 fall//NN|NEU|SIN|IND|NOM//obl//49 innebära//VB|INF|AKT//parataxis//4 att//SN//mark//54 en//DT|UTR|SIN|IND//det//54 inte//AB//advmod//53 oväsentlig//JJ|POS|UTR|SIN|IND|NOM//amod//54 del//NN|UTR|SIN|IND|NOM//nsubj//60 av//PP//case//56 nyttan//NN|UTR|SIN|DEF|NOM//nmod//54 av//PP//case//59 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 järnvägar//NN|UTR|PLU|IND|NOM//nmod//56 uppkommer//VB|PRS|AKT//advcl//49 i//PP//case//65 form//NN|UTR|SIN|IND|NOM//fixed//61 av//PP//fixed//61 minskade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//65 förluster//NN|UTR|PLU|IND|NOM//obl//60 för//PP//case//67 operatörerna//NN|UTR|PLU|DEF|NOM//nmod//65 och//KN//cc//74 inte//AB//advmod//74 enbart//AB//advmod//74 i//PP//case//74 form//NN|UTR|SIN|IND|NOM//fixed//71 av//PP//fixed//71 standardvinster//NN|UTR|PLU|IND|NOM//conj//67 för//PP//case//76 trafikanterna//NN|UTR|PLU|DEF|NOM//nmod//74 .//MAD//punct//4
6 Slutsatser;Denna//DT|UTR|SIN|DEF//det//79 slutsats//NN|UTR|SIN|IND|NOM//nsubj//80 gäller//VB|PRS|AKT//parataxis//4 oavsett//AB|POS//advmod//80 om//SN//mark//84 trafiken//NN|UTR|SIN|DEF|NOM//nsubj:pass//84 drivs//VB|PRS|SFO//advcl//80 av//PP//case//88 ett//DT|NEU|SIN|IND//det//87 sammanhållet//PC|PRF|NEU|SIN|IND|NOM//nmod//88 SJ//PM|NOM//obl:agent//84 eller//KN//cc//92 av//PP//case//92 konkurrerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//92 operatörer//NN|UTR|PLU|IND|NOM//conj//88 .//MAD//punct//4
6 Slutsatser;Analyserna//NN|UTR|PLU|DEF|NOM//nsubj//1 tyder//VB|PRS|AKT//ROOT//1 också//AB//advmod//1 på//PP//mark//9 att//SN//mark//9 den//DT|UTR|SIN|DEF//det//7 företagsekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//7 lönsamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//9 kan//VB|PRS|AKT//aux//9 förbättras//VB|INF|SFO//advcl//1 om//SN//case//11 trafikeringen//NN|UTR|SIN|DEF|NOM//obl//9 på//PP//case//14 en//DT|UTR|SIN|IND//det//14 del//NN|UTR|SIN|IND|NOM//nmod//11 av//PP//case//17 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//17 järnvägslinjer//NN|UTR|PLU|IND|NOM//nmod//14 minskas//VB|PRS|SFO//conj//1 .//MAD//punct//1
6 Slutsatser;Denna//DT|UTR|SIN|DEF//det//21 slutsats//NN|UTR|SIN|IND|NOM//nsubj//22 gäller//VB|PRS|AKT//parataxis//1 med//PP//case//25 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 organisationsform//NN|UTR|SIN|IND|NOM//obl//22 och//KN//cc//31 troligen//AB//advmod//31 i//PP//case//31 ännu//AB//advmod//30 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 grad//NN|UTR|SIN|IND|NOM//conj//25 i//PP//case//34 ett//DT|NEU|SIN|IND//det//34 system//NN|NEU|SIN|IND|NOM//obl//22 med//PP//case//38 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 konkurrerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//38 järnvägsoperatörer//NN|UTR|PLU|IND|NOM//nmod//34 .//MAD//punct//1
6 Slutsatser;Effekterna//NN|UTR|PLU|DEF|NOM//nsubj//10 av//PP//mark//3 att//IE//mark//3 övergå//VB|INF|AKT//acl//0 till//PP//case//7 någon//DT|UTR|SIN|IND//det//7 annan//JJ|POS|UTR|SIN|IND|NOM//amod//7 organisationsform//NN|UTR|SIN|IND|NOM//obl//3 är//VB|PRS|AKT//cop//10 naturligtvis//AB//advmod//10 svårbedömda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//10 .//MAD//punct//10
6 Slutsatser;Förändringar//NN|UTR|PLU|IND|NOM//nsubj//14 kan//VB|PRS|AKT//aux//14 leda//VB|INF|AKT//parataxis//10 till//PP//mark//19 att//SN//mark//19 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 trafikupplägg//NN|NEU|PLU|IND|NOM//nsubj:pass//19 prövas//VB|PRS|SFO//advcl//14 ,//MID//punct//19 att//SN//mark//23 taxor//NN|UTR|PLU|IND|NOM//nsubj:pass//23 differentieras//VB|PRS|SFO//ccomp//19 ännu//AB//advmod//25 mer//AB|KOM//advmod//23 efter//PP//case//28 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 kundgrupper//NN|UTR|PLU|IND|NOM//obl//23 och//KN//cc//33 att//SN//mark//33 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 tågkoncept//NN|NEU|PLU|IND|NOM//nsubj//33 uppstår//VB|PRS|AKT//conj//23 .//MID//punct//10
6 Slutsatser;Ett//DT|NEU|SIN|IND//det//37 ökat//PC|PRF|NEU|SIN|IND|NOM//amod//37 konkurrenstryck//NN|NEU|SIN|IND|NOM//nsubj//40 kan//VB|PRS|AKT//aux//40 dessutom//AB//advmod//40 leda//VB|INF|AKT//parataxis//10 till//PP//mark//44 att//SN//mark//44 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj:pass//44 reduceras//VB|PRS|SFO//advcl//40 ,//MID//punct//49 vilket//HP|NEU|SIN|IND//nsubj//49 märkbart//AB|POS//advmod//49 kan//VB|PRS|AKT//aux//49 påverka//VB|INF|AKT//conj//40 möjligheterna//NN|UTR|PLU|DEF|NOM//obj//49 att//IE//mark//52 driva//VB|INF|AKT//acl//50 lönsam//JJ|POS|UTR|SIN|IND|NOM//amod//54 järnvägstrafik//NN|UTR|SIN|IND|NOM//obj//52 .//MAD//punct//10
6 Slutsatser;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//59 har//VB|PRS|AKT//aux//59 inte//AB//advmod//59 legat//VB|SUP|AKT//conj//10 i//PP//case//61 SIKA//PM|NOM//obl//59 ://MID//punct//59 s//NN|AN//amod//64 uppdrag//NN|NEU|SIN|IND|NOM//parataxis//59 att//IE//mark//66 överväga//VB|INF|AKT//acl//64 dessa//DT|UTR/NEU|PLU|DEF//det//69 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//69 aspekter//NN|UTR|PLU|IND|NOM//obj//66 så//KN//advmod//72 vi//PN|UTR|PLU|DEF|SUB//nsubj//72 nöjer//VB|PRS|AKT//advcl//59 oss//PN|UTR|PLU|DEF|OBJ//obj//72 med//PP//mark//76 att//IE//mark//76 göra//VB|INF|AKT//advcl//72 några//DT|UTR/NEU|PLU|IND//det//80 mer//AB|KOM//advmod//79 generella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 kommentarer//NN|UTR|PLU|IND|NOM//obj//76 till//PP//case//82 resultaten//NN|NEU|PLU|DEF|NOM//obl//76 .//MAD//punct//59
6 Slutsatser;Analyserna//NN|UTR|PLU|DEF|NOM//nsubj//1 pekar//VB|PRS|AKT//ROOT//1 på//PP//case//7 att//SN//mark//4 Västra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//7 och//KN//cc//6 Södra//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//4 Stambanan//NN|UTR|SIN|DEF|NOM//obl//1 samt//KN//cc//11 Ostkustbanan//PM|NOM//nsubj:pass//11 kan//VB|PRS|AKT//aux//11 trafikeras//VB|INF|SFO//conj//1 med//PP//case//14 företagsekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//14 överskott//NN|NEU|SIN|IND|NOM//obl//11 i//PP//case//16 framtiden//NN|UTR|SIN|DEF|NOM//nmod//14 .//MAD//punct//1
6 Slutsatser;Flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//20 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 stråk//NN|NEU|PLU|IND|NOM//nsubj//21 visar//VB|PRS|AKT//conj//1 däremot//AB//advmod//21 så//AB//advmod//24 dålig//JJ|POS|UTR|SIN|IND|NOM//amod//25 lönsamhet//NN|UTR|SIN|IND|NOM//obj//21 att//SN//mark//30 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//30 skulle//VB|PRT|AKT//aux//30 kunna//VB|INF|AKT//aux//30 få//VB|INF|AKT//acl//25 kraftigt//AB|POS//advmod//32 minskad//PC|PRF|UTR|SIN|IND|NOM//amod//33 trafikering//NN|UTR|SIN|IND|NOM//obj//30 eller//KN//cc//36 helt//AB|POS//advmod//36 bli//VB|INF|AKT//conj//30 utan//PP//case//39 kommersiell//JJ|POS|UTR|SIN|IND|NOM//amod//39 persontrafik//NN|UTR|SIN|IND|NOM//obl//36 ,//MID//punct//36 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//44 på//PP//fixed//41 vilka//HD|UTR/NEU|PLU|IND//det//44 lönsamhetskrav//NN|NEU|PLU|IND|NOM//conj//30 som//HP|-|-|-//nsubj:pass//46 ställs//VB|PRS|SFO//acl:relcl//44 i//PP//case//50 en//DT|UTR|SIN|IND//det//50 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//50 organisationsmodell//NN|UTR|SIN|IND|NOM//obl//46 för//PP//case//52 järnvägen//NN|UTR|SIN|DEF|NOM//nmod//50 .//MAD//punct//1
6 Slutsatser;Möjligheten//NN|UTR|SIN|DEF|NOM//nsubj//59 att//IE//mark//56 trafikera//VB|INF|AKT//acl//54 dessa//DT|UTR/NEU|PLU|DEF//det//58 stråk//NN|NEU|PLU|IND|NOM//obj//56 beror//VB|PRS|AKT//parataxis//1 bland//PP//mark//66 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//60 på//PP//mark//66 hur//HA//advmod//66 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//66 kan//VB|PRS|AKT//aux//66 bidra//VB|INF|AKT//advcl//59 till//PP//case//68 vinster//NN|UTR|PLU|IND|NOM//obl//66 i//PP//case//72 ett//DT|NEU|SIN|IND//det//71 sammanhållet//PC|PRF|NEU|SIN|IND|NOM//nmod//72 nät//NN|NEU|SIN|IND|NOM//nmod//68 .//MID//punct//59
6 Slutsatser;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//75 belyses//VB|PRS|SFO//conj//59 inte//AB//advmod//75 i//PP//case//80 vår//NN|UTR|SIN|IND|NOM//fixed//77 av//PP//fixed//77 studie//NN|UTR|SIN|IND|NOM//obl//75 ,//MID//punct//89 men//KN//cc//89 de//DT|UTR/NEU|PLU|DEF//nsubj//89 till//PP//case//87 synes//NN|-|-|-|-//fixed//84 olönsamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//87 stråken//NN|UTR|SIN|DEF|NOM//obl//89 kan//VB|PRS|AKT//aux//89 fylla//VB|INF|AKT//conj//75 en//DT|UTR|SIN|IND//det//91 funktion//NN|UTR|SIN|IND|NOM//obj//89 genom//PP//mark//94 att//IE//mark//94 bidra//VB|INF|AKT//advcl//89 till//PP//case//96 lönsamheten//NN|UTR|SIN|DEF|NOM//obl//94 i//PP//case//100 ett//DT|NEU|SIN|IND//det//100 helt//JJ|POS|NEU|SIN|IND|NOM//amod//100 nät//NN|NEU|SIN|IND|NOM//obl//94 ,//MID//punct//106 även//AB//mark//106 om//SN//fixed//102 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//106 inte//AB//advmod//106 bär//VB|PRS|AKT//advcl//89 alla//DT|UTR/NEU|PLU|IND/DEF//det//110 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//110 fasta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//110 kostnader//NN|UTR|PLU|IND|NOM//obj//106 .//MAD//punct//75
6 Slutsatser;Den//DT|UTR|SIN|DEF//det//114 företagsekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//114 lönsamheten//NN|UTR|SIN|DEF|NOM//nsubj//115 förefaller//VB|PRS|AKT//parataxis//75 också//AB//advmod//115 som//HA//mark//118 nämnts//VB|SUP|SFO//advcl//115 kunna//VB|INF|AKT//aux//120 förbättras//VB|INF|SFO//advcl//115 i//PP//case//123 dessa//DT|UTR/NEU|PLU|DEF//det//123 stråk//NN|NEU|PLU|IND|NOM//obl//120 om//PP//case//125 trafikeringen//NN|UTR|SIN|DEF|NOM//nmod//123 minskas//VB|PRS|SFO//advcl//115 ,//MID//punct//75 för//PP//case//130 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//130 stråk//NN|NEU|PLU|IND|NOM//advmod//75 till//AB//advmod//130 och//KN//fixed//131 med//AB//fixed//131 så//AB//advmod//135 mycket//AB|POS//fixed//131 att//SN//mark//138 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//138 blir//VB|PRS|AKT//acl//130 svagt//AB|POS//advmod//140 lönsamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//138 .//MAD//punct//59
