IT i demokratins tjänst (1);Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 forskarvolym//NN|NEU|SIN|IND|NOM//amod//2 VII//RG|NOM//ROOT//2
En plats för kommers eller en plats för oss? IT i demokratiteoretiskt ljus;Om//SN//advmod//27 så//AB//fixed//27 är//VB|PRS|AKT//cop//27 ,//MID//punct//27 återstår//VB|PRS|AKT//parataxis//27 frågan//NN|UTR|SIN|DEF|NOM//nsubj//40 ”//PAD//punct//41 tele-vilken-slags-demokrati//NN|UTR|SIN|IND|NOM//nmod//41 ”//PAD//punct//27 ?//MID//punct//49
En plats för kommers eller en plats för oss? IT i demokratiteoretiskt ljus;Vilket//HD|NEU|SIN|IND//det//47 slags//NN|NEU|SIN|IND|GEN//nmod:poss//48 demokrati//NN|UTR|SIN|IND|NOM//obl//49 talar//VB|PRS|AKT//parataxis//27 vi//PN|UTR|PLU|DEF|SUB//nsubj//49 om//PP//compound:prt//49 ?//MID//punct//49
En plats för kommers eller en plats för oss? IT i demokratiteoretiskt ljus;Vi//PN|UTR|PLU|DEF|SUB//nsubj//54 använder//VB|PRS|AKT//parataxis//49 begreppet//NN|NEU|SIN|DEF|NOM//nmod//57 ”//PAD//punct//57 demokrati//NN|UTR|SIN|IND|NOM//obj//54 ”//PAD//punct//57 som//KN//mark//63 om//SN//fixed//59 vi//PN|UTR|PLU|DEF|SUB//nsubj//63 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//63 förstod//VB|PRT|AKT//ccomp//54 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//63 ,//MID//punct//63 som//KN//mark//69 om//SN//fixed//66 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//69 hade//VB|PRT|AKT//advcl//63 en//PN|UTR|SIN|IND|SUB/OBJ//obj//69 för//PP//case//72 oss//PN|UTR|PLU|DEF|OBJ//obl//69 alla//DT|UTR/NEU|PLU|IND/DEF//det//75 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//75 betydelse//NN|UTR|SIN|IND|NOM//obj//69 .//MAD//punct//49
En plats för kommers eller en plats för oss? IT i demokratiteoretiskt ljus;Faktum//NN|NEU|SIN|DEF|NOM//conj//27 är//VB|PRS|AKT//cop//77 emellertid//AB//advmod//78 ,//MID//punct//77 att//SN//mark//83 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//83 finns//VB|PRS|SFO//advcl//77 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//86 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//86 former//NN|UTR|PLU|IND|NOM//nsubj//83 av//PP//case//88 demokrati//NN|UTR|SIN|IND|NOM//nmod//86 .//MID//punct//27
En plats för kommers eller en plats för oss? IT i demokratiteoretiskt ljus;Några//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//94 av//PP//case//92 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//90 kan//VB|PRS|AKT//aux//94 dra//VB|INF|AKT//conj//27 stor//JJ|POS|UTR|SIN|IND|NOM//amod//96 nytta//NN|UTR|SIN|IND|NOM//obj//94 av//PP//case//100 den//DT|UTR|SIN|DEF//det//100 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//100 tekniken//NN|UTR|SIN|DEF|NOM//obl//94 ,//MID//punct//94 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//27 kanske//AB//advmod//104 ingen//PN|UTR|SIN|IND|SUB/OBJ//obj//102 alls//AB//advmod//102 .//MID//punct//27
En plats för kommers eller en plats för oss? IT i demokratiteoretiskt ljus;Innan//SN//mark//110 vi//PN|UTR|PLU|DEF|SUB//nsubj//110 kan//VB|PRS|AKT//aux//110 ta//VB|INF|AKT//advcl//125 itu//PL//compound:prt//110 med//PP//case//113 frågan//NN|UTR|SIN|DEF|NOM//obl//110 om//PP//mark//119 hur//HA//advmod//119 de//DT|UTR/NEU|PLU|DEF//det//118 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//118 teknikerna//NN|UTR|PLU|DEF|NOM//nsubj//119 påverkar//VB|PRS|AKT//acl//113 demokratin//NN|UTR|SIN|DEF|NOM//obj//119 ,//MID//punct//125 måste//VB|PRS|AKT//aux//125 vi//PN|UTR|PLU|DEF|SUB//nsubj//125 därför//AB//advmod//125 tala//VB|INF|AKT//conj//27 om//PP//case//129 de//DT|UTR/NEU|PLU|DEF//det//129 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//129 slagen//NN|NEU|PLU|DEF|NOM//obl//125 av//PP//case//131 demokrati//NN|UTR|SIN|IND|NOM//nmod//129 .//MAD//punct//27
En plats för kommers eller en plats för oss? IT i demokratiteoretiskt ljus;Svaret//NN|NEU|SIN|DEF|NOM//appos//27 på//PP//case//135 frågan//NN|UTR|SIN|DEF|NOM//nmod//133 om//PP//case//137 ”//PM|NOM//obl//27 hur//HA//advmod//139 påverkar//VB|PRS|AKT//parataxis//4 tekniken//NN|UTR|SIN|DEF|NOM//iobj//139 demokratin//NN|UTR|SIN|DEF|NOM//obj//139 ?//MID//punct//139 ”//PM|NOM//punct//139
En plats för kommers eller en plats för oss? IT i demokratiteoretiskt ljus;är//VB|PRS|AKT//cop//145 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//139 av//PP//case//148 demokratins//NN|UTR|SIN|DEF|GEN//nmod:poss//148 art//NN|UTR|SIN|IND|NOM//nmod//145 och//KN//cc//150 karaktär//NN|UTR|SIN|IND|NOM//conj//148 .//MAD//punct//139
En plats för kommers eller en plats för oss? IT i demokratiteoretiskt ljus;Men//KN//cc//165 innan//SN//mark//155 jag//PN|UTR|SIN|DEF|SUB//nsubj//155 kommer//VB|PRS|AKT//advcl//165 till//PP//case//158 de//DT|UTR/NEU|PLU|DEF//det//158 problem//NN|NEU|PLU|IND|NOM//obl//155 som//HP|-|-|-//obj//161 frågan//NN|UTR|SIN|DEF|NOM//nsubj//161 aktualiserar//VB|PRS|AKT//acl:relcl//158 ,//MID//punct//165 vill//VB|PRS|AKT//aux//165 jag//PN|UTR|SIN|DEF|SUB//nsubj//165 göra//VB|INF|AKT//conj//139 fyra//RG|NOM//nummod//167 reservationer//NN|UTR|PLU|IND|NOM//obj//165 –//RG|NOM//punct//169 utfärda//VB|INF|AKT//conj//165 fyra//RG|NOM//nummod//171 varningar//NN|UTR|PLU|IND|NOM//obj//169 –//RG|NOM//punct//169 i//PP//case//179 fråga//NN|UTR|SIN|IND|NOM//fixed//173 om//PP//fixed//173 teknikens//NN|UTR|SIN|DEF|GEN//nmod:poss//179 mer//AB|KOM//advmod//178 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//179 problem//NN|NEU|PLU|IND|NOM//obl//165 .//MAD//punct//165
En plats för kommers eller en plats för oss? IT i demokratiteoretiskt ljus;När//HA//mark//185 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//181 gäller//VB|PRS|AKT//fixed//181 den//PN|UTR|SIN|DEF|SUB/OBJ//fixed//181 gör//VB|PRS|AKT//advcl//165 vi//PN|UTR|PLU|DEF|SUB//nsubj//185 nämligen//AB//advmod//185 också//AB//advmod//185 ofta//AB|POS//advmod//185 antaganden//NN|NEU|PLU|IND|NOM//obj//185 som//HP|-|-|-//nsubj:pass//194 inte//AB//advmod//194 nödvändigtvis//AB//advmod//194 delas//VB|PRS|SFO//acl:relcl//190 av//PP//case//196 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl:agent//194 .//MAD//punct//4

Fyra varningar;För//PP//case//2 det//DT|NEU|SIN|DEF//det//2 första//RO|NOM//obl//6 ,//MID//punct//6 vill//VB|PRS|AKT//aux//6 jag//PN|UTR|SIN|DEF|SUB//nsubj//6 göra//VB|INF|AKT//ROOT//6 klart//AB|POS//obj//6 att//SN//mark//11 jag//PN|UTR|SIN|DEF|SUB//nsubj//11 inte//AB//advmod//11 tror//VB|PRS|AKT//ccomp//6 att//SN//mark//15 tekniken//NN|UTR|SIN|DEF|NOM//nsubj//15 är//VB|PRS|AKT//cop//15 styrande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//11 .//MAD//punct//6
Fyra varningar;Jag//PN|UTR|SIN|DEF|SUB//nsubj//18 tror//VB|PRS|AKT//parataxis//6 inte//AB//advmod//18 att//SN//mark//24 tekniken//NN|UTR|SIN|DEF|NOM//nsubj//24 som//HP|-|-|-//mark//23 sådan//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//21 medför//VB|PRS|AKT//ccomp//18 bestämda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//26 förutsättningar//NN|UTR|PLU|IND|NOM//obj//24 eller//KN//cc//29 givna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//29 konsekvenser//NN|UTR|PLU|IND|NOM//conj//26 .//MAD//punct//18
Fyra varningar;Jag//PN|UTR|SIN|DEF|SUB//nsubj//32 menar//VB|PRS|AKT//conj//18 att//SN//mark//41 vi//PN|UTR|PLU|DEF|SUB//nsubj//41 på//PP//case//39 det//DT|NEU|SIN|DEF//det//38 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 taget//PC|PRF|NEU|SIN|IND|NOM//fixed//35 historiskt//AB|POS//advmod//41 kan//VB|PRS|AKT//aux//41 bevisa//VB|INF|AKT//ccomp//32 att//SN//mark//45 tekniken//NN|UTR|SIN|DEF|NOM//nsubj//45 oftare//AB|KOM//advmod//45 avspeglar//VB|PRS|AKT//ccomp//41 det//DT|NEU|SIN|DEF//advmod//45 samhälle//NN|NEU|SIN|IND|NOM//obj//45 inom//PP//case//49 vilket//HP|NEU|SIN|IND//obj//51 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//51 växer//VB|PRS|AKT//acl:relcl//47 fram//PL//compound:prt//51 ,//MID//punct//55 än//AB//advmod//55 bestämmer//VB|PRS|AKT//conj//45 och//KN//cc//57 formar//VB|PRS|AKT//conj//55 det//DT|NEU|SIN|DEF//expl//57 samhället//NN|NEU|SIN|DEF|NOM//obj//57 .//MAD//punct//32
Fyra varningar;Västerländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 liberaler//NN|UTR|PLU|IND|NOM//nsubj//63 tycker//VB|PRS|AKT//conj//32 om//PL//mark//66 att//IE//mark//66 hävda//VB|INF|AKT//advcl//63 att//SN//mark//71 krutet//NN|NEU|SIN|DEF|NOM//nsubj//71 på//PP//case//70 1400-talet//NN|NEU|SIN|DEF|NOM//nmod//68 hjälpte//VB|PRT|AKT//ccomp//66 till//PL//compound:prt//71 att//IE//mark//74 demokratisera//VB|INF|AKT//xcomp//71 västerlandet//NN|NEU|SIN|DEF|NOM//obj//74 eftersom//SN//mark//78 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//78 bröt//VB|PRT|AKT//advcl//74 ner//PL//compound:prt//78 hierarkiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 ,//MID//punct//82 feodala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 kulturer//NN|UTR|PLU|IND|NOM//obj//78 och//KN//cc//89 den//DT|UTR|SIN|DEF//det//87 medeltida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//87 aristokratins//NN|UTR|SIN|DEF|GEN//nmod:poss//89 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//89 förmåga//NN|UTR|SIN|IND|NOM//conj//83 .//MAD//punct//63
Fyra varningar;Vi//PN|UTR|PLU|DEF|SUB//nsubj//92 vet//VB|PRS|AKT//parataxis//63 emellertid//AB//advmod//92 att//SN//mark//102 i//PP//case//96 Kina//PM|NOM//obl//102 ,//MID//punct//100 där//HA//advmod//100 krutet//NN|NEU|SIN|DEF|NOM//nsubj//100 uppfanns//VB|PRT|SFO//acl:relcl//96 ,//MID//punct//102 förstärkte//VB|PRT|AKT//ccomp//92 det//DT|NEU|SIN|DEF//det//105 tyrannernas//NN|UTR|PLU|DEF|GEN//nmod:poss//105 välde//NN|NEU|SIN|IND|NOM//obj//102 .//MAD//punct//92
Fyra varningar;Vi//PN|UTR|PLU|DEF|SUB//nsubj//109 kan//VB|PRS|AKT//aux//109 ta//VB|INF|AKT//parataxis//92 ett//DT|NEU|SIN|IND//det//112 annat//JJ|POS|NEU|SIN|IND|NOM//amod//112 exempel//NN|NEU|SIN|IND|NOM//obj//109 ://MID//punct//112
Fyra varningar;förbränningsmotorn//NN|UTR|SIN|DEF|NOM//appos//112 och//KN//cc//118 elektriciteten//NN|UTR|SIN|DEF|NOM//nsubj//118 har//VB|PRS|AKT//aux//118 haft//VB|SUP|AKT//conj//114 radikalt//AB|POS//advmod//120 skilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//121 effekter//NN|UTR|PLU|IND|NOM//obj//118 på//PP//case//123 transportsystemen//NN|NEU|PLU|DEF|NOM//nmod//121 i//PP//case//125 Europa//PM|NOM//nmod//123 och//KN//cc//128 i//PP//case//128 Amerika//PM|NOM//conj//125 .//MAD//punct//109
Fyra varningar;I//PP//case//131 USA//PM|NOM//obl//132 förde//VB|PRT|AKT//conj//109 elektriciteten//NN|UTR|SIN|DEF|NOM//obj//132 med//PP//case//135 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//132 personbilen//NN|UTR|SIN|DEF|NOM//obj//132 ,//MID//punct//138 framväxten//NN|UTR|SIN|DEF|NOM//appos//109 av//PP//case//140 förorterna//NN|UTR|PLU|DEF|NOM//nmod//138 och//KN//cc//143 en//DT|UTR|SIN|IND//det//143 decentralisering//NN|UTR|SIN|IND|NOM//conj//138 av//PP//case//146 vår//PS|UTR|SIN|DEF//nmod:poss//146 kultur//NN|UTR|SIN|IND|NOM//nmod//143 .//MAD//punct//138
Fyra varningar;I//PP//case//149 Europa//PM|NOM//obl//150 ledde//VB|PRT|AKT//conj//109 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//150 till//PP//mark//157 att//SN//mark//157 starka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//156 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//156 transportsystem//NN|NEU|PLU|IND|NOM//nsubj:pass//157 utvecklades//VB|PRT|SFO//advcl//150 och//KN//cc//161 till//PP//case//161 en//DT|UTR|SIN|IND//det//161 förstärkning//NN|UTR|SIN|IND|NOM//obl//157 av//PP//case//163 städerna//NN|UTR|PLU|DEF|NOM//nmod//161 .//MAD//punct//109
Fyra varningar;Samma//DT|UTR/NEU|SIN/PLU|IND//det//166 teknik//NN|UTR|SIN|IND|NOM//nsubj//167 fick//VB|PRT|AKT//parataxis//109 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//169 konsekvenser//NN|UTR|PLU|IND|NOM//obj//167 som//KN//mark//171 svar//NN|NEU|PLU|IND|NOM//xcomp//167 på//PP//case//175 de//DT|UTR/NEU|PLU|DEF//det//175 skilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//175 kulturer//NN|UTR|PLU|IND|NOM//nmod//171 i//PP//case//177 vilka//HP|UTR/NEU|PLU|IND//obl//179 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//179 tillämpades//VB|PRT|SFO//advcl//167 .//MAD//punct//92
Fyra varningar;Detsamma//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//182 gäller//VB|PRS|AKT//conj//18 troligen//AB//advmod//182 också//AB//advmod//182 för//PP//case//187 ny//JJ|POS|UTR|SIN|IND|NOM//amod//187 teknik//NN|UTR|SIN|IND|NOM//obl//182 .//MID//punct//182
Fyra varningar;Om//SN//mark//191 vi//PN|UTR|PLU|DEF|SUB//nsubj//191 lever//VB|PRS|AKT//advcl//209 i//PP//case//195 ett//DT|NEU|SIN|IND//det//195 demokratiskt//JJ|POS|NEU|SIN|IND|NOM//amod//195 samhälle//NN|NEU|SIN|IND|NOM//obl//191 som//HP|-|-|-//nsubj//198 är//VB|PRS|AKT//cop//198 civiliserat//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//195 ,//MID//punct//198 kulturellt//JJ|POS|NEU|SIN|IND|NOM//amod//198 och//KN//cc//202 förankrat//PC|PRF|NEU|SIN|IND|NOM//conj//198 i//PP//case//204 utbildning//NN|UTR|SIN|IND|NOM//obl//202 ,//MID//punct//209 kan//VB|PRS|AKT//aux//209 ny//JJ|POS|UTR|SIN|IND|NOM//amod//208 teknik//NN|UTR|SIN|IND|NOM//nsubj:pass//209 användas//VB|INF|SFO//advcl//182 till//PP//case//213 förmån//NN|UTR|SIN|IND|NOM//fixed//210 för//PP//case//213 demokrati//NN|UTR|SIN|IND|NOM//obl//209 ,//MID//punct//216 civil//JJ|POS|UTR|SIN|IND|NOM//amod//216 diskurs//NN|UTR|SIN|IND|NOM//conj//213 ,//MID//punct//218 konst//NN|UTR|SIN|IND|NOM//conj//213 och//KN//cc//220 pedagogik//NN|UTR|SIN|IND|NOM//conj//213 .//MAD//punct//18
Fyra varningar;Men//KN//cc//239 om//PP//case//225 vårt//PS|NEU|SIN|DEF//nmod:poss//225 samhälle//NN|NEU|SIN|IND|NOM//obl//239 i//PP//advmod//230 första//RO|NOM//fixed//226 hand//NN|UTR|SIN|IND|NOM//fixed//226 är//VB|PRS|AKT//cop//230 kommersiellt//JJ|POS|NEU|SIN|IND|NOM//nmod//225 ,//MID//punct//232 privat//JJ|POS|NEU|SIN|IND|NOM//conj//230 ,//MID//punct//234 materiellt//AB|POS//conj//230 och//KN//cc//237 ett//DT|NEU|SIN|IND//det//237 konsumtionssamhälle//NN|NEU|SIN|IND|NOM//conj//230 ,//MID//punct//239 blir//VB|PRS|AKT//conj//18 också//AB//advmod//239 tekniken//NN|UTR|SIN|DEF|NOM//nsubj//239 kommersiell//JJ|POS|UTR|SIN|IND|NOM//xcomp//239 ,//MID//punct//244 privat//JJ|POS|UTR|SIN|IND|NOM//conj//242 ,//MID//punct//246 materiell//JJ|POS|UTR|SIN|IND|NOM//conj//242 och//KN//cc//248 konsumtionsinriktad//NN|UTR|SIN|IND|NOM//conj//242 .//MAD//punct//18
Fyra varningar;"Tekniken//NN|UTR|SIN|DEF|NOM//nsubj//251 räddar//VB|PRS|AKT//parataxis//18 oss//PN|UTR|PLU|DEF|OBJ//obj//251 inte//AB//advmod//251 från//PP//case//255 oss//PN|UTR|PLU|DEF|OBJ//obl//251 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//255 ;//MID//punct//251"
Fyra varningar;den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//259 visar//VB|PRS|AKT//parataxis//251 oss//PN|UTR|PLU|DEF|OBJ//iobj//259 vår//PS|UTR|SIN|DEF//nmod:poss//262 spegelbild//NN|UTR|SIN|IND|NOM//obj//259 .//MAD//punct//251
Fyra varningar;Den//DT|UTR|SIN|DEF//det//2 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 varningen//NN|UTR|SIN|DEF|NOM//nsubj//35 som//HP|-|-|-//obj//6 vi//PN|UTR|PLU|DEF|SUB//nsubj//6 måste//VB|PRS|AKT//aux//6 ha//VB|INF|AKT//acl:relcl//2 i//PP//case//8 minnet//NN|NEU|SIN|DEF|NOM//obl//6 ,//MID//punct//2 är//VB|PRS|AKT//cop//35 att//SN//mark//35 de//DT|UTR/NEU|PLU|DEF//det//14 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 tekniker//NN|UTR|PLU|IND|NOM//nsubj//35 vi//PN|UTR|PLU|DEF|SUB//nsubj//16 talar//VB|PRS|AKT//acl:relcl//14 om//PP//compound:prt//16 här//AB//fixed//17 –//RG|NOM//punct//20 IT//NN|AN//obl//16 (//PAD//punct//20 informationsteknik//NN|UTR|SIN|IND|NOM//appos//20 )//PAD//punct//20 ,//MID//punct//26 digital//JJ|POS|UTR|SIN|IND|NOM//amod//26 teknik//NN|UTR|SIN|IND|NOM//conj//20 ,//MID//punct//28 datorteknik//NN|UTR|SIN|IND|NOM//conj//26 och//KN//cc//30 Internet//NN|NEU|SIN|DEF|NOM//conj//26 –//RG|NOM//punct//20 är//VB|PRS|AKT//cop//35 långt//AB|POS//advmod//34 ifrån//AB//advmod//35 universella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//35 .//MAD//punct//35
Fyra varningar;Eftersom//SN//mark//40 vi//PN|UTR|PLU|DEF|SUB//nsubj//40 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//38 har//VB|PRS|AKT//advcl//46 tillgång//NN|UTR|SIN|IND|NOM//obj//40 till//PP//case//43 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//41 är//VB|PRS|AKT//cop//46 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//46 lätt//JJ|POS|NEU|SIN|IND|NOM//parataxis//35 att//IE//mark//48 överskatta//VB|INF|AKT//acl//46 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//50 genomslag//NN|NEU|SIN|IND|NOM//obj//48 över//PP//case//52 världen//NN|UTR|SIN|DEF|NOM//nmod//50 och//KN//cc//56 därför//HA//advmod//56 också//AB//advmod//56 övervärdera//VB|INF|AKT//conj//35 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//59 omedelbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 effekter//NN|UTR|PLU|IND|NOM//obj//56 .//MAD//punct//56
Fyra varningar;Största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//62 delen//NN|UTR|SIN|DEF|NOM//nsubj:pass//65 av//PP//case//64 världen//NN|UTR|SIN|DEF|NOM//nmod//62 domineras//VB|PRS|SFO//parataxis//56 fortfarande//AB//advmod//65 av//PP//case//69 traditionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//69 media//NN|NEU|PLU|IND|NOM//obl:agent//65 .//MAD//punct//65
Fyra varningar;För//PP//case//74 de//DT|UTR/NEU|PLU|DEF//det//74 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//74 människor//NN|UTR|PLU|IND|NOM//obl//78 är//VB|PRS|AKT//cop//78 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//75 fortfarande//AB//advmod//78 dagstidningar//NN|UTR|PLU|IND|NOM//parataxis//35 ,//MID//punct//80 radio//NN|UTR|SIN|IND|NOM//conj//78 ,//MID//punct//82 TV//NN|UTR|SIN|IND|NOM//conj//78 och//KN//cc//84 regeringspropaganda//NN|UTR|SIN|IND|NOM//conj//78 som//HP|-|-|-//nsubj//86 utgör//VB|PRS|AKT//acl:relcl//84 ramarna//NN|UTR|PLU|DEF|NOM//obj//86 för//PP//case//89 informationen//NN|UTR|SIN|DEF|NOM//nmod//87 i//PP//case//92 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//92 liv//NN|NEU|SIN|IND|NOM//nmod//89 .//MAD//punct//78
Fyra varningar;För//PP//case//95 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//96 avgörs//VB|PRS|SFO//conj//78 frågorna//NN|UTR|PLU|DEF|NOM//nsubj:pass//96 om//PP//case//99 demokrati//NN|UTR|SIN|IND|NOM//nmod//97 och//KN//cc//101 tyranni//NN|UTR|SIN|IND|NOM//conj//99 ,//MID//punct//103 censur//NN|UTR|SIN|IND|NOM//conj//99 och//KN//cc//107 det//DT|NEU|SIN|DEF//det//107 fria//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//107 ordet//NN|NEU|SIN|DEF|NOM//conj//99 mer//AB|KOM//advmod//96 av//PP//case//110 radio//NN|UTR|SIN|IND|NOM//nmod//108 och//KN//cc//112 TV//NN|UTR|SIN|IND|NOM//conj//110 och//KN//cc//114 dagstidningar//NN|UTR|PLU|IND|NOM//conj//110 än//KN//mark//119 av//PP//case//119 de//DT|UTR/NEU|PLU|DEF//det//119 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//119 medierna//NN|NEU|PLU|DEF|NOM//nmod//114 .//MAD//punct//78
Fyra varningar;Vi//PN|UTR|PLU|DEF|SUB//nsubj//7 som//HP|-|-|-//nsubj//3 är//VB|PRS|AKT//cop//3 anhängare//NN|UTR|SIN|IND|NOM//acl:relcl//0 av//PP//case//6 ny//JJ|POS|UTR|SIN|IND|NOM//amod//6 teknik//NN|UTR|SIN|IND|NOM//nmod//3 talar//VB|PRS|AKT//ROOT//7 gärna//AB|POS//advmod//7 om//PP//case//10 konvergens//NN|UTR|SIN|DEF|GEN//obl//7 .//MID//punct//7
Fyra varningar;Konvergenta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 multimedia//NN|NEU|PLU|IND|NOM//parataxis//7 där//HA//advmod//13 TV-skärmarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//20 ,//MID//punct//17 datorerna//NN|UTR|PLU|DEF|NOM//conj//15 och//KN//cc//19 Internet//NN|NEU|SIN|DEF|NOM//conj//15 knyts//VB|PRS|SFO//acl:relcl//13 samman//PL//compound:prt//20 i//PP//case//29 ett//RG|NEU|SIN|IND|NOM//det//29 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 ,//MID//punct//26 flytande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 ,//MID//punct//26 interaktivt//JJ|POS|NEU|SIN|IND|NOM//amod//29 system//NN|NEU|SIN|IND|NOM//obl//20 .//MAD//punct//7
Fyra varningar;Men//KN//cc//37 den//DT|UTR|SIN|DEF//det//33 konvergensen//NN|UTR|SIN|DEF|NOM//nsubj//37 är//VB|PRS|AKT//cop//37 fortfarande//AB//advmod//37 långt//AB|POS//advmod//37 borta//AB//advmod//7 och//KN//cc//44 vi//PN|UTR|PLU|DEF|SUB//nsubj//44 kan//VB|PRS|AKT//aux//44 inte//AB//advmod//44 ens//AB//advmod//44 vara//VB|INF|AKT//cop//44 säkra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//7 på//PP//mark//50 att//SN//mark//50 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//50 kommer//VB|PRS|AKT//aux//50 att//IE//mark//50 bli//VB|INF|AKT//advcl//44 verklighet//NN|UTR|SIN|IND|NOM//xcomp//50 .//MAD//punct//7
Fyra varningar;I//PP//case//54 USA//PM|NOM//obl//7 ,//MID//punct//58 när//HA//mark//58 jag//PN|UTR|SIN|DEF|SUB//nsubj//58 växte//VB|PRT|AKT//acl:relcl//54 upp//PL//compound:prt//58 på//PP//case//61 1950talet//RG|NOM//obl//58 ,//MID//punct//58 skapade//VB|PRT|AKT//conj//7 ingenjörerna//NN|UTR|PLU|DEF|NOM//nsubj//63 sin//PS|UTR|SIN|DEF//nmod:poss//67 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//67 teori//NN|UTR|SIN|IND|NOM//obj//63 om//PP//case//69 konvergens//NN|UTR|SIN|IND|NOM//obl//63 i//PP//case//71 hemmen//NN|NEU|PLU|DEF|NOM//nmod//69 ,//MID//punct//73 konvergens//NN|UTR|SIN|IND|NOM//conj//69 i//PP//case//75 köken//NN|NEU|PLU|DEF|NOM//nmod//73 .//MAD//punct//7
