11 Regleringar och regleringsmyndigheter ;Branscher//NN|UTR|PLU|IND|NOM//nsubj//5 och//KN//cc//3 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 företag//NN|NEU|PLU|IND|NOM//conj//0 är//VB|PRS|AKT//cop//5 föremål//NN|NEU|PLU|IND|NOM//ROOT//5 för//PP//case//10 en//DT|UTR|SIN|IND//det//8 mängd//NN|UTR|SIN|IND|NOM//nmod//10 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 regleringar//NN|UTR|PLU|IND|NOM//nmod//5 .//MAD//punct//5
11 Regleringar och regleringsmyndigheter ;Ett//DT|NEU|SIN|IND//det//42 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//42 beteende//NN|NEU|SIN|IND|NOM//nsubj//44 kan//VB|PRS|AKT//aux//44 påverka//VB|INF|AKT//parataxis//19 investeringar//NN|UTR|PLU|IND|NOM//obj//44 och//KN//cc//47 förmögenhetsvärden//NN|NEU|PLU|IND|NOM//conj//45 .//MAD//punct//6
11 Regleringar och regleringsmyndigheter ;Effekterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//2 kan//VB|PRS|AKT//aux//2 illustreras//VB|INF|SFO//ROOT//2 med//PP//case//5 ett//DT|NEU|SIN|IND//det//5 exempel//NN|NEU|SIN|IND|NOM//obl//2 där//HA//advmod//8 man//PN|UTR|SIN|IND|SUB//nsubj//8 utgår//VB|PRS|AKT//acl:relcl//5 från//PP//case//10 elbranschen//NN|UTR|SIN|DEF|NOM//obl//8 och//KN//cc//14 den//DT|UTR|SIN|DEF//det//14 s.k.//AB|AN//amod//14 nätnyttomodellen//NN|UTR|SIN|DEF|NOM//conj//10 som//HP|-|-|-//nsubj//16 har//VB|PRS|AKT//acl:relcl//14 en//DT|UTR|SIN|IND//det//18 realränta//NN|UTR|SIN|IND|NOM//obj//16 på//PP//case//21 4,8//RG|NOM//nummod//21 procent//NN|UTR|PLU|IND|NOM//nmod//18 .//MAD//punct//2
11 Regleringar och regleringsmyndigheter ;Vid//PP//case//26 en//DT|UTR|SIN|IND//det//26 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//26 realränta//NN|UTR|SIN|IND|NOM//obl//31 kan//VB|PRS|AKT//aux//31 det//DT|NEU|SIN|DEF//det//30 nominella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//30 avkastningskravet//NN|NEU|SIN|DEF|NOM//nsubj:pass//31 uppskattas//VB|PRS|SFO//parataxis//2 till//PP//case//35 ca//AB|AN//advmod//34 7//RG|NOM//nummod//35 procent//NN|UTR|PLU|IND|NOM//obl//31 .//MAD//punct//2
11 Regleringar och regleringsmyndigheter ;En//DT|UTR|SIN|IND//det//39 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 utgångspunkt//NN|UTR|SIN|IND|NOM//nsubj//43 kan//VB|PRS|AKT//aux//43 vara//VB|INF|AKT//cop//43 ett//DT|NEU|SIN|IND//det//43 företag//NN|NEU|SIN|IND|NOM//parataxis//2 som//HP|-|-|-//nsubj//45 uppvisar//VB|PRS|AKT//acl:relcl//43 en//DT|UTR|SIN|IND//det//47 vinst//NN|UTR|SIN|IND|NOM//obj//45 på//PP//case//51 10//RG|NOM//nummod//50 miljoner//NN|UTR|PLU|IND|NOM//nmod//51 kronor//NN|UTR|PLU|IND|NOM//nmod//47 och//KN//cc//55 som//HP|-|-|-//nsubj//55 exempelvis//AB//advmod//55 har//VB|PRS|AKT//conj//43 ett//DT|NEU|SIN|IND//det//58 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//58 kapital//NN|NEU|SIN|IND|NOM//obj//55 på//PP//case//61 100//RG|NOM//nummod//61 miljoner//NN|UTR|PLU|IND|NOM//obl//55 och//KN//cc//64 ett//DT|NEU|SIN|IND//det//64 avkastningskrav//NN|NEU|SIN|IND|NOM//conj//61 på//PP//case//67 10//RG|NOM//nummod//67 procent//NN|UTR|PLU|IND|NOM//nmod//64 .//MAD//punct//43
11 Regleringar och regleringsmyndigheter ;Om//SN//mark//74 regleraren//NN|UTR|SIN|DEF|NOM//nsubj//74 av//PP//case//73 någon//DT|UTR|SIN|IND//det//73 anledning//NN|UTR|SIN|IND|NOM//nmod//70 sänker//VB|PRS|AKT//advcl//79 avkastningskravet//NN|NEU|SIN|DEF|NOM//obj//74 till//PP//case//78 7//RG|NOM//nummod//78 procent//NN|UTR|PLU|IND|NOM//obl//74 sjunker//VB|PRS|AKT//conj//2 företagets//NN|NEU|SIN|DEF|GEN//nmod:poss//81 vinst//NN|UTR|SIN|IND|NOM//obj//79 med//PP//case//85 3//RG|NOM//nummod//84 miljoner//NN|UTR|PLU|IND|NOM//nmod//85 kronor//NN|UTR|PLU|IND|NOM//nmod//81 ,//MID//punct//89 eller//KN//cc//89 30//RG|NOM//nummod//89 procent//NN|UTR|PLU|IND|NOM//conj//79 .//MAD//punct//79
11 Regleringar och regleringsmyndigheter ;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//93 bör//VB|PRS|AKT//aux//93 påverka//VB|INF|AKT//parataxis//79 företagets//NN|NEU|SIN|DEF|GEN//nmod:poss//95 värdering//NN|UTR|SIN|IND|NOM//obj//93 .//MID//punct//79
11 Regleringar och regleringsmyndigheter ;Om//SN//mark//99 regleraren//NN|UTR|SIN|DEF|NOM//nsubj//99 går//VB|PRS|AKT//advcl//115 ytterligare//AB|KOM//advmod//101 ett//RG|NEU|SIN|IND|NOM//det//102 steg//NN|NEU|SIN|IND|NOM//obj//99 och//KN//cc//105 inför//PP//case//105 marginalkostnadsprissättning//NN|UTR|SIN|IND|NOM//conj//99 (//PAD//punct//105 för//PP//case//110 ett//DT|NEU|SIN|IND//det//110 naturligt//JJ|POS|NEU|SIN|IND|NOM//amod//110 monopol//NN|NEU|SIN|IND|NOM//appos//105 )//PAD//punct//105 måste//VB|PRS|AKT//aux//115 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//115 sannolikt//AB|POS//advmod//115 läggas//VB|INF|SFO//advcl//79 ned//PL//compound:prt//115 .//MAD//punct//79
11 Regleringar och regleringsmyndigheter ;En//DT|UTR|SIN|IND//det//120 förändrad//PC|PRF|UTR|SIN|IND|NOM//amod//120 reglering//NN|UTR|SIN|IND|NOM//nsubj//123 kan//VB|PRS|AKT//aux//123 således//AB//advmod//123 påverka//VB|INF|AKT//parataxis//79 förmögenhetsvärdena//NN|NEU|PLU|DEF|NOM//obj//123 .//MAD//punct//2
11 Regleringar och regleringsmyndigheter ;11.5.6//RG|NOM//nsubj//130 Regleringen//NN|UTR|SIN|DEF|NOM//nsubj//130 är//VB|PRS|AKT//cop//130 inte//AB//advmod//130 renodlad//PC|PRF|UTR|SIN|IND|NOM//parataxis//2
11 Regleringar och regleringsmyndigheter ;Ingen//PN|UTR|SIN|IND|SUB/OBJ//nsubj//3 av//PP//case//2 myndigheterna//NN|UTR|PLU|DEF|NOM//nmod//0 förefaller//VB|PRS|AKT//ROOT//3 vara//VB|INF|AKT//cop//7 en//DT|UTR|SIN|IND//det//7 renodlad//PC|PRF|UTR|SIN|IND|NOM//amod//7 regleringsmyndighet//NN|UTR|SIN|IND|NOM//xcomp//3 .//MID//punct//3
11 Regleringar och regleringsmyndigheter ;Alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//10 har//VB|PRS|AKT//parataxis//3 t.ex.//AB|AN//advmod//10 normering//NN|UTR|SIN|IND|NOM//obj//10 ,//MID//punct//10 men//KN//cc//16 också//AB//advmod//16 tillsyn//NN|UTR|SIN|IND|NOM//conj//10 av//PP//mark//22 att//SN//mark//22 de//DT|UTR/NEU|PLU|DEF//det//21 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 reglerna//NN|UTR|PLU|DEF|NOM//nsubj//22 efterlevs//VB|PRS|SFO//acl//16 .//MAD//punct//10
11 Regleringar och regleringsmyndigheter ;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//25 ger//VB|PRS|AKT//parataxis//10 också//AB//advmod//25 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 former//NN|UTR|PLU|IND|NOM//obj//25 av//PP//case//30 tillstånd//NN|NEU|PLU|IND|NOM//nmod//28 och//KN//cc//32 koncessioner//NN|UTR|PLU|IND|NOM//conj//30 ,//MID//punct//28 samtidigt//AB//mark//37 som//HA//fixed//34 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//37 sätter//VB|PRS|AKT//acl:relcl//28 regelverket//NN|NEU|SIN|DEF|NOM//obj//37 och//KN//cc//40 följer//VB|PRS|AKT//conj//37 upp//PL//compound:prt//40 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//40 .//MAD//punct//25
11 Regleringar och regleringsmyndigheter ;Myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//45 förefaller//VB|PRS|AKT//parataxis//25 således//AB//advmod//45 i//PP//case//49 hög//JJ|POS|UTR|SIN|IND|NOM//amod//49 grad//NN|UTR|SIN|IND|NOM//obl//45 ha//VB|INF|AKT//advcl//45 kombinationer//NN|UTR|PLU|IND|NOM//obj//50 av//PP//case//53 uppgifter//NN|UTR|PLU|IND|NOM//nmod//51 som//HP|-|-|-//nsubj//56 kan//VB|PRS|AKT//aux//56 påverka//VB|INF|AKT//acl:relcl//53 graden//NN|UTR|SIN|DEF|NOM//obj//56 av//PP//case//59 regleringsövertagande//NN|NEU|SIN|IND|NOM//nmod//57 och//KN//cc//61 regleringsrisk//JJ|POS|UTR|SIN|IND|NOM//conj//59 som//HP|-|-|-//nsubj:pass//63 diskuterats//VB|SUP|SFO//acl:relcl//57 tidigare//AB|KOM//advmod//63 i//PP//case//66 kapitlet//NN|NEU|SIN|DEF|NOM//obl//63 .//MAD//punct//45
11 Regleringar och regleringsmyndigheter ;En//DT|UTR|SIN|IND//det//70 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//70 komplikation//NN|UTR|SIN|IND|NOM//obj//25 är//VB|PRS|AKT//cop//25 att//SN//mark//77 flera//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//77 av//PP//case//75 myndigheterna//NN|UTR|PLU|DEF|NOM//nmod//73 också//AB//advmod//77 utför//VB|PRS|AKT//ccomp//25 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//79 reglering//NN|UTR|SIN|IND|NOM//obj//77 ,//MID//punct//77 exempelvis//AB//advmod//85 i//PP//case//85 form//NN|UTR|SIN|IND|NOM//fixed//82 av//PP//fixed//82 säkerhetsfrågor//NN|UTR|PLU|IND|NOM//obl//77 i//PP//case//87 kombination//NN|UTR|SIN|IND|NOM//nmod//85 med//PP//case//91 t.ex.//AB|AN//advmod//91 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//91 reglering//NN|UTR|SIN|IND|NOM//nmod//87 .//MAD//punct//25
11 Regleringar och regleringsmyndigheter ;11.5.7//RG|NOM//nummod//95 Svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//95 myndigheter//NN|UTR|PLU|IND|NOM//appos//25 jämfört//AB//case//99 med//PP//case//99 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//99 myndigheter//NN|UTR|PLU|IND|NOM//nmod//95
11 Regleringar och regleringsmyndigheter ;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 har//VB|PRS|AKT//aux//4 inte//AB//advmod//4 varit//VB|SUP|AKT//cop//4 möjligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//4 att//IE//mark//6 redovisa//VB|INF|AKT//csubj//4 någon//DT|UTR|SIN|IND//det//9 egentlig//JJ|POS|UTR|SIN|IND|NOM//amod//9 jämförelse//NN|UTR|SIN|IND|NOM//obj//6 mellan//PP//case//14 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 och//KN//cc//13 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//11 regleringsmyndigheter//NN|NEU|PLU|IND|NOM//nmod//9 .//MAD//punct//4
11 Regleringar och regleringsmyndigheter ;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 finns//VB|PRS|SFO//parataxis//4 få//JJ|POS|UTR/NEU|PLU|IND|NOM//nsubj//17 redovisningar//NN|UTR|PLU|IND|NOM//obj//18 över//PP//case//22 hur//HA//advmod//22 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//27 inom//PP//case//25 t.ex.//AB|AN//advmod//25 EU//PM|NOM//nmod//22 är//VB|PRS|AKT//cop//27 uppbyggda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//17 .//MAD//punct//27
11 Regleringar och regleringsmyndigheter ;Tabell//NN|UTR|SIN|IND|NOM//nmod//30 11.5//RG|NOM//nsubj//31 innehåller//VB|PRS|AKT//conj//4 emellertid//AB//advmod//31 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 uppgifter//NN|UTR|PLU|IND|NOM//obj//31 om//PP//case//36 teleområdet//NN|NEU|SIN|DEF|NOM//nmod//34 .//MAD//punct//31
11 Regleringar och regleringsmyndigheter ;Källa//NN|UTR|SIN|IND|NOM//ROOT//0 ://MID//punct//0
11 Regleringar och regleringsmyndigheter ;Gönenc//PM|NOM//appos//0 m.fl.//AB|AN//conj//2 (//PAD//punct//5 2001//RG|NOM//nmod//3 )//PAD//punct//5 .//MAD//punct//0
11 Regleringar och regleringsmyndigheter ;I//PP//case//3 tabell//NN|UTR|SIN|IND|NOM//nmod//2 11.5//RG|NOM//nummod//3 ovan//AB//obl//4 redovisas//VB|PRS|SFO//ROOT//4 en//DT|UTR|SIN|IND//det//6 genomgång//NN|UTR|SIN|IND|NOM//nsubj:pass//4 av//PP//case//8 graden//NN|UTR|SIN|DEF|NOM//nmod//6 av//PP//case//12 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//12 hos//PP//case//12 regleringsmyndigheter//NN|NEU|PLU|IND|NOM//nmod//8 inom//PP//case//14 telekommunikationsområdet//NN|NEU|SIN|DEF|NOM//nmod//12 i//PP//case//17 några//DT|UTR/NEU|PLU|IND//det//17 OECD-länder//NN|UTR|PLU|IND|NOM//nmod//12 .//MID//punct//4
11 Regleringar och regleringsmyndigheter ;Så//AB//advmod//24 gott//AB|POS//fixed//19 som//KN//case//23 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//23 myndigheter//NN|UTR|PLU|IND|NOM//nmod//20 förefaller//VB|PRS|AKT//conj//4 ha//VB|INF|AKT//xcomp//24 en//DT|UTR|SIN|IND//det//28 hög//JJ|POS|UTR|SIN|IND|NOM//amod//28 grad//NN|UTR|SIN|IND|NOM//obj//25 av//PP//case//30 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//24 .//MAD//punct//4
11 Regleringar och regleringsmyndigheter ;En//DT|UTR|SIN|IND//det//34 intressant//JJ|POS|UTR|SIN|IND|NOM//amod//34 iakttagelse//NN|UTR|SIN|IND|NOM//nsubj:pass//4 är//VB|PRS|AKT//cop//34 att//SN//mark//47 mandatperioden//NN|UTR|SIN|DEF|NOM//nsubj//47 för//PP//case//39 chefer//NN|UTR|PLU|IND|NOM//nmod//37 i//PP//case//41 Danmark//PM|NOM//nmod//39 ,//MID//punct//43 Norge//PM|NOM//conj//41 och//KN//cc//45 Finland//PM|NOM//conj//41 är//VB|PRS|AKT//cop//47 obegränsad//PC|PRF|UTR|SIN|IND|NOM//csubj//34 .//MAD//punct//4
11 Regleringar och regleringsmyndigheter ;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 även//AB//advmod//1 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//1 för//PP//case//6 regleringsmyndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//6 kostnader//NN|UTR|PLU|IND|NOM//obl//1 inom//PP//case//8 elområdet//NN|NEU|SIN|DEF|NOM//nmod//6 .//MID//punct//1
11 Regleringar och regleringsmyndigheter ;Som//HA//mark//11 framgår//VB|PRS|AKT//advcl//17 av//PP//case//14 tabell//NN|UTR|SIN|IND|NOM//nmod//14 11.6//RG|NOM//obl//11 är//VB|PRS|AKT//cop//17 skillnaderna//NN|UTR|PLU|DEF|NOM//nsubj//17 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//1 .//MAD//punct//17
11 Regleringar och regleringsmyndigheter ;"Relateras//VB|PRS|SFO//nmod:poss//20 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//25 till//PP//case//24 respektive//AB//amod//23 lands//NN|NEU|SIN|IND|GEN//nmod:poss//24 BNP//NN|AN//nmod//20 framgår//VB|PRS|AKT//conj//1 att//SN//mark//28 Sverige//PM|NOM//nsubj//28 har//VB|PRS|AKT//ccomp//25 en//DT|UTR|SIN|IND//det//32 relativt//AB|POS//advmod//31 låg//JJ|POS|UTR|SIN|IND|NOM//amod//32 andel//NN|UTR|SIN|IND|NOM//obj//28 ;//MID//punct//1"
11 Regleringar och regleringsmyndigheter ;det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//37 är//VB|PRS|AKT//cop//37 bara//AB//advmod//37 Norge//PM|NOM//parataxis//1 ,//MID//punct//39 Finland//PM|NOM//conj//37 och//KN//cc//41 Frankrike//PM|NOM//conj//37 som//HP|-|-|-//nsubj//43 satsar//VB|PRS|AKT//acl:relcl//41 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//45 resurser//NN|UTR|PLU|IND|NOM//obj//43 på//PP//case//47 reglering//NN|UTR|SIN|IND|NOM//obl//43 och//KN//cc//49 tillsyn//NN|UTR|SIN|IND|NOM//conj//47 .//MAD//punct//37
11 Regleringar och regleringsmyndigheter ;För//PP//case//52 2005//RG|NOM//nummod//53 förstärks//VB|PRS|SFO//conj//1 dock//AB//advmod//53 Nätmyndighetens//PM|GEN//nmod:poss//56 anslag//NN|NEU|SIN|IND|NOM//nsubj//53 med//PP//case//60 25//RG|NOM//nummod//59 miljoner//NN|UTR|PLU|IND|NOM//nmod//60 kronor//NN|UTR|PLU|IND|NOM//nmod//56 .//MAD//punct//1
11 Regleringar och regleringsmyndigheter ;Förstärkningen//NN|UTR|SIN|DEF|NOM//nsubj//63 innebär//VB|PRS|AKT//parataxis//1 att//SN//mark//66 Sverige//PM|NOM//nsubj//66 hamnar//VB|PRS|AKT//ccomp//63 i//PP//case//68 mittskiktet//NN|NEU|SIN|DEF|NOM//obl//66 bland//PP//case//70 EUländerna//NN|UTR|PLU|DEF|NOM//nmod//68 (//PAD//punct//66 under//PP//case//73 antagandet//NN|NEU|SIN|DEF|NOM//obl//66 att//SN//mark//79 inte//AB//advmod//77 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 länder//NN|NEU|PLU|IND|NOM//nsubj//79 också//AB//advmod//79 ökar//VB|PRS|AKT//acl//73 resurserna//NN|UTR|PLU|DEF|NOM//obj//79 )//PAD//punct//79 .//MAD//punct//1
11 Regleringar och regleringsmyndigheter ;Källa//NN|UTR|SIN|IND|NOM//nsubj//10 ://MID//punct//0
11 Regleringar och regleringsmyndigheter ;Eurostat//PM|NOM//appos//0 .//MID//punct//0
11 Regleringar och regleringsmyndigheter ;11.6//RG|NOM//nmod//0 Hur//HA//advmod//6 är//VB|PRS|AKT//cop//10 verksamheterna//NN|UTR|PLU|DEF|NOM//nsubj//10 i//PP//case//9 Sverige//PM|NOM//nmod//7 reglerade//VB|PRT|AKT//ROOT//10 ?//MAD//punct//10
11 Regleringar och regleringsmyndigheter ;Som//HA//advmod//1 framgår//VB|PRS|AKT//advcl//5 av//PP//case//4 tabell//NN|UTR|SIN|IND|NOM//nmod//4 11.7//RG|NOM//obl//1 finns//VB|PRS|SFO//ROOT//5 det//PN|NEU|SIN|DEF|SUB/OBJ//det//8 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 variationer//NN|UTR|PLU|IND|NOM//nsubj//5 mellan//PP//mark//12 hur//HA//advmod//12 branscherna//NN|UTR|PLU|DEF|NOM//nsubj:pass//12 regleras//VB|PRS|SFO//advcl//5 ,//MID//punct//12 men//KN//cc//18 också//AB//advmod//18 mellan//PP//case//18 vilka//HD|UTR/NEU|PLU|IND//det//18 typer//NN|UTR|PLU|IND|NOM//conj//12 av//PP//case//20 regleringar//NN|UTR|PLU|IND|NOM//nmod//18 som//HP|-|-|-//nsubj:pass//22 används//VB|PRS|SFO//acl:relcl//20 .//MAD//punct//5
11 Regleringar och regleringsmyndigheter ;Inom//PP//case//2 t.ex.//AB|AN//advmod//2 järnvägssektorn//NN|UTR|SIN|DEF|NOM//obl//3 regleras//VB|PRS|SFO//ROOT//3 enbart//AB//advmod//3 nyttjandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//3 av//PP//case//7 infrastruktur//NN|UTR|SIN|IND|NOM//nmod//5 ,//MID//punct//3 och//KN//cc//13 priset//NN|NEU|SIN|DEF|NOM//nsubj//13 är//VB|PRS|AKT//cop//13 en//DT|UTR|SIN|IND//det//13 form//NN|UTR|SIN|IND|NOM//conj//3 av//PP//case//15 avgift//NN|UTR|SIN|IND|NOM//nmod//13 som//HP|-|-|-//nsubj:pass//17 fastställs//VB|PRS|SFO//acl:relcl//15 av//PP//case//19 regeringen//NN|UTR|SIN|DEF|NOM//obl:agent//17 .//MAD//punct//13
11 Regleringar och regleringsmyndigheter ;Även//AB//advmod//23 inom//PP//case//23 flygsektorn//NN|UTR|SIN|DEF|NOM//nmod//13 är//VB|PRS|AKT//cop//25 nyttjandet//NN|NEU|SIN|DEF|NOM//nsubj//28 av//PP//case//27 infrastrukturen//NN|UTR|SIN|DEF|NOM//nmod//25 reglerad//PC|PRF|UTR|SIN|IND|NOM//conj//3 .//MAD//punct//3
11 Regleringar och regleringsmyndigheter ;Här//AB//advmod//31 tillämpas//VB|PRS|SFO//parataxis//3 emellertid//AB//advmod//31 en//DT|UTR|SIN|IND//det//35 annan//JJ|POS|UTR|SIN|IND|NOM//amod//35 form//NN|UTR|SIN|IND|NOM//nsubj:pass//31 av//PP//case//37 prisreglering//NN|UTR|SIN|IND|NOM//nmod//35 än//KN//advmod//40 inom//PP//case//40 järnvägssektorn//NN|UTR|SIN|DEF|NOM//obl//31 som//HP|-|-|-//nsubj//42 innebär//VB|PRS|AKT//acl:relcl//40 att//SN//mark//49 endast//AB//advmod//45 delar//NN|UTR|PLU|IND|NOM//nsubj//49 av//PP//case//47 avgifterna//NN|UTR|PLU|DEF|NOM//nmod//45 är//VB|PRS|AKT//cop//49 reglerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ccomp//42 och//KN//cc//53 endast//AB//advmod//53 får//VB|PRS|AKT//aux//53 öka//VB|INF|AKT//conj//49 med//PP//case//56 högst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//amod//56 nettoprisindex//NN|NEU|SIN|IND|NOM//obl//53 .//MAD//punct//3
11 Regleringar och regleringsmyndigheter ;Den//DT|UTR|SIN|DEF//det//60 kommersiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//60 marktjänsten//NN|UTR|SIN|DEF|NOM//nsubj//64 inom//PP//case//62 flyget//NN|NEU|SIN|DEF|NOM//nmod//60 är//VB|PRS|AKT//cop//64 oreglerad//JJ|POS|UTR|SIN|IND|NOM//parataxis//3 .//MAD//punct//3
11 Regleringar och regleringsmyndigheter ;Inom//PP//advmod//4 el//NN|UTR|SIN|IND|NOM//fixed//0 och//KN//cc//3 tele//NN|NEU|SIN|IND|NOM//conj//1 tillämpas//VB|PRS|SFO//advcl//40 fundamentalt//AB|POS//advmod//6 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 principer//NN|UTR|PLU|IND|NOM//nsubj:pass//4 och//KN//cc//9 modeller//NN|UTR|PLU|IND|NOM//conj//7 .//MAD//punct//4
11 Regleringar och regleringsmyndigheter ;Regleringen//NN|UTR|SIN|DEF|NOM//nsubj//19 inom//PP//nmod//11 el//NN|UTR|SIN|IND|NOM//fixed//12 (//PAD//punct//11 nätdelen//NN|UTR|SIN|DEF|NOM//appos//11 )//PAD//punct//11 är//VB|PRS|AKT//cop//19 en//DT|UTR|SIN|IND//det//19 form//NN|UTR|SIN|IND|NOM//parataxis//4 av//PP//case//21 intäktstaksreglering//NN|UTR|SIN|IND|NOM//nmod//19 som//HP|-|-|-//nsubj//23 är//VB|PRS|AKT//cop//26 av//PP//case//26 ex//NN|AN//nmod//26 post–karaktär//NN|AN//conj//19 och//KN//cc//29 som//HP|-|-|-//nsubj//29 riktar//VB|PRS|AKT//conj//19 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//29 mot//PP//case//32 slutkund//NN|UTR|SIN|IND|NOM//obl//29 .//MAD//punct//19
11 Regleringar och regleringsmyndigheter ;Inom//PP//case//35 tele//NN|NEU|SIN|IND|NOM//obl//4 är//VB|PRS|AKT//cop//40 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//40 däremot//AB//advmod//40 en//DT|UTR|SIN|IND//det//40 form//NN|UTR|SIN|IND|NOM//ROOT//40 av//PP//case//42 tillträdesprissättning//NN|UTR|SIN|IND|NOM//nmod//40 som//HP|-|-|-//nsubj//44 riktar//VB|PRS|AKT//acl:relcl//42 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//44 mot//PP//case//47 innehavaren//NN|UTR|SIN|DEF|NOM//obl//44 av//PP//case//49 infrastrukturen//NN|UTR|SIN|DEF|NOM//nmod//47 .//MAD//punct//40
11 Regleringar och regleringsmyndigheter ;Regleringen//NN|UTR|SIN|DEF|NOM//nsubj//53 är//VB|PRS|AKT//cop//53 kostnadsorienterad//PC|PRF|UTR|SIN|IND|NOM//parataxis//40 och//KN//cc//57 av//PP//case//57 ex//NN|AN//nmod//57 ante-karaktär//NN|UTR|SIN|IND|NOM//conj//53 .//MAD//punct//53
11 Regleringar och regleringsmyndigheter ;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 bör//VB|PRS|AKT//aux//3 dock//AB//advmod//3 påpekas//VB|INF|SFO//ROOT//3 att//SN//mark//6 statligt//JJ|POS|NEU|SIN|IND|NOM//advmod//6 ägande//NN|NEU|SIN|IND|NOM//advcl//12 i//PP//case//8 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//6 också//AB//advmod//12 är//VB|PRS|AKT//cop//12 en//DT|UTR|SIN|IND//det//12 form//NN|UTR|SIN|IND|NOM//obl//3 av//PP//case//14 reglering//NN|UTR|SIN|IND|NOM//nmod//12 ,//MID//punct//12 t.ex.//AB|AN//advmod//18 genom//PP//case//18 avkastningskrav//NN|NEU|PLU|IND|NOM//appos//12 .//MAD//punct//12
11 Regleringar och regleringsmyndigheter ;11.7//RG|NOM//conj//12 Vad//HP|NEU|SIN|IND//nsubj:pass//23 ska//VB|PRS|AKT//aux//23 regleras//VB|INF|SFO//acl:relcl//12 ?//MAD//punct//3
11 Regleringar och regleringsmyndigheter ;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 sex//RG|NOM//nummod//2 branscher//NN|UTR|PLU|IND|NOM//nsubj//11 har//VB|PRS|AKT//aux//11 traditionellt//AB|POS//advmod//5 sett//VB|SUP|AKT//advmod//11 varit//VB|SUP|AKT//cop//11 mer//AB|KOM//advmod//11 eller//KN//fixed//7 mindre//AB|KOM//advmod//10 starkt//AB|POS//advmod//11 reglerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//11 .//MAD//punct//11
