Sammanfattning;1//RG|NOM//nummod//1 Uppdraget//NN|NEU|SIN|DEF|NOM//ROOT//1 och//KN//cc//9 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//7 genomförande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 2//RG|NOM//nummod//6 Dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 utsökningsförfarande//NN|NEU|SIN|IND|NOM//amod//9 3//RG|NOM//nummod//9 Behovet//NN|NEU|SIN|DEF|NOM//conj//1 av//PP//case//12 en//DT|UTR|SIN|IND//det//12 översyn//NN|UTR|SIN|IND|NOM//nmod//9 av//PP//case//16 det//DT|NEU|SIN|DEF//det//16 utsökningsrättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 regelverket//NN|NEU|SIN|DEF|NOM//nmod//12 och//KN//cc//18 utgångspunkter//NN|UTR|PLU|IND|NOM//conj//16 för//PP//case//21 vår//PS|UTR|SIN|DEF//nmod:poss//21 översyn//NN|UTR|SIN|IND|NOM//nmod//18 4//RG|NOM//nummod//21 En//DT|UTR|SIN|IND//det//25 modernare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 utsökningsbalk//NN|UTR|SIN|IND|NOM//nmod//28 5//RG|NOM//nummod//27 Kronofogdemyndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//28 medverkan//NN|UTR|SIN|IND|NOM//appos//1 till//PP//case//31 frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 överenskommelser//NN|UTR|PLU|IND|NOM//nmod//28 och//KN//cc//33 processledning//NN|UTR|SIN|IND|NOM//conj//31 6//RG|NOM//nummod//35 Utredning//NN|UTR|SIN|IND|NOM//nmod//33 av//PP//case//37 tillgångar//NN|UTR|PLU|IND|NOM//nmod//35 och//KN//cc//39 myndighetssamverkan//NN|UTR|SIN|DEF|NOM//conj//37 7//RG|NOM//nummod//41 Reglerna//NN|UTR|PLU|DEF|NOM//conj//1 om//PP//case//43 beneficium//NN|NEU|SIN|IND|NOM//nmod//41 vid//PP//case//45 utmätning//NN|UTR|SIN|IND|NOM//nmod//43 8//RG|NOM//nummod//47 Löneutmätning//NN|UTR|SIN|IND|NOM//conj//1 9//RG|NOM//nummod//50 Tvångsvis//PM|GEN//amod//50 försäljning//NN|UTR|SIN|IND|NOM//conj//1 och//KN//cc//52 redovisning//NN|UTR|SIN|IND|NOM//conj//50 av//PP//case//54 pengar//NN|UTR|PLU|IND|NOM//nmod//52 10//RG|NOM//nummod//56 Avhysning//NN|UTR|SIN|IND|NOM//appos//1 11//RG|NOM//nummod//58 Avgifter//NN|UTR|PLU|IND|NOM//conj//1 och//KN//cc//60 rättegångskostnader//NN|UTR|PLU|IND|NOM//conj//58 12//RG|NOM//nummod//62 Överklagande-//NN|NEU|-|-|SMS//appos//1 och//KN//cc//64 delgivningsfrågor//NN|UTR|PLU|IND|NOM//conj//62
16.3.4 Förslagen medför vissa engångsvisa införandekostnader för Kronofogdemyndigheten / Utbildningsinsatser;Även//AB//advmod//74 utbildning//NN|UTR|SIN|IND|NOM//nsubj:pass//83 till//PP//case//78 följd//NN|UTR|SIN|IND|NOM//fixed//75 av//PP//fixed//75 författningsändringar//NN|UTR|PLU|IND|NOM//nmod//74 av//PP//case//82 relativt//AB|POS//advmod//81 genomgripande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//82 karaktär//NN|UTR|SIN|IND|NOM//nmod//78 hanteras//VB|PRS|SFO//advcl//55 av//PP//case//86 dessa//DT|UTR/NEU|PLU|DEF//det//86 myndigheter//NN|UTR|PLU|IND|NOM//obl:agent//83 inom//PP//case//89 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//89 anslagsramar//NN|UTR|PLU|IND|NOM//nmod//86 .//MAD//punct//36
16.3.4 Förslagen medför vissa engångsvisa införandekostnader för Kronofogdemyndigheten / Utbildningsinsatser;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//92 anser//VB|PRS|AKT//parataxis//36 därför//AB//mark//104 att//SN//fixed//93 det//DT|NEU|SIN|DEF//det//96 behov//NN|NEU|SIN|IND|NOM//nsubj:pass//104 av//PP//case//98 utbildning//NN|UTR|SIN|IND|NOM//nmod//96 som//KN//obj//102 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//101 förslag//NN|NEU|PLU|IND|NOM//nsubj//102 medför//VB|PRS|AKT//acl:relcl//98 kan//VB|PRS|AKT//aux//104 hanteras//VB|INF|SFO//advcl//92 inom//PP//case//110 ramen//NN|UTR|SIN|DEF|NOM//fixed//105 för//PP//fixed//105 Kronofogdemyndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//110 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//110 anslagstilldelning//NN|UTR|SIN|IND|NOM//obl//104 .//MAD//punct//92

16.3.4 Förslagen medför vissa engångsvisa införandekostnader för Kronofogdemyndigheten / Utveckling av it-stöd;Kronofogdemyndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 it-enhet//NN|UTR|SIN|IND|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 uppskattat//VB|SUP|AKT//ROOT//3 och//KN//cc//5 beräknat//VB|SUP|AKT//conj//3 de//DT|UTR/NEU|PLU|DEF//obj//5 it-utvecklingsbehov//NN|NEU|PLU|IND|NOM//obj//5 och//KN//cc//9 kostnader//NN|UTR|PLU|IND|NOM//conj//7 som//HP|-|-|-//dislocated//14 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//12 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//14 kan//VB|PRS|AKT//aux//14 antas//VB|INF|SFO//advcl//5 medföra//VB|INF|AKT//xcomp//14 .//MAD//punct//3
16.3.4 Förslagen medför vissa engångsvisa införandekostnader för Kronofogdemyndigheten / Utveckling av it-stöd;Kronofogdemyndighetens//PM|GEN//nmod:poss//18 beräkningar//NN|UTR|PLU|IND|NOM//nsubj:pass//25 av//PP//case//20 kostnader//NN|UTR|PLU|IND|NOM//nmod//18 för//PP//case//22 utveckling//NN|UTR|SIN|IND|NOM//nmod//20 av//PP//case//24 it-stöd//NN|NEU|SIN|IND|NOM//nmod//22 redovisas//VB|PRS|SFO//conj//3 i//PP//case//27 detalj//NN|UTR|SIN|IND|NOM//obl//25 i//PP//case//30 bilaga//NN|UTR|SIN|IND|NOM//nmod//30 19//RG|NOM//obl//25 .//MAD//punct//3
16.3.4 Förslagen medför vissa engångsvisa införandekostnader för Kronofogdemyndigheten / Utveckling av it-stöd;Enligt//PP//case//33 itenheten//NN|UTR|SIN|DEF|NOM//obl//39 är//VB|PRS|AKT//cop//39 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//39 främst//AB|SUV//advmod//39 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 sex//RG|NOM//nummod//39 bedömningar//NN|UTR|PLU|IND|NOM//conj//3 och//KN//cc//41 förslag//NN|NEU|PLU|IND|NOM//conj//39 som//HP|-|-|-//nsubj//43 föranleder//VB|PRS|AKT//acl:relcl//41 behov//NN|NEU|SIN|IND|NOM//obj//43 av//PP//case//46 utveckling//NN|UTR|SIN|IND|NOM//nmod//44 och//KN//cc//48 förändring//NN|UTR|SIN|IND|NOM//conj//46 av//PP//case//50 it-stödet//NN|NEU|SIN|DEF|NOM//nmod//48 .//MAD//punct//3
16.3.4 Förslagen medför vissa engångsvisa införandekostnader för Kronofogdemyndigheten / Utveckling av it-stöd;•//NN|UTR|SIN|IND|NOM//nmod//1 Förslaget//NN|NEU|SIN|DEF|NOM//ROOT//1 att//SN//mark//6 Kronofogdemyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//6 ska//VB|PRS|AKT//aux//6 kunna//VB|INF|AKT//aux//6 medverka//VB|INF|AKT//acl//1 till//PP//compound:prt//6 att//SN//mark//10 parterna//NN|UTR|PLU|DEF|NOM//nsubj//10 uppnår//VB|PRS|AKT//ccomp//6 frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 överenskommelser//NN|UTR|PLU|IND|NOM//obj//10 (//PAD//punct//1 se//VB|IMP|AKT//parataxis//1 avsnitt//NN|NEU|SIN|IND|NOM//nmod//16 5.3.1//RG|NOM//obj//14 och//KN//cc//18 16.9.1//RG|NOM//conj//16 )//PAD//punct//14 .//MAD//punct//1
16.3.4 Förslagen medför vissa engångsvisa införandekostnader för Kronofogdemyndigheten / Utveckling av it-stöd;•//PP//nmod//1 Förslaget//NN|NEU|SIN|DEF|NOM//ROOT//1 som//HP|-|-|-//nsubj//3 innebär//VB|PRS|AKT//acl:relcl//1 att//SN//mark//18 Kronofogdemyndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 praxis//NN|UTR|SIN|IND|NOM//nsubj//18 att//IE//mark//8 avvakta//VB|INF|AKT//acl//6 med//PP//case//10 verkställighetsåtgärder//NN|UTR|PLU|IND|NOM//obl//8 vid//PP//case//12 prövning//NN|UTR|SIN|IND|NOM//nmod//10 av//PP//case//15 en//DT|UTR|SIN|IND//det//15 invändning//NN|UTR|SIN|IND|NOM//nmod//12 mot//PP//case//17 verkställighet//NN|UTR|SIN|IND|NOM//nmod//15 lagfästs//NN|UTR|SIN|IND|GEN//ccomp//3 (//PAD//punct//1 se//VB|IMP|AKT//parataxis//1 avsnitt//NN|NEU|SIN|IND|NOM//nmod//22 4.3.18//RG|NOM//obj//20 och//KN//cc//24 16.8.1//RG|NOM//conj//22 )//PAD//punct//20 .//MAD//punct//1
16.3.4 Förslagen medför vissa engångsvisa införandekostnader för Kronofogdemyndigheten / Utveckling av it-stöd;•//NN|UTR|SIN|IND|NOM//nmod//1 Förslaget//NN|NEU|SIN|DEF|NOM//ROOT//1 om//PP//mark//14 hur//HA//advmod//4 normal-//NN|UTR|-|-|SMS//nsubj:pass//14 och//KN//cc//6 förbehållsbeloppet//NN|NEU|SIN|DEF|NOM//conj//4 för//PP//case//8 personer//NN|UTR|PLU|IND|NOM//obl//4 som//HP|-|-|-//nsubj//10 står//VB|PRS|AKT//acl:relcl//8 under//PP//case//12 löneutmätning//NN|UTR|SIN|IND|NOM//obl//10 ska//VB|PRS|AKT//aux//14 beräknas//VB|INF|SFO//acl//1 (//PAD//punct//1 se//VB|IMP|AKT//parataxis//1 avsnitt//NN|NEU|SIN|IND|NOM//nmod//18 8.4.1//RG|NOM//obj//16 och//KN//cc//20 16.12.1//RG|NOM//conj//18 )//PAD//punct//16 .//MAD//punct//1
16.3.4 Förslagen medför vissa engångsvisa införandekostnader för Kronofogdemyndigheten / Utveckling av it-stöd;•//NN|UTR|SIN|IND|NOM//nmod//1 Förslaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//6 att//SN//mark//6 schablonbeneficie//NN|UTR|SIN|DEF|NOM//advmod//6 bara//AB//advmod//6 ska//VB|PRS|AKT//aux//6 lämnas//VB|INF|SFO//ROOT//6 i//PP//case//9 uppenbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 fall//NN|NEU|PLU|IND|NOM//obl//6 (//PAD//punct//6 se//VB|IMP|AKT//parataxis//6 avsnitt//NN|NEU|SIN|IND|NOM//nmod//13 7.3.4//RG|NOM//obj//11 och//KN//cc//15 16.11.3//RG|NOM//conj//13 )//PAD//punct//11 .//MAD//punct//6
16.3.4 Förslagen medför vissa engångsvisa införandekostnader för Kronofogdemyndigheten / Utveckling av it-stöd;•//PP//nmod//1 Bedömningen//NN|UTR|SIN|DEF|NOM//ROOT//1 att//SN//mark//6 Kronofogdemyndigheten//PM|NOM//nsubj//6 tydligare//AB|KOM//advmod//6 ska//VB|PRS|AKT//aux//6 redovisa//VB|INF|AKT//acl//1 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//8 motiv//NN|NEU|PLU|IND|NOM//obj//6 för//PP//case//10 ställningstaganden//NN|NEU|PLU|IND|NOM//obl//6 i//PP//case//12 utredningsrapporter//NN|UTR|PLU|IND|NOM//nmod//10 (//PAD//punct//1 se//VB|IMP|AKT//parataxis//1 avsnitt//NN|NEU|SIN|IND|NOM//nmod//16 6.4.5//RG|NOM//obj//14 och//KN//cc//18 16.10.3//RG|NOM//conj//16 )//PAD//punct//14 .//MAD//punct//1
16.3.4 Förslagen medför vissa engångsvisa införandekostnader för Kronofogdemyndigheten / Utveckling av it-stöd;•//NN|UTR|SIN|IND|NOM//advmod//1 Förslag//NN|NEU|PLU|IND|NOM//ROOT//1 som//HP|-|-|-//nsubj//3 innebär//VB|PRS|AKT//acl:relcl//1 att//SN//mark//7 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 begrepp//NN|NEU|PLU|IND|NOM//nsubj:pass//7 utmönstras//VB|INF|SFO//ccomp//3 från//PP//case//9 utsökningsbalken//NN|UTR|SIN|DEF|NOM//obl//7 och//KN//cc//14 att//SN//mark//14 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 begrepp//NN|NEU|PLU|IND|NOM//nsubj:pass//14 införs//VB|PRS|SFO//conj//7 (//PAD//punct//14 avsnitt//NN|NEU|SIN|IND|NOM//nmod//17 4.3.1//RG|NOM//appos//14 ,//MID//punct//19 4.3.2//RG|NOM//conj//17 ,//MID//punct//21 16.8.1//RG|NOM//conj//17 och//KN//cc//23 16.8.2//RG|NOM//conj//17 )//PAD//punct//14 .//MAD//punct//1
16.3.4 Förslagen medför vissa engångsvisa införandekostnader för Kronofogdemyndigheten / Utveckling av it-stöd;Kronofogdemyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 uppskattat//VB|SUP|AKT//ROOT//2 det//DT|NEU|SIN|DEF//det//5 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 antalet//NN|NEU|SIN|DEF|NOM//nmod//6 arbetstimmar//NN|UTR|PLU|IND|NOM//obj//2 för//PP//mark//9 att//IE//mark//9 utveckla//VB|INF|AKT//advcl//2 it-stödet//NN|NEU|SIN|DEF|NOM//obj//9 med//PP//case//12 anledning//NN|UTR|SIN|IND|NOM//nmod//10 av//PP//case//15 dessa//DT|UTR/NEU|PLU|DEF//det//15 förslag//NN|NEU|PLU|IND|NOM//nmod//12 till//PP//case//19 55//RG|NOM//nummod//18 842//RG|NOM//nummod//19 timmar//NN|UTR|PLU|IND|NOM//nmod//15 samt//KN//cc//23 ytterligare//AB|KOM//advmod//22 2//RG|NOM//nummod//23 500–5//RG|NOM//conj//19 000//RG|NOM//nummod//25 timmar//NN|UTR|PLU|IND|NOM//obj//9 för//PP//case//27 verksamhetskompetens//NN|UTR|SIN|IND|NOM//nmod//25 .//MAD//punct//2
16.3.4 Förslagen medför vissa engångsvisa införandekostnader för Kronofogdemyndigheten / Utveckling av it-stöd;En//DT|UTR|SIN|IND//det//30 schablon//NN|UTR|SIN|IND|NOM//nsubj:pass//38 om//PP//case//34 1//RG|NOM//nummod//33 000//RG|NOM//nummod//34 kronor//NN|UTR|PLU|IND|NOM//nmod//30 per//PP//case//36 timme//NN|UTR|SIN|IND|NOM//nmod//34 har//VB|PRS|AKT//aux//38 använts//VB|SUP|SFO//conj//2 för//PP//mark//41 att//IE//mark//41 beräkna//VB|INF|AKT//advcl//38 arbetskostnaden//NN|UTR|SIN|DEF|NOM//obj//41 .//MAD//punct//2
16.3.4 Förslagen medför vissa engångsvisa införandekostnader för Kronofogdemyndigheten / Utveckling av it-stöd;Den//DT|UTR|SIN|DEF//det//46 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 kostnaden//NN|UTR|SIN|DEF|NOM//nsubj:pass//48 har//VB|PRS|AKT//aux//48 uppskattats//VB|SUP|SFO//parataxis//2 till//PP//case//53 cirka//AB//advmod//51 57–58//RG|NOM//nummod//52 miljoner//NN|UTR|PLU|IND|NOM//nmod//53 kronor//NN|UTR|PLU|IND|NOM//obl//48 .//MAD//punct//2
16.3.4 Förslagen medför vissa engångsvisa införandekostnader för Kronofogdemyndigheten / Utveckling av it-stöd;I//PP//case//57 denna//DT|UTR|SIN|DEF//det//57 kostnad//NN|UTR|SIN|IND|NOM//obl//58 ingår//VB|PRS|AKT//conj//2 inte//AB//advmod//58 utvecklingskostnader//NN|UTR|PLU|IND|NOM//nsubj//58 för//PP//case//64 ett//DT|NEU|SIN|IND//det//64 webbaserat//PC|PRF|NEU|SIN|IND|NOM//amod//64 informationsverktyg//NN|NEU|SIN|IND|NOM//nmod//60 enligt//PP//case//67 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//67 överväganden//NN|NEU|PLU|IND|NOM//nmod//64 i//PP//case//70 avsnitt//NN|NEU|SIN|IND|NOM//nmod//70 4.3.21//RG|NOM//nmod//67 .//MID//punct//58
16.3.4 Förslagen medför vissa engångsvisa införandekostnader för Kronofogdemyndigheten / Utveckling av it-stöd;Inte//AB//advmod//73 heller//AB//advmod//74 har//VB|PRS|AKT//parataxis//58 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 kostnader//NN|UTR|PLU|IND|NOM//obj//74 som//HP|-|-|-//nsubj:pass//81 kan//VB|PRS|AKT//aux//81 komma//VB|INF|AKT//aux//81 att//IE//mark//81 krävas//VB|INF|SFO//acl:relcl//76 för//PP//mark//84 att//IE//mark//84 anpassa//VB|INF|AKT//advcl//81 it-stödet//NN|NEU|SIN|DEF|NOM//obj//84 med//PP//case//87 anledning//NN|UTR|SIN|IND|NOM//nmod//85 av//PP//case//90 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//90 överväganden//NN|NEU|PLU|IND|NOM//nmod//87 i//PP//case//93 avsnitt//NN|NEU|SIN|IND|NOM//nmod//93 6.4.4//RG|NOM//nmod//90 om//PP//case//97 ett//DT|NEU|SIN|IND//det//97 ökat//PC|PRF|NEU|SIN|IND|NOM//amod//97 informationsutbyte//NN|NEU|SIN|IND|NOM//nmod//93 mellan//PP//case//99 Kronofogdemyndigheten//PM|NOM//nmod//97 och//KN//cc//102 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//102 myndigheter//NN|UTR|PLU|IND|NOM//conj//99 tagits//VB|SUP|SFO//xcomp//84 med//PL//compound:prt//103 i//PP//case//106 beräkningen//NN|UTR|SIN|DEF|NOM//obl//103 .//MAD//punct//2
16.3.4 Förslagen medför vissa engångsvisa införandekostnader för Kronofogdemyndigheten / Utveckling av it-stöd;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 anser//VB|PRS|AKT//ROOT//1 att//SN//mark//8 Kronofogdemyndighetens//PM|GEN//nmod:poss//4 uppskattningar//NN|UTR|PLU|IND|NOM//nsubj//8 i//PP//case//7 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 fall//NN|NEU|PLU|IND|NOM//nmod//4 grundar//VB|PRS|AKT//ccomp//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//8 på//PP//case//12 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 analyser//NN|UTR|PLU|IND|NOM//obl//8 av//PP//case//15 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//15 förslag//NN|NEU|SIN|IND|NOM//nmod//12 samt//KN//cc//33 att//SN//mark//33 de//DT|UTR/NEU|PLU|DEF//det//20 redovisade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//20 behoven//NN|NEU|PLU|DEF|NOM//nsubj//33 av//PP//case//23 antal//NN|NEU|SIN|IND|NOM//nmod//23 arbetstimmar//NN|UTR|PLU|IND|NOM//nmod//20 för//PP//mark//26 att//IE//mark//26 genomföra//VB|INF|AKT//acl//20 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 förändringar//NN|UTR|PLU|IND|NOM//obj//26 av//PP//case//30 it-stödet//NN|NEU|SIN|DEF|NOM//nmod//28 är//VB|PRS|AKT//cop//33 alltför//AB//advmod//33 tilltagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//8 .//MAD//punct//1
16.3.4 Förslagen medför vissa engångsvisa införandekostnader för Kronofogdemyndigheten / Utveckling av it-stöd;Vi//PN|UTR|PLU|DEF|SUB//nsubj//36 redovisar//VB|PRS|AKT//parataxis//1 några//PN|UTR/NEU|PLU|IND|SUB/OBJ//obj//36 av//PP//case//40 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//40 synpunkter//NN|UTR|PLU|IND|NOM//nmod//37 på//PP//case//42 Kronofogdemyndighetens//PM|GEN//nmod//37 i//PP//case//44 bilaga//NN|UTR|SIN|IND|NOM//nmod//45 19//RG|NOM//nummod//42 uppskattade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//47 it-kostnader//NN|UTR|PLU|IND|NOM//nmod//37 nedan//AB//advmod//47 .//MAD//punct//36
16.3.4 Förslagen medför vissa engångsvisa införandekostnader för Kronofogdemyndigheten / Utveckling av it-stöd;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 inte//AB//advmod//1 att//SN//mark//6 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//6 ska//VB|PRS|AKT//aux//6 införas//VB|INF|SFO//ccomp//1 några//DT|UTR/NEU|PLU|IND//det//8 formkrav//NN|NEU|PLU|IND|NOM//obj//6 för//PP//mark//13 hur//HA//advmod//13 parter//NN|UTR|PLU|IND|NOM//nsubj:pass//13 ska//VB|PRS|AKT//aux//13 kallas//VB|INF|SFO//acl//8 till//PP//case//16 ett//DT|NEU|SIN|IND//det//16 sammanträde//NN|NEU|SIN|IND|NOM//obl//13 för//PP//mark//19 att//IE//mark//19 uppnå//VB|INF|AKT//advcl//13 frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 överenskommelser//NN|UTR|PLU|IND|NOM//obj//19 .//MAD//punct//1
16.3.4 Förslagen medför vissa engångsvisa införandekostnader för Kronofogdemyndigheten / Utveckling av it-stöd;Kronofogdemyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//26 bör//VB|PRS|AKT//aux//26 kunna//VB|INF|AKT//aux//26 kalla//VB|INF|AKT//parataxis//1 såväl//KN//advmod//28 muntligen//NN|UTR|SIN|DEF|NOM//obj//26 som//KN//mark//30 skriftligen//AB//advcl//26 ,//MID//punct//30 vilket//HP|NEU|SIN|IND//nsubj//34 även//AB//advmod//34 innefattar//VB|PRS|AKT//acl:relcl//30 kallelse//NN|UTR|SIN|IND|NOM//obj//34 i//PP//case//38 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//38 form//NN|UTR|SIN|IND|NOM//nmod//35 .//MAD//punct//1
16.3.4 Förslagen medför vissa engångsvisa införandekostnader för Kronofogdemyndigheten / Utveckling av it-stöd;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//41 är//VB|PRS|AKT//cop//44 vidare//AB|KOM//advmod//41 vår//PS|UTR|SIN|DEF//nmod:poss//44 bedömning//NN|UTR|SIN|IND|NOM//parataxis//1 att//SN//mark//48 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//48 inte//AB//advmod//48 behöver//VB|PRS|AKT//acl//44 införas//VB|INF|SFO//xcomp//1 någon//DT|UTR|SIN|IND//det//51 reglering//NN|UTR|SIN|IND|NOM//nsubj:pass//49 om//PP//case//53 formkrav//NN|NEU|PLU|IND|NOM//obl//49 för//PP//case//55 protokoll//NN|NEU|PLU|IND|NOM//nmod//53 eller//KN//cc//57 beslut//NN|NEU|PLU|IND|NOM//conj//55 .//MAD//punct//1
16.3.4 Förslagen medför vissa engångsvisa införandekostnader för Kronofogdemyndigheten / Utveckling av it-stöd;Vi//PN|UTR|PLU|DEF|SUB//nsubj//60 menar//VB|PRS|AKT//parataxis//1 att//SN//mark//73 tid//NN|UTR|SIN|IND|NOM//nsubj:pass//73 och//KN//cc//64 plats//NN|UTR|SIN|IND|NOM//conj//62 för//PP//case//66 sammanträde//NN|NEU|SIN|IND|NOM//nmod//62 och//KN//cc//68 resultatet//NN|NEU|SIN|DEF|NOM//conj//66 av//PP//case//70 sammanträdet//NN|NEU|SIN|DEF|NOM//nmod//68 lämpligen//AB//advmod//73 kan//VB|PRS|AKT//aux//73 dokumenteras//VB|INF|SFO//ccomp//60 genom//PP//case//76 en//DT|UTR|SIN|IND//det//76 handläggarnotering//NN|UTR|SIN|IND|NOM//obl//73 i//PP//case//78 målet//NN|NEU|SIN|DEF|NOM//nmod//76 (//PAD//punct//80 se//VB|IMP|AKT//parataxis//60 avsnitt//NN|NEU|SIN|IND|NOM//nmod//82 5.3.1//RG|NOM//obj//80 )//PAD//punct//80 .//MAD//punct//88
16.3.4 Förslagen medför vissa engångsvisa införandekostnader för Kronofogdemyndigheten / Utveckling av it-stöd;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//88 kan//VB|PRS|AKT//aux//88 därför//AB//advmod//88 diskuteras//VB|INF|SFO//conj//60 om//SN//mark//92 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//92 är//VB|PRS|AKT//cop//92 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//advcl//88 att//IE//mark//94 inrätta//VB|INF|AKT//csubj//92 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//96 it-funktioner//NN|UTR|PLU|IND|NOM//obj//94 och//KN//cc//101 att//SN//mark//101 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//101 ska//VB|PRS|AKT//aux//101 tas//VB|INF|SFO//conj//92 fram//PL//compound:prt//101 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//104 blanketter//NN|UTR|PLU|IND|NOM//obj//101 för//PP//case//107 detta//DT|NEU|SIN|DEF//det//107 ändamål//NN|NEU|SIN|IND|NOM//obl//101 .//MAD//punct//1
16.3.4 Förslagen medför vissa engångsvisa införandekostnader för Kronofogdemyndigheten / Utveckling av it-stöd;Vårt//PS|NEU|SIN|DEF//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj//16 om//PP//mark//6 att//SN//mark//6 Kronofogdemyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//6 ska//VB|PRS|AKT//aux//6 avvakta//VB|INF|AKT//acl//1 med//PP//case//8 verkställighetsåtgärder//NN|UTR|PLU|IND|NOM//obl//6 vid//PP//case//10 prövning//NN|UTR|SIN|IND|NOM//nmod//8 av//PP//case//13 en//DT|UTR|SIN|IND//det//13 invändning//NN|UTR|SIN|IND|NOM//nmod//10 mot//PP//case//15 verkställighet//NN|UTR|SIN|IND|NOM//nmod//13 innebär//VB|PRS|AKT//ROOT//16 inte//AB//advmod//16 att//SN//mark//40 vi//PN|UTR|PLU|DEF|SUB//nsubj//40 inför//PP//case//22 något//DT|NEU|SIN|IND//det//22 nytt//JJ|POS|NEU|SIN|IND|NOM//advmod//19 i//PP//case//24 utsökningsförfarandet//NN|NEU|SIN|DEF|NOM//nmod//22 ,//MID//punct//27 utan//KN//cc//27 vi//PN|UTR|PLU|DEF|SUB//obl//40 lagfäster//NN|UTR|PLU|IND|NOM//nmod//27 endast//AB//advmod//31 den//DT|UTR|SIN|DEF//det//31 praxis//NN|UTR|SIN|IND|NOM//nmod//27 som//HP|-|-|-//nsubj:pass//33 tillämpas//VB|PRS|SFO//acl:relcl//31 vid//PP//case//35 Kronofogdemyndigheten//PM|NOM//obl//33 redan//AB//advmod//37 i//PP//advmod//33 dag//NN|UTR|SIN|IND|NOM//fixed//37 (//PAD//punct//27 se//VB|IMP|AKT//ccomp//16 avsnitt//NN|NEU|SIN|IND|NOM//nmod//42 4.3.18//RG|NOM//obj//40 )//PAD//punct//40 .//MAD//punct//16
