F-skattesystemet;–//PP//punct//4 några//DT|UTR/NEU|PLU|IND//det//4 särskilt//AB//advmod//3 utpekade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//4 frågor//NN|UTR|PLU|IND|NOM//ROOT//4
4.4.4 Anmälningsskyldighet och solidariskt betalningsansvar;För//PP//mark//35 att//SN//fixed//29 en//DT|UTR|SIN|IND//det//32 utbetalare//NN|UTR|SIN|IND|NOM//nsubj:pass//35 ska//VB|PRS|AKT//aux//35 kunna//VB|INF|AKT//aux//35 göras//VB|INF|SFO//advcl//40 betalningsskyldig//JJ|POS|UTR|SIN|IND|NOM//xcomp//35 i//PP//case//39 dessa//DT|UTR/NEU|PLU|DEF//det//39 situationer//NN|UTR|PLU|IND|NOM//obl//35 krävs//VB|PRS|SFO//parataxis//9 att//SN//mark//44 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//44 kan//VB|PRS|AKT//aux//44 anses//VB|INF|SFO//ccomp//40 ha//VB|INF|AKT//aux//47 varit//VB|SUP|AKT//cop//47 uppenbart//JJ|POS|NEU|SIN|IND|NOM//xcomp//44 för//PP//case//49 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//47 som//HP|-|-|-//nsubj//51 uppdragit//VB|SUP|AKT//acl:relcl//49 arbetet//NN|NEU|SIN|DEF|NOM//obj//51 att//SN//mark//55 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//55 rått//VB|SUP|AKT//advcl//51 ett//DT|NEU|SIN|IND//det//57 anställningsförhållande//NN|NEU|SIN|IND|NOM//xcomp//55 ,//MID//punct//40 men//KN//cc//63 att//SN//mark//63 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//63 inte//AB//advmod//63 anmälts//VB|SUP|SFO//conj//9 till//PP//case//65 Skatteverket//PM|NOM//obl//63 i//PP//case//69 samband//NN|NEU|SIN|IND|NOM//fixed//66 med//PP//case//69 utbetalningen//NN|UTR|SIN|DEF|NOM//obl//63 (//PAD//punct//63 prop//NN|UTR|SIN|IND|NOM//appos//63 .//MAD//punct//63
4.4.4 Anmälningsskyldighet och solidariskt betalningsansvar;1991/92:112//RG|NOM//nummod//74 s.//NN|AN//nmod//75 109//RG|NOM//obl//63 )//PAD//punct//9 .//MAD//punct//9
4.4.4 Anmälningsskyldighet och solidariskt betalningsansvar;Högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//1 förvaltningsdomstolen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//9 i//PP//case//5 avgörandet//NN|NEU|SIN|DEF|NOM//fixed//3 RÅ//PM|NOM//nmod//8 2003//RG|NOM//nummod//5 ref.//NN|AN//nmod//8 91//RG|NOM//obl//9 behandlat//VB|SUP|AKT//ROOT//9 frågan//NN|UTR|SIN|DEF|NOM//obj//9 om//PP//case//12 anmälningsskyldigheten//NN|UTR|SIN|DEF|NOM//nmod//10 enligt//PP//advmod//14 40//RG|NOM//nummod//15 a//NN|NEU|SIN|IND|NOM//case//17 §//NN|AN//nmod//17 UBL//PM|NOM//nmod//12 (//PAD//punct//9 numera//AB//advmod//20 10//RG|NOM//nummod//21 kap.//NN|AN//obl//22 14//RG|NOM//nummod//23 §//NN|AN//nmod//24 SFL//PM|NOM//obl//9 )//PAD//punct//9 och//KN//cc//30 om//SN//mark//30 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//30 var//VB|PRT|AKT//cop//30 uppenbart//JJ|POS|NEU|SIN|IND|NOM//conj//9 att//SN//mark//34 arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//34 hade//VB|PRT|AKT//aux//34 utförts//VB|SUP|SFO//csubj//30 under//PP//case//37 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//37 förhållanden//NN|NEU|PLU|IND|NOM//obl//34 att//SN//mark//43 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//43 som//HP|-|-|-//nsubj//41 utförde//VB|PRT|AKT//acl:relcl//39 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//41 var//VB|PRT|AKT//advcl//34 att//IE//mark//45 anse//VB|INF|AKT//ccomp//43 som//KN//mark//47 anställda//NN|UTR|PLU|IND|NOM//xcomp//45 hos//PP//case//49 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//47 som//HP|-|-|-//nsubj//51 betalade//VB|PRT|AKT//acl:relcl//49 ut//PL//compound:prt//51 ersättningen//NN|UTR|SIN|DEF|NOM//obj//51 för//PP//case//55 arbetet//NN|NEU|SIN|DEF|NOM//obl//51 .//MAD//punct//43
4.4.4 Anmälningsskyldighet och solidariskt betalningsansvar;Domstolen//NN|UTR|SIN|DEF|NOM//nsubj//58 fann//VB|PRT|AKT//parataxis//43 att//SN//mark//63 vad//HP|NEU|SIN|IND//dislocated//63 som//HP|-|-|-//nsubj//63 hade//VB|PRT|AKT//aux//63 förekommit//VB|SUP|AKT//ccomp//58 i//PP//case//65 målet//NN|NEU|SIN|DEF|NOM//obl//63 inte//AB//advmod//67 gav//VB|PRT|AKT//conj//58 vid//PP//case//69 handen//NN|UTR|SIN|DEF|NOM//obl//67 att//SN//mark//73 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//73 varit//VB|SUP|AKT//cop//73 uppenbart//JJ|POS|NEU|SIN|IND|NOM//ccomp//58 att//SN//mark//78 de//DT|UTR/NEU|PLU|DEF//det//77 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 arbetena//NN|NEU|PLU|DEF|NOM//nsubj:pass//78 utförts//VB|SUP|SFO//csubj//73 åt//PP//case//80 aktiebolaget//NN|NEU|SIN|DEF|NOM//obl//78 under//PP//case//83 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//83 omständigheter//NN|UTR|PLU|IND|NOM//obl//78 att//SN//mark//89 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//89 som//HP|-|-|-//nsubj//87 utfört//VB|SUP|AKT//acl:relcl//85 arbetena//NN|NEU|PLU|DEF|NOM//obj//87 varit//VB|SUP|AKT//cop//91 att//IE//mark//91 anse//VB|INF|AKT//ccomp//58 som//KN//mark//93 anställda//NN|UTR|PLU|IND|NOM//xcomp//91 hos//PP//case//95 bolaget//NN|NEU|SIN|DEF|NOM//nmod//93 .//MAD//punct//58
4.4.4 Anmälningsskyldighet och solidariskt betalningsansvar;Domen//NN|UTR|SIN|DEF|NOM//nsubj//1 visar//VB|PRS|AKT//ROOT//1 således//AB//advmod//1 att//SN//mark//6 anmälningsskyldighet//NN|UTR|SIN|IND|NOM//nsubj//6 endast//AB//advmod//6 föreligger//VB|PRS|AKT//ccomp//1 när//HA//mark//10 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//10 är//VB|PRS|AKT//cop//10 klart//JJ|POS|NEU|SIN|IND|NOM//advcl//6 att//SN//mark//13 arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//13 utförts//VB|SUP|SFO//csubj//10 i//PP//case//17 en//DT|UTR|SIN|IND//det//17 uppenbar//JJ|POS|UTR|SIN|IND|NOM//amod//17 anställning//NN|UTR|SIN|IND|NOM//obl//13 och//KN//cc//23 att//SN//mark//23 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//23 ska//VB|PRS|AKT//aux//23 ha//VB|INF|AKT//aux//23 stått//VB|SUP|AKT//conj//13 klart//AB|POS//advmod//23 också//AB//advmod//27 för//PP//case//27 utbetalaren//NN|UTR|SIN|DEF|NOM//obl//23 .//MAD//punct//1

4.5 Särskilt om utländska näringsidkare i Sverige;Sedan//SN//case//1 införandet//NN|NEU|SIN|DEF|NOM//obl//32 av//PP//case//4 den//DT|UTR|SIN|DEF//det//4 tidigare//AB|KOM//nmod//1 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//6 skattebetalningslagen//NN|UTR|SIN|DEF|NOM//nmod//1 (//PAD//punct//1 numera//AB//advmod//9 skatteförfarandelagen//NN|UTR|SIN|DEF|NOM//appos//1 )//PAD//punct//9 år//NN|NEU|SIN|IND|NOM//nmod//12 1998//RG|NOM//nummod//1 kan//VB|PRS|AKT//aux//32 en//DT|UTR|SIN|IND//det//15 person//NN|UTR|SIN|IND|NOM//obj//13 som//HP|-|-|-//nsubj//19 inte//AB//advmod//19 är//VB|PRS|AKT//cop//19 skattskyldig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//15 i//PP//case//21 Sverige//PM|NOM//obl//19 men//KN//cc//24 som//HP|-|-|-//nsubj//24 bedriver//VB|PRS|AKT//conj//19 eller//KN//cc//26 avser//VB|PRS|AKT//conj//24 bedriva//VB|INF|AKT//xcomp//26 näringsverksamhet//NN|UTR|SIN|IND|NOM//obj//27 i//PP//case//30 landet//NN|NEU|SIN|DEF|NOM//obl//27 bli//VB|INF|AKT//aux:pass//32 godkänd//PC|PRF|UTR|SIN|IND|NOM//ROOT//32 för//PP//case//34 F-skatt//NN|UTR|SIN|IND|NOM//obl//32 .//MID//punct//32
4.5 Särskilt om utländska näringsidkare i Sverige;Tidigare//AB|KOM//advmod//37 gällde//VB|PRT|AKT//parataxis//32 att//SN//punct//37 endast//AB//advmod//40 den//PN|UTR|SIN|DEF|SUB/OBJ//dep//38 som//HP|-|-|-//nsubj//49 var//VB|PRT|AKT//cop//43 skattskyldig//JJ|POS|UTR|SIN|IND|NOM//advmod//49 här//AB//advmod//46 i//PP//case//46 landet//NN|NEU|SIN|DEF|NOM//obl//49 kunde//VB|PRT|AKT//aux//49 bli//VB|INF|AKT//aux:pass//49 tilldelad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//40 Fskattsedel//PM|NOM//obj//49 (//PAD//punct//50 numera//AB//advmod//53 godkännande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//appos//50 för//PP//case//55 F-skatt//NN|UTR|SIN|IND|NOM//obl//53 )//PAD//punct//50 ,//MID//punct//40 men//KN//cc//74 eftersom//SN//mark//62 man//PN|UTR|SIN|IND|SUB//nsubj//62 ville//VB|PRT|AKT//aux//62 underlätta//VB|INF|AKT//advcl//74 för//PP//case//68 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//68 fysiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//68 och//KN//cc//67 juridiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//65 personer//NN|UTR|PLU|IND|NOM//obl//62 att//IE//mark//70 bedriva//VB|INF|AKT//advcl//62 näringsverksamhet//NN|UTR|SIN|IND|NOM//obj//70 i//PP//case//73 Sverige//PM|NOM//obl//70 slopades//VB|PRT|SFO//conj//40 detta//DT|NEU|SIN|DEF//det//76 krav//NN|NEU|SIN|IND|NOM//nsubj:pass//74 (//PAD//punct//76 prop//NN|UTR|SIN|IND|NOM//appos//76 .//MAD//punct//40
4.5 Särskilt om utländska näringsidkare i Sverige;1996/97:100//RG|NOM//nummod//81 s.//NN|AN//nmod//82 535//RG|NOM//nmod//40 )//PAD//punct//40 .//MAD//punct//32
4.5 Särskilt om utländska näringsidkare i Sverige;I//PP//advmod//3 dag//NN|UTR|SIN|IND|NOM//fixed//0 är//VB|PRS|AKT//cop//3 rörlighet//NN|UTR|SIN|IND|NOM//nsubj:pass//13 över//PP//case//5 gränserna//NN|UTR|PLU|DEF|NOM//nmod//3 ett//DT|NEU|SIN|IND//det//8 naturligt//JJ|POS|NEU|SIN|IND|NOM//amod//8 inslag//NN|NEU|SIN|IND|NOM//appos//3 och//KN//cc//11 gränsöverskridande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 arbete//NN|NEU|SIN|IND|NOM//conj//8 kan//VB|PRS|AKT//aux//13 utföras//VB|INF|SFO//ROOT//13 med//PP//case//15 stöd//NN|NEU|SIN|IND|NOM//obl//13 av//PP//case//18 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//15 .//MAD//punct//13
4.5 Särskilt om utländska näringsidkare i Sverige;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//25 kan//VB|PRS|AKT//aux//25 t.ex.//AB|AN//advmod//25 vara//VB|INF|AKT//cop//25 fri//JJ|POS|UTR|SIN|IND|NOM//amod//25 rörlighet//NN|UTR|SIN|IND|NOM//parataxis//13 av//PP//case//27 tjänster//NN|UTR|PLU|IND|NOM//nmod//25 eller//KN//cc//29 etableringsfriheten//NN|UTR|SIN|DEF|NOM//conj//27 eller//KN//cc//31 utstationering//NN|UTR|SIN|IND|NOM//conj//27 av//PP//case//33 arbetstagare//NN|UTR|PLU|IND|NOM//nmod//31 .//MAD//punct//36
4.5 Särskilt om utländska näringsidkare i Sverige;Regelverket//NN|NEU|SIN|DEF|NOM//nsubj//36 varierar//VB|PRS|AKT//conj//25 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//mark//44 av//PP//fixed//37 under//PP//case//43 vilken//HD|UTR|SIN|IND//det//42 rättslig//JJ|POS|UTR|SIN|IND|NOM//amod//42 form//NN|UTR|SIN|IND|NOM//nmod:poss//43 arbetet//NN|NEU|SIN|DEF|NOM//obl//44 utförs//VB|PRS|SFO//advcl//36 .//MAD//punct//25
4.5 Särskilt om utländska näringsidkare i Sverige;Nedan//AB//advmod//47 behandlas//VB|PRS|SFO//conj//13 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 regelverk//NN|NEU|PLU|IND|NOM//nsubj:pass//47 som//HP|-|-|-//nsubj:pass//52 kan//VB|PRS|AKT//aux//52 anses//VB|INF|SFO//acl:relcl//49 ha//VB|INF|AKT//xcomp//52 relevans//NN|UTR|SIN|IND|NOM//obj//53 för//PP//case//57 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//57 deluppdrag//NN|NEU|SIN|IND|NOM//obl//53 .//MAD//punct//13

4.5.1 Fri rörlighet för tjänster och etableringsfrihet;Genom//PP//case//1 medlemskapet//NN|NEU|SIN|DEF|NOM//obl//7 i//PP//case//3 EU//PM|NOM//nmod//1 från//PP//case//6 år//NN|NEU|SIN|IND|NOM//nmod//6 1995//RG|NOM//nmod//3 fick//VB|PRT|AKT//ROOT//7 Sverige//PM|NOM//nsubj//7 ett//DT|NEU|SIN|IND//det//12 helt//AB|POS//advmod//11 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//12 regelverk//NN|NEU|SIN|IND|NOM//obj//7 att//IE//mark//14 anpassa//VB|INF|AKT//acl//12 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//14 till//PP//compound:prt//14 .//MAD//punct//7
4.5.1 Fri rörlighet för tjänster och etableringsfrihet;De//DT|UTR/NEU|PLU|DEF//det//20 EU-rättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 fördragen//NN|NEU|PLU|DEF|NOM//nsubj:pass//22 har//VB|PRS|AKT//aux//22 införlivats//VB|SUP|SFO//parataxis//7 i//PP//case//25 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//25 rätt//NN|UTR|SIN|IND|NOM//obl//22 genom//PP//case//27 lagen//NN|UTR|SIN|DEF|NOM//nmod//25 (//PAD//punct//29 1994:1500//RG|NOM//appos//27 )//PAD//punct//29 med//PP//case//32 anledning//NN|UTR|SIN|IND|NOM//obl//22 av//PP//case//35 Sveriges//PM|GEN//nmod:poss//35 anslutning//NN|UTR|SIN|IND|NOM//nmod//32 till//PP//case//37 EU//PM|NOM//nmod//35 och//KN//cc//41 är//VB|PRS|AKT//cop//41 att//IE//mark//41 betrakta//VB|INF|AKT//conj//22 som//KN//case//44 en//DT|UTR|SIN|IND//det//44 del//NN|UTR|SIN|IND|NOM//obl//41 av//PP//case//48 den//DT|UTR|SIN|DEF//det//48 nationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//48 rätten//NN|UTR|SIN|DEF|NOM//nmod//44 .//MAD//punct//7
4.5.1 Fri rörlighet för tjänster och etableringsfrihet;Inom//PP//case//51 EU//PM|NOM//obl//55 ://MID//punct//51 s//JJ|AN//amod//54 regelverk//NN|NEU|SIN|IND|NOM//appos//51 brukar//VB|PRS|AKT//parataxis//7 man//PN|UTR|SIN|IND|SUB//nsubj//55 skilja//VB|INF|AKT//xcomp//55 mellan//PP//case//61 den//DT|UTR|SIN|DEF//det//61 primära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//61 rätten//NN|UTR|SIN|DEF|NOM//obl//57 och//KN//cc//65 den//DT|UTR|SIN|DEF//det//65 sekundära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//65 rätten//NN|UTR|SIN|DEF|NOM//conj//61 .//MAD//punct//55
4.5.1 Fri rörlighet för tjänster och etableringsfrihet;Till//PP//case//68 primärrätten//NN|UTR|SIN|DEF|NOM//obl//69 hör//VB|PRS|AKT//conj//7 främst//AB|SUV//advmod//69 de//DT|UTR/NEU|PLU|DEF//det//73 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//73 fördragen//NN|NEU|PLU|DEF|NOM//nsubj//69 ,//MID//punct//73 bl.a.//AB|AN//advmod//76 fördraget//NN|NEU|SIN|DEF|NOM//appos//73 om//PP//case//79 Europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//79 unionen//NN|UTR|SIN|DEF|NOM//nmod//76 (//PAD//punct//81 EU-fördraget//NN|NEU|SIN|DEF|NOM//appos//79 )//PAD//punct//81 och//KN//cc//84 fördraget//NN|NEU|SIN|DEF|NOM//conj//79 om//PP//case//88 Europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//87 unionens//NN|UTR|SIN|DEF|GEN//nmod:poss//88 funktionssätt//NN|NEU|SIN|IND|NOM//nmod//84 (//PAD//punct//90 EUF-fördraget//NN|NEU|SIN|DEF|NOM//appos//79 )//PAD//punct//90 ,//MID//punct//69 och//KN//cc//98 de//DT|UTR/NEU|PLU|DEF//nsubj//97 till//PP//case//96 fördragen//NN|NEU|PLU|DEF|NOM//obl//97 knutna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//98 protokollen//NN|NEU|PLU|DEF|NOM//conj//69 och//KN//cc//100 förklaringarna//NN|UTR|PLU|DEF|NOM//conj//98 .//MAD//punct//7
4.5.1 Fri rörlighet för tjänster och etableringsfrihet;De//DT|UTR/NEU|PLU|DEF//det//103 rättsakter//NN|UTR|PLU|IND|NOM//nsubj//115 som//HP|-|-|-//nsubj:pass//109 med//PP//case//106 stöd//NN|NEU|SIN|IND|NOM//obl//109 av//PP//case//108 fördragsbestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//106 utfärdas//VB|INF|SFO//acl:relcl//103 av//PP//case//111 EU//PM|NOM//obl:agent//109 ://MID//punct//111 s//NN|AN//amod//114 institutioner//NN|UTR|PLU|IND|NOM//obl//115 utgör//VB|PRS|AKT//parataxis//7 den//DT|UTR|SIN|DEF//det//118 s.k.//AB|AN//amod//118 sekundärrätten//NN|UTR|SIN|DEF|NOM//obj//115 .//MAD//punct//7
4.5.1 Fri rörlighet för tjänster och etableringsfrihet;Primärrätten//NN|UTR|SIN|DEF|NOM//nsubj//124 är//VB|PRS|AKT//cop//124 den//DT|UTR|SIN|DEF//det//124 överordnade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//124 rättskällan//NN|UTR|SIN|DEF|NOM//parataxis//7 inom//PP//case//126 EU//PM|NOM//nmod//124 .//MAD//punct//7
4.5.1 Fri rörlighet för tjänster och etableringsfrihet;I//PP//case//1 princip//NN|UTR|SIN|IND|NOM//obl//5 är//VB|PRS|AKT//cop//5 varje//DT|UTR/NEU|SIN|IND//det//5 medlemsstat//NN|UTR|SIN|IND|NOM//amod//5 suveränt//JJ|POS|NEU|SIN|IND|NOM//ROOT//5 i//PP//case//7 fråga//NN|UTR|SIN|IND|NOM//nmod//5 om//PP//case//9 utformningen//NN|UTR|SIN|DEF|NOM//obl//5 av//PP//case//12 sitt//PS|NEU|SIN|DEF//nmod:poss//12 skattesystem//NN|NEU|SIN|IND|NOM//nmod//9 men//KN//cc//14 reglerna//NN|UTR|PLU|DEF|NOM//conj//9 i//PP//case//16 EUF-fördraget//NN|NEU|SIN|DEF|NOM//nmod//14 om//PP//case//19 fri//JJ|POS|UTR|SIN|IND|NOM//amod//19 rörlighet//NN|UTR|SIN|IND|NOM//nmod//14 för//PP//case//21 personer//NN|UTR|PLU|IND|NOM//nmod//19 ,//MID//punct//23 tjänster//NN|UTR|PLU|IND|NOM//conj//21 ,//MID//punct//25 kapital//NN|NEU|SIN|IND|NOM//conj//21 och//KN//cc//27 etableringsfrihet//NN|UTR|SIN|IND|NOM//conj//21 har//VB|PRS|AKT//aux//31 kommit//VB|SUP|AKT//aux//31 att//IE//mark//31 få//VB|INF|AKT//conj//5 allt//AB//advmod//33 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 betydelse//NN|UTR|SIN|IND|NOM//obj//31 även//AB//advmod//37 på//PP//case//37 skatteområdet//NN|NEU|SIN|DEF|NOM//obl//31 .//MAD//punct//5
4.5.1 Fri rörlighet för tjänster och etableringsfrihet;I//PP//case//1 EUF-fördraget//NN|NEU|SIN|DEF|NOM//obl//2 fastställs//VB|PRS|SFO//ROOT//2 principen//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 att//SN//mark//17 egenföretagare//NN|UTR|PLU|IND|NOM//nsubj//17 och//KN//cc//8 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 aktörer//NN|UTR|PLU|IND|NOM//conj//5 som//HP|-|-|-//nsubj//11 är//VB|PRS|AKT//aux:pass//11 etablerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//8 på//PP//case//15 en//DT|UTR|SIN|IND//det//14 medlemsstats//NN|UTR|SIN|IND|GEN//nmod//15 territorium//NN|NEU|SIN|IND|NOM//obl//11 får//VB|PRS|AKT//aux//17 bedriva//VB|INF|AKT//acl//3 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//19 verksamhet//NN|UTR|SIN|IND|NOM//obj//17 i//PP//case//22 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//22 medlemsstater//NN|UTR|PLU|IND|NOM//obl//17 .//MAD//punct//2
4.5.1 Fri rörlighet för tjänster och etableringsfrihet;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//26 kan//VB|PRS|AKT//aux//26 ske//VB|INF|AKT//parataxis//2 på//PP//case//29 två//RG|NOM//nummod//29 sätt//NN|NEU|PLU|IND|NOM//obl//26 .//MAD//punct//26
4.5.1 Fri rörlighet för tjänster och etableringsfrihet;Egenföretagare//NN|UTR|PLU|IND|NOM//nsubj//44 och//KN//cc//33 yrkesutövare//NN|UTR|PLU|IND|NOM//conj//31 eller//KN//cc//36 juridiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 personer//NN|UTR|PLU|IND|NOM//conj//31 som//HP|-|-|-//nsubj//40 är//VB|PRS|AKT//cop//40 lagligen//AB//advmod//40 verksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//36 i//PP//case//43 en//DT|UTR|SIN|IND//det//43 medlemsstat//NN|UTR|SIN|IND|NOM//obl//40 har//VB|PRS|AKT//conj//26 rätt//NN|UTR|SIN|IND|NOM//obj//44 att//IE//mark//48 antingen//KN//cc//48 bedriva//VB|INF|AKT//acl//45 stabil//JJ|POS|UTR|SIN|IND|NOM//amod//53 och//KN//cc//51 kontinuerlig//JJ|POS|UTR|SIN|IND|NOM//conj//49 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//53 verksamhet//NN|UTR|SIN|IND|NOM//obj//48 i//PP//case//57 en//DT|UTR|SIN|IND//det//57 annan//JJ|POS|UTR|SIN|IND|NOM//amod//57 medlemsstat//NN|UTR|SIN|IND|NOM//obl//48 (//PAD//punct//59 etableringsfrihet//NN|UTR|SIN|IND|NOM//appos//57 ,//MID//punct//59 artikel//NN|UTR|SIN|IND|NOM//nmod//62 49//RG|NOM//nmod//59 )//PAD//punct//59 eller//KN//cc//66 tillfälligt//AB|POS//advmod//66 erbjuda//VB|INF|AKT//conj//57 och//KN//cc//68 tillhandahålla//VB|INF|AKT//conj//66 tjänster//NN|UTR|PLU|IND|NOM//obj//66 i//PP//case//72 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 medlemsstater//NN|UTR|PLU|IND|NOM//nmod//69 samtidigt//AB//mark//76 som//HA//fixed//73 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//76 förblir//VB|PRS|AKT//advcl//66 etablerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//76 i//PP//case//80 sitt//PS|NEU|SIN|DEF//nmod:poss//80 ursprungsland//NN|NEU|SIN|IND|NOM//obl//77 (//PAD//punct//82 frihet//NN|UTR|SIN|IND|NOM//appos//80 att//IE//mark//84 tillhandahålla//VB|INF|AKT//acl//82 tjänster//NN|UTR|PLU|IND|NOM//obj//84 ,//MID//punct//88 artikel//NN|UTR|SIN|IND|NOM//nmod//88 56//RG|NOM//conj//85 )//PAD//punct//82 .//MAD//punct//2
4.5.1 Fri rörlighet för tjänster och etableringsfrihet;Den//DT|UTR|SIN|DEF//det//2 direkta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 konsekvensen//NN|UTR|SIN|DEF|NOM//nsubj//13 av//PP//case//5 EUF-fördragets//NN|NEU|SIN|DEF|GEN//nmod:poss//5 regler//NN|UTR|PLU|IND|NOM//nmod//2 om//PP//case//8 fri//JJ|POS|UTR|SIN|IND|NOM//amod//8 rörlighet//NN|UTR|SIN|IND|NOM//nmod//5 för//PP//case//10 tjänster//NN|UTR|PLU|IND|NOM//nmod//8 och//KN//cc//12 etableringsfrihet//NN|UTR|SIN|IND|NOM//conj//10 är//VB|PRS|AKT//ROOT//13 att//SN//mark//19 alla//DT|UTR/NEU|PLU|IND/DEF//det//16 EU-medborgare//NN|UTR|PLU|IND|NOM//nsubj//19   //_SP////16 kan//VB|PRS|AKT//aux//19 begära//VB|INF|AKT//ccomp//13 att//SN//mark//25 de//DT|UTR/NEU|PLU|DEF//det//24 behöriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//25 tillämpar//VB|PRS|AKT//ccomp//19 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//obj//25 .//MAD//punct//13
4.5.1 Fri rörlighet för tjänster och etableringsfrihet;All//DT|UTR|SIN|IND/DEF//det//29 diskriminering//NN|UTR|SIN|IND|NOM//nsubj//33 p.g.a.//PP|AN//case//31 nationalitet//NN|UTR|SIN|IND|NOM//nmod//29 är//VB|PRS|AKT//cop//33 förbjuden//PC|PRF|UTR|SIN|IND|NOM//parataxis//13 (//PAD//punct//33 artikel//NN|UTR|SIN|IND|NOM//nmod//36 18//RG|NOM//appos//33 )//PAD//punct//33 .//MAD//punct//13
