4 Författningskommentar till balken ;4.1//RG|NOM//nmod//1 Inledning//NN|UTR|SIN|IND|NOM//ROOT//1
4 Författningskommentar till balken ;I//PP//case//2 första//RO|NOM//amod//2 stycket//NN|NEU|SIN|DEF|NOM//obl//4  //_SP////2 definieras//VB|PRS|SFO//dep//21 uttrycket//NN|NEU|SIN|DEF|NOM//nsubj:pass//4 försäkrad//PC|PRF|UTR|SIN|IND|NOM//xcomp//4 .//MAD//punct//4
4 Författningskommentar till balken ;För//PP//mark//13 att//SN//fixed//8 den//DT|UTR|SIN|DEF//det//11 enskilde//JJ|POS|MAS|SIN|DEF|NOM//nsubj:pass//13 skall//VB|PRS|AKT//aux//13 anses//VB|INF|SFO//advcl//21 vara//VB|INF|AKT//aux:pass//15 försäkrad//PC|PRF|UTR|SIN|IND|NOM//xcomp//13 i//PP//case//17 SFB//PM|NOM//obl//15 ://MID//punct//17 s//JJ|AN//nummod//20 mening//NN|UTR|SIN|IND|NOM//appos//17 krävs//VB|PRS|SFO//ROOT//21 att//SN//mark//26 han//PN|UTR|SIN|DEF|SUB//nsubj//26 eller//KN//cc//25 hon//PN|UTR|SIN|DEF|SUB//conj//23 uppfyller//VB|PRS|AKT//dep//21 dels//KN//advmod//26 de//DT|UTR/NEU|PLU|DEF//det//29 krav//NN|NEU|PLU|IND|NOM//obj//26 på//PP//case//31 bosättning//NN|UTR|SIN|IND|NOM//nmod//29 ,//MID//punct//33 arbete//NN|NEU|SIN|IND|NOM//conj//31 eller//KN//cc//36 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 försäkringsgrunder//NN|UTR|PLU|IND|NOM//conj//31 som//HP|-|-|-//nsubj:pass//38 avses//VB|PRS|SFO//acl:relcl//36 i//PP//case//41 2//RG|NOM//nummod//41 §//NN|AN//obl//38 ,//MID//punct//45 dels//KN//advmod//45 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//45 krav//NN|NEU|SIN|IND|NOM//obl//26 på//PP//case//47 försäkringstider//NN|NEU|PLU|IND|NOM//nmod//45 .//MID//punct//21
4 Författningskommentar till balken ;Bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//52 om//PP//case//51 försäkringstider//NN|NEU|PLU|IND|NOM//nmod//49 finns//VB|PRS|SFO//conj//21 i//PP//case//55 6//RG|NOM//nummod//55 kap.//NN|AN//obl//52 8–12//NN|UTR|PLU|IND|NOM//nummod//57 §//NN|AN//nmod//58 §//NN|AN//nmod//55 samt//KN//cc//62 i//PP//case//62 7//RG|NOM//nummod//62 kap.//NN|AN//conj//52
4 Författningskommentar till balken ;I//PP//case//2 andra//RO|NOM//amod//2 stycket//NN|NEU|SIN|DEF|NOM//obl//4  //_SP////2 förklaras//VB|PRS|SFO//ROOT//4 vad//HP|NEU|SIN|IND//dislocated//7 som//HP|-|-|-//nsubj:pass//7 krävs//VB|PRS|SFO//ccomp//4 för//PP//mark//13 att//SN//mark//13 den//DT|UTR|SIN|DEF//det//11 försäkrade//PC|PRF|UTR/NEU|SIN|DEF|NOM//nsubj:pass//13 skall//VB|PRS|AKT//aux//13 omfattas//VB|INF|SFO//advcl//7 av//PP//case//15 socialförsäkringsskyddet//NN|NEU|SIN|DEF|NOM//obl:agent//13 ,//MID//punct//23 nämligen//AB//advmod//23 att//SN//mark//23 han//PN|UTR|SIN|DEF|SUB//nsubj//23 eller//KN//cc//21 hon//PN|UTR|SIN|DEF|SUB//conj//19 också//AB//advmod//23 uppfyller//VB|PRS|AKT//parataxis//4 de//DT|UTR/NEU|PLU|DEF//det//26 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 villkor//NN|NEU|PLU|IND|NOM//obj//23 som//HP|-|-|-//nsubj//28 gäller//VB|PRS|AKT//acl:relcl//26 för//PP//case//31 respektive//AB//amod//31 förmån//NN|UTR|SIN|IND|NOM//obl//28 enligt//PP//case//34 5–7//RG|NOM//nmod//34 kap.//NN|AN//nmod//31 Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//39 kan//VB|PRS|AKT//aux//39 då//AB//advmod//39 t.ex.//AB|AN//advmod//39 handla//VB|INF|AKT//conj//4 om//PP//case//41 förutsättningarna//NN|UTR|PLU|DEF|NOM//obl//39 för//PP//mark//47 att//SN//mark//47 en//DT|UTR|SIN|IND//det//45 förmån//NN|UTR|SIN|IND|NOM//nsubj:pass//47 skall//VB|PRS|AKT//aux//47 betalas//VB|INF|SFO//acl//41 ut//PL//compound:prt//47 vid//PP//case//50 utlandsvistelse//NN|UTR|SIN|IND|NOM//obl//47 enligt//PP//case//52 A//PM|NOM//obl//47 5//RG|NOM//nummod//54 kap.//NN|AN//nmod//55 13–16//RG|NOM//nummod//56 §//NN|AN//nmod//57 §//NN|AN//nmod//52 eller//KN//cc//59 A//PM|NOM//conj//57 6//RG|NOM//nummod//61 kap.//NN|AN//nmod//64 15–18//RG|NOM//nummod//63 §//NN|AN//nmod//64 §//NN|AN//nmod//52 .//MAD//punct//4
4 Författningskommentar till balken ;Det//DT|NEU|SIN|DEF//det//2 ovan//AB//amod//2 sagda//PC|PRF|UTR/NEU|SIN|DEF|NOM//nsubj//3 innebär//VB|PRS|AKT//ROOT//3 att//SN//mark//9 en//DT|UTR|SIN|IND//det//6 person//NN|UTR|SIN|IND|NOM//nsubj:pass//9 kan//VB|PRS|AKT//aux//9 vara//VB|INF|AKT//aux:pass//9 försäkrad//PC|PRF|UTR|SIN|IND|NOM//ccomp//3 i//PP//case//12 den//DT|UTR|SIN|DEF//det//12 mening//NN|UTR|SIN|IND|NOM//obl//9 som//HP|-|-|-//nsubj:pass//14 avses//VB|PRS|SFO//acl:relcl//12 i//PP//case//17 avdelning//NN|UTR|SIN|IND|NOM//nmod//17 A//NN|NEU|SIN|IND|NOM//obl//14 men//KN//cc//21 ändå//AB//advmod//21 inte//AB//advmod//21 omfattas//VB|PRS|SFO//conj//14 av//PP//case//23 socialförsäkringsskyddet//NN|NEU|SIN|DEF|NOM//obl:agent//21 ,//MID//punct//23 som//HP|-|-|-//nsubj//30 alltså//AB//advmod//30 är//VB|PRS|AKT//cop//30 ett//DT|NEU|SIN|IND//det//30 vidare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 begrepp//NN|NEU|SIN|IND|NOM//acl:relcl//23 .//MAD//punct//3
4 Författningskommentar till balken ;4//RG|NOM//nummod//33 kap.//NN|AN//nmod//35 4//RG|NOM//nummod//35 §//NN|AN//obl//3
4 Författningskommentar till balken ;I//PP//case//1 bestämmelsen//NN|UTR|SIN|DEF|NOM//obl//2 anges//VB|PRS|SFO//ROOT//2 att//SN//mark//12 de//DT|UTR/NEU|PLU|DEF//det//6 närmare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//12 om//PP//case//8 rätten//NN|UTR|SIN|DEF|NOM//nmod//6  //_SP////8 till//PP//case//11 förmåner//NN|UTR|PLU|IND|NOM//nmod//8 finns//VB|PRS|SFO//dep//2 i//PP//case//15 avdelningarna//NN|UTR|PLU|DEF|NOM//nmod//15 B//PM|NOM//obl//12 H.//PM|NOM//flat:name//15 Endast//AB//advmod//12 i//PP//case//20 de//DT|UTR/NEU|PLU|DEF//det//20 fall//NN|NEU|PLU|IND|NOM//obl//12 som//HP|-|-|-//obj//29 man//PN|UTR|SIN|IND|SUB//nsubj//29 enligt//PP//case//25 4//RG|NOM//nummod//25 kap.//NN|AN//nmod//27 3//RG|NOM//nummod//27 §//NN|AN//obl//29 har//VB|PRS|AKT//aux//29 konstaterat//VB|SUP|AKT//acl:relcl//20 att//SN//mark//34 en//DT|UTR|SIN|IND//det//32 person//NN|UTR|SIN|IND|NOM//nsubj//34 är//VB|PRS|AKT//cop//34 försäkrad//PC|PRF|UTR|SIN|IND|NOM//ccomp//29 och//KN//cc//37 dessutom//AB//advmod//37 omfattas//VB|PRS|SFO//conj//34 av//PP//case//39 socialförsäkringsskyddet//NN|NEU|SIN|DEF|NOM//obl:agent//37 finns//VB|PRS|SFO//conj//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//40 anledning//NN|UTR|SIN|IND|NOM//nsubj//40 att//IE//mark//44 pröva//VB|INF|AKT//acl//42 frågan//NN|UTR|SIN|DEF|NOM//obj//44 om//SN//case//47 han//PN|UTR|SIN|DEF|SUB//nmod//45 eller//KN//cc//49 hon//PN|UTR|SIN|DEF|SUB//conj//47 har//VB|PRS|AKT//nsubj//40 rätt//NN|UTR|SIN|IND|NOM//obj//50 till//PP//case//54 en//DT|UTR|SIN|IND//det//54 förmån//NN|UTR|SIN|IND|NOM//obl//50 som//HP|-|-|-//nsubj:pass//56 omfattas//VB|PRS|SFO//acl:relcl//54 av//PP//case//58 SFB//PM|NOM//obl:agent//56 .//MAD//punct//2
4 Författningskommentar till balken ;5//RG|NOM//nummod//61 kap.//NN|AN//appos//2 9//RG|NOM//nummod//63 §//NN|AN//obl//61
4 Författningskommentar till balken ;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//1 motsvarar//VB|PRS|AKT//ROOT//1 3//RG|NOM//nummod//3 kap.//NN|AN//nmod//6 1//RG|NOM//nummod//5 §//NN|AN//nmod//6 2–4//RG|NOM//obl//1 och//KN//cc//10 2//RG|NOM//nummod//9 §//NN|AN//nmod//10 SofL.//MAD//conj//6 Den//DT|UTR|SIN|DEF//det//13 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 uppdelningen//NN|UTR|SIN|DEF|NOM//obj//1 på//PP//case//15 förmåner//NN|UTR|PLU|IND|NOM//nmod//13 som//HP|-|-|-//obl//20 den//DT|UTR|SIN|DEF//det//18 enskilde//JJ|POS|MAS|SIN|DEF|NOM//nsubj//20 är//VB|PRS|AKT//cop//20 försäkrad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//15 för//PP//case//23 respektive//AB//amod//23 lagar//NN|UTR|PLU|IND|NOM//obl//20 som//HP|-|-|-//obl//27 den//DT|UTR|SIN|DEF//det//26 enskilde//JJ|POS|MAS|SIN|DEF|NOM//nsubj:pass//27 omfattas//VB|PRS|SFO//acl:relcl//23 av//PP//compound:prt//27 försvinner//VB|PRS|AKT//advcl//1 dock//AB//advmod//29 .//MAD//punct//1
4 Författningskommentar till balken ;Den//DT|UTR|SIN|DEF//det//33 enskilde//JJ|POS|MAS|SIN|DEF|NOM//nsubj//40 är//VB|PRS|AKT//cop//40 med//PP//case//37 vårt//PS|NEU|SIN|DEF//nmod:poss//37 synsätt//NN|NEU|SIN|IND|NOM//obl//40 i//PP//advmod//40 stället//NN|NEU|SIN|DEF|NOM//fixed//38 försäkrad//PC|PRF|UTR|SIN|IND|NOM//parataxis//1 för//PP//case//44 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//44 bosättningsbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//44 förmåner//NN|UTR|PLU|IND|NOM//obl//40 som//HP|-|-|-//nsubj:pass//46 anges//VB|PRS|SFO//acl:relcl//44 i//PP//case//48 paragrafen//NN|UTR|SIN|DEF|NOM//obl//46 .//MAD//punct//1
4 Författningskommentar till balken ;Av//PP//case//2 3//RG|NOM//nummod//2 kap.//NN|AN//obl//7 2//RG|NOM//nummod//4 §//NN|AN//nmod//5 13//RG|NOM//nummod//7 tredje//RO|NOM//amod//7 ledet//NN|NEU|SIN|DEF|NOM//obl//103 SofL//PM|NOM//nsubj//9 framgår//VB|PRS|AKT//acl:relcl//7 att//SN//mark//17 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//17 som//HP|-|-|-//nsubj//14 är//VB|PRS|AKT//cop//14 bosatt//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//11 i//PP//case//16 Sverige//PM|NOM//obl//14 omfattas//VB|PRS|SFO//ccomp//9 av//PP//case//19 EPL//PM|NOM//obl:agent//17 ifråga//AB//mark//22 om//PP//fixed//20 bl.a.//AB|AN//advmod//69 pension//NN|UTR|SIN|IND|NOM//obj//22 enligt//PP//case//26 6//RG|NOM//nummod//26 kap.//NN|AN//nmod//28 5//RG|NOM//nummod//28 §//NN|AN//obl//22 första//RO|NOM//amod//30 stycket//NN|NEU|SIN|DEF|NOM//obl//22 2//RG|NOM//nummod//32 EPL//NN|AN//appos//30 eller//KN//cc//38 enligt//PP//case//36 4//RG|NOM//nummod//36 §//NN|AN//nmod//38 andra//RO|NOM//amod//38 stycket//NN|NEU|SIN|DEF|NOM//conj//32 2//RG|NOM//nummod//42 eller//KN//cc//39 6//RG|NOM//nummod//39 §//NN|AN//nmod//44 tredje//RO|NOM//amod//44 stycket//NN|NEU|SIN|DEF|NOM//nmod//38 2//RG|NOM//nummod//44 EPLP//PM|NOM//nmod//38 ,//MID//punct//30 beräknad//PC|PRF|UTR|SIN|IND|NOM//acl//30 i//PP//case//54 förhållande//NN|NEU|SIN|IND|NOM//fixed//49 till//PP//fixed//49 det//DT|NEU|SIN|DEF//det//53 antal//NN|NEU|SIN|IND|NOM//nmod//54 år//NN|NEU|PLU|IND|NOM//nmod//48 som//HP|-|-|-//nsubj:pass//57 har//VB|PRS|AKT//aux//57 tillgodoräknats//VB|SUP|SFO//acl:relcl//54 som//KN//case//59 bosättningstid//NN|UTR|SIN|IND|NOM//obl//57 i//PP//case//61 Sverige//PM|NOM//nmod//59 .//MAD//punct//30
4 Författningskommentar till balken ;Av//PP//case//64 punkten//NN|UTR|SIN|DEF|NOM//nmod//65 17//RG|NOM//obl//22  //_SP////65 i//PP//case//68 paragrafen//NN|UTR|SIN|DEF|NOM//obl//69 framgår//VB|PRS|AKT//advcl//17 i//PP//advmod//69 stället//NN|NEU|SIN|DEF|NOM//fixed//70 att//SN//mark//80 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//80 som//HP|-|-|-//nsubj//76 är//VB|PRS|AKT//cop//76 bosatt//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//73 i//PP//case//78 Sverige//PM|NOM//obl//76 är//VB|PRS|AKT//aux:pass//80 försäkrad//PC|PRF|UTR|SIN|IND|NOM//advcl//69 för//PP//case//82 90-procentstillägg//NN|NEU|SIN|IND|NOM//obl//80 till//PP//case//84 änkepension//NN|UTR|SIN|IND|NOM//nmod//82 ,//MID//punct//86 beräknad//PC|PRF|UTR|SIN|IND|NOM//conj//80 i//PP//case//92 förhållande//NN|NEU|SIN|IND|NOM//fixed//87 till//PP//fixed//87 det//DT|NEU|SIN|DEF//det//91 antal//NN|NEU|SIN|IND|NOM//nmod//92 år//NN|NEU|PLU|IND|NOM//obl//86 som//HP|-|-|-//nsubj:pass//95 har//VB|PRS|AKT//aux//95 tillgodoräknats//VB|SUP|SFO//acl:relcl//92 som//KN//case//97 bosättningstid//NN|UTR|SIN|IND|NOM//obl//95 i//PP//case//99 Sverige//PM|NOM//nmod//97 .//MAD//punct//7
4 Författningskommentar till balken ;I//PP//advmod//103 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//101 finns//VB|PRS|SFO//ROOT//103 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//103 i//PP//case//106 SFBP//PM|NOM//obl//103 .//MAD//punct//103
4 Författningskommentar till balken ;Någon//DT|UTR|SIN|IND//det//109 ändring//NN|UTR|SIN|IND|NOM//nsubj//114 i//PP//nmod//109 sak//NN|UTR|SIN|IND|NOM//fixed//110 är//VB|PRS|AKT//cop//114 inte//AB//advmod//114 avsedd//PC|PRF|UTR|SIN|IND|NOM//parataxis//103 .//MAD//punct//114
4 Författningskommentar till balken ;5//RG|NOM//nummod//117 kap.//NN|AN//nmod//119 10//RG|NOM//nummod//119 §//NN|AN//obl//114
4 Författningskommentar till balken ;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//1 anger//VB|PRS|AKT//ROOT//1 att//SN//mark//17 när//HA//case//6 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//3 gäller//VB|PRS|AKT//fixed//3 förmåner//NN|UTR|PLU|IND|NOM//obl//17 till//PP//case//8 efterlevande//NN|UTR|PLU|IND|NOM//nmod//6 enligt//PP//case//13 9//RG|NOM//nummod//11 §//NN|AN//nmod//12 14//RG|NOM//nummod//13 17//RG|NOM//nmod//6 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 är//VB|PRS|AKT//cop//17 den//DT|UTR|SIN|DEF//det//17 efterlevande//NN|UTR|SIN|IND|NOM//ccomp//1 som//HP|-|-|-//nsubj//21 skall//VB|PRS|AKT//aux//21 vara//VB|INF|AKT//cop//21 försäkrad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//17 för//PP//case//23 förmånerna//NN|UTR|PLU|DEF|NOM//obl//21 .//MAD//punct//1
4 Författningskommentar till balken ;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//26 motsvarar//VB|PRS|AKT//parataxis//1 4//RG|NOM//nummod//28 kap.//NN|AN//nmod//30 8//RG|NOM//nummod//30 §//NN|AN//obl//26 SofL//RG|NOM//obl//33 såvitt//SN//advmod//33 avser//VB|PRS|AKT//advcl//26 regleringen//NN|UTR|SIN|DEF|NOM//obj//33 av//PP//case//36 utbetalning//NN|UTR|SIN|IND|NOM//nmod//34 av//PP//case//38 förmåner//NN|UTR|PLU|IND|NOM//nmod//36 vid//PP//case//40 utlandsvistelse//NN|UTR|SIN|IND|NOM//nmod//38 .//MAD//punct//26
4 Författningskommentar till balken ;Vi//PN|UTR|PLU|DEF|SUB//nsubj//43 föreslår//VB|PRS|AKT//parataxis//26 emellertid//AB//advmod//43 att//SN//mark//48 bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//48 skall//VB|PRS|AKT//aux//48 ges//VB|INF|SFO//ccomp//43 ett//DT|NEU|SIN|IND//det//51 vidare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 tillämpningsområde//NN|NEU|SIN|IND|NOM//obj//48 såtillvida//AB//advmod//48 att//SN//mark//57 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//57 skall//VB|PRS|AKT//aux//57 vara//VB|INF|AKT//cop//57 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//52 inom//PP//case//60 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//60 avdelning//NN|UTR|SIN|IND|NOM//nmod//61 A.//PM|NOM//obl//62 5//RG|NOM//nummod//63 kap.//NN|AN//obl//64 16//RG|NOM//nummod//65 §//NN|AN//obl//57
4 Författningskommentar till balken ;I//PP//case//1 H//NN|AN//obl//9 7//RG|NOM//nummod//1 kap.//NN|AN//nmod//4 42//RG|NOM//nmod//1 och//KN//cc//4 44//RG|NOM//nummod//4 §//NN|AN//nmod//8 §//NN|AN//obl//9 finns//VB|PRS|SFO//ROOT//9 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//9 om//PP//case//12 anmälan//NN|UTR|SIN|IND|NOM//nmod//10 om//PP//case//14 bosättning//NN|UTR|SIN|IND|NOM//nmod//12 i//PP//case//16 Sverige//PM|NOM//nmod//14 ,//MID//punct//10 vilka//HP|UTR/NEU|PLU|IND//nsubj//19 motsvarar//VB|PRS|AKT//acl:relcl//10 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 bestämmelser//NN|UTR|PLU|IND|NOM//obj//19 i//PP//case//25 5//RG|NOM//nummod//24 kap.//NN|AN//nmod//25 1//RG|NOM//nummod//28 och//KN//cc//25 3//RG|NOM//nummod//25 §//NN|AN//nmod//29 §//NN|AN//nmod//30 SofL.//MAD//obl//19 Vi//PN|UTR|PLU|DEF|SUB//nsubj//32 anser//VB|PRS|AKT//acl:cleft//9 att//SN//mark//38 dessa//DT|UTR/NEU|PLU|DEF//det//35 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//38 är//VB|PRS|AKT//cop//38 av//PP//case//38 handläggningskaraktär//NN|UTR|SIN|IND|NOM//ccomp//32 ,//MID//punct//41 men//KN//cc//41 finner//VB|PRS|AKT//conj//9 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//41 ändå//AB//advmod//41 motiverat//PC|PRF|NEU|SIN|IND|NOM//xcomp//41 att//IE//mark//47 här//AB//advmod//47 införa//VB|INF|AKT//xcomp//41 en//DT|UTR|SIN|IND//det//49 upplysning//NN|UTR|SIN|IND|NOM//obj//47 om//PP//case//51 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//47 .//MAD//punct//41
4 Författningskommentar till balken ;5//RG|NOM//nummod//54 kap.//NN|AN//nmod//56 17//RG|NOM//nummod//56 §//NN|AN//obl//41
4 Författningskommentar till balken ;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//1 motsvarar//VB|PRS|AKT//ROOT//1 43//RG|NOM//nummod//3 §//NN|AN//nmod//5 2//RG|NOM//nummod//5 USL//PM|NOM//obj//1 och//KN//cc//7 anger//VB|PRS|AKT//conj//1 att//SN//mark//11 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//11 får//VB|PRS|AKT//aux//11 förordna//VB|INF|AKT//ccomp//7 att//SN//mark//19 barn//NN|NEU|PLU|IND|NOM//nsubj//19 som//HP|-|-|-//nsubj//17 är//VB|PRS|AKT//cop//17 politisk//JJ|POS|UTR|SIN|IND|NOM//amod//17 flyktning//NN|UTR|SIN|IND|NOM//acl:relcl//13 är//VB|PRS|AKT//cop//19 försäkrat//PC|PRF|NEU|SIN|IND|NOM//ccomp//11 för//PP//case//21 underhållsstöd//NN|NEU|SIN|IND|NOM//obl//19 enligt//PP//case//24 9//RG|NOM//nummod//24 §//NN|AN//nmod//21 3//RG|NOM//nummod//24 även//AB//mark//31 om//SN//fixed//26 barnet//NN|NEU|SIN|DEF|NOM//nsubj//31 inte//AB//advmod//31 är//VB|PRS|AKT//cop//31 bosatt//JJ|POS|UTR|SIN|IND|NOM//advcl//19 i//PP//case//33 Sverige//PM|NOM//obl//31 .//MAD//punct//1
4 Författningskommentar till balken ;Vi//PN|UTR|PLU|DEF|SUB//nsubj//36 anser//VB|PRS|AKT//parataxis//1 att//SN//mark//41 denna//DT|UTR|SIN|DEF//det//39 bestämmelse//NN|UTR|SIN|IND|NOM//nsubj//41 inte//AB//advmod//41 hör//VB|PRS|AKT//ccomp//36 hemma//PL//advmod//41 i//PP//case//46 den//DT|UTR|SIN|DEF//det//46 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 förmånsavdelningen//NN|UTR|SIN|DEF|NOM//obl//41 utan//PP//mark//49 att//IE//mark//49 fråga//VB|INF|AKT//advcl//41 är//VB|PRS|AKT//cop//49 om//SN//case//54 en//DT|UTR|SIN|IND//det//54 speciell//JJ|POS|UTR|SIN|IND|NOM//amod//54 grund//NN|UTR|SIN|IND|NOM//obl//49 för//PP//case//56 försäkringstillhörighet//NN|UTR|SIN|IND|NOM//nmod//54 .//MAD//punct//36
4 Författningskommentar till balken ;6//RG|NOM//nummod//59 kap.//NN|AN//appos//36 6//RG|NOM//nummod//61 §//NN|AN//nmod//59
4 Författningskommentar till balken ;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//1 motsvarar//VB|PRS|AKT//ROOT//1 3//RG|NOM//nummod//3 kap.//NN|AN//nmod//4 4//RG|NOM//nummod//7 och//KN//cc//4 5//RG|NOM//nummod//4 §//NN|AN//nmod//8 §//NN|AN//obl//9 SofL.//MAD//obl//1 Den//DT|UTR|SIN|DEF//det//12 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 uppdelningen//NN|UTR|SIN|DEF|NOM//obj//1 på//PP//case//14 förmåner//NN|UTR|PLU|IND|NOM//nmod//12 som//HP|-|-|-//obl//19 den//DT|UTR|SIN|DEF//det//17 enskilde//JJ|POS|MAS|SIN|DEF|NOM//nsubj//19 är//VB|PRS|AKT//cop//19 försäkrad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//14 för//PP//case//22 respektive//AB//amod//22 lagar//NN|UTR|PLU|IND|NOM//obl//19 som//HP|-|-|-//obl//26 den//DT|UTR|SIN|DEF//det//25 enskilde//JJ|POS|MAS|SIN|DEF|NOM//nsubj:pass//26 omfattas//VB|PRS|SFO//acl:relcl//22 av//PP//compound:prt//26 försvinner//VB|PRS|AKT//advcl//1 dock//AB//advmod//28 .//MAD//punct//1
4 Författningskommentar till balken ;Den//DT|UTR|SIN|DEF//det//32 enskilde//JJ|POS|MAS|SIN|DEF|NOM//nsubj//39 är//VB|PRS|AKT//cop//39 med//PP//case//36 vårt//PS|NEU|SIN|DEF//nmod:poss//36 synsätt//NN|NEU|SIN|IND|NOM//obl//39 i//PP//advmod//39 stället//NN|NEU|SIN|DEF|NOM//fixed//37 försäkrad//PC|PRF|UTR|SIN|IND|NOM//parataxis//1 för//PP//case//43 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//43 arbetsbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//43 förmåner//NN|UTR|PLU|IND|NOM//obl//39 som//HP|-|-|-//nsubj:pass//45 anges//VB|PRS|SFO//acl:relcl//43 i//PP//case//47 paragrafen//NN|UTR|SIN|DEF|NOM//obl//45 .//MAD//punct//1
4 Författningskommentar till balken ;Beträffande//PP//case//1 punkten//NN|UTR|SIN|DEF|NOM//obl//6 2//RG|NOM//nummod//1  //_SP////2 har//VB|PRS|AKT//aux//6 vi//PN|UTR|PLU|DEF|SUB//nsubj//6 bytt//VB|SUP|AKT//ROOT//6 ut//PL//compound:prt//6 uttrycket//NN|NEU|SIN|DEF|NOM//obj//6 ”//PAD//punct//10 föräldrapenning//NN|UTR|SIN|IND|NOM//obj//6 över//PP//case//12 lägstanivå//NN|UTR|SIN|IND|NOM//nmod//10 och//KN//cc//15 tillfällig//JJ|POS|UTR|SIN|IND|NOM//amod//15 föräldrapenning//NN|UTR|SIN|IND|NOM//conj//12 ”//PAD//punct//10 mot//PP//case//18 uttrycket//NN|NEU|SIN|DEF|NOM//nmod//10 ”//PAD//punct//20 föräldrapenning//NN|UTR|SIN|IND|NOM//nmod//10 på//PP//case//22 grundnivå//NN|UTR|SIN|IND|NOM//nmod//20 eller//KN//cc//24 sjukpenningnivå//NN|UTR|SIN|IND|NOM//conj//22 och//KN//cc//27 tillfällig//JJ|POS|UTR|SIN|IND|NOM//amod//27 föräldrapenning//NN|UTR|SIN|IND|NOM//conj//20 ”//RG|NOM//punct//20 .//MAD//punct//10
4 Författningskommentar till balken ;Vi//PN|UTR|PLU|DEF|SUB//nsubj//31 anser//VB|PRS|AKT//conj//6 att//SN//mark//37 den//DT|UTR|SIN|DEF//det//35 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 avfattningen//NN|UTR|SIN|DEF|NOM//nsubj//37 är//VB|PRS|AKT//cop//37 tydligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//31 .//MAD//punct//31
4 Författningskommentar till balken ;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//40 svarar//VB|PRS|AKT//parataxis//31 också//AB//advmod//40 mot//PP//case//43 indelningen//NN|UTR|SIN|DEF|NOM//obl//40 i//PP//case//45 B//PM|NOM//nmod//43 5//RG|NOM//nummod//47 kap.//NN|AN//nmod//48 18//RG|NOM//nummod//45 24//RG|NOM//nummod//50 §//NN|AN//nmod//51 §//NN|AN//nmod//45 .//MAD//punct//40
